sample_id,task,stage,target_anchor,history_start_anchor,history_length,candidate_id,candidate_source,deleted_position,candidate_raw_rank,candidate_deduplicated,exact_physical_kl,action_only_risk,adjacent_only_risk,dense_actual_boundary_energy,eligible_count,cache_length_prequery,cache_length_baseline,cache_length_candidate,candidate_replay_max_abs_error,multi_all_endpoint_risk,multi_uniform8_endpoint_risk,multi_inherited3_endpoint_risk,multi_pair_endpoint_risk,multi_three_endpoint_risk,probe_b18_path_k1_risk,theory_b1_risk,probe_b1_risk,theory_b5_risk,probe_b5_risk,theory_b8_risk,probe_b8_risk,theory_b11_risk,probe_b11_risk,theory_b15_risk,probe_b15_risk,theory_b18_risk,probe_b18_risk,theory_b19_risk,probe_b19_risk,theory_b23_risk,probe_b23_risk,theory_b27_risk,probe_b27_risk,b1_theory_u_norm,b1_local_r_norm,b1_actual_boundary_norm,b1_deleted_attention_mass_mean,b1_deleted_value_norm,b1_deleted_key_norm,b1_action_state_ratio,b5_theory_u_norm,b5_local_r_norm,b5_actual_boundary_norm,b5_deleted_attention_mass_mean,b5_deleted_value_norm,b5_deleted_key_norm,b5_action_state_ratio,b8_theory_u_norm,b8_local_r_norm,b8_actual_boundary_norm,b8_deleted_attention_mass_mean,b8_deleted_value_norm,b8_deleted_key_norm,b8_action_state_ratio,b11_theory_u_norm,b11_local_r_norm,b11_actual_boundary_norm,b11_deleted_attention_mass_mean,b11_deleted_value_norm,b11_deleted_key_norm,b11_action_state_ratio,b15_theory_u_norm,b15_local_r_norm,b15_actual_boundary_norm,b15_deleted_attention_mass_mean,b15_deleted_value_norm,b15_deleted_key_norm,b15_action_state_ratio,b19_theory_u_norm,b19_local_r_norm,b19_actual_boundary_norm,b19_deleted_attention_mass_mean,b19_deleted_value_norm,b19_deleted_key_norm,b19_action_state_ratio,b23_theory_u_norm,b23_local_r_norm,b23_actual_boundary_norm,b23_deleted_attention_mass_mean,b23_deleted_value_norm,b23_deleted_key_norm,b23_action_state_ratio,b27_theory_u_norm,b27_local_r_norm,b27_actual_boundary_norm,b27_deleted_attention_mass_mean,b27_deleted_value_norm,b27_deleted_key_norm,b27_action_state_ratio
gov_report:116,gov_report,replication,64,32,32,physical_delete_attention_43,attention,43,0,False,2.005491125891439e-07,0.0008181927645740816,0.0008123232570521063,0.008054929747714913,93,128,129,128,0.0,2.0053553088475212e-07,3.3103674661650613e-09,2.1045977988935223e-09,2.2137842262651383e-10,9.954940422157336e-10,1.5600901300238381e-07,9.494606806120614e-12,5.6573674272025924e-12,1.0283348216199818e-11,1.419970284065541e-09,3.689723524414353e-11,1.2187386332666948e-09,9.108600904235951e-12,1.2050568544262821e-09,2.582618745360229e-10,2.977003131669073e-09,1.2780257584475315e-07,1.5628972871358852e-07,5.117518113539292e-10,1.6969140339671517e-07,2.2182029081941444e-10,1.8501830636021436e-07,2.2996887277449736e-09,2.037985659240988e-07,0.0007160889483177705,0.0010463359844669845,0.0010521388024664867,2.8161703085061163e-05,4.457978248596191,778.362548828125,5.038309247543283e-05,0.0025419132625898026,0.0025681098834569684,0.011520792099526085,6.002337977406569e-05,7.351544380187988,19.48427391052246,5.9039037211136084e-05,0.0016999404062451274,0.00148063915660499,0.008705391058438228,4.0969247493194416e-05,6.814271926879883,34.51654052734375,3.314019619299696e-05,0.0010810230654877565,0.0009849445472995492,0.007298491889491591,2.9704058761126362e-05,6.127108573913574,19.330726623535156,1.9204374994305035e-05,0.0019407573290455649,0.0017416984382344642,0.007029716400252533,4.1661598515929654e-05,8.760499954223633,19.258190155029297,3.201298059257469e-05,0.0018340832536117766,0.001905508860660028,0.015156565195098068,3.506276698317379e-05,8.904603958129883,21.780506134033203,2.774728146081561e-05,0.0015313720246057148,0.0014312220312811884,0.0196479770145753,2.3955481083248742e-05,10.904350280761719,20.978958129882812,1.1460590922729054e-05,0.014058017742703892,0.015134176348634338,0.03736858817302967,3.988779280916788e-05,33.267887115478516,19.39350128173828,5.666373158670598e-05
gov_report:116,gov_report,replication,64,32,32,physical_delete_value_norm_82,value_norm,82,0,False,7.593806640604972e-05,1.240922144063674,1.0610643089144005,7.6190793591428,93,128,129,128,,7.278494197775296e-05,9.52378647842947e-06,8.232353642703065e-06,1.1069896416315009e-07,6.892447030944042e-06,7.326499543853495e-05,2.0483227791380648e-11,2.476566371219697e-11,4.0249180211760933e-10,3.988683412486558e-07,8.071086187233577e-09,3.363087989798202e-07,4.837764492150599e-07,2.1498168788575893e-06,6.199299618582792e-06,4.0784515812666974e-05,1.0996018231119076e-05,7.327615307646139e-05,6.75516130712716e-08,7.446877011256254e-05,7.968457352771095e-08,7.09842170077764e-05,1.6177747548746434e-06,9.326756108356173e-05,0.0011004243403216333,0.0015122245285777876,0.0015073220938337307,0.00014676207501906902,3.1908457279205322,779.73486328125,7.281652298880347e-05,0.014422454110404765,0.014790810886462783,0.16018627120921128,0.0005496222293004394,4.5620269775390625,15.232492446899414,0.000340030323442889,0.021000979799009306,0.019051233634461068,0.107591842400551,0.0008162043523043394,4.53766393661499,33.099544525146484,0.00042641153825239477,0.27930767436954623,0.24775954043369108,0.34178593428098986,0.006753254681825638,7.432943344116211,16.89640235900879,0.004830796958012118,0.47542519047012893,0.4118668353034442,0.6262685521339126,0.014373399317264557,7.526973247528076,16.58145523071289,0.007570245638309152,0.033422539303864,0.03214513972177821,0.5250551140536296,0.0009839873528108,8.130814552307129,21.039920806884766,0.0004680850652924672,0.05073038075500231,0.04996801934772688,0.5554308871814373,0.0015896238619461656,6.724061012268066,16.619461059570312,0.00040012172566312234,0.3956039070863113,0.37962421479587555,0.9268497192381517,0.012143279425799847,10.186994552612305,15.267797470092773,0.0014213475590264674
gov_report:116,gov_report,replication,64,32,32,physical_delete_aov_22,aov,22,0,False,7.33717350293341e-09,0.00028539356251425577,0.00029002115982648224,0.0013007563939081458,93,128,129,128,,7.509407719842756e-09,4.606221543560037e-10,4.500835924530829e-10,2.98628655613264e-11,2.6795263242648017e-11,1.688399168099591e-09,1.4615858587569356e-10,1.5747296879203845e-10,1.782626628177213e-12,5.269630822995874e-10,3.346550378035323e-12,6.959954532583714e-10,6.018515849383844e-13,6.785244367397658e-10,3.831332647388145e-13,4.205002172324192e-10,9.652414674525852e-10,1.6657803675448334e-09,7.924096720096288e-12,1.613643958860625e-09,3.074944554761345e-11,4.087901457096818e-09,6.300351526258552e-10,5.8174347173695054e-09,0.002132097714724973,0.003362253912050138,0.0033609734788335767,8.169305510818958e-05,4.2228803634643555,778.3533935546875,0.00016189900021741353,0.0009497574763132929,0.0008996526188161726,0.005039731548951393,1.8561151591711678e-05,6.882534503936768,18.55060577392578,2.0682379979740472e-05,0.00043178639988629777,0.000440915304888024,0.0034449531599240893,8.481648364977445e-06,6.982377052307129,34.85817337036133,9.868724356843705e-06,0.0001376937504999889,0.0001138487521925596,0.0029028525162602273,2.624132321216166e-06,8.699039459228516,20.047637939453125,2.2198144410607904e-06,7.715246357269188e-05,6.561297600800485e-05,0.0025933275214863813,1.560777377562772e-06,10.90955638885498,19.68105697631836,1.2059877194898e-06,0.00018645359825608955,0.00017814745101170143,0.004531389926915663,3.2431480576633476e-06,10.571054458618164,23.656131744384766,2.594114132345914e-06,0.0011050481915808295,0.0010474749863528907,0.007283540667887246,1.2350399629212916e-05,12.627809524536133,20.460262298583984,8.387714874424784e-06,0.007192017609786782,0.0076555799801655096,0.01466865074109487,4.009867552667856e-05,26.07683753967285,16.38519859313965,2.8663187156253968e-05
gov_report:116,gov_report,replication,64,32,32,physical_delete_aor_36,aor,36,1,True,4.350665159129271e-08,0.0012979995767532517,0.0014289533549776254,0.006576776180175277,93,128,129,128,,4.332742252238282e-08,6.639375280816272e-10,2.8068933693441793e-10,1.3393431035400201e-10,1.5358326937075636e-10,3.6115133237105812e-09,1.0333249762171622e-11,4.777827943965359e-12,1.5136228079880915e-11,1.1847359828346546e-09,3.67821770636802e-11,1.3102046787311554e-09,1.3690167206318574e-12,1.378077538149296e-09,2.487726173014236e-12,1.2393415785687877e-09,2.1650820491329133e-09,3.587075172617769e-09,2.0659066285212935e-10,4.156852104648877e-09,1.411205135671796e-10,3.656605946444639e-09,2.4395060765295545e-10,4.441544871563281e-08,0.0008390318635240535,0.001141627892364826,0.0011477102552964384,4.480851930566132e-05,4.183609962463379,778.8078002929688,5.497158133470026e-05,0.0019423825017926405,0.0019428882988754529,0.01351390911928542,5.110765414428897e-05,7.265463829040527,19.44835662841797,4.46656333957101e-05,0.0031073643641558886,0.0025766927727126137,0.010291036286785437,5.21603760716971e-05,6.376445293426514,34.20205307006836,5.7672461001620354e-05,0.0001591862885013899,0.00015385909111938963,0.008167963026103857,3.885082605847856e-06,7.848747253417969,20.042484283447266,2.9999330320076168e-06,0.00021526271550497962,0.0001848296871831856,0.007372836478592631,4.215075477986829e-06,9.061243057250977,18.450368881225586,3.397229427802037e-06,0.0014243288471441,0.0013319385429303358,0.007576715510776671,1.4724177162861452e-05,9.202240943908691,21.395496368408203,1.939517280774822e-05,0.0027660181042591,0.002928683519982498,0.009981977751490338,2.6753294150694273e-05,14.981851577758789,20.802291870117188,2.3451598026765752e-05,0.004160508380012575,0.004472869659658623,0.03714783354676106,2.0778294128831476e-05,40.6054801940918,16.07292938232422,1.6746830483449973e-05
gov_report:116,gov_report,replication,64,32,32,physical_delete_v_ridge_58,v_ridge,58,0,False,0.00018911997833032882,0.6199348238977463,0.5371774031463992,4.874728220215172,93,128,129,128,,0.00019107230914875112,4.156587458899782e-06,1.9357615411351664e-07,4.62526584318681e-08,9.323847785688472e-08,5.414135454340316e-06,1.9625466685864218e-11,3.444913962334901e-11,2.896090244982691e-09,2.7328103968008437e-09,1.63319970759332e-08,2.3236206921155414e-08,2.2890909634700916e-06,2.3469746433110662e-06,2.2962089358801935e-08,3.3239034082152693e-06,1.7794503761638103e-07,5.41062144483246e-06,5.287080520525826e-07,8.210716105396746e-06,3.9616270701009313e-08,0.00019647726697776067,1.9786506057507792e-07,0.00019940099752939954,0.0005883142692865328,0.0008780038309916937,0.0008755519607120538,9.79321266640909e-05,3.3373770713806152,780.2392578125,4.227757514539979e-05,0.013950920187062017,0.014769582447215986,0.018590334308158252,0.0003847629122901708,5.9538702964782715,16.86767578125,0.00033954229657819004,0.04816545200362974,0.0407135086179094,0.05192481303099746,0.0015432225773110986,5.822487831115723,32.26234436035156,0.0009112643396494669,0.5304897329953924,0.4665175531663928,0.4828817104528181,0.014872933737933636,8.020761489868164,17.941741943359375,0.009096124301613407,0.018281564140290307,0.015520796467998879,0.3314612706525233,0.0003805355227086693,9.920621871948242,21.045551300048828,0.0002852772587974627,0.034734485295321,0.03244212567253832,0.27861650524136267,0.0007015124429017305,8.737798690795898,21.858346939086914,0.0004724096595967909,0.033120248461529105,0.033596534149231735,0.596982370344542,0.001198096084408462,7.729692459106445,17.288734436035156,0.0002690261370286263,0.15223924582110876,0.143724288564882,0.8106347352660352,0.004349810071289539,11.38821792602539,15.749188423156738,0.0005381167975134396
gov_report:116,gov_report,replication,64,32,32,physical_delete_key_query_50,key_query,50,0,False,1.5041203250637058e-06,0.2410481383770697,0.2086640254133873,0.517363398958528,93,128,129,128,,1.4894494158143492e-06,7.984407212723038e-07,5.608994551512752e-07,2.1394526734797698e-07,7.67645659350718e-08,2.6827968308638234e-06,3.2216602959952778e-12,3.213946101743911e-12,2.5793308387150494e-09,7.99506935787944e-09,3.3610622156079475e-07,4.4843870962568157e-07,3.8877561175106256e-08,9.705867280304582e-07,7.227469131148781e-09,2.5011484202378193e-06,2.353476419611033e-08,2.6817908922276146e-06,2.1753583563125523e-08,2.509461917054017e-06,1.1834070718149519e-07,2.2051103675837754e-06,6.184502588535677e-07,2.2586896809333006e-06,0.00047450557898638305,0.0006678467975263868,0.0006624472616713551,3.5647379263537005e-05,2.9391822814941406,779.7255859375,3.215810930590749e-05,0.022437517463099542,0.021976732849245905,0.029763501109511228,0.0005817460478283465,7.065099716186523,17.698095321655273,0.0005052296075116782,0.13984300742390599,0.12877490357047763,0.13633777931053703,0.0026303352788090706,6.300914764404297,33.270084381103516,0.0028822860384465875,0.04598567956870881,0.039777411112350364,0.13606284287793016,0.001394946128129959,6.820609092712402,17.122028350830078,0.0007755769818703196,0.013434154360432089,0.013664769364376227,0.11527457771068764,0.0002079249097732827,10.096575736999512,19.91655921936035,0.00025116288035902605,0.00912815827352643,0.008940435028618833,0.09395999105023257,0.0002337705227546394,8.464237213134766,22.255069732666016,0.0001301871496075304,0.03443337384034212,0.0339133409690024,0.11181294458249144,0.0010615942301228642,7.907926559448242,17.283601760864258,0.00027156298545854613,0.2253824702402331,0.2188727570820897,0.27645135188136927,0.007563612889498472,10.320446014404297,15.461114883422852,0.0008194794928539975
gov_report:116,gov_report,replication,64,32,32,physical_delete_age_4,age,4,0,False,5.3659255570167645e-08,0.0010187700796155707,0.0009333421244924415,0.008186669961945427,93,128,129,128,,5.367026299388128e-08,3.3297984166710966e-09,3.0824136995802508e-09,3.6376114727252904e-11,3.528314756621634e-11,5.080335311158917e-08,3.100333001393566e-11,3.389910951115903e-11,1.7287192379527455e-11,1.1727594963672951e-09,2.366450392835485e-11,1.92916691234518e-09,8.512164915793047e-13,1.9957057042927835e-09,2.900382385696521e-12,5.0528578577400225e-09,2.860046073493852e-08,5.139173428240071e-08,6.451883949609388e-11,5.223404043703335e-08,7.213257715610524e-12,5.512267562592251e-08,2.9583283477530205e-09,4.8388232946161124e-08,0.0018870658166954414,0.0025430472554308866,0.0025513613050521773,0.00025313234073109925,3.5669851303100586,778.8583984375,0.00012245262223781702,0.0015403624698320044,0.0014919005084906955,0.021408856542896385,3.1802057492313907e-05,7.620412826538086,18.461536407470703,3.42977417763483e-05,0.0015968014973747142,0.0016529571432979174,0.01377602320139649,3.8958340155659243e-05,6.296531677246094,33.97175979614258,3.699707912163705e-05,0.00017735587749090695,0.00015919706425441293,0.011005641421565291,4.008974883618066e-06,8.479736328125,18.977916717529297,3.1040124322901757e-06,4.650932887932243e-05,4.0679066412057245e-05,0.012636978522322406,9.742861948325299e-07,9.230497360229492,19.743364334106445,7.47694397023934e-07,0.000790386454977517,0.000755441145117334,0.015506328120299628,7.258449841174297e-06,10.128425598144531,23.026649475097656,1.1000441149032977e-05,0.0006654803905610565,0.0006639466479858896,0.017283636459566473,1.0417959856567904e-05,11.252368927001953,19.28680992126465,5.316590131212496e-06,0.008656782789614749,0.008055113007571302,0.023985261379090163,5.716341911465861e-05,19.834800720214844,15.525497436523438,3.0159075118930496e-05
gov_report:116,gov_report,replication,64,32,32,physical_delete_random_59,random,59,0,False,1.8410165929528115e-05,0.18480634232766824,0.15950442992204084,0.9252548631887607,93,128,129,128,,1.8305740977388044e-05,1.4147956913143612e-06,2.6201662246581956e-07,6.383096129370031e-08,1.2038209713518763e-07,5.210313113701538e-06,6.422791405913687e-12,6.684213061383618e-12,6.883577703038112e-09,4.446982004979575e-09,5.4156940752744966e-09,3.086471456085683e-08,6.579618870949759e-07,8.686304943271634e-07,8.585713645353939e-09,3.4635352592309173e-06,4.226523014805479e-07,5.206680379770214e-06,6.192328694437958e-07,6.458420821979272e-06,6.615544646385626e-08,1.8678996232138437e-05,2.3842087360050393e-07,2.153834054531819e-05,0.0009022740979838522,0.001197539737728524,0.0011989075621229933,0.00015449953207280487,3.5141372680664062,779.7246704101562,5.766384435274634e-05,0.03622588608789724,0.03416319416873426,0.05007675917101902,0.0006562575581483543,7.574169158935547,17.09940528869629,0.0007853877689470625,0.021516850259955412,0.01914349565778004,0.05410948208887642,0.0008947341702878475,5.464986801147461,32.23634338378906,0.0004284765799205919,0.15014356467464257,0.13530914474002056,0.16761286380438525,0.0037440878804773092,8.131292343139648,17.88226318359375,0.002638247567206204,0.014398223960626465,0.012479453971290655,0.15953660982174137,0.0003206153342034668,9.306588172912598,19.908615112304688,0.00022937640008096298,0.05959401989327044,0.05854004643647841,0.17368695043301616,0.0008911834447644651,9.774042129516602,22.113651275634766,0.000852437466304696,0.03400392454548288,0.034840009236772065,0.2216202643101578,0.0010856535518541932,7.635533332824707,17.336185455322266,0.00027898333373845295,0.16484115906235922,0.158193141518412,0.3459856354497743,0.0049970862455666065,11.591178894042969,15.124948501586914,0.0005922894978467697
gov_report:117,gov_report,replication,64,32,32,physical_delete_attention_14,attention,14,0,False,3.207083273466029e-07,0.0036603697045835236,0.003468608836843786,0.03808736400918318,93,128,129,128,0.0,3.203936063544971e-07,3.488367901133675e-09,8.37514601356528e-10,2.1318388107062752e-10,1.627238400676265e-09,2.724757964513917e-07,8.294538345441504e-10,8.467511612665277e-10,1.7262958382895652e-09,6.247444495980086e-08,1.9344613902665136e-11,7.889931963929469e-08,3.710871384520567e-12,8.237273477847053e-08,6.330285401575679e-11,8.658025925694979e-08,2.0539481646672406e-07,2.725865524166293e-07,2.2334397683258205e-09,2.8433786415215517e-07,2.2612419557516082e-10,3.1003903935648e-07,3.675862819615723e-10,3.1443288183756403e-07,0.002742166340671406,0.003729751033175175,0.0037401329938771826,0.0001560922246426344,3.5669851303100586,778.8583984375,0.0002954326387968687,0.009184136630969219,0.00828237604386548,0.04835802601615987,0.0002392985625192523,7.128814697265625,19.36896324157715,0.0003215382432053391,0.0012853053601050689,0.0012565444906035641,0.032102901625237004,2.9607863325509243e-05,5.726841449737549,33.79312515258789,3.5778076295616e-05,0.0002856928661805175,0.0003503075010858634,0.027628772035159083,5.7406527957937215e-06,7.44852352142334,20.68832015991211,9.316039091931608e-06,0.0007499413048459364,0.0006203485961498054,0.0247807156354954,1.5467121556866914e-05,10.04827880859375,20.109291076660156,1.3805414849087666e-05,0.0046446726754638835,0.0042732105538496115,0.0316792022626253,3.5733566619455814e-05,10.39979362487793,24.24416732788086,6.922139583299521e-05,0.001333128668637202,0.0012761160773617265,0.03757438377167416,1.7318185200565495e-05,11.399269104003906,22.081058502197266,1.074768466115685e-05,0.003197007862323638,0.0033338004400181144,0.045820452769591354,3.11899020744022e-05,25.282854080200195,18.130268096923828,1.379040020167365e-05
gov_report:117,gov_report,replication,64,32,32,physical_delete_value_norm_80,value_norm,80,0,False,0.0031474855495257636,14.853571317995542,10.054270025660722,158.87040080871907,93,128,129,128,,0.0027923837559235658,0.0001225416992150358,1.3718154200443938e-05,1.4746942344692754e-06,1.390169802671068e-05,0.00295479730744731,3.1898974870891693e-10,2.995048892292932e-10,8.881635280122668e-07,6.036415943184038e-06,4.076164753375891e-07,8.54478031842216e-06,0.00012555820704070382,8.233131455077252e-05,1.1270104442825718e-05,0.0006847295975074331,9.375722450875163e-06,0.002950507162917496,5.514850961892831e-06,0.0030346519060175953,1.0262454659103204e-06,0.0030448021790005463,2.1336084651380307e-06,0.0031441482909307806,0.0008382424858095063,0.002194551277780731,0.002162198084480862,0.00010967630078084767,3.1908457279205322,779.73486328125,0.00017382985330735633,0.3546160782197874,0.34241161689454086,0.5020667124599485,0.013751228339970112,5.054614067077637,15.602570533752441,0.013293097194121854,0.13406820729900046,0.10282480672329761,0.3328417833547063,0.00485521974042058,4.8110198974609375,33.13287353515625,0.002927770411265751,1.0587918914620464,0.9949510482180172,1.5282490831899245,0.03027748502790928,6.763489723205566,16.259746551513672,0.026459618566618888,0.39074518498309246,0.34022378255461494,2.4639602978807837,0.008979808539152145,8.467660903930664,16.360225677490234,0.007571437235199307,0.27725216050716733,0.24256170487553963,2.3566855078587583,0.00825174618512392,7.757203102111816,20.734088897705078,0.0039292376482572,0.14060914593052767,0.13443390784223483,3.003508229428565,0.005650672595947981,6.5066962242126465,16.55527687072754,0.0011322271342607687,0.2319469959217414,0.23968609133024685,4.193489144963984,0.0065904706716537476,10.53476619720459,15.59872817993164,0.0009914711998181406
