split,task,method,projection_dimension,projection_seed,decay,decision_units,sequences,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
calibration,all,raw_action,32,31415,0.95,360,8,0.3704347826086956,0.6064613526570048,0.13333333333333333,0.30967660366905586,0.0,0.0,0.0,0.0
calibration,all,raw_action,32,271828,0.95,360,8,0.36956521739130427,0.6110004025764896,0.125,0.29057879363593175,0.0,0.0,0.0,0.0
calibration,all,raw_action,64,42,0.95,360,8,0.3439130434782608,0.6064311594202898,0.125,0.29667858627994037,0.0,0.0,0.0,0.0
calibration,all,raw_action,64,31415,0.95,360,8,0.38391304347826083,0.613989533011272,0.12777777777777777,0.3070127417978386,0.0,0.0,0.0,0.0
calibration,all,raw_action,64,271828,0.95,360,8,0.39304347826086955,0.6141103059581321,0.12777777777777777,0.2925960601881417,0.0,0.0,0.0,0.0
calibration,all,raw_action,128,42,0.95,360,8,0.36134349102541885,0.6111815619967793,0.13333333333333333,0.2919748724198448,0.0,0.0,0.0,0.0
calibration,all,raw_action,128,31415,0.95,360,8,0.37004018323602905,0.6132045088566828,0.12777777777777777,0.2988492312561574,0.0,0.0,0.0,0.0
calibration,all,raw_action,128,271828,0.95,360,8,0.39286839754034064,0.6161131239935588,0.14166666666666666,0.2951286490104487,0.0,0.0,0.0,0.0
calibration,all,raw_ema,32,42,0.95,360,8,0.31956521739130433,0.6005032206119163,0.13055555555555556,0.28958359061408373,-0.0017391304347826077,-0.0023852657004830905,0.002777777777777778,-0.0012324940912600522
calibration,all,raw_ema,32,31415,0.95,360,8,0.3622131507916009,0.6032508051529791,0.11944444444444445,0.31123671053322455,-0.0013044423748775347,-0.0032105475040257706,-0.013888888888888888,-0.0015601068641686944
calibration,all,raw_ema,32,271828,0.95,360,8,0.37112728158095426,0.6077093397745571,0.11388888888888889,0.28877270218756146,-0.00217410214105955,-0.003291062801932365,-0.011111111111111112,0.0018060914483702477
calibration,all,raw_ema,64,42,0.95,360,8,0.3206871096911912,0.6048510466988728,0.1361111111111111,0.28625999753025383,-0.001739130434782521,-0.0015801127214170685,0.011111111111111112,0.010418588749686517
calibration,all,raw_ema,64,31415,0.95,360,8,0.37695652173913036,0.6124698067632851,0.11944444444444445,0.29921469393878664,-0.0008695652173913576,-0.0015197262479871123,-0.008333333333333333,0.00779804785905195
calibration,all,raw_ema,64,271828,0.95,360,8,0.3860869565217391,0.611755233494364,0.12222222222222222,0.2873414462008435,-0.0026086956521739185,-0.0023550724637681165,-0.005555555555555556,0.005254613987298174
calibration,all,raw_ema,128,42,0.95,360,8,0.3539130434782608,0.6102657004830918,0.14444444444444443,0.27149579810909746,0.0,-0.0009158615136876004,0.011111111111111112,0.020479074310747376
calibration,all,raw_ema,128,31415,0.95,360,8,0.36330062733168855,0.612902576489533,0.13333333333333333,0.29407909362494816,0.0,-0.0003019323671497583,0.005555555555555556,0.004770137631209216
calibration,all,raw_ema,128,271828,0.95,360,8,0.378695652173913,0.6134561191626409,0.125,0.2888309395259818,-0.0017395086299452356,-0.002657004830917872,-0.016666666666666666,0.006297709484466864
calibration,all,raw_innovation,32,42,0.95,360,8,0.3191304347826087,0.5988325281803544,0.13333333333333333,0.2964349037353338,-0.0047826086956521754,-0.0040559581320450885,0.005555555555555556,-0.008083807212510162
calibration,all,raw_innovation,32,31415,0.95,360,8,0.3139130434782609,0.5981582125603865,0.13333333333333333,0.32150098439287966,-0.007826086956521722,-0.00830314009661836,0.0,-0.011824380723823842
calibration,all,raw_innovation,32,271828,0.95,360,8,0.3713043478260869,0.6080515297906602,0.10833333333333334,0.307195929236858,-0.0069565217391304255,-0.002948872785829309,-0.016666666666666666,-0.016617135600926296
calibration,all,raw_innovation,64,42,0.95,360,8,0.3278260869565217,0.6042975040257649,0.12222222222222222,0.30345663042714427,-0.004347826086956566,-0.0021336553945249604,-0.002777777777777778,-0.006778044147203838
calibration,all,raw_innovation,64,31415,0.95,360,8,0.35025544719258717,0.6080917874396136,0.14722222222222223,0.2987878213434761,-0.006522495520760063,-0.0058977455716586105,0.019444444444444445,0.008224920454362494
calibration,all,raw_innovation,64,271828,0.95,360,8,0.3811283216176514,0.6106179549114331,0.10833333333333334,0.30352059473037074,-0.004783081439605402,-0.0034923510466988764,-0.019444444444444445,-0.010924534542229055
calibration,all,raw_innovation,128,42,0.95,360,8,0.35304347826086946,0.608262882447665,0.12777777777777777,0.2886798086951626,-0.0026086956521738647,-0.0029186795491143304,-0.005555555555555556,0.0032950637246822174
calibration,all,raw_innovation,128,31415,0.95,360,8,0.3752173913043478,0.6111211755233494,0.1527777777777778,0.2956202319244018,-0.0008696597661820293,-0.0020833333333333346,0.025,0.0032289993317556435
calibration,all,raw_innovation,128,271828,0.95,360,8,0.3756521739130434,0.6127314814814815,0.13333333333333333,0.2935438710971783,-0.003043478260869481,-0.003381642512077293,-0.008333333333333333,0.001584777913270465
