sample_id,task,stage,target_anchor,candidate_pool_variant,history_start_anchor,history_length,candidate_id,candidate_source,deleted_position,candidate_raw_rank,candidate_deduplicated,exact_physical_kl,action_only_risk,adjacent_only_risk,dense_actual_boundary_energy,eligible_count,cache_length_prequery,cache_length_baseline,cache_length_candidate,candidate_replay_max_abs_error,multi_all_endpoint_risk,multi_uniform8_endpoint_risk,multi_inherited3_endpoint_risk,multi_pair_endpoint_risk,multi_three_endpoint_risk,probe_b18_path_k1_risk,theory_b1_risk,probe_b1_risk,theory_b5_risk,probe_b5_risk,theory_b8_risk,probe_b8_risk,theory_b11_risk,probe_b11_risk,theory_b15_risk,probe_b15_risk,theory_b18_risk,probe_b18_risk,theory_b19_risk,probe_b19_risk,theory_b23_risk,probe_b23_risk,theory_b27_risk,probe_b27_risk,b1_theory_u_norm,b1_local_r_norm,b1_actual_boundary_norm,b1_deleted_attention_mass_mean,b1_deleted_value_norm,b1_deleted_key_norm,b1_action_state_ratio,b5_theory_u_norm,b5_local_r_norm,b5_actual_boundary_norm,b5_deleted_attention_mass_mean,b5_deleted_value_norm,b5_deleted_key_norm,b5_action_state_ratio,b8_theory_u_norm,b8_local_r_norm,b8_actual_boundary_norm,b8_deleted_attention_mass_mean,b8_deleted_value_norm,b8_deleted_key_norm,b8_action_state_ratio,b11_theory_u_norm,b11_local_r_norm,b11_actual_boundary_norm,b11_deleted_attention_mass_mean,b11_deleted_value_norm,b11_deleted_key_norm,b11_action_state_ratio,b15_theory_u_norm,b15_local_r_norm,b15_actual_boundary_norm,b15_deleted_attention_mass_mean,b15_deleted_value_norm,b15_deleted_key_norm,b15_action_state_ratio,b19_theory_u_norm,b19_local_r_norm,b19_actual_boundary_norm,b19_deleted_attention_mass_mean,b19_deleted_value_norm,b19_deleted_key_norm,b19_action_state_ratio,b23_theory_u_norm,b23_local_r_norm,b23_actual_boundary_norm,b23_deleted_attention_mass_mean,b23_deleted_value_norm,b23_deleted_key_norm,b23_action_state_ratio,b27_theory_u_norm,b27_local_r_norm,b27_actual_boundary_norm,b27_deleted_attention_mass_mean,b27_deleted_value_norm,b27_deleted_key_norm,b27_action_state_ratio
gov_report:126,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_attention_69,attention,69,0,False,0.0003809906492972257,2.0237533419432525,1.7854720722665303,18.955609270004494,93,128,129,128,0.0,0.0003728406409461305,1.3525480158382093e-05,4.860655447097955e-06,1.49374792560717e-07,4.195502786428698e-06,0.00012368911983448214,4.803613910745303e-12,5.0056248326973625e-12,2.426167756623954e-09,3.668748094443698e-08,6.360827424332108e-09,2.69653749474579e-08,4.787702553780255e-07,2.0517887634386085e-07,4.666620128420564e-06,2.3594017972449963e-05,6.087909885414602e-05,0.00012369933105948376,2.7532243821548976e-06,0.00014067705835365445,2.0213337446236255e-07,0.00021360663973915128,8.721194086413062e-08,0.0003810794552244869,0.000477839108983822,0.0007464750077408594,0.0007515339495443298,6.15271637798287e-05,3.1908457279205322,779.73486328125,3.401427146296703e-05,0.023936192711233522,0.021824179855983193,0.07484930915553126,0.0006937827565707266,4.804986000061035,15.626810073852539,0.0004945700667850922,0.024174228967517905,0.021848711120681565,0.05930300808913126,0.0007625599973835051,4.689803123474121,33.1181526184082,0.0004362371085021973,0.20075805047465822,0.16830971531435723,0.218357066302857,0.006970477756112814,6.514565467834473,15.770670890808105,0.003686404960342678,0.494030558787447,0.4421894163070805,0.6047763877300846,0.007258394733071327,8.489483833312988,17.32726287841797,0.007764157141586701,0.2577091164463773,0.2382432513281305,0.9148040724598533,0.006101034581661224,7.8503313064575195,21.22121238708496,0.0031959165037902227,0.1314447740028165,0.12411754686364289,1.0581050288941285,0.0037705842405557632,6.46696138381958,16.7086181640625,0.0010244959989778916,0.31140979607462094,0.3143604439579651,1.6540258201030782,0.010002586990594864,10.58881950378418,16.036441802978516,0.001292011558577742
gov_report:126,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_value_norm_17,value_norm,17,0,False,4.527951801579818e-07,0.021016462957564687,0.019810728586925293,0.2915717454467731,93,128,129,128,,4.454177460108384e-07,1.533397933027445e-08,9.142458663725816e-11,5.890206240515496e-11,2.375033630785575e-10,4.083310453625909e-07,8.175990590323224e-11,7.124848918873872e-11,2.0287452381355038e-10,1.1996720597435222e-08,2.580476413320414e-11,1.1577058595644858e-07,1.5505245298773476e-10,1.1594230268154341e-07,3.1165999833745355e-12,1.1389122019799967e-07,7.284409130766897e-08,4.0798770583257995e-07,8.297922958171579e-09,4.176354201625924e-07,1.2331047330450785e-11,4.5088461513595555e-07,1.948150758760997e-12,4.5254159105714603e-07,0.0016818194039243451,0.0024482308800602695,0.0024507763502109032,5.650193270412274e-05,5.067459583282471,778.4494018554688,0.00011155737150586257,0.007278327108417605,0.007037887276111039,0.10336956885770997,0.00018359061505179852,8.921300888061523,16.402719497680664,0.00015948953881160077,0.001810751202305476,0.0018523165130968492,0.11252790636056222,2.7492073058965616e-05,7.521435737609863,34.674461364746094,3.698383832533528e-05,0.003706567378699508,0.003135205178248454,0.09024319863736148,5.006178980693221e-05,10.347875595092773,19.598739624023438,6.86688578802513e-05,7.813129664702026e-05,6.868520886695407e-05,0.09121755459104273,2.0415457129274728e-06,9.179158210754395,21.10930824279785,1.2060052440861565e-06,0.011230796234527388,0.008675580279331775,0.08718743651163476,7.284175808308646e-05,11.064411163330078,21.436325073242188,0.00011637865937485054,0.001245188089175657,0.0011608135756033396,0.10493216883217102,1.1553118383744732e-05,12.871637344360352,20.636930465698242,9.58163365145595e-06,0.0003878133254870563,0.0004230579191879127,0.1450001260984372,1.4918441593181342e-06,36.55924987792969,21.01329803466797,1.7387547703416527e-06
gov_report:126,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_aov_931,aov,931,0,False,1.8640736619211697e-05,1.7061894900937322,1.5688100813617072,14.327631293721849,93,128,129,128,,1.8158425533553488e-05,1.5680866128786557e-06,5.504213840536133e-07,1.5124336850439807e-07,1.7372598757390385e-07,9.94944478233074e-06,1.2363668780324025e-07,1.241918038061827e-07,1.4050319550511583e-08,5.056142677776847e-07,1.7855214488144908e-07,1.4081680166067555e-06,9.440032686718218e-09,1.831266617068094e-06,1.7824459486868398e-07,6.0624352823950185e-06,3.077381285878397e-06,9.95127159904058e-06,9.645536330227808e-07,9.148147329574377e-06,8.300871361904857e-09,1.0855638814275014e-05,1.5184801040976262e-07,1.8772092804904186e-05,0.10018669826035968,0.1464814609348158,0.14648122692323234,0.006278355140239,3.9502830505371094,778.6339111328125,0.006674651026305355,0.11973869942372085,0.1219066644717721,0.3225059624918104,0.0033162266481667757,5.41834020614624,19.641246795654297,0.0027625957807904983,0.13008979055092124,0.12140982801835688,0.28962431173587017,0.0049987374804914,5.91633415222168,34.628395080566406,0.002424100535081123,0.052139774533395605,0.045174672709644245,0.2525497214609081,0.001220899517647922,7.82514762878418,20.0809326171875,0.0009894386503337157,0.10567811746078908,0.09304186854905307,0.3069881329129032,0.001954968785867095,9.016620635986328,18.724475860595703,0.0016336702361506392,0.13120309147062326,0.13775820287038776,0.4250391444825888,0.0023680857848376036,11.200296401977539,21.45650863647461,0.0018479588052615274,0.03872496289605177,0.03774469343319383,0.9788904161604389,0.0005683267372660339,14.88201904296875,20.73874282836914,0.00031155375192386573,0.18105756523561517,0.19649334563743379,1.5588715137867803,0.0005624390323646367,50.23382568359375,16.069595336914062,0.000807581483696856
gov_report:126,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_aor_88,aor,88,2,True,0.007970405501466184,21.969524680706712,20.760062235253564,323.2952595499765,93,128,129,128,,0.008263226139786958,1.7469489166893696e-05,1.9048352069490123e-07,6.792738778505858e-07,8.622993090346624e-07,3.729946356341072e-05,8.193882922865924e-12,4.527293945642328e-12,1.0111005808499852e-09,2.222410283404805e-07,3.043101916955877e-08,8.010823615283585e-07,3.624870843757706e-08,2.350376456441153e-06,3.1147400317439576e-09,3.4031248659068068e-06,8.02938016239564e-08,3.7301901284203087e-05,2.01936657459904e-05,6.601948768763383e-06,8.681499451134063e-07,0.007926942737963572,1.6481125240185132e-07,0.007960897030725927,0.00028050997661186106,0.0004676222767159678,0.00046748625568661785,1.0306815056537744e-05,4.739487171173096,779.6727294921875,2.130792176215679e-05,0.028733530675253846,0.028036598826128516,0.29384505164877717,0.00048042600974440575,9.623273849487305,17.783721923828125,0.0006353532020615095,0.07287736344810086,0.07431508134370518,0.27051342428761593,0.0016819051234051585,6.5630950927734375,33.189002990722656,0.0014837944455586831,0.06855816316591261,0.05742527780045811,0.4830844898551963,0.0017101835692301393,7.56132698059082,16.561704635620117,0.0012577576317402703,0.013375537774699025,0.012190459096745267,0.38971774749455573,0.0002628093061503023,8.514047622680664,20.10101318359375,0.00021404546686274858,0.29740854336441586,0.29879544940799785,0.4945461220661792,0.006417520344257355,9.531421661376953,21.81905746459961,0.004008194577168635,0.4385518790015766,0.3714586637291995,5.315259061396053,0.004649011418223381,10.365615844726562,18.587650299072266,0.0030661088975141013,0.2724925694194758,0.30079393325243936,7.8761732151335115,0.0036570243537425995,19.443273544311523,15.915580749511719,0.0012362536253580916
gov_report:126,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_v_ridge_11,v_ridge,11,0,False,1.858099869128573e-05,0.7084121749206396,0.738955024036054,10.93079653697394,93,128,129,128,,1.7953252047781323e-05,5.045739702362015e-07,7.108043471215821e-10,7.736872208834991e-09,4.6520806599346053e-07,1.765439169155005e-05,1.5442625303169004e-10,1.5702185725140989e-10,4.953236660113657e-07,8.09456153488163e-07,4.032733241154864e-09,1.8662389845945909e-06,3.0990639036271463e-10,1.8179589784576107e-06,1.5553637969318844e-11,3.28254535801294e-06,4.062991219721309e-06,1.7660824789534485e-05,1.5137906038338554e-09,1.7723833085463766e-05,3.4163989949183586e-09,1.835448444563242e-05,4.702644438650456e-10,1.8579207498326585e-05,0.006059790941652315,0.008303123386222765,0.008303765022136533,0.0001945469412021339,4.786486625671387,778.4161987304688,0.0003783444722472686,0.63377393607367,0.6607360965010421,0.798992370692455,0.006746887695044279,9.124982833862305,15.49339771270752,0.014973313889926237,0.031972400314496295,0.029733900357203268,0.5978083060563346,0.0006858324632048607,6.5965576171875,33.74650192260742,0.0005936748691798428,0.013605930517301988,0.011562327398293413,0.4746210077553316,0.0003191468713339418,8.759201049804688,17.17888069152832,0.0002532439734365055,0.0011528799931523118,0.0010675451226124094,0.41241045221120115,2.4139722881955095e-05,9.852259635925293,16.852642059326172,1.874442893029611e-05,0.007852823474364353,0.007358927766237961,0.5132393712231343,0.00011444345727795735,9.668230056762695,22.558656692504883,9.87164109254375e-05,0.027645728908183377,0.026893111833637615,0.7432007870981362,0.00018237454059999436,12.616143226623535,16.273738861083984,0.0002219821948615821,0.023255539876657034,0.025684982131167777,1.0376675372456508,9.131507249549031e-05,38.00852966308594,13.287090301513672,0.0001055644704451713
gov_report:126,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_key_query_14,key_query,14,1,True,2.406012332749829e-08,0.0008314778362242738,0.0008452124094371678,0.01211216997540586,93,128,129,128,,2.4044072401020863e-08,3.86426643846814e-11,8.588602494962178e-11,1.2064851328391217e-11,6.280449957417819e-12,2.3449119245519748e-08,9.245663486534028e-11,9.750501187864081e-11,4.267028133690112e-12,2.4768851615879288e-09,1.1427601569839797e-11,2.622909764526615e-09,8.187890033612959e-14,1.8451442894184465e-09,7.823494677990207e-13,1.8118596919704981e-09,2.9431948945296755e-08,2.3464756838397784e-08,9.443763816017885e-11,2.3792774159419152e-08,9.967013681220736e-13,2.3633331513246876e-08,4.914246271690853e-12,2.3930071967307625e-08,0.0025109331846471846,0.004205561690020856,0.004205481560246135,0.0002102318685501814,3.5669851303100586,778.8583984375,0.00019163282828657492,0.0007141194919100084,0.0006823395653303767,0.021093397792524664,1.825223080231808e-05,7.128814697265625,19.36896324157715,1.546288229947105e-05,0.000674706391740112,0.0007247244257711151,0.014943820857857103,1.6121553926495835e-05,5.726841449737549,33.79312515258789,1.4470038356635305e-05,0.00022580859200551433,0.00018018215878915978,0.012299943880360771,3.809248710240354e-06,7.44852352142334,20.68832015991211,3.9464412537625555e-06,5.8511314300154394e-05,5.465924138732736e-05,0.010908579655253572,1.0252068705085549e-06,10.04827880859375,20.109291076660156,9.59731110064413e-07,0.0006075605997912274,0.0005615668791613151,0.019559906872679812,7.092929536156589e-06,10.39979362487793,24.24416732788086,7.533144578445003e-06,0.0004790209267232708,0.0004440742001088747,0.025100603868564466,6.215441771928454e-06,11.399269104003906,22.081058502197266,3.665494950207693e-06,0.001073090765263484,0.0011325098610639268,0.03523613229759649,7.102990366547601e-06,25.282854080200195,18.130268096923828,4.654579985557983e-06
gov_report:126,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_age_95,age,95,1,True,1.8848945272726975e-05,0.2681420684083917,0.2653552547969576,1.8229328555458981,93,128,129,128,,1.8770562924167768e-05,2.0673843265857123e-07,4.1086914416387085e-08,1.2578371043177263e-07,1.397579120707295e-07,1.3826189451584669e-06,4.1193868368849724e-10,4.1114841109497074e-10,5.896505220856794e-10,1.9518170294122064e-08,1.4969236677167758e-10,2.8153700294266206e-08,8.606386655468282e-10,3.5045641413956386e-08,1.4433393034519693e-10,4.645592163942346e-08,1.4154672314786038e-06,1.3809053013635138e-06,5.757378989374489e-10,1.3733620971029953e-06,1.2998043000455532e-07,1.0953646298603355e-05,4.1244050231475514e-08,1.8273898243229003e-05,0.0056447438040930775,0.007064257320564024,0.007067825863078112,0.00032923370599746704,3.7850873470306396,778.5733642578125,0.0003218936517554953,0.015598735150689874,0.014121137411652957,0.11031266928578569,0.0004530104633886367,5.790585994720459,16.560808181762695,0.00032000707100331204,0.004268687869568719,0.003910010163099535,0.08518635852503172,0.00014694021956529468,5.467796325683594,33.48506164550781,7.806829054324269e-05,0.009955663074813843,0.008690013266169824,0.06679201412480978,0.0002674221759662032,6.843239784240723,18.92221450805664,0.0001903330889130169,0.0027738466053410715,0.0024975022097393426,0.06196914099663864,7.984726107679307e-05,8.533893585205078,20.57533836364746,4.385224725598162e-05,0.006883022085276672,0.006522429787488978,0.12351590608108115,0.00016684755973983556,9.01131534576416,22.071807861328125,8.749520033177828e-05,0.12867254684448487,0.12056463050536326,0.31780997048380955,0.003046905854716897,9.089808464050293,17.493953704833984,0.000995169375259172,0.13785352887385768,0.14821756426912727,0.5689937645553321,0.003916929475963116,12.469379425048828,15.557441711425781,0.0006091695373911552
gov_report:126,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_random_18,random,18,0,False,2.534946044139034e-05,0.11913030376069325,0.11549887097808834,0.45967795285853563,93,128,129,128,,2.5297546500790448e-05,3.345543561591492e-10,1.0832866454556385e-10,9.442669379432172e-12,2.4735238905053942e-11,7.77001214713371e-07,5.994918087008404e-11,5.87953750940732e-11,1.9379462090876907e-11,1.450662144452121e-09,1.8859699002200133e-11,2.275244168099816e-08,2.8994338747677316e-11,2.7027842868972694e-08,1.1610549715675993e-12,2.187457139437508e-08,4.872612653455369e-07,7.760447309129509e-07,1.0406641274596001e-10,7.87590732456581e-07,1.5800938258111834e-11,7.91460013840103e-07,8.50823313043345e-11,2.536089823637665e-05,0.003098982368347998,0.0059938733768096645,0.005993675960824001,0.0001624860888114199,3.1908457279205322,779.73486328125,0.0002731199759392766,0.003698658610929555,0.0034413403369208846,0.01970383346229513,0.00010330499935662374,7.107852935791016,17.724145889282227,7.798615716569927e-05,0.0011336903513487668,0.0013300939167305871,0.031697057582689925,3.082389957853593e-05,5.491649627685547,33.94053649902344,2.6557004716020675e-05,0.002760936740644074,0.002481949553908696,0.02587272190325905,4.3034699046984315e-05,10.26175308227539,19.81529998779297,5.436092105414453e-05,2.700431431205191e-05,2.45686977011523e-05,0.022512725070778034,4.785831038134347e-07,10.835468292236328,21.86777114868164,4.3138804928658795e-07,0.0014308318700172681,0.0011594035293323686,0.048937797811713944,1.5759365851408802e-05,11.225141525268555,23.026330947875977,1.5552830366819456e-05,0.0014743608968263084,0.0013987192887896412,0.06490725486225943,2.1516780179808848e-05,8.901174545288086,19.854877471923828,1.1545364465126611e-05,0.0046719059860322555,0.004782209698655286,0.3642337301436978,6.237409979803488e-05,15.558337211608887,16.348405838012695,1.9654731773541443e-05
gov_report:127,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_attention_1157,attention,1157,0,False,2.9126848981003668e-06,2.4339971829706806,2.42492012136191,20.66727034572206,93,128,129,128,0.0,2.8122938171092733e-06,1.018943630214704e-07,1.1844034353807834e-08,4.046894289179278e-08,9.729885854305378e-08,1.9297524359831097e-06,5.291665346856942e-09,5.289361490858585e-09,2.900697787128632e-08,2.676386503884493e-08,4.598162387489102e-08,4.909997020767785e-08,1.9101866143432905e-08,4.403026873562747e-07,1.9042905575787845e-08,3.7685805620804743e-07,6.297711852359608e-07,1.929572349576819e-06,8.454645532750386e-09,2.0980514065050082e-06,5.241027874797237e-09,2.371210793472651e-06,4.976475352981347e-09,2.8931063496670837e-06,0.06173296713824636,0.08759165419549897,0.08758578733332116,0.00727563351392746,3.736206531524658,778.895751953125,0.0049897052951410215,0.18417308250963255,0.18344715848541987,0.33431511708559547,0.004800925962626934,6.052430629730225,18.273197174072266,0.0044305828333853865,0.2892558993727721,0.27039503749962207,0.38539386964728156,0.012985465116798878,5.298829078674316,33.16292953491211,0.005973983905943681,0.2174079239457054,0.20212987553636796,0.49024714288810173,0.007427191827446222,6.737228870391846,19.622352600097656,0.004197242887206388,0.20304614501532048,0.16383087777542407,0.45946339638001243,0.005894353147596121,8.678853988647461,22.938261032104492,0.00295564739708324,0.10847278864389628,0.10081338123014787,0.6563675513003115,0.0032175008673220873,8.978788375854492,22.663005828857422,0.001289604834376899,0.16750305096381843,0.15853343097930794,0.9691215140353727,0.00451669143512845,9.471763610839844,18.374897003173828,0.0011693421288834164,0.22771860021054333,0.14934423873269917,1.8693227629996405,0.004127906169742346,11.475870132446289,15.195169448852539,0.0005224557139331091
gov_report:127,gov_report,scope_candidate_pool,64,high_importance_stress,32,32,physical_delete_value_norm_64,value_norm,64,0,False,1.3419853717519937e-06,0.08942147827676156,0.11543356605666807,5.641374710180137,93,128,129,128,,1.3387869424570802e-06,1.5531509481104499e-09,8.759079637581315e-11,1.1612023527137947e-09,1.4349446201323236e-09,1.1099273795818655e-06,4.3970065683885204e-13,3.58863498333004e-13,2.302075147970909e-11,2.383805423801908e-10,3.883409080134092e-14,3.1869737297388906e-10,4.416552663552186e-12,3.7564449896930353e-10,7.784995914771768e-12,1.4041304131717121e-09,9.105805112261963e-07,1.110129960862941e-06,1.2738622048959376e-10,1.12024415676155e-06,1.161822185346145e-09,1.317936954146384e-06,1.0087345142784831e-10,1.344430259310574e-06,0.0002454071251475427,0.0003298890994877691,0.0003221472766183782,1.106918352888897e-05,4.087789058685303,778.2578125,1.879230848694269e-05,0.009369529833405062,0.009323985890694615,0.017639598109333215,0.00013278429105412215,9.030950546264648,16.9412841796875,0.00022519123308918645,0.0002665133279742899,0.000294436743950289,0.011642074080682421,9.251840310753323e-06,7.838561058044434,33.91651916503906,6.505150338345042e-06,0.002395089010117698,0.0018867384933137423,0.009827141962707179,3.583347279345617e-05,9.411962509155273,19.474374771118164,3.9178274364764886e-05,0.004620572631192174,0.003975800415283103,0.01858466491351433,6.670934817520902e-05,10.516908645629883,19.954238891601562,7.172679722110797e-05,0.011578259873010512,0.011311428249637096,0.2563128797940439,0.00028346918406896293,9.49625301361084,21.529998779296875,0.0001446957970900509,0.03978736065474527,0.03859314752345781,0.5373988747169254,0.00030834382050670683,15.522653579711914,18.992225646972656,0.0002846629446333132,0.03339891361413367,0.03677560362819407,1.0089518055991227,0.00021762453252449632,49.145233154296875,15.806153297424316,0.00012865326718949164
