policy,steps,sequences,mean_exact_kl,median_exact_kl,p95_exact_kl,cvar95_exact_kl,maximum_exact_kl,large_loss_rate,mean_delta_nll,p95_delta_nll,mean_forward_time_s,step_win_rate_vs_baseline,sequence_win_rate_vs_baseline,mean_exact_kl_reduction
attention_head_peak_w4_shared,288,6,0.3191877603316733,0.013316996395587921,1.3608944118022857,4.4498068730036415,10.212372779846191,0.0625,0.2954295247090941,1.2584136555436984,0.040903723972222465,0.5208333333333334,0.6666666666666666,0.04343433615272602
attention_mean_w1_shared,288,6,0.36262209648439936,0.014569616876542568,1.7345394432544667,4.972059885660808,11.361726760864258,0.06944444444444445,0.35628408832749553,1.4694257289171202,0.04092139508680536,0.0,0.0,0.0
attention_temporal_volatility_w4_shared,288,6,0.30730279193441135,0.01443386822938919,1.296327561140059,4.11604692141215,11.083415031433105,0.06944444444444445,0.26714520230879657,1.2624572798609723,0.04066356943749964,0.4895833333333333,0.8333333333333334,0.055319304549987985
key_diagonal_leverage_shared,288,6,0.6513024236579668,0.10386621206998825,3.1046962022781366,4.916213909784953,8.94644832611084,0.1840277777777778,0.6390179054199305,4.082140179537232,0.04080998135069475,0.11458333333333333,0.3333333333333333,-0.2886803271735674
uniform_position_coverage_shared,288,6,1.1192551114847145,0.3917868584394455,4.160062766075133,6.913836860656739,12.490073204040527,0.3055555555555556,1.1021456688792644,4.743857145541182,0.04122749057291654,0.1076388888888889,0.0,-0.7566330150003151
value_adjacent_change_shared,288,6,0.9984505733630805,0.19022522866725922,4.95700941085815,6.788833141326904,12.939034461975098,0.2638888888888889,1.10198159216099,5.698299362081146,0.040774347961805534,0.18055555555555555,0.0,-0.6358284768786812
value_diagonal_leverage_shared,288,6,0.7145678311138721,0.11221827939152718,3.412527978420249,5.597091468175252,9.504256248474121,0.21180555555555555,0.770326644136162,4.470309427380557,0.04093942373611123,0.1597222222222222,0.3333333333333333,-0.35194573462947276
