stratum_type,stratum_json,method,jvp_cost,row_count,median_cosine,median_relative_l2,median_fisher_relative_error,row_cosine_pass_fraction,large_action_row_count,large_action_median_cosine,large_action_median_relative_l2,all_finite,large_action_threshold,task,sample_id,layer,history_id
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",trapezoidal,2,96,0.9999982277869492,0.0021036318092136587,0.0018749576631591047,0.9583333333333334,14,0.9998522375157348,0.017373557340139616,True,7.378731357404481,niah_single_1,,,H1
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",midpoint,1,96,0.9999992358429115,0.0013011720982122185,0.0008860560629653526,1.0,14,0.9999872977693148,0.004904675922447619,True,7.378731357404481,niah_single_1,,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",midpoint_k2,2,96,0.9999998708072921,0.0005094649908313051,0.00042293818039833406,1.0,14,0.9999994379489285,0.001007418958854528,True,7.378731357404481,niah_single_1,,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",midpoint_k4,4,96,0.9999999524814857,0.00031708369773889467,0.0003140025339295544,1.0,14,0.9999999751725043,0.00020878388945010014,True,7.378731357404481,niah_single_1,,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",midpoint_k8,8,96,0.9999999764579739,0.00022048746780256115,0.00027237504515746527,1.0,14,0.9999999994560393,3.399607635434607e-05,True,7.378731357404481,niah_single_1,,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",single_jvp,1,96,0.9987544991220936,0.05146443917122078,0.054286499208245895,0.90625,14,0.9820711661943706,0.18934634860272498,True,7.378731357404481,niah_single_1,,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",trapezoidal,2,96,0.9999985338816011,0.00204245512628275,0.0015508955375276314,0.9791666666666666,14,0.9999542733152229,0.00913584058841513,True,7.378731357404481,niah_single_1,,,H2
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",midpoint,1,96,0.9999991711858836,0.0013840826873206076,0.0012529948013696407,0.9583333333333334,14,0.9999557907203196,0.011562997522006457,True,7.378731357404481,niah_single_1,,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",midpoint_k2,2,96,0.9999997049986917,0.0007853320572870841,0.0006967919101418446,1.0,14,0.9999980121539935,0.002451763638024868,True,7.378731357404481,niah_single_1,,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",midpoint_k4,4,96,0.9999999372327432,0.00037446689345007266,0.0003079557532016047,1.0,14,0.9999999222476351,0.000476982880886815,True,7.378731357404481,niah_single_1,,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",midpoint_k8,8,96,0.9999999764186114,0.0002236694599750077,0.00022517454685582613,1.0,14,0.9999999990387143,4.9846051587924806e-05,True,7.378731357404481,niah_single_1,,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",single_jvp,1,96,0.9987719604918857,0.05434349400746788,0.05349148577605961,0.90625,14,0.9820871340299305,0.18938996140945574,True,7.378731357404481,niah_single_1,,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",trapezoidal,2,96,0.9999984264992099,0.002096620913811196,0.001936826646256033,0.9583333333333334,14,0.9998306281024854,0.022281908137442626,True,7.378731357404481,niah_single_1,,,H3
