sample_id,task,stage,target_anchor,history_length,candidate_id,candidate_source,deleted_position,layer,boundary,theory_u_norm,actual_u_norm,injection_cosine,injection_relative_l2,injection_norm_ratio,local_r_norm,actual_r_norm,adjacent_cosine,adjacent_relative_l2,adjacent_norm_ratio,actual_boundary_norm,state_norm,action_state_ratio,deleted_attention_mass_mean,deleted_attention_mass_std,attention_entropy,attention_concentration,head_disagreement,deleted_key_norm,key_norm_mean,key_norm_variance,deleted_value_norm,value_norm_mean,value_norm_variance,deleted_token_age,selector_attention,selector_value_norm,selector_aov,selector_aor,selector_v_ridge,selector_key_query,selector_age,selector_random,single_boundary_theory_risk,candidate_probe_risk,single_boundary_fisher_risk,probe_fisher_risk
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,0,1,0.0001989331526017952,0.00018734197261983,0.9483291485484641,0.33699221586680606,1.0618717728860847,0.00031980345185494237,0.00028746381697395356,0.9046473826224568,0.4741474024727826,1.1124998450984842,0.00028746381697395356,21.13119432237108,1.5134187257763006e-05,1.0098095117427874e-05,2.1906691472395323e-05,1.1420587301254272,0.6804018020629883,2.1906691472395323e-05,778.2821655273438,778.6387939453125,1830.550048828125,4.000922679901123,4.180123805999756,0.805606484413147,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,2.4415423328164992e-11,1.0991258239546667e-11,2.441364508015165e-11,1.0989928536676878e-11
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,1,2,0.006006781728971995,0.00599712770117212,0.9999437122254751,0.010740025454784072,1.001609775259244,0.006123594237864625,0.006096813270950976,0.9986626245009388,0.05201725907204708,1.0043926172122166,0.006096813270950976,27.31710918368485,0.0002241669935383186,0.00021984051272738725,0.0005149241187609732,2.603778839111328,0.2963353097438812,0.0005149241187609732,92.58489990234375,90.92013549804688,3944.8896484375,4.499274253845215,4.040478229522705,0.6233741044998169,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,,,,
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,2,3,0.0004783306796423415,0.0013839698287938303,0.3294361526971103,0.9443165830473983,0.3456221874859949,0.0004903917466145309,0.006276944813830581,0.12375463926401081,0.993361351297162,0.07812586555389253,0.006276944813830581,39.80335826114314,1.2320361096095288e-05,1.3092251720081549e-05,1.9000763131771237e-05,1.4281530380249023,0.6210344433784485,1.9000763131771237e-05,26.33354949951172,26.263080596923828,56.146034240722656,5.719790458679199,5.8963165283203125,1.342984914779663,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,,,,
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,3,4,0.0001950599570576156,0.001119493885438266,0.0028596799794623436,1.014575199282279,0.1742394126442704,0.0002016116199326,0.006215262341361111,-0.028935691137382244,1.0014636659952691,0.032438151257256194,0.006215262341361111,40.174077243333855,5.018450547387588e-06,5.02609282193589e-06,8.22367837827187e-06,1.6360535621643066,0.5729426741600037,8.22367837827187e-06,23.745407104492188,20.52679443359375,8.107973098754883,5.774550437927246,6.261914253234863,1.1044113636016846,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,,,,
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,4,5,0.0009962920530584944,0.0015695696236187509,0.7000953033997958,0.7170327264818233,0.6347549277626019,0.0010533574737219512,0.006636059764984703,0.20224712371135145,0.9803007880270365,0.15873236695064324,0.006636059764984703,41.750681888033185,2.522970706315267e-05,2.1521433154703118e-05,5.399501969804987e-05,1.5703949928283691,0.5712550282478333,5.399501969804987e-05,18.762252807617188,17.441850662231445,5.369928359985352,5.538603782653809,7.057199478149414,2.0540266036987305,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,1.0074746714001123e-10,4.244173165345001e-09,1.0074665130825757e-10,4.243692913589727e-09
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,5,6,0.0011203145830464343,0.002107495439118143,0.5538387134822578,0.8329212885978882,0.5315857687052538,0.0009796663116899743,0.005815382578145696,0.09947546844854432,0.9974285247363798,0.1684611972687019,0.005815382578145696,40.29018685503403,2.4315258581819423e-05,1.6174277334357612e-05,4.169905878370628e-05,1.3318244218826294,0.6589142680168152,4.169905878370628e-05,18.915138244628906,16.72435188293457,4.800796031951904,6.843717098236084,7.918418884277344,1.7942692041397095,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,,,,
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,6,7,0.0006637014875713372,0.0008280534551499492,0.6966635362926165,0.7250205624665848,0.80152009926841,0.0006191790666360851,0.005936829848559287,0.1288299088026296,0.9919701799237157,0.10429456164830858,0.005936829848559287,47.15869600364414,1.3129690154881269e-05,1.4403700333787128e-05,3.539641329552978e-05,1.0770812034606934,0.688903272151947,3.539641329552978e-05,19.77069091796875,19.31957244873047,7.1887688636779785,5.129245758056641,6.738882064819336,1.2378066778182983,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,,,,
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,7,8,0.000509048716591623,0.0014238280357875247,0.31126011950319016,0.9514500649730604,0.357521206070413,0.0005253592750537263,0.005744865742202548,0.15005909321776423,0.9904127784957699,0.09144848611419536,0.005744865742202548,47.452596759333225,1.1071243955693445e-05,1.441516633349238e-05,2.1620255211018957e-05,1.900979995727539,0.45350098609924316,2.1620255211018957e-05,34.16374588012695,33.5777587890625,200.90252685546875,5.941125869750977,6.433677673339844,1.777645468711853,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,7.977874714386066e-12,4.14582293488729e-09,7.976958144836504e-12,4.145365999784132e-09
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,8,9,0.0003160667541924671,0.0006661929772030107,0.21706108676854616,1.0095181852625261,0.4744372351678983,0.0002886154795066485,0.0054355267716857765,0.12867306556215388,0.9945626355834819,0.05309797773604511,0.0054355267716857765,52.73358910143862,5.473086213636364e-06,5.836722266394645e-06,9.65813160291873e-06,1.369102954864502,0.586794376373291,9.65813160291873e-06,19.245445251464844,18.98245620727539,6.1957268714904785,7.188649654388428,7.716635704040527,1.9747014045715332,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,,,,
gov_report:122,gov_report,scope_budget,64,32,physical_delete_attention_13,attention,13,9,10,4.9697295605159446e-05,0.0005044787535574364,-0.0019943040424810956,1.0050361056334771,0.09851216776664759,4.669557420069124e-05,0.00550066652691511,0.009892888664010282,0.9999520495728265,0.008489075636962691,0.00550066652691511,56.74780910971589,8.228612687127759e-07,8.677920391164662e-07,1.8337755136599299e-06,1.485000729560852,0.5760765075683594,1.8337755136599299e-06,20.593547821044922,18.605087280273438,5.287600040435791,6.5719523429870605,7.404427528381348,1.4268789291381836,979.0,-0.40468422686875577,-0.17043085007440556,-0.3897979555427188,-0.398896661127744,-0.4222683507506453,0.9834254593698223,13.0,0.3629386758161782,,,,
