policy,steps,sequences,mean_exact_kl,median_exact_kl,p95_exact_kl,cvar95_exact_kl,maximum_exact_kl,large_loss_rate,mean_delta_nll,p95_delta_nll,mean_forward_time_s,step_win_rate_vs_baseline,sequence_win_rate_vs_baseline,mean_exact_kl_reduction
attention_mean_w1_shared,288,6,0.29580387782629275,0.01997216511517763,1.8774003207683556,3.2220807234446207,5.795332431793213,0.08680555555555555,0.2538431377709658,2.115737399086354,0.040452346399305734,0.0,0.0,0.0
protected_attention_rescue_m16_shared,288,6,0.3002670916675643,0.017845415510237217,1.6750698685646035,3.024289878209432,5.755293846130371,0.10069444444444445,0.2913253564808211,2.2072469830512955,0.04066731177430582,0.4756944444444444,0.6666666666666666,-0.004463213841271586
protected_attention_rescue_m4_shared,288,6,0.3247244341517512,0.01836396288126707,1.8155431210994715,3.8108429352442426,10.93212604522705,0.09027777777777778,0.2815324374299032,2.2501659478992218,0.040585605184027845,0.4965277777777778,0.16666666666666666,-0.02892055632545845
protected_attention_rescue_m8_shared,288,6,0.29366591671996867,0.017734148539602757,1.608774191141126,3.2311749617258707,6.314531326293945,0.09027777777777778,0.26032093769147635,2.0572526037692986,0.04054268023263905,0.4722222222222222,0.5,0.00213796110632407
