formal_p0,formal_p0_passed,stop_p1_plus,matrix_sequence_count,matrix_task_counts,matrix_anchor_count,matrix_candidates_per_group,candidate_distinct_pass,active_budget_pass,identity_all_finite,fp32_identity_pass,single_layer_pass,jvp_fd_pass,jvp_all_finite,projection_pass,repeat_pass,base_alignment_pass,vjp_pass,fp32_max_relative_error,fp32_median_relative_error,fp32_failure_row_count,fp32_failure_max_absolute_error,fp32_failure_min_direct_norm,fp32_failure_max_denominator,single_layer_cosine_median,single_layer_cosine_by_task,jvp_fd_cosine_median,jvp_fd_cosine_by_task,jvp_fd_scaled_jvp_norm_median,jvp_fd_fd_norm_median,projection_min_cosine,base_repeat_max_absolute_error
True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,2.735327380302998e+21,1.7619103687138704e-06,27195,0.011656761169433594,0.0,1.0,0.9550696970644608,"{'gov_report': 0.9843225175453503, 'niah_single_1': 0.9179677895721692}",0.0,"{'gov_report': 0.0, 'niah_single_1': 0.0}",0.008526873678285675,2.003794110409615,0.999999999999983,0.0
