sample_id,task,split,anchor,layer,boundary_layer,candidate_id,candidate_source,mask_hash,candidate_seed,history_id,gamma,state_norm,state_workpoint_norm,action_u_norm,action_r_norm,scaled_action_norm,action_to_state_workpoint_ratio,nonlinear_increment_norm,residual_norm,physical_history_kl,controlled_exact_kl,retained_mass_min,retained_mass_median,retained_mass_max,state_action_interaction,state_action_interaction_sign,operating_point_output_max_error,adjacent_method,reference_jvp_method,state_jvp_method,jacobian_drift_cosine,jacobian_drift_relative_l2,jacobian_drift_symmetric_norm_ratio,jacobian_drift_maximum_absolute_error,jacobian_drift_predicted_norm,jacobian_drift_truth_norm,jacobian_drift_error_norm,jacobian_drift_finite,jacobian_drift_low_norm,cosine,relative_l2,symmetric_norm_ratio,maximum_absolute_error,predicted_norm,truth_norm,error_norm,finite,low_norm,projection_coefficient,parallel_error_norm,parallel_relative_error,orthogonal_error_norm,orthogonal_relative_error,fisher_truth_norm,fisher_error_norm,fisher_relative_error,failure_type,large_action
gov_report:84,gov_report,retrospective_r0_r1,64,14,15,selector_03_v_ridge,v_ridge,f655e26dfc7cd5ecbcc34d0c38801cd30f52c0d4407635e5532c22f80dbc03cf,1944744635256368843,H3,1.0,21.873714845990072,53.71255200239757,11.099685584347641,13.41593535394501,13.41593535394501,0.24977281573488003,433.9984553295887,306.5098432200717,9.06974692592785e-06,1.8069267716827788e-05,0.08806004375219345,0.6278253767982322,0.9677278386029271,-4.8653752054819336e-06,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.3942409673174301,0.9262346829981847,0.6752556799367957,2.7735939025878906,98.76286201181681,193.7570380682864,179.46448873384645,True,False,0.7845627574584477,0.7062463920229873,0.6173009718147765,3.5154584646224976,193.7570380682864,433.9984553295887,306.5098432200717,True,False,0.3502652007099719,281.9838992657525,0.649734799290028,120.1389385075055,0.27681881590170443,0.00541352134099781,0.0037651028226067516,0.6954997653916656,direction,True
gov_report:84,gov_report,retrospective_r0_r1,64,14,15,selector_07_random_reference,random_reference,9e446dd6225d9d163173fdff79adf47bf73f8fe74f4ff8bfbbadcfaf0845fac5,18253220019189302757,H3,1.0,21.873714845990072,53.71255200239757,10.981660383787569,13.3804531835608,13.3804531835608,0.24911222209221293,426.33692099791784,300.00589691128715,9.06974692592785e-06,1.9348863098606313e-05,0.08989295363426208,0.6223901158274094,0.967171418727657,-4.2391495957510305e-06,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.36763878874086575,0.9416322427020141,0.680205197832408,2.8325829803943634,99.27701811492572,192.62612649875612,181.3829714980256,True,False,0.7845759931941453,0.7036826559826667,0.622415594203275,3.4488539695739746,192.62612649875612,426.33692099791784,300.00589691128715,True,False,0.35448450994850794,275.2070864850152,0.6455154900514921,119.43449137505233,0.2801410937985257,0.005217921077684337,0.003728064020508179,0.7144730564155367,direction,True
gov_report:84,gov_report,retrospective_r0_r1,64,14,15,selector_06_fresh_core,fresh_core,ad1d1b20ac960479fac99f430e4bb50b1bc485aa604ac4da53bb74de4b8eb71b,15589411388672221282,H1,1.0,22.424880373439706,54.69773090394388,11.146755555799395,13.225219465265265,13.225219465265265,0.2417873510784281,365.90042711238743,249.41467964062505,6.670977129018942e-05,1.470722848793291e-05,0.08803481608629227,0.8124643631888417,0.986926794052124,-7.700234331919631e-07,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.41578130074834957,0.9183136930937108,0.7037891514106726,2.3507370352745056,97.28184856638737,179.16983691752773,164.53411463073277,True,False,0.7914881805490653,0.6816463200356324,0.6574192310285132,2.9748730659484863,179.16983691752773,365.90042711238743,249.41467964062505,True,False,0.38756666492649144,224.08961888126066,0.6124333350735085,109.50582235611066,0.29927765654800836,0.004048286473630524,0.003505452270429656,0.8659101309315071,direction,True
gov_report:85,gov_report,retrospective_r0_r1,64,14,15,selector_03_v_ridge,v_ridge,8158c30a14ab8995a3783ab711369d957bda92af4004717a2ec1245fde59ddc5,15151638273009533011,H2,1.0,20.978542994280218,54.71589657287937,13.633697040250578,14.2322485063068,14.2322485063068,0.2601117663739644,107.43679706939626,67.23364202039366,0.7533722547637419,0.029409130770576733,0.0012966722698029018,0.5977886041302203,0.9868206714398589,0.001346314886247528,1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.10659933078844165,1.2655846947493261,0.9415670633805772,1.0307787656784058,62.47787734739675,70.23253655148764,88.88522333298538,True,False,0.7921820165170521,0.6257971556706561,0.7905982998883974,1.1669616103172302,70.23253655148764,107.43679706939626,67.23364202039366,True,False,0.5178575120266075,51.79984463893121,0.48214248797339265,42.86185617429809,0.3989494972249823,0.1945892292073327,0.19034163546358893,0.9781714858471533,direction,True
gov_report:84,gov_report,retrospective_r0_r1,64,14,15,selector_06_fresh_core,fresh_core,ad1d1b20ac960479fac99f430e4bb50b1bc485aa604ac4da53bb74de4b8eb71b,15589411388672221282,H2,1.0,23.857700878303344,55.2482186089693,11.146755555799395,13.225219465265265,13.225219465265265,0.23937820618017555,327.5492006973259,220.31713897036823,0.0001537632900470928,1.89511712704557e-05,0.08803481608629227,0.8124643631888417,0.986926794052124,-1.7333022085408961e-07,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.4119097339755296,0.9272479191053947,0.737010175305713,2.175932824611664,97.28184856638737,166.70866832446748,154.5802658006939,True,False,0.792419704844882,0.6726230395352233,0.6745817467890098,2.7801621854305267,166.70866832446748,327.5492006973259,220.31713897036823,True,False,0.40330806323911234,195.44596694856804,0.5966919367608875,101.68832640789383,0.3104520670220155,0.0036775859746913785,0.0032815369581124885,0.8923073398407426,direction,True
gov_report:85,gov_report,retrospective_r0_r1,64,14,15,selector_03_v_ridge,v_ridge,8158c30a14ab8995a3783ab711369d957bda92af4004717a2ec1245fde59ddc5,15151638273009533011,H3,1.0,21.497583778482582,53.45871886085274,13.633697040250578,14.2322485063068,14.2322485063068,0.2662287613616743,147.96062585993164,92.81413681552299,1.0473257376077532,0.05921747202477702,0.0012966722698029018,0.5977886041302203,0.9868206714398589,-0.019750717129870674,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.017652627479122183,1.1878174955217085,0.7943953200512356,1.4514099955558777,62.47787734739675,94.8188130292967,112.62744502080035,True,False,0.7936337011595603,0.6272894310638182,0.781110735432247,1.497182846069336,94.8188130292967,147.96062585993164,92.81413681552299,True,False,0.508590748968814,72.70922033593456,0.49140925103118616,57.6873753168548,0.3898832880814191,0.4368767272479858,0.27859553006494403,0.6376982628942006,direction,True
gov_report:84,gov_report,retrospective_r0_r1,64,14,15,selector_06_fresh_core,fresh_core,ad1d1b20ac960479fac99f430e4bb50b1bc485aa604ac4da53bb74de4b8eb71b,15589411388672221282,H3,1.0,21.873714845990072,53.71255200239757,11.146755555799395,13.225219465265265,13.225219465265265,0.24622213937395732,433.3484188030603,300.4009508401582,9.06974692592785e-06,1.974165086051382e-05,0.08803481608629227,0.8124643631888417,0.986926794052124,-3.6811291828739385e-06,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.3951612135186864,0.92467940588954,0.6674817077943249,2.804541051387787,97.28184856638737,194.20733362514443,179.57952187589024,True,False,0.8036330073373561,0.6932088310599757,0.6189325263092466,3.383847236633301,194.20733362514443,433.3484188030603,300.4009508401582,True,False,0.36015228577324604,277.2769952349163,0.6398477142267541,115.57767595518227,0.2667084289228888,0.004984618303158483,0.0035699035010394527,0.716183925011349,direction,True
gov_report:85,gov_report,retrospective_r0_r1,64,14,15,selector_06_fresh_core,fresh_core,1239779828319d13743b33a50febbe3480e3dd1e604656790356bacf0af7889a,15988433879565442117,H2,1.0,20.978542994280218,54.71589657287937,13.31298203524338,13.9654720365873,13.9654720365873,0.25523609976829775,142.36576467043756,90.18785612856787,0.7533722547637419,0.03886790856459975,0.0012485184084004676,0.6836271286010742,0.9906688928604126,-0.00149926630198049,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.21674787087405922,1.126750955448242,0.8760087507514804,0.9752861261367798,59.29203161743664,76.0765513255379,85.71932689325706,True,False,0.8273615357660102,0.633493988792486,0.69653675826198,1.4094736576080322,76.0765513255379,142.36576467043756,90.18785612856787,True,False,0.4421204247115522,79.42295232995882,0.5578795752884479,42.72989628185962,0.3001416554097471,0.31648421408629623,0.2707515535320559,0.8554978146816183,direction,True
gov_report:85,gov_report,retrospective_r0_r1,64,14,15,selector_07_random_reference,random_reference,4483588bb15ba89cf23412c72e0fc4d82405c4fead84999be7b327609a111daa,10967672917373561594,H1,1.0,20.55227695867521,53.840032225315426,11.420793134141045,12.36429232145335,12.36429232145335,0.22964867980966208,91.71078801472171,53.54792063144878,0.7914304130361298,0.0301618476233697,0.01220559049397707,0.6095659050795295,0.9868316650390625,-0.0015889265042153917,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.5394168183794563,0.858919976528651,0.8296352494910733,0.6220521330833435,42.779779463006214,60.349347437637896,51.835260084655346,True,False,0.8298151171079743,0.5838780997373296,0.7937563288117065,0.9833762645721436,60.349347437637896,91.71078801472171,53.54792063144878,True,False,0.5460513631538583,41.631987203368396,0.45394863684614173,33.6772541256785,0.36721147920212527,0.16648452421261498,0.11899538469736745,0.7147534298467296,direction,True
gov_report:85,gov_report,retrospective_r0_r1,64,14,15,selector_05_old_stale_core,old_stale_core,0aa2e9ae9be69a52353a5befc2ec4d29bca1948109ce85ab94648249214b5479,607031980444852535,H1,1.0,20.55227695867521,53.840032225315426,11.56293464024321,12.747126724666137,12.747126724666137,0.23675926996701305,122.76408505510763,74.37120220356756,0.7914304130361298,0.032253435191506585,0.012952762446365198,0.6504855258123907,0.9882230758666992,-0.0035713135130990108,-1,0.0,mx.vjp_of_vjp,mx.vjp_of_vjp,mx.vjp_of_vjp,0.5158857776660282,0.8687152469512579,0.79526983703083,0.8250249922275543,47.10053936920896,71.35117896845767,61.98385705784711,True,False,0.8351598702176646,0.6058058606487642,0.7351423838549425,1.1963529586791992,71.35117896845767,122.76408505510763,74.37120220356756,True,False,0.4853996292191259,63.174443687933156,0.5146003707808742,39.24366677465812,0.3196673258065827,0.22637099319265838,0.16371803467874957,0.7232288570621478,direction,True
