sample_id,sample_cluster,task,anchor,horizon_left,horizon_right,mean_jaccard,mean_retention,availability,scope
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0,1,4,0.84838903053023,0.9172077922077922,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0,1,16,0.8296319381507606,0.905844155844156,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0,1,64,0.6941688550017041,0.8180194805194806,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0,4,16,0.9131623033119204,0.9543831168831172,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0,4,64,0.752504765985703,0.8579545454545455,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,0,16,64,0.776080720174552,0.8732142857142859,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16,1,4,0.8298626252000361,0.9064935064935066,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16,1,16,0.7758751914179852,0.8719155844155845,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16,1,64,0.7858032870605466,0.878896103896104,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16,4,16,0.8415748960343248,0.9131493506493505,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16,4,64,0.8354915015658516,0.9099025974025976,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16,16,64,0.8658283729078163,0.9275974025974026,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48,1,4,0.7846783919790926,0.8777597402597402,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48,1,16,0.7266383095840506,0.837987012987013,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48,1,64,0.7101687060146852,0.8262987012987013,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48,4,16,0.7835829112829387,0.8775974025974026,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48,4,64,0.7570036252420385,0.8605519480519481,available,selected_core_all_28_layers
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,48,16,64,0.8377809877933464,0.9107142857142858,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0,1,4,0.8467987864545778,0.9163961038961039,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0,1,16,0.8232940421445168,0.9019480519480519,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0,1,64,0.6754182334930118,0.8045454545454546,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0,4,16,0.9074274223105837,0.9511363636363637,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0,4,64,0.7291319637339593,0.8423701298701298,available,selected_core_all_28_layers
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,0,16,64,0.7602675986364641,0.8628246753246753,available,selected_core_all_28_layers
