policy,feature,label,n,n_positive,spearman,rank_auc,precision_at_0.05,benefit_alerted_at_0.05,benefit_nonalerted_at_0.05,benefit_lift_at_0.05,precision_at_0.1,benefit_alerted_at_0.1,benefit_nonalerted_at_0.1,benefit_lift_at_0.1,precision_at_0.25,benefit_alerted_at_0.25,benefit_nonalerted_at_0.25,benefit_lift_at_0.25
ALL,churn_x_1minus_margin,any_benefit,504,248,-0.026986220348817053,0.47731854838709675,0.52,0.0009180743730995886,-0.0030389105882316692,0.003956984961331258,0.58,0.001868577458552278,-0.0033614871924297217,0.005230064650982,0.5,-0.0005031389543731243,-0.0036224624449324497,0.003119323490559325
ALL,tv_x_churn,tail_event,504,10,0.023397005988585233,0.6506072874493927,0.0,-0.030014142457260355,-0.0014244942609686242,-0.02858964819629173,0.04,-0.017247522763152005,-0.0012561898111847563,-0.01599133295196725,0.031746031746031744,-0.009957031870451192,-0.000471164806239761,-0.009485867064211432
ALL,tv_x_churn,any_benefit,504,248,0.023397005988585233,0.528288810483871,0.6,-0.030014142457260355,-0.0014244942609686242,-0.02858964819629173,0.56,-0.017247522763152005,-0.0012561898111847563,-0.01599133295196725,0.5317460317460317,-0.009957031870451192,-0.000471164806239761,-0.009485867064211432
attention,churn_jaccard_mean,tail_event,252,4,-0.04083507195956635,0.516633064516129,0.0,0.003802000082599474,-0.006955937628982747,0.01075793771158222,0.0,0.0036716685007016016,-0.007510285483571028,0.01118195398427263,0.0,-0.009976883341911404,-0.005208991755093465,-0.0047678915868179395
attention,churn_jaccard_mean,any_benefit,252,129,-0.04083507195956635,0.46256381168462846,0.6923076923076923,0.003802000082599474,-0.006955937628982747,0.01075793771158222,0.6,0.0036716685007016016,-0.007510285483571028,0.01118195398427263,0.5079365079365079,-0.009976883341911404,-0.005208991755093465,-0.0047678915868179395
attention,churn_jaccard_min,tail_event,252,4,-0.03739814951881396,0.49395161290322587,0.0,0.003802000082599474,-0.006955937628982747,0.01075793771158222,0.0,0.0036716685007016016,-0.007510285483571028,0.01118195398427263,0.0,-0.009976883341911404,-0.005208991755093465,-0.0047678915868179395
attention,churn_jaccard_min,any_benefit,252,129,-0.03739814951881396,0.46596710153148047,0.6923076923076923,0.003802000082599474,-0.006955937628982747,0.01075793771158222,0.6,0.0036716685007016016,-0.007510285483571028,0.01118195398427263,0.5079365079365079,-0.009976883341911404,-0.005208991755093465,-0.0047678915868179395
attention,churn_jaccard_max,tail_event,252,4,,0.5,0.0,0.003798572072155967,-0.006955751168163645,0.010754323240319611,0.0,0.0024112817882184687,-0.007371476374266718,0.009782758162485188,0.0,-0.010174043962760695,-0.005143271548143702,-0.005030772414616993
attention,churn_jaccard_max,any_benefit,252,129,,0.5,0.6153846153846154,0.003798572072155967,-0.006955751168163645,0.010754323240319611,0.6,0.0024112817882184687,-0.007371476374266718,0.009782758162485188,0.5079365079365079,-0.010174043962760695,-0.005143271548143702,-0.005030772414616993
attention,score_tv_mean,tail_event,252,4,0.04665471372556077,0.6129032258064516,0.0,-0.05773206174705719,-0.0036088966089595814,-0.054123165138097604,0.0,-0.029952115496184834,-0.0038072255720196587,-0.026144889924165176,0.015873015873015872,-0.019832036948406684,-0.0019239405529283711,-0.01790809639547831
