sample_id,sample_cluster,task,anchor,strategy,layer,lag,top_core_jaccard,selection_boundary_margin_anchor,selection_boundary_margin_future,selected_core_retention,selected_core_turnover,selected_core_replacements_estimate,sink_jaccard,recent_jaccard,whole_cache_jaccard,set_scope,unavailable_metrics
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,0,4,0.9730941704035875,0.0003306567668914795,0.0,0.9863636363636364,0.013636363636363558,2.9999999999999827,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,0,8,0.9730941704035875,0.0003306567668914795,0.0,0.9863636363636364,0.013636363636363558,2.9999999999999827,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,0,16,0.9555555555555556,0.0003306567668914795,0.0010094493627548218,0.9772727272727273,0.022727272727272707,4.999999999999996,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,0,32,0.9213973799126638,0.0003306567668914795,0.0,0.9590909090909091,0.040909090909090895,8.999999999999996,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,0,64,0.9213973799126638,0.0003306567668914795,0.0013798326253890991,0.9590909090909091,0.040909090909090895,8.999999999999996,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,14,1,0.9909502262443439,3.129243850708008e-05,5.0649046897888184e-05,0.9954545454545455,0.004545454545454519,0.9999999999999942,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,14,4,0.9555555555555556,3.129243850708008e-05,1.9073486328125e-06,0.9772727272727273,0.022727272727272707,4.999999999999996,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,14,8,0.9469026548672567,3.129243850708008e-05,0.0001131594181060791,0.9727272727272728,0.027272727272727226,5.999999999999989,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,14,16,0.9298245614035088,3.129243850708008e-05,0.0001923888921737671,0.9636363636363636,0.036363636363636376,8.000000000000004,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,14,32,0.896551724137931,3.129243850708008e-05,6.341934204101562e-05,0.9454545454545454,0.054545454545454564,12.000000000000004,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,14,64,0.864406779661017,3.129243850708008e-05,0.00021824240684509277,0.9272727272727274,0.07272727272727264,15.99999999999998,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,27,1,1.0,0.0011362731456756592,0.00024431943893432617,1.0,0.0,0.0,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,27,4,1.0,0.0011362731456756592,4.647672176361084e-05,1.0,0.0,0.0,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,27,8,0.9909502262443439,0.0011362731456756592,0.00013723969459533691,0.9954545454545455,0.004545454545454519,0.9999999999999942,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
gov_report:0,gov_report::gov_report:0,gov_report,16,v_ridge_leverage,27,16,0.9909502262443439,0.0011362731456756592,0.0018433928489685059,0.9954545454545455,0.004545454545454519,0.9999999999999942,1.0,,,selected_core_old_token_universe,token-identities-entering-or-leaving;recent-jaccard;whole-cache-jaccard;new-token-entry;rank-reversal
