record_scope,sample_id,sample_cluster,task,strategy,stale_anchor,refresh_anchor,refresh_lag,stale_future_step,global_generation_index,target_horizon_condition,same_reference_token_verified,reference_token_id,reference_token_position,stale_loss,refreshed_loss,refresh_benefit,stale_approx_kl,refreshed_approx_kl,refresh_benefit_approx_kl,stale_attention_output_error,refreshed_attention_output_error,refresh_benefit_attention_output_error,layer,head,metric,counterfactual_scope
global_output,reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,attention_weighted_v_ridge_leverage,0,16,16,17,16,64,True,279.0,511.0,0.010502856937534943,6.0117584951058234e-05,0.010442739352583885,0.0028806583415766714,0.0003284645936148866,0.002552193747961785,0.18395480886101723,0.1673439803222815,0.016610828538735717,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,future_attention_oracle,0,16,16,17,16,64,True,279.0,511.0,0.0017137460087610634,0.00043930184591545185,0.0012744441628456116,0.0002966512514775307,9.03627643845138e-06,0.0002876149750390793,0.07232758278648059,0.02940873879318436,0.042918843993296235,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,snapkv,0,16,16,17,16,64,True,279.0,511.0,-0.0031284571016954033,-0.0004380282337592689,-0.0026904288679361343,0.0005260824814621333,5.243668599967666e-05,0.0004736457954624566,0.09816608391702175,0.06030769428859154,0.03785838962843021,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,v_ridge_leverage,0,16,16,17,16,64,True,279.0,511.0,0.0019569366847349556,-0.00017287324618564526,0.002129809930920601,0.0003618550262307296,0.00019709211090543442,0.0001647629153252952,0.16968086237708727,0.13734076327333847,0.0323400991037488,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,attention_weighted_v_ridge_leverage,0,16,16,17,16,64,True,2832.0,1278.0,4.4786327812573745e-05,-9.556431727730796e-06,5.434275954030454e-05,8.001822506703544e-06,4.999363192168305e-07,7.501886187486714e-06,0.09890948608517647,0.07649839273653924,0.022411093348637223,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,future_attention_oracle,0,16,16,17,16,64,True,2832.0,1278.0,5.3008974823853805e-05,-2.607555913414217e-07,5.326973041519523e-05,9.108262093734738e-06,5.573368973819518e-07,8.550925196352786e-06,0.06102436097959677,0.046738980299172304,0.014285380680424467,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,snapkv,0,16,16,17,16,64,True,2832.0,1278.0,3.132007277173443e-05,-1.4323464533561037e-05,4.564353730529547e-05,6.16257231481874e-06,7.65666561379978e-07,5.396905753438762e-06,0.06613836872080962,0.053296245906191565,0.012842122814618058,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,v_ridge_leverage,0,16,16,17,16,64,True,2832.0,1278.0,2.238219912698014e-05,-1.1820767944925592e-05,3.420296707190573e-05,4.993676144428091e-06,6.64247444940318e-07,4.329428699487773e-06,0.09819212928414345,0.08302271979240079,0.015169409491742655,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,attention_weighted_v_ridge_leverage,0,16,16,17,16,64,True,18.0,1280.0,5.788612900659018e-05,-3.1424924884504435e-08,5.7917553931474686e-05,1.1779142843025664e-05,1.2286726554723608e-06,1.0550470187553303e-05,0.13861080134908357,0.1099734753370285,0.02863732601205507,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,future_attention_oracle,0,16,16,17,16,64,True,18.0,1280.0,6.360619584455662e-05,5.093119334276253e-06,5.851307651028037e-05,1.0572609761008568e-05,1.0521899107375924e-06,9.520419850270976e-06,0.09239163932700951,0.07898200893153746,0.01340963039547205,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,snapkv,0,16,16,17,16,64,True,18.0,1280.0,2.3445849301140242e-05,-2.4149413277996246e-06,2.5860790628939867e-05,7.338157353066515e-06,1.8501325293685144e-06,5.488024823698001e-06,0.1325126507629951,0.10109134546170633,0.03142130530128877,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,v_ridge_leverage,0,16,16,17,16,64,True,18.0,1280.0,4.835261636770838e-05,-3.1424924884504435e-08,4.838404129259288e-05,1.1023290026084315e-05,1.5798593335121594e-06,9.443430692572155e-06,0.14907826483249664,0.11724036062757175,0.0318379042049249,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,attention_weighted_v_ridge_leverage,0,16,16,17,16,64,True,43870.0,1278.0,3.986721608839616e-06,-2.0928839461475945e-06,6.079605554987211e-06,7.125743484129138e-07,2.542927053921066e-07,4.5828164302080723e-07,0.15753101060787836,0.12407634453848004,0.033454666069398314,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,future_attention_oracle,0,16,16,17,16,64,True,43870.0,1278.0,3.986721608839616e-06,-1.8544671860354356e-06,5.841188794875052e-06,6.953388077702374e-07,1.907823132602497e-07,5.045564945099877e-07,0.088729798172911,0.07313581338773172,0.015593984785179288,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,snapkv,0,16,16,17,16,64,True,43870.0,1278.0,3.5098908170994036e-06,-2.3313007062597535e-06,5.841191523359157e-06,5.878256816790623e-07,3.230298659782496e-07,2.6479581570081267e-07,0.09436947107315063,0.07328212602684896,0.021087345046301678,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,v_ridge_leverage,0,16,16,17,16,64,True,43870.0,1278.0,3.2714749664819465e-06,-2.0928839461475945e-06,5.364358912629541e-06,5.245949782339389e-07,2.6599632252824116e-07,2.585986557056977e-07,0.15802742168307304,0.12861316037985185,0.029414261303221195,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,attention_weighted_v_ridge_leverage,0,16,16,17,16,64,True,21.0,1278.0,0.00016769166042251982,7.320383384978868e-05,9.448782657273114e-05,3.1951813012728984e-05,7.748308315973674e-06,2.420350469675531e-05,0.11784864403307438,0.08274250105023384,0.03510614298284054,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,future_attention_oracle,0,16,16,17,16,64,True,21.0,1278.0,9.381796054697134e-05,3.400007200582422e-05,5.981788854114711e-05,1.1076290797131228e-05,1.8873274437349966e-06,9.188963353396232e-06,0.07832379421840112,0.04161816121389469,0.03670563300450643,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,snapkv,0,16,16,17,16,64,True,21.0,1278.0,0.00014076415619967975,8.452376870593525e-05,5.624038749374449e-05,2.4203423504022055e-05,1.0070425610714773e-05,1.4132997893307282e-05,0.09985845349729061,0.057807885110378265,0.042050568386912346,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,v_ridge_leverage,0,16,16,17,16,64,True,21.0,1278.0,0.00015160673002867497,9.417541379264094e-05,5.7431316236034036e-05,2.6450187523263647e-05,1.2295960046430093e-05,1.4154227476833553e-05,0.12543577949206033,0.08514538779854774,0.04029039169351259,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,attention_weighted_v_ridge_leverage,0,16,16,17,16,64,True,21.0,1280.0,9.520450654676438e-05,-1.491249898677438e-05,0.00011011700553353876,1.7914743934965857e-05,1.0136621318076054e-06,1.690108180315825e-05,0.12477777463694413,0.10700288973748684,0.01777488489945729,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
global_output,synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,future_attention_oracle,0,16,16,17,16,64,True,21.0,1280.0,9.496617527915419e-05,-1.5627580101096328e-05,0.00011059375538025051,1.81743991545471e-05,7.874059585752892e-07,1.738699319597181e-05,0.08377581524352233,0.07818870432674885,0.005587110916773483,,,delta_nll_and_approx_kl,sparse_saved_cross_anchor_same_token;oracle_is_H64_conditioned
