run_id,input_dir,model,weight_precision,backend,device,seed,config_hash,git_commit,git_dirty,sample_count,tasks,strategies,anchors,horizons,signal_lags,cache_total,sink_size,recent_size,core_size,diagnostic_layers,diagnostic_heads,query_heads,kv_heads,head_dim,reference_rows,candidate_rows,step_rows,horizon_rows,temporal_rows,failed_status_keys
discovery_small_4bit_seed42_protocol_v4,/Users/wangsikai/l1-robust-kv-cache/results/temporal_cache_discovery/discovery_small_4bit_seed42_protocol_v4,mlx-community/Qwen2.5-1.5B-Instruct-4bit,4bit,mlx,mps,42,8f20b2c1049e7f586cd822cda014b4336a2fa80777504d8f81b8bd7fab06559e,1d64abc8839e31ee1a0615e19a3b3b1809ca5618,True,15,"[{""count"": 5, ""dataset_official"": false, ""source"": ""repository_synthetic_ruler_niah"", ""task"": ""ruler_niah""}, {""count"": 5, ""dataset_official"": true, ""source"": ""official_longbench_gov_report"", ""task"": ""govreport_or_qmsum""}, {""count"": 5, ""dataset_official"": false, ""source"": ""repository_template_reasoning_with_distractors"", ""task"": ""gsm8k_or_math_long_generation""}]","[""snapkv"", ""v_ridge_leverage"", ""attention_weighted_v_ridge_leverage"", ""future_attention_oracle""]","[0, 16, 48]","[1, 4, 16, 64]","[1, 4, 8, 16, 32, 64]",256,4,32,220,"[0, 14, 27]","{""0"": [0, 11], ""14"": [0, 11], ""27"": [0, 11]}",12,2,128,15,315,15300,720,94410,0
