sample_id,cycle,layer,jaccard_attn_delta,jaccard_attn_apv,recall_future_attn,recall_future_delta,recall_future_apv
gov_report:86,4,14,0.9136363636363637,0.9181818181818182,0.8136363636363636,0.7863636363636364,0.7909090909090909
gov_report:86,4,15,0.9454545454545454,0.9454545454545454,0.8090909090909091,0.8181818181818182,0.8136363636363636
gov_report:86,4,16,0.9181818181818182,0.9181818181818182,0.8181818181818182,0.8136363636363636,0.8181818181818182
gov_report:86,4,17,0.95,0.95,0.8318181818181818,0.8181818181818182,0.8227272727272728
gov_report:86,4,18,0.9318181818181818,0.9363636363636364,0.7909090909090909,0.7454545454545455,0.7454545454545455
gov_report:86,4,19,0.9727272727272728,0.9727272727272728,0.8681818181818182,0.8545454545454545,0.8590909090909091
gov_report:86,4,20,0.9636363636363636,0.9636363636363636,0.8045454545454546,0.7909090909090909,0.7954545454545454
gov_report:86,4,21,0.9590909090909091,0.9590909090909091,0.7636363636363637,0.759090909090909,0.7545454545454545
gov_report:86,4,22,0.9545454545454546,0.9590909090909091,0.759090909090909,0.75,0.75
gov_report:86,4,23,0.9454545454545454,0.9409090909090909,0.7363636363636363,0.7181818181818181,0.7136363636363636
gov_report:86,4,24,0.9272727272727272,0.9272727272727272,0.75,0.7227272727272728,0.7227272727272728
gov_report:86,4,25,0.9,0.9,0.7181818181818181,0.7045454545454546,0.6863636363636364
gov_report:86,4,26,0.9181818181818182,0.9272727272727272,0.6318181818181818,0.6045454545454545,0.6090909090909091
gov_report:86,4,27,0.9409090909090909,0.9363636363636364,0.6681818181818182,0.6590909090909091,0.65
gov_report:86,4,28,0.9409090909090909,0.9363636363636364,0.6636363636363637,0.6727272727272727,0.6681818181818182
gov_report:86,4,29,0.9,0.8954545454545455,0.6409090909090909,0.5954545454545455,0.5909090909090909
gov_report:86,4,30,0.8863636363636364,0.9,0.7272727272727273,0.7227272727272728,0.7090909090909091
gov_report:86,4,31,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.7318181818181818,0.7318181818181818
gov_report:86,4,32,0.8818181818181818,0.8818181818181818,0.7545454545454545,0.7181818181818181,0.7181818181818181
gov_report:86,4,33,0.8818181818181818,0.8818181818181818,0.6863636363636364,0.7,0.6954545454545454
gov_report:86,4,34,0.8681818181818182,0.8772727272727273,0.7318181818181818,0.7045454545454546,0.7045454545454546
gov_report:86,4,35,0.8409090909090909,0.8454545454545455,0.7,0.5954545454545455,0.5954545454545455
gov_report:86,5,0,0.7863636363636364,0.85,0.740909090909091,0.6136363636363636,0.6590909090909091
gov_report:86,5,1,0.7727272727272727,0.6363636363636364,0.8409090909090909,0.6772727272727272,0.5409090909090909
gov_report:86,5,2,0.85,0.8363636363636363,0.7727272727272727,0.6590909090909091,0.65
gov_report:86,5,3,0.85,0.8090909090909091,0.8090909090909091,0.7045454545454546,0.6636363636363637
gov_report:86,5,4,0.8136363636363636,0.8,0.6909090909090909,0.5954545454545455,0.5818181818181818
gov_report:86,5,5,0.8909090909090909,0.8590909090909091,0.6227272727272727,0.5909090909090909,0.5409090909090909
gov_report:86,5,6,0.7272727272727273,0.7227272727272728,0.6545454545454545,0.42727272727272725,0.41818181818181815
gov_report:86,5,7,0.9136363636363637,0.9,0.6727272727272727,0.65,0.6363636363636364
gov_report:86,5,8,0.9181818181818182,0.9227272727272727,0.7045454545454546,0.7318181818181818,0.7318181818181818
gov_report:86,5,9,0.9181818181818182,0.9090909090909091,0.8090909090909091,0.7636363636363637,0.759090909090909
gov_report:86,5,10,0.9090909090909091,0.9136363636363637,0.8045454545454546,0.7818181818181819,0.7772727272727272
gov_report:86,5,11,0.9227272727272727,0.9318181818181818,0.8227272727272728,0.8136363636363636,0.8136363636363636
gov_report:86,5,12,0.9590909090909091,0.9636363636363636,0.8636363636363636,0.8409090909090909,0.8409090909090909
gov_report:86,5,13,0.95,0.9590909090909091,0.8636363636363636,0.8409090909090909,0.85
gov_report:86,5,14,0.9272727272727272,0.9227272727272727,0.8727272727272727,0.85,0.85
gov_report:86,5,15,0.9545454545454546,0.9590909090909091,0.8909090909090909,0.8590909090909091,0.8681818181818182
gov_report:86,5,16,0.9590909090909091,0.9636363636363636,0.9,0.8772727272727273,0.8727272727272727
gov_report:86,5,17,0.9409090909090909,0.9454545454545454,0.8863636363636364,0.8545454545454545,0.8636363636363636
gov_report:86,5,18,0.9363636363636364,0.9363636363636364,0.8409090909090909,0.8045454545454546,0.8
gov_report:86,5,19,0.95,0.9454545454545454,0.8454545454545455,0.8272727272727273,0.8181818181818182
gov_report:86,5,20,0.95,0.95,0.7909090909090909,0.7681818181818182,0.7636363636363637
gov_report:86,5,21,0.9681818181818181,0.9681818181818181,0.7954545454545454,0.8090909090909091,0.8045454545454546
gov_report:86,5,22,0.9409090909090909,0.9454545454545454,0.8,0.7818181818181819,0.7772727272727272
gov_report:86,5,23,0.9227272727272727,0.9318181818181818,0.7772727272727272,0.7818181818181819,0.7863636363636364
gov_report:86,5,24,0.9681818181818181,0.9636363636363636,0.8318181818181818,0.8227272727272728,0.8227272727272728
gov_report:86,5,25,0.9409090909090909,0.9363636363636364,0.7772727272727272,0.7772727272727272,0.7772727272727272
gov_report:86,5,26,0.9318181818181818,0.9318181818181818,0.7045454545454546,0.6818181818181818,0.6818181818181818
gov_report:86,5,27,0.9454545454545454,0.9409090909090909,0.7181818181818181,0.7318181818181818,0.7272727272727273
gov_report:86,5,28,0.9409090909090909,0.9454545454545454,0.740909090909091,0.7363636363636363,0.7318181818181818
gov_report:86,5,29,0.8227272727272728,0.8227272727272728,0.4954545454545455,0.5227272727272727,0.5227272727272727
gov_report:86,5,30,0.8545454545454545,0.8636363636363636,0.6136363636363636,0.6318181818181818,0.6363636363636364
gov_report:86,5,31,0.8590909090909091,0.8636363636363636,0.6,0.6,0.6045454545454545
gov_report:86,5,32,0.8681818181818182,0.8681818181818182,0.43636363636363634,0.4409090909090909,0.44545454545454544
gov_report:86,5,33,0.8681818181818182,0.8681818181818182,0.5409090909090909,0.5454545454545454,0.5454545454545454
gov_report:86,5,34,0.8454545454545455,0.85,0.42727272727272725,0.4090909090909091,0.40454545454545454
gov_report:86,5,35,0.8681818181818182,0.8727272727272727,0.6272727272727273,0.6090909090909091,0.6136363636363636
gov_report:86,6,0,0.7772727272727272,0.8545454545454545,0.7772727272727272,0.7181818181818181,0.7454545454545455
gov_report:86,6,1,0.6818181818181818,0.65,0.8545454545454545,0.6590909090909091,0.6227272727272727
gov_report:86,6,2,0.8045454545454546,0.7863636363636364,0.7227272727272728,0.6681818181818182,0.6681818181818182
gov_report:86,6,3,0.759090909090909,0.7272727272727273,0.6681818181818182,0.6590909090909091,0.6454545454545455
gov_report:86,6,4,0.8090909090909091,0.7909090909090909,0.6954545454545454,0.6636363636363637,0.6681818181818182
gov_report:86,6,5,0.8681818181818182,0.8409090909090909,0.740909090909091,0.7090909090909091,0.6909090909090909
gov_report:86,6,6,0.7090909090909091,0.6954545454545454,0.7363636363636363,0.5772727272727273,0.5636363636363636
gov_report:86,6,7,0.8954545454545455,0.8863636363636364,0.6272727272727273,0.6,0.6
gov_report:86,6,8,0.9090909090909091,0.9045454545454545,0.6363636363636364,0.6363636363636364,0.6272727272727273
gov_report:86,6,9,0.8681818181818182,0.8681818181818182,0.7363636363636363,0.759090909090909,0.759090909090909
gov_report:86,6,10,0.9136363636363637,0.9045454545454545,0.7681818181818182,0.7681818181818182,0.7727272727272727
gov_report:86,6,11,0.8954545454545455,0.8954545454545455,0.8181818181818182,0.8090909090909091,0.8090909090909091
gov_report:86,6,12,0.95,0.95,0.85,0.8545454545454545,0.8545454545454545
gov_report:86,6,13,0.9409090909090909,0.9363636363636364,0.8227272727272728,0.8181818181818182,0.8227272727272728
gov_report:86,6,14,0.9181818181818182,0.9272727272727272,0.7954545454545454,0.8090909090909091,0.8181818181818182
gov_report:86,6,15,0.9590909090909091,0.9636363636363636,0.8136363636363636,0.8136363636363636,0.8045454545454546
gov_report:86,6,16,0.9727272727272728,0.9681818181818181,0.8772727272727273,0.8772727272727273,0.8772727272727273
gov_report:86,6,17,0.9363636363636364,0.9363636363636364,0.8227272727272728,0.8181818181818182,0.8272727272727273
gov_report:86,6,18,0.9181818181818182,0.9227272727272727,0.8227272727272728,0.8045454545454546,0.8090909090909091
gov_report:86,6,19,0.9454545454545454,0.9590909090909091,0.8318181818181818,0.8409090909090909,0.8363636363636363
gov_report:86,6,20,0.9727272727272728,0.9636363636363636,0.759090909090909,0.759090909090909,0.7636363636363637
gov_report:86,6,21,0.9590909090909091,0.9636363636363636,0.7863636363636364,0.7954545454545454,0.7954545454545454
gov_report:86,6,22,0.9545454545454546,0.9545454545454546,0.8090909090909091,0.7954545454545454,0.7909090909090909
gov_report:86,6,23,0.9409090909090909,0.9409090909090909,0.7727272727272727,0.7818181818181819,0.7818181818181819
gov_report:86,6,24,0.9227272727272727,0.9272727272727272,0.7863636363636364,0.7727272727272727,0.7772727272727272
gov_report:86,6,25,0.9227272727272727,0.9227272727272727,0.7181818181818181,0.7045454545454546,0.7
gov_report:86,6,26,0.9409090909090909,0.9636363636363636,0.6863636363636364,0.6818181818181818,0.6772727272727272
gov_report:86,6,27,0.9409090909090909,0.9363636363636364,0.759090909090909,0.7318181818181818,0.7318181818181818
gov_report:86,6,28,0.9227272727272727,0.9318181818181818,0.6818181818181818,0.6909090909090909,0.6863636363636364
gov_report:86,6,29,0.8772727272727273,0.8772727272727273,0.6409090909090909,0.5909090909090909,0.5909090909090909
gov_report:86,6,30,0.8954545454545455,0.8954545454545455,0.6590909090909091,0.6318181818181818,0.6318181818181818
gov_report:86,6,31,0.8954545454545455,0.8909090909090909,0.7681818181818182,0.6954545454545454,0.6863636363636364
gov_report:86,6,32,0.8818181818181818,0.8727272727272727,0.8,0.7181818181818181,0.7136363636363636
gov_report:86,6,33,0.8727272727272727,0.8727272727272727,0.7681818181818182,0.7,0.6954545454545454
gov_report:86,6,34,0.8545454545454545,0.8545454545454545,0.7727272727272727,0.7181818181818181,0.7181818181818181
gov_report:86,6,35,0.8272727272727273,0.8454545454545455,0.740909090909091,0.6727272727272727,0.6727272727272727
gov_report:86,7,0,0.7636363636363637,0.8818181818181818,0.7318181818181818,0.6545454545454545,0.7272727272727273
gov_report:86,7,1,0.6181818181818182,0.6818181818181818,0.8,0.5363636363636364,0.5909090909090909
gov_report:86,7,2,0.8318181818181818,0.8363636363636363,0.6545454545454545,0.65,0.6409090909090909
gov_report:86,7,3,0.7772727272727272,0.75,0.7045454545454546,0.6590909090909091,0.6545454545454545
gov_report:86,7,4,0.8,0.8045454545454546,0.55,0.5409090909090909,0.5409090909090909
