sample_id,task,cycle,generated_token_id,pool_scoring_forward_time_s,exact_kl,js,full_nll,perturbed_nll,delta_nll,logit_l2_sq,fisher_quadratic
synthetic_niah_87,niah_single_1,37,911,0.13524150000000645,0.059993986040353775,0.012520264834165573,0.2284560650587082,0.11201886832714081,-0.11643719673156738,41904.4609375,0.07868175208568573
synthetic_niah_89,niah_single_1,60,279,0.1352918329999966,0.05979163572192192,0.013987472280859947,0.452971875667572,0.24071581661701202,-0.21225605905056,115059.609375,0.06581749022006989
synthetic_niah_88,niah_single_1,36,31747,0.13099383399998032,0.059360649436712265,0.013731598854064941,0.9362754821777344,0.6732795238494873,-0.26299595832824707,32344.75,0.06661933660507202
gov_report:88,gov_report,63,52998,0.12155604099996253,0.05926959216594696,0.015088008716702461,1.2172212600708008,0.7749727368354797,-0.44224852323532104,12437.734375,0.05533335730433464
gov_report:86,gov_report,63,13,0.12617008400002305,0.05813368782401085,0.017445843666791916,0.16126465797424316,0.2843535840511322,0.12308892607688904,15128.560546875,0.0317094549536705
synthetic_niah_90,niah_single_1,35,31747,0.13060150000001158,0.057581037282943726,0.013201013207435608,0.7187749743461609,0.4759802520275116,-0.2427947223186493,22535.443359375,0.0656827762722969
synthetic_niah_88,niah_single_1,21,20975,0.132325499999979,0.0536569245159626,0.009710827842354774,0.07936137169599533,0.022591834887862206,-0.056769536808133125,33935.86328125,0.08417826890945435
synthetic_niah_86,niah_single_1,56,5248,0.13553254199999287,0.0536346510052681,0.012890003621578217,0.8452381491661072,0.5429678559303284,-0.3022702932357788,47871.8046875,0.056500133126974106
synthetic_niah_90,niah_single_1,25,13,0.13729654099995514,0.05203218758106232,0.01091235876083374,0.14866875112056732,0.05496050417423248,-0.09370824694633484,22542.640625,0.06791774183511734
synthetic_niah_89,niah_single_1,36,31747,0.13250841699999683,0.05086997523903847,0.011833714321255684,0.9329646825790405,0.6690512895584106,-0.2639133930206299,12137.5009765625,0.05677054077386856
synthetic_niah_86,niah_single_1,35,31747,0.12951499999999783,0.044538818299770355,0.010367698967456818,1.075059175491333,0.8071184158325195,-0.2679407596588135,25501.1015625,0.04980634152889252
synthetic_niah_86,niah_single_1,63,25647,0.14577620799997248,0.044326476752758026,0.010970672592520714,1.3049596548080444,0.9679941534996033,-0.33696550130844116,40684.8203125,0.04425196722149849
synthetic_niah_87,niah_single_1,29,8686,0.13408612500001027,0.044095478951931,0.00998989213258028,0.29115524888038635,0.15842516720294952,-0.13273008167743683,59211.89453125,0.05150441452860832
synthetic_niah_87,niah_single_1,28,576,0.12930129100001864,0.03966778889298439,0.009444000199437141,0.7423426508903503,0.5053158402442932,-0.23702681064605713,315171.21875,0.04280055686831474
gov_report:90,gov_report,7,90510,0.12024299999984578,0.03944438695907593,0.008257084526121616,0.13468390703201294,0.05881223455071449,-0.07587167248129845,8682.796875,0.05188050866127014
synthetic_niah_87,niah_single_1,36,31747,0.13105395799999542,0.0375535823404789,0.009802624583244324,1.0408971309661865,1.0960493087768555,0.055152177810668945,19310.4765625,0.03350215032696724
synthetic_niah_86,niah_single_1,22,304,0.12697820900000067,0.035069577395915985,0.0066262222826480865,0.053521621972322464,0.012995313853025436,-0.04052630811929703,36783.078125,0.052518732845783234
gov_report:88,gov_report,61,63855,0.12119937499994649,0.03494586423039436,0.008712970651686192,0.9409046769142151,0.6574238538742065,-0.28348082304000854,7731.23779296875,0.03452794626355171
synthetic_niah_86,niah_single_1,52,4220,0.14177866700001118,0.03493496775627136,0.008669675327837467,0.6761347651481628,0.9528015851974487,0.2766668200492859,73520.25,0.034846603870391846
synthetic_niah_87,niah_single_1,32,21085,0.12993054200001097,0.0346900038421154,0.008079899474978447,0.3437707722187042,0.2094646692276001,-0.13430610299110413,25328.25390625,0.03886589780449867
synthetic_niah_87,niah_single_1,56,279,0.1318464169999629,0.033285144716501236,0.00700574554502964,0.7125116586685181,0.6255250573158264,-0.08698660135269165,68576.8046875,0.04413100332021713
gov_report:86,gov_report,37,6200,0.12585375000003296,0.031646229326725006,0.007370522245764732,1.0983681678771973,0.8955029249191284,-0.20286524295806885,3485.0458984375,0.03551961109042168
synthetic_niah_89,niah_single_1,53,4636,0.13381537499992646,0.03118061274290085,0.007479989901185036,0.7066008448600769,0.537696123123169,-0.16890472173690796,45834.5703125,0.033237721771001816
synthetic_niah_88,niah_single_1,27,2014,0.13476295899999968,0.030858810991048813,0.007090214639902115,1.0716369152069092,0.8216345906257629,-0.25000232458114624,83065.75,0.03561433404684067
synthetic_niah_87,niah_single_1,43,16359,0.13125700000000506,0.02910049445927143,0.006897635292261839,0.34136298298835754,0.2098243534564972,-0.13153862953186035,130183.9375,0.03171200305223465
synthetic_niah_88,niah_single_1,60,6825,0.13100124999999707,0.02722809463739395,0.0064122118055820465,0.404727578163147,0.3499627411365509,-0.05476483702659607,71198.359375,0.03004903346300125
synthetic_niah_90,niah_single_1,47,8683,0.1328811250000399,0.027097150683403015,0.0065401168540120125,1.127873182296753,0.9270142912864685,-0.20085889101028442,46185.734375,0.028624264523386955
synthetic_niah_87,niah_single_1,24,304,0.128225542000024,0.027058536186814308,0.004862911067903042,0.033767253160476685,0.010722051374614239,-0.023045201785862446,52408.14453125,0.04306366294622421
gov_report:88,gov_report,34,11996,0.12602858299999298,0.02538347616791725,0.006874711252748966,0.2582990229129791,0.3643748164176941,0.10607579350471497,6043.1396484375,0.020768262445926666
synthetic_niah_90,niah_single_1,63,25647,0.13567920799994226,0.025342782959342003,0.00617597671225667,1.265782117843628,1.016120195388794,-0.24966192245483398,37935.265625,0.026379361748695374
gov_report:89,gov_report,47,13,0.13535379199993258,0.02431107871234417,0.005455649457871914,0.14106976985931396,0.07191842049360275,-0.06915134936571121,14564.443359375,0.029054751619696617
gov_report:89,gov_report,54,11,0.1273516670000845,0.023699002340435982,0.005783792119473219,0.5249981880187988,0.36460864543914795,-0.16038954257965088,34034.83984375,0.024549072608351707
gov_report:89,gov_report,48,4220,0.1266299579999668,0.023632023483514786,0.005555709823966026,0.27267566323280334,0.16903546452522278,-0.10364019870758057,5166.2197265625,0.026188280433416367
synthetic_niah_86,niah_single_1,47,8683,0.1350591660000049,0.02346428669989109,0.005933153443038464,1.115694522857666,0.9687244892120361,-0.14697003364562988,56716.859375,0.02264781855046749
gov_report:86,gov_report,59,14336,0.12110320800002228,0.023117702454328537,0.0051329354755580425,0.46224114298820496,0.35738110542297363,-0.10486003756523132,5614.974609375,0.0281223114579916
synthetic_niah_90,niah_single_1,59,6825,0.13358016699999098,0.023011986166238785,0.005383269861340523,0.449055939912796,0.3500271141529083,-0.0990288257598877,54848.7265625,0.025730092078447342
gov_report:88,gov_report,60,27362,0.12546408299999712,0.021587476134300232,0.005633132066577673,0.8326314687728882,1.010292887687683,0.17766141891479492,3600.1865234375,0.01943918503820896
gov_report:87,gov_report,55,2176,0.1230010830000765,0.02116732858121395,0.005201705731451511,1.307485580444336,1.2359282970428467,-0.07155728340148926,4584.2470703125,0.021670745685696602
gov_report:87,gov_report,52,2453,0.12720866600000136,0.02103130891919136,0.005181594751775265,0.9102423787117004,0.7027511596679688,-0.2074912190437317,13862.2412109375,0.02142665721476078
gov_report:86,gov_report,49,8317,0.12377683400006845,0.020781395956873894,0.005271244794130325,0.5426636934280396,0.7241792678833008,0.18151557445526123,4243.5556640625,0.019953450188040733
synthetic_niah_86,niah_single_1,62,429,0.14134699999999611,0.020392172038555145,0.005014805123209953,0.6244848966598511,0.457366019487381,-0.1671188771724701,65475.5078125,0.020852336660027504
gov_report:87,gov_report,61,10468,0.12368500000002314,0.02028023451566696,0.004932462237775326,0.48732563853263855,0.3471336364746094,-0.14019200205802917,4780.5537109375,0.02117769606411457
synthetic_niah_87,niah_single_1,57,11652,0.13421295800003463,0.01960495486855507,0.00443411897867918,0.23163704574108124,0.15601593255996704,-0.0756211131811142,67631.046875,0.023211559280753136
gov_report:90,gov_report,63,3410,0.1258020000000215,0.01957331970334053,0.005211268085986376,0.15468235313892365,0.23428256809711456,0.07960021495819092,2643.06298828125,0.016820808872580528
synthetic_niah_86,niah_single_1,55,11504,0.13373604199998113,0.01869320124387741,0.004184398800134659,0.11326418817043304,0.05982624739408493,-0.053437940776348114,37497.7734375,0.022476883605122566
gov_report:89,gov_report,14,547,0.12064445800001522,0.01862473227083683,0.004741544835269451,0.4004896581172943,0.5473312735557556,0.1468416154384613,3008.25732421875,0.017767688259482384
gov_report:87,gov_report,42,6277,0.12223904199993285,0.01854652352631092,0.0044084638357162476,0.3382493257522583,0.2404952049255371,-0.09775412082672119,11307.80078125,0.02020682580769062
gov_report:90,gov_report,60,525,0.12360637500000848,0.018536027520895004,0.004369525704532862,0.2405945509672165,0.15401402115821838,-0.08658052980899811,5609.08154296875,0.02049165591597557
gov_report:90,gov_report,45,323,0.12108087500018883,0.018432794138789177,0.004262472502887249,0.16882354021072388,0.09939009696245193,-0.06943344324827194,2328.75146484375,0.021047133952379227
synthetic_niah_86,niah_single_1,39,1660,0.13038324999999418,0.017911842092871666,0.004115344490855932,0.14782509207725525,0.08457641303539276,-0.06324867904186249,177936.96875,0.020673619583249092
gov_report:87,gov_report,48,22573,0.12694212500002777,0.017830902710556984,0.003856247989460826,0.16632035374641418,0.1201949343085289,-0.046125419437885284,3716.282958984375,0.022596577182412148
synthetic_niah_86,niah_single_1,54,525,0.13349891599997932,0.01778450235724449,0.0045372964814305305,0.41132524609565735,0.5412045121192932,0.12987926602363586,61673.5234375,0.016895191743969917
synthetic_niah_86,niah_single_1,59,6825,0.13030445900000132,0.017346933484077454,0.0040344963781535625,0.5301191806793213,0.4205806255340576,-0.10953855514526367,75013.3515625,0.01965097151696682
synthetic_niah_86,niah_single_1,50,2213,0.1398632079999942,0.017040252685546875,0.004162829369306564,0.4916151762008667,0.359707236289978,-0.13190793991088867,29456.5546875,0.01767510548233986
synthetic_niah_88,niah_single_1,40,1660,0.131321875000026,0.016925103962421417,0.003952689468860626,0.1854267418384552,0.11431125551462173,-0.07111548632383347,100768.9375,0.019022909924387932
gov_report:86,gov_report,12,1482,0.11648912500004371,0.01691991463303566,0.004071427509188652,1.4107571840286255,1.3452093601226807,-0.06554782390594482,3870.854736328125,0.01807057112455368
gov_report:86,gov_report,36,576,0.11805345800007672,0.01663309335708618,0.0041240667924284935,0.9911981225013733,0.8961852788925171,-0.0950128436088562,2140.789306640625,0.016766244545578957
synthetic_niah_87,niah_single_1,53,13,0.1353104579999922,0.01649734564125538,0.003667710814625025,0.09762192517518997,0.05110010877251625,-0.04652181640267372,51889.890625,0.020069552585482597
synthetic_niah_87,niah_single_1,52,2213,0.13409508400002323,0.016118180006742477,0.004069569520652294,1.107692003250122,0.8823774456977844,-0.22531455755233765,23278.03515625,0.015667350962758064
synthetic_niah_86,niah_single_1,42,16359,0.1314332920000112,0.016090309247374535,0.003917850088328123,0.4316868782043457,0.31309449672698975,-0.11859238147735596,112332.8125,0.01680038496851921
synthetic_niah_88,niah_single_1,51,2213,0.14007450000002564,0.016052763909101486,0.0036496189422905445,0.4428756833076477,0.35474348068237305,-0.08813220262527466,49462.6171875,0.018870340660214424
gov_report:86,gov_report,30,71749,0.12200708299997132,0.015731636434793472,0.003805553074926138,0.9061152935028076,0.9692491292953491,0.0631338357925415,7988.0517578125,0.016631925478577614
gov_report:87,gov_report,13,9186,0.12038333299994974,0.015712400898337364,0.0033299229107797146,0.19047880172729492,0.16050660610198975,-0.029972195625305176,7981.33544921875,0.02051830291748047
gov_report:89,gov_report,36,6188,0.12237275000006775,0.015580742619931698,0.003704842645674944,0.3489018380641937,0.26320549845695496,-0.08569633960723877,9552.74609375,0.01698778010904789
synthetic_niah_90,niah_single_1,20,20975,0.13021179099996516,0.015546898357570171,0.0033423155546188354,0.07476179301738739,0.037307027727365494,-0.037454765290021896,17200.27734375,0.01994103565812111
synthetic_niah_90,niah_single_1,42,16359,0.13323500000001332,0.015519829466938972,0.0038894449826329947,0.8572131991386414,0.6688339114189148,-0.18837928771972656,89716.6015625,0.015323408879339695
synthetic_niah_90,niah_single_1,62,429,0.13417166600004293,0.015225791372358799,0.0037613743916153908,0.6188541650772095,0.47185370326042175,-0.14700046181678772,62688.578125,0.015471495687961578
synthetic_niah_87,niah_single_1,22,20975,0.13084779200002572,0.014712218195199966,0.002501430455595255,0.02215014398097992,0.006872468627989292,-0.015277675352990627,29340.328125,0.025289002805948257
synthetic_niah_88,niah_single_1,48,8683,0.13341033400001834,0.014679652638733387,0.003590445267036557,0.9501702785491943,0.9485553503036499,-0.0016149282455444336,55089.09765625,0.015220146626234055
gov_report:89,gov_report,4,8259,0.12287916699995094,0.014646668918430805,0.00367180909961462,0.37395116686820984,0.40196192264556885,0.02801075577735901,4294.60693359375,0.014458877965807915
gov_report:90,gov_report,21,10684,0.11771745800001554,0.014606568031013012,0.0036119576543569565,1.373597264289856,1.2062749862670898,-0.1673222780227661,12766.4609375,0.014816075563430786
synthetic_niah_89,niah_single_1,54,3807,0.1338102089999893,0.013947469182312489,0.0032461509108543396,0.44403931498527527,0.3466701805591583,-0.09736913442611694,26504.7265625,0.015822401270270348
synthetic_niah_89,niah_single_1,62,8482,0.13420274999998583,0.0136617636308074,0.00345580349676311,0.7620765566825867,0.6241271495819092,-0.1379494071006775,38582.078125,0.013243489898741245
synthetic_niah_90,niah_single_1,55,11504,0.1343203750000157,0.013556004501879215,0.003022578312084079,0.08418188244104385,0.045596688985824585,-0.03858519345521927,33998.28515625,0.016431285068392754
synthetic_niah_89,niah_single_1,43,16359,0.13646812499996486,0.013408901169896126,0.0032436614856123924,0.3382737338542938,0.2448042780160904,-0.09346945583820343,51827.0625,0.01418920885771513
synthetic_niah_86,niah_single_1,28,432,0.12917754200000786,0.013402036391198635,0.0032116679940372705,0.35304170846939087,0.25883057713508606,-0.09421113133430481,231936.921875,0.014441578648984432
gov_report:86,gov_report,35,13,0.11928991700006009,0.012401801533997059,0.0020010783337056637,0.010476828552782536,0.001353777595795691,-0.009123050956986845,15006.4453125,0.022140495479106903
synthetic_niah_88,niah_single_1,43,16359,0.13582029200000534,0.01202080212533474,0.0029298565350472927,0.39155691862106323,0.2938859760761261,-0.09767094254493713,90871.828125,0.012552476488053799
gov_report:90,gov_report,6,279,0.11761008300004505,0.011855599470436573,0.003257960081100464,0.04985528066754341,0.08992993086576462,0.04007465019822121,5144.64111328125,0.009406576864421368
gov_report:89,gov_report,45,5257,0.12187037499984399,0.011774685233831406,0.002888786606490612,0.6471991539001465,0.518532931804657,-0.1286662220954895,13495.83984375,0.012147926725447178
gov_report:87,gov_report,11,12238,0.12137287500002003,0.011410603299736977,0.002988700522109866,1.1732451915740967,1.218228816986084,0.044983625411987305,4217.61083984375,0.010251989588141441
synthetic_niah_90,niah_single_1,54,525,0.13212908299999526,0.01062563993036747,0.0026129772886633873,0.5432239174842834,0.6340968608856201,0.09087294340133667,61962.8515625,0.010931610129773617
gov_report:90,gov_report,37,11,0.11793304100001478,0.01053578406572342,0.002688712440431118,0.7887842059135437,0.9273184537887573,0.13853424787521362,4340.86962890625,0.010040146298706532
synthetic_niah_90,niah_single_1,50,2213,0.1310368340000423,0.010116206482052803,0.002440722193568945,0.3542151153087616,0.2729532718658447,-0.08126184344291687,29035.173828125,0.010774022899568081
synthetic_niah_86,niah_single_1,9,3281,0.13248595900000026,0.01011225301772356,0.0018596912268549204,0.01374529767781496,0.003037127433344722,-0.010708170244470239,17810.65234375,0.01573692448437214
synthetic_niah_90,niah_single_1,28,432,0.1302192919999925,0.00982288271188736,0.002362867584452033,0.330339640378952,0.25174063444137573,-0.0785990059375763,160634.59375,0.01053024921566248
gov_report:88,gov_report,56,4236,0.12864799999999832,0.009611829183995724,0.0023155296221375465,0.19496405124664307,0.16737273335456848,-0.027591317892074585,19064.60546875,0.010268034413456917
synthetic_niah_88,niah_single_1,53,4220,0.1343902920000346,0.009200815111398697,0.002258133143186569,0.8165569305419922,0.7684619426727295,-0.048094987869262695,76152.296875,0.009513282217085361
gov_report:90,gov_report,55,13,0.12396241699980237,0.009106979705393314,0.0024236429017037153,0.07141385972499847,0.11466092616319656,0.04324706643819809,9986.908203125,0.00788438692688942
gov_report:90,gov_report,43,8567,0.12332062500013308,0.009049605578184128,0.00223279045894742,1.0875886678695679,1.2562990188598633,0.1687103509902954,5415.3251953125,0.009246397763490677
synthetic_niah_88,niah_single_1,54,31747,0.130108875000019,0.008869667537510395,0.002017665421590209,0.7440270781517029,0.7167711853981018,-0.027255892753601074,40548.74609375,0.010444034822285175
gov_report:87,gov_report,12,12039,0.1244222920000766,0.008664355613291264,0.0022302509751170874,0.11844350397586823,0.12557463347911835,0.007131129503250122,9101.79296875,0.008109543472528458
synthetic_niah_86,niah_single_1,53,31747,0.13497187499999086,0.008635273203253746,0.001973420847207308,0.6080929040908813,0.5865033864974976,-0.02158951759338379,40987.28125,0.010095443576574326
gov_report:90,gov_report,39,14758,0.12197970800002622,0.00851011648774147,0.0021417182870209217,1.4064339399337769,1.3602334260940552,-0.04620051383972168,1347.063720703125,0.008359931409358978
synthetic_niah_90,niah_single_1,52,4220,0.13321800000005624,0.008238906972110271,0.00203142361715436,0.42470744252204895,0.4962598383426666,0.07155239582061768,82935.203125,0.00844827201217413
synthetic_niah_87,niah_single_1,48,4994,0.13101041599998098,0.00821478758007288,0.0019702292047441006,0.7785716652870178,0.6880654096603394,-0.09050625562667847,44990.578125,0.008851660415530205
gov_report:89,gov_report,52,12610,0.1315570840001783,0.008192943409085274,0.002012251876294613,0.8528558015823364,0.8695178627967834,0.01666206121444702,10396.9580078125,0.008447695523500443
gov_report:86,gov_report,19,448,0.11954324999999244,0.007887215353548527,0.001957688946276903,0.6787195801734924,0.5645443201065063,-0.11417526006698608,4199.2392578125,0.007969491183757782
gov_report:87,gov_report,47,11,0.12311941599989495,0.007597631774842739,0.001953976694494486,0.17457345128059387,0.21149830520153046,0.036924853920936584,13371.884765625,0.007124750409275293
gov_report:90,gov_report,49,1741,0.12321195900017301,0.007593464106321335,0.001786844921298325,0.11939683556556702,0.08089012652635574,-0.03850670903921127,2500.396484375,0.008461239747703075
synthetic_niah_86,niah_single_1,45,11,0.1340143330000103,0.007416493725031614,0.0016730709467083216,0.0522942878305912,0.028944600373506546,-0.023349687457084656,42536.9921875,0.008851837366819382
gov_report:88,gov_report,53,14476,0.12282841700005065,0.007394091226160526,0.0018356238724663854,0.42511749267578125,0.43906405568122864,0.013946563005447388,5859.1953125,0.007470832671970129
gov_report:89,gov_report,62,323,0.1266376250000576,0.007276842836290598,0.0017558455001562834,0.2219323217868805,0.16711848974227905,-0.05481383204460144,39555.92578125,0.007757717277854681
synthetic_niah_90,niah_single_1,53,31747,0.13918999999998505,0.007217021193355322,0.0016389440279453993,0.547103762626648,0.504919707775116,-0.04218405485153198,37499.03515625,0.008528068661689758
synthetic_niah_86,niah_single_1,26,2014,0.12952929200000085,0.007212025113403797,0.0017778753535822034,0.8208637833595276,0.9136058688163757,0.09274208545684814,43497.50390625,0.007389013189822435
synthetic_niah_88,niah_single_1,55,525,0.13903729100002238,0.007188747171312571,0.0016497597098350525,0.5939111113548279,0.636012077331543,0.04210096597671509,68726.7265625,0.008411046117544174
gov_report:87,gov_report,54,4963,0.12320258300007936,0.007163394708186388,0.0017275912687182426,0.34296733140945435,0.27508795261383057,-0.06787937879562378,14415.9580078125,0.007649227045476437
gov_report:87,gov_report,49,807,0.12432329099999606,0.00683546019718051,0.0016719037666916847,0.3541308045387268,0.28364044427871704,-0.07049036026000977,5032.10595703125,0.007107973098754883
gov_report:87,gov_report,28,702,0.12608304200000475,0.006737906020134687,0.0016009195242077112,0.17882892489433289,0.13485173881053925,-0.04397718608379364,9173.45703125,0.007385740522295237
gov_report:88,gov_report,41,448,0.11907312499999989,0.006685244385153055,0.0015603889478370547,0.13242244720458984,0.09572605043649673,-0.03669639676809311,4158.4169921875,0.0075623816810548306
gov_report:87,gov_report,41,1824,0.12316016599993418,0.006658351048827171,0.0017494428902864456,0.3060144782066345,0.3677884042263031,0.06177392601966858,3645.091796875,0.005951535888016224
gov_report:88,gov_report,43,6028,0.12008108299994547,0.0066429562866687775,0.0015545530477538705,0.24303637444972992,0.19849514961242676,-0.04454122483730316,8742.5791015625,0.007486884016543627
gov_report:88,gov_report,54,369,0.12084174999995412,0.0066060894168913364,0.001548288157209754,0.09435151517391205,0.06267258524894714,-0.031678929924964905,10836.6865234375,0.0074141970835626125
gov_report:88,gov_report,47,81113,0.12793516700003238,0.006580334156751633,0.0014608069323003292,0.03691280633211136,0.018905097618699074,-0.018007708713412285,9105.001953125,0.008049769327044487
gov_report:87,gov_report,30,279,0.12283245899993744,0.006563420407474041,0.0017669489607214928,0.04043850675225258,0.0682855173945427,0.027847010642290115,9667.2373046875,0.005526976194232702
gov_report:88,gov_report,26,264,0.12322279099998923,0.0063797482289373875,0.0014799998607486486,0.0809689536690712,0.052934430539608,-0.028034523129463196,9797.6171875,0.007283919025212526
gov_report:90,gov_report,14,785,0.11954229200000555,0.006298747844994068,0.0016406405484303832,0.5872819423675537,0.5991330146789551,0.011851072311401367,1318.8980712890625,0.005749507341533899
synthetic_niah_89,niah_single_1,51,2213,0.13628558400000657,0.006259465124458075,0.0015463005984202027,0.5191811323165894,0.43341144919395447,-0.08576968312263489,15998.697265625,0.006387797649949789
gov_report:90,gov_report,41,5944,0.1197434579999026,0.006192448548972607,0.0015393103240057826,0.8188974261283875,0.7082937955856323,-0.11060363054275513,5636.79443359375,0.006243713200092316
gov_report:90,gov_report,38,323,0.11998337499994705,0.006168241146951914,0.0015842067077755928,0.19636452198028564,0.24495816230773926,0.04859364032745361,1691.3466796875,0.005811028182506561
gov_report:89,gov_report,40,323,0.1250863750001372,0.006063077598810196,0.0014999574050307274,0.5056372880935669,0.4216204285621643,-0.08401685953140259,36782.77734375,0.006171352230012417
gov_report:89,gov_report,56,25595,0.12815612500003226,0.005845787934958935,0.0014198321150615811,0.6651570200920105,0.7515529990196228,0.0863959789276123,16014.8525390625,0.00616817781701684
synthetic_niah_87,niah_single_1,58,330,0.13068670899997414,0.005829122383147478,0.0014914360363036394,0.18713805079460144,0.2391223907470703,0.05198433995246887,72523.0390625,0.005539382342249155
synthetic_niah_86,niah_single_1,32,1526,0.12901887499999987,0.005761937238276005,0.001416727900505066,0.3865865468978882,0.317510724067688,-0.0690758228302002,12637.068359375,0.005935225170105696
gov_report:89,gov_report,60,279,0.12989149999998517,0.005739986430853605,0.0014189804205670953,0.812257707118988,0.7843598127365112,-0.027897894382476807,12948.826171875,0.005851760506629944
gov_report:90,gov_report,61,6188,0.11932258299998466,0.005622086115181446,0.001306171528995037,0.22859247028827667,0.19510401785373688,-0.033488452434539795,2350.619140625,0.006404975429177284
gov_report:87,gov_report,5,389,0.12083525000002737,0.005556708667427301,0.0013660971308127046,0.38325169682502747,0.315793514251709,-0.06745818257331848,1873.15869140625,0.005725875496864319
synthetic_niah_87,niah_single_1,9,3281,0.13662895800001706,0.005442795809358358,0.001038304646499455,0.008934875018894672,0.002339723287150264,-0.006595151731744409,14306.880859375,0.008134385570883751
synthetic_niah_90,niah_single_1,39,1660,0.13427562499998658,0.005434448830783367,0.0012711118906736374,0.07579955458641052,0.05018174275755882,-0.0256178118288517,125419.046875,0.006122472230345011
gov_report:86,gov_report,42,279,0.12351745800003755,0.005368686281144619,0.0013573106843978167,0.3190992474555969,0.3044739067554474,-0.014625340700149536,2037.390625,0.005227286368608475
gov_report:86,gov_report,57,311,0.12247999999999593,0.005287366919219494,0.0009795690421015024,0.009341578930616379,0.002920055529102683,-0.006421523401513696,11617.6201171875,0.008205173537135124
synthetic_niah_90,niah_single_1,22,304,0.1302866249999397,0.005230380222201347,0.0010907694231718779,0.031050093472003937,0.019256317988038063,-0.011793775483965874,48004.265625,0.00700043048709631
gov_report:89,gov_report,13,785,0.1207947080000622,0.005219310522079468,0.0011910856701433659,0.055111464112997055,0.03679722175002098,-0.018314242362976074,3328.727783203125,0.006122029852122068
gov_report:87,gov_report,21,5887,0.12160479199997098,0.005187538918107748,0.0013999295188114047,0.03175363317131996,0.053295377641916275,0.021541744470596313,4185.59521484375,0.004343508742749691
synthetic_niah_89,niah_single_1,48,8683,0.1312950420000334,0.005058524198830128,0.0012719728983938694,1.1429122686386108,1.1368063688278198,-0.006105899810791016,31413.0703125,0.004986807703971863
synthetic_niah_89,niah_single_1,56,315,0.13204499999994823,0.005024267360568047,0.0012102079344913363,0.16253133118152618,0.12398121505975723,-0.03855011612176895,90407.9453125,0.005379516631364822
synthetic_niah_90,niah_single_1,26,2014,0.1309312090000958,0.00491689657792449,0.0012026058975607157,0.5546984672546387,0.5792609453201294,0.024562478065490723,31420.943359375,0.005121575202792883
synthetic_niah_88,niah_single_1,56,11504,0.13608275000001413,0.00488154636695981,0.0011502334382385015,0.10290644317865372,0.07517100870609283,-0.027735434472560883,35173.45703125,0.00543389655649662
gov_report:86,gov_report,29,374,0.12289337499998965,0.004868244752287865,0.001187965739518404,0.7591973543167114,0.6680389642715454,-0.09115839004516602,7190.4580078125,0.005092484876513481
gov_report:87,gov_report,53,323,0.12319016599997212,0.00478917034342885,0.0011411600280553102,0.11088243871927261,0.08066657930612564,-0.030215859413146973,12279.2822265625,0.005228227470070124
synthetic_niah_88,niah_single_1,35,58077,0.13331879100002197,0.004654216580092907,0.001153942896053195,0.5447072982788086,0.6253312826156616,0.08062398433685303,63666.2265625,0.004723071586340666
gov_report:88,gov_report,49,1084,0.13028670899996087,0.004483986645936966,0.001113679027184844,1.5475122928619385,1.5141786336898804,-0.033333659172058105,3948.361328125,0.004530162550508976
gov_report:87,gov_report,20,785,0.12514554200004113,0.0043761515989899635,0.0009375279769301414,0.016500324010849,0.007187344133853912,-0.009312979876995087,3166.83349609375,0.005640306975692511
gov_report:87,gov_report,59,323,0.12374495799997476,0.004307988099753857,0.0011744131334125996,0.021301651373505592,0.03769214078783989,0.016390489414334297,22019.470703125,0.0035118376836180687
gov_report:90,gov_report,4,8259,0.1174750000000131,0.004304664209485054,0.0010885344818234444,0.36656999588012695,0.4278334081172943,0.06126341223716736,1697.08251953125,0.004195317160338163
synthetic_niah_89,niah_single_1,61,11652,0.13472891600008552,0.004227044060826302,0.000983799109235406,0.11819981038570404,0.09753315150737762,-0.020666658878326416,35425.46875,0.004806602839380503
gov_report:86,gov_report,23,1246,0.11872549999998228,0.004171611275523901,0.0009944632183760405,0.7291020154953003,0.6621657609939575,-0.06693625450134277,2816.124755859375,0.0045525087043643
gov_report:88,gov_report,51,10602,0.12699037499999122,0.004129799548536539,0.000961592304520309,0.16136854887008667,0.13400936126708984,-0.027359187602996826,6188.19970703125,0.004692492540925741
gov_report:90,gov_report,20,279,0.11936087499998393,0.0041287546046078205,0.000988550717011094,0.32247593998908997,0.2775442600250244,-0.04493167996406555,7102.49267578125,0.004469547886401415
synthetic_niah_89,niah_single_1,35,58077,0.1367829999999799,0.003982847556471825,0.0009662231313996017,0.5347834229469299,0.468046635389328,-0.06673678755760193,20715.28125,0.004216424189507961
gov_report:90,gov_report,5,389,0.11805016699986481,0.003978409338742495,0.0009719338268041611,0.24627454578876495,0.2021612673997879,-0.04411327838897705,1542.91748046875,0.00415219459682703
gov_report:86,gov_report,51,504,0.1189705839999533,0.003960516303777695,0.001143299974501133,0.011531720869243145,0.018291834741830826,0.006760113872587681,15675.36328125,0.0026794231962412596
gov_report:89,gov_report,5,389,0.12120987499997682,0.003903500735759735,0.0009217206388711929,0.08117836713790894,0.058556489646434784,-0.02262187749147415,5738.763671875,0.004331332631409168
synthetic_niah_89,niah_single_1,55,84966,0.1363059579999799,0.0038935281336307526,0.0009590564295649529,0.2421744167804718,0.20346787571907043,-0.03870654106140137,13393.8310546875,0.00400046119466424
