policy,steps,sequences,mean_exact_kl,median_exact_kl,p95_exact_kl,cvar95_exact_kl,maximum_exact_kl,large_loss_rate,mean_delta_nll,p95_delta_nll,mean_forward_time_s,step_win_rate_vs_baseline,sequence_win_rate_vs_baseline,mean_exact_kl_reduction
attention_mean_w1_shared,576,12,0.5273513263726426,0.014934394042938948,3.6243472695350647,6.57389940886662,15.86192798614502,0.11631944444444445,0.5927802755945719,4.111421479377896,0.04233583379166636,0.0,0.0,0.0
blend_attention_contribution_25_w4_shared,576,12,0.5176594505608297,0.01492453832179308,2.771279275417328,6.634186687140629,15.86192798614502,0.11805555555555555,0.5773491129732091,4.14534492790699,0.04212247100347201,0.5034722222222222,0.5,0.00969187581181288
