strategy,lag,metric,estimate,ci_low,ci_high,n_samples,n_rows,uncertainty
snapkv,50,future_new_token_residual,9.222289634180925e-07,9.055819987224822e-07,9.417059189331667e-07,15,270,95% sample-cluster bootstrap CI
snapkv,51,future_new_token_residual,9.256133637336461e-07,9.133063244348705e-07,9.445669206797902e-07,15,270,95% sample-cluster bootstrap CI
snapkv,52,future_new_token_residual,9.143262502675498e-07,8.95490984476055e-07,9.332409831586119e-07,15,270,95% sample-cluster bootstrap CI
snapkv,53,future_new_token_residual,9.155610598554631e-07,9.01799430863548e-07,9.257854571842472e-07,15,270,95% sample-cluster bootstrap CI
snapkv,54,future_new_token_residual,9.218214813699888e-07,9.012102836436497e-07,9.424818593117834e-07,15,270,95% sample-cluster bootstrap CI
snapkv,55,future_new_token_residual,9.226886277247104e-07,8.981899384252756e-07,9.507918150575279e-07,15,270,95% sample-cluster bootstrap CI
snapkv,56,future_new_token_residual,9.254100632460904e-07,9.082293672690867e-07,9.424507823041495e-07,15,270,95% sample-cluster bootstrap CI
snapkv,57,future_new_token_residual,9.278950301450095e-07,9.115707655382721e-07,9.527004401377325e-07,15,270,95% sample-cluster bootstrap CI
snapkv,58,future_new_token_residual,9.147023263267329e-07,8.961373225702118e-07,9.35758556863675e-07,15,270,95% sample-cluster bootstrap CI
snapkv,59,future_new_token_residual,9.168745123133704e-07,8.949893661736041e-07,9.299214980273973e-07,15,270,95% sample-cluster bootstrap CI
snapkv,60,future_new_token_residual,9.129932720952638e-07,8.87937923721438e-07,9.320864627682113e-07,15,270,95% sample-cluster bootstrap CI
snapkv,61,future_new_token_residual,9.179851758744917e-07,9.036322360600479e-07,9.364796184740953e-07,15,270,95% sample-cluster bootstrap CI
snapkv,62,future_new_token_residual,9.21116907193209e-07,9.016145767759554e-07,9.32521985674839e-07,15,270,95% sample-cluster bootstrap CI
snapkv,63,future_new_token_residual,9.124901225732174e-07,8.932536843531125e-07,9.329094154963968e-07,15,270,95% sample-cluster bootstrap CI
snapkv,64,future_new_token_residual,9.33990747853386e-07,9.032066913050585e-07,9.489183049993244e-07,15,270,95% sample-cluster bootstrap CI
snapkv,65,future_new_token_residual,9.163548497781449e-07,8.882031380608168e-07,9.380306003947681e-07,15,270,95% sample-cluster bootstrap CI
snapkv,66,future_new_token_residual,9.316492253219621e-07,9.136618110971995e-07,9.465130972330371e-07,15,270,95% sample-cluster bootstrap CI
snapkv,67,future_new_token_residual,9.103939362375968e-07,8.859649419434845e-07,9.340912470179319e-07,15,270,95% sample-cluster bootstrap CI
snapkv,68,future_new_token_residual,9.253938912934245e-07,9.035496852050073e-07,9.571917374273653e-07,15,264,95% sample-cluster bootstrap CI
snapkv,69,future_new_token_residual,9.456653060624376e-07,9.153860958122095e-07,9.641816518524138e-07,15,264,95% sample-cluster bootstrap CI
snapkv,70,future_new_token_residual,9.16550590090992e-07,8.976218850875739e-07,9.452078302274458e-07,15,264,95% sample-cluster bootstrap CI
snapkv,71,future_new_token_residual,9.242752980753721e-07,9.074997535662988e-07,9.543365649733459e-07,15,264,95% sample-cluster bootstrap CI
snapkv,72,future_new_token_residual,9.226831991782092e-07,8.955851548364535e-07,9.492132726052205e-07,15,264,95% sample-cluster bootstrap CI
snapkv,73,future_new_token_residual,9.225421706560155e-07,9.072029470758025e-07,9.432269351350442e-07,15,264,95% sample-cluster bootstrap CI
snapkv,74,future_new_token_residual,9.112318082316051e-07,8.986555144474551e-07,9.344584348980333e-07,15,264,95% sample-cluster bootstrap CI
snapkv,75,future_new_token_residual,9.10144933641277e-07,8.919397203044355e-07,9.304894774686545e-07,15,264,95% sample-cluster bootstrap CI
snapkv,76,future_new_token_residual,9.188110254854109e-07,9.005910619919177e-07,9.517687409754671e-07,15,264,95% sample-cluster bootstrap CI
snapkv,77,future_new_token_residual,9.173015200758527e-07,8.968516183927022e-07,9.330618695457815e-07,15,264,95% sample-cluster bootstrap CI
snapkv,78,future_new_token_residual,9.285463704600261e-07,9.013774111110707e-07,9.426972269466205e-07,15,264,95% sample-cluster bootstrap CI
snapkv,79,future_new_token_residual,9.229816555489379e-07,8.977936985843371e-07,9.391212358877965e-07,15,258,95% sample-cluster bootstrap CI
snapkv,80,future_new_token_residual,9.275719037304953e-07,9.082507403945783e-07,9.336092716694111e-07,15,258,95% sample-cluster bootstrap CI
snapkv,81,future_new_token_residual,9.261709692509612e-07,9.089096124625939e-07,9.538775316286774e-07,15,180,95% sample-cluster bootstrap CI
snapkv,82,future_new_token_residual,9.279120547489583e-07,9.001669795338785e-07,9.638580422688392e-07,15,180,95% sample-cluster bootstrap CI
snapkv,83,future_new_token_residual,9.371846374506276e-07,9.12416143705741e-07,9.60536168292947e-07,15,180,95% sample-cluster bootstrap CI
snapkv,84,future_new_token_residual,9.303705610363977e-07,9.009380718794092e-07,9.7050292424683e-07,15,180,95% sample-cluster bootstrap CI
snapkv,85,future_new_token_residual,9.201146156101458e-07,8.983066948076157e-07,9.436057105460804e-07,15,180,95% sample-cluster bootstrap CI
snapkv,86,future_new_token_residual,9.372709541821678e-07,8.956692454376025e-07,9.562574284416313e-07,15,180,95% sample-cluster bootstrap CI
snapkv,87,future_new_token_residual,9.42363982403549e-07,9.14571202059733e-07,9.594881476004957e-07,15,180,95% sample-cluster bootstrap CI
snapkv,88,future_new_token_residual,9.35949941549552e-07,9.209066433868429e-07,9.676328431851289e-07,15,180,95% sample-cluster bootstrap CI
snapkv,89,future_new_token_residual,9.408278174305451e-07,9.195262322236886e-07,9.791126558411634e-07,15,180,95% sample-cluster bootstrap CI
snapkv,90,future_new_token_residual,9.234148592440761e-07,9.120837489717815e-07,9.439640393793525e-07,15,180,95% sample-cluster bootstrap CI
snapkv,91,future_new_token_residual,9.163672984868754e-07,8.902429669888079e-07,9.375730442684471e-07,15,180,95% sample-cluster bootstrap CI
snapkv,92,future_new_token_residual,9.429756175904913e-07,9.142899891401157e-07,9.566593277554603e-07,15,180,95% sample-cluster bootstrap CI
snapkv,93,future_new_token_residual,9.414892758741189e-07,9.113857402098802e-07,9.514740213489858e-07,15,180,95% sample-cluster bootstrap CI
snapkv,94,future_new_token_residual,9.357757164707436e-07,9.101759985696845e-07,9.52937170950463e-07,15,180,95% sample-cluster bootstrap CI
snapkv,95,future_new_token_residual,9.319705043253634e-07,9.045589877132443e-07,9.583438895788277e-07,15,180,95% sample-cluster bootstrap CI
snapkv,96,future_new_token_residual,9.475348576870601e-07,9.253357120542205e-07,9.744209705786488e-07,15,180,95% sample-cluster bootstrap CI
snapkv,97,future_new_token_residual,9.383610972690803e-07,9.167803973753053e-07,9.685260806691076e-07,15,180,95% sample-cluster bootstrap CI
snapkv,98,future_new_token_residual,9.309756876518804e-07,9.10877588466974e-07,9.630853185171871e-07,15,180,95% sample-cluster bootstrap CI
snapkv,99,future_new_token_residual,9.322583309767651e-07,9.038992317300653e-07,9.525051453351807e-07,15,180,95% sample-cluster bootstrap CI
snapkv,100,future_new_token_residual,9.39066126193211e-07,9.038129924476834e-07,9.608738196220656e-07,15,174,95% sample-cluster bootstrap CI
snapkv,101,future_new_token_residual,9.303380466008093e-07,9.128370138000718e-07,9.509328563694907e-07,15,174,95% sample-cluster bootstrap CI
snapkv,102,future_new_token_residual,9.523415940293489e-07,9.210915834501066e-07,9.70824440571505e-07,15,174,95% sample-cluster bootstrap CI
snapkv,103,future_new_token_residual,9.335521156117466e-07,9.129796580964467e-07,9.4199768341241e-07,15,174,95% sample-cluster bootstrap CI
snapkv,104,future_new_token_residual,9.399854263847374e-07,9.177431330442687e-07,9.59031115144171e-07,15,174,95% sample-cluster bootstrap CI
snapkv,105,future_new_token_residual,9.341115116967558e-07,9.242850751434162e-07,9.549324303748109e-07,15,174,95% sample-cluster bootstrap CI
snapkv,106,future_new_token_residual,9.291950391343562e-07,9.143383238097158e-07,9.518849424239306e-07,15,174,95% sample-cluster bootstrap CI
snapkv,107,future_new_token_residual,9.297276051256631e-07,8.975356422524783e-07,9.558972919876396e-07,15,174,95% sample-cluster bootstrap CI
snapkv,108,future_new_token_residual,9.305844343998615e-07,8.815311588250552e-07,9.560355223925398e-07,15,174,95% sample-cluster bootstrap CI
snapkv,109,future_new_token_residual,9.510704046533647e-07,9.094977002632731e-07,9.714855195852579e-07,15,174,95% sample-cluster bootstrap CI
snapkv,110,future_new_token_residual,9.402174612205272e-07,9.145366639984331e-07,9.601220654076315e-07,15,174,95% sample-cluster bootstrap CI
snapkv,111,future_new_token_residual,9.364904656194994e-07,9.051656881808867e-07,9.55750721232107e-07,15,168,95% sample-cluster bootstrap CI
snapkv,112,future_new_token_residual,9.380170240547159e-07,8.977571688717489e-07,9.59352007612324e-07,15,168,95% sample-cluster bootstrap CI
snapkv,113,future_new_token_residual,9.550827257953642e-07,9.029288889905729e-07,9.86307668426889e-07,15,90,95% sample-cluster bootstrap CI
snapkv,114,future_new_token_residual,9.204629236592154e-07,8.935444419932992e-07,9.605844297766453e-07,15,90,95% sample-cluster bootstrap CI
snapkv,115,future_new_token_residual,9.357754890970682e-07,9.031242029777786e-07,9.714695792695238e-07,15,90,95% sample-cluster bootstrap CI
snapkv,116,future_new_token_residual,9.362092896481045e-07,9.13933888568863e-07,9.663461923992145e-07,14,84,95% sample-cluster bootstrap CI
snapkv,117,future_new_token_residual,9.399348357419512e-07,9.009310133478721e-07,9.81464268079435e-07,14,84,95% sample-cluster bootstrap CI
snapkv,118,future_new_token_residual,9.534209937100968e-07,9.083672402709908e-07,9.749463544039826e-07,14,84,95% sample-cluster bootstrap CI
snapkv,119,future_new_token_residual,9.54027541411051e-07,9.319245222627614e-07,9.780404980119783e-07,14,84,95% sample-cluster bootstrap CI
snapkv,120,future_new_token_residual,9.191872436531412e-07,8.90802040487415e-07,9.482961331741535e-07,14,84,95% sample-cluster bootstrap CI
snapkv,121,future_new_token_residual,9.311125666044973e-07,8.962110200627649e-07,9.59611384132586e-07,14,84,95% sample-cluster bootstrap CI
snapkv,122,future_new_token_residual,9.091087349588634e-07,8.676379998462381e-07,9.56078596914267e-07,14,84,95% sample-cluster bootstrap CI
snapkv,123,future_new_token_residual,9.338875770481536e-07,9.047823255059484e-07,9.590809213477769e-07,14,84,95% sample-cluster bootstrap CI
snapkv,124,future_new_token_residual,9.29872015831279e-07,8.935606132354224e-07,9.7735590998127e-07,14,84,95% sample-cluster bootstrap CI
snapkv,125,future_new_token_residual,9.377264973409183e-07,9.075822617887752e-07,9.860556247076602e-07,14,84,95% sample-cluster bootstrap CI
snapkv,126,future_new_token_residual,9.103659408538078e-07,8.976298033758212e-07,9.406356767271972e-07,14,84,95% sample-cluster bootstrap CI
snapkv,127,future_new_token_residual,9.354078258638765e-07,8.982766814824572e-07,9.761211572367756e-07,13,78,95% sample-cluster bootstrap CI
snapkv,128,future_new_token_residual,9.237742233381141e-07,8.669343856126943e-07,9.898261055241164e-07,13,78,95% sample-cluster bootstrap CI
v_ridge_leverage,1,future_new_token_residual,9.326066106041253e-07,9.048930337485217e-07,9.471564595742166e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,2,future_new_token_residual,9.127212479143054e-07,8.956510711755073e-07,9.299466071865936e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,3,future_new_token_residual,9.135945902016829e-07,8.801395480872998e-07,9.393601771989779e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,4,future_new_token_residual,9.135519860592467e-07,8.899833595421569e-07,9.379593869596192e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,5,future_new_token_residual,9.095237771816755e-07,9.000765530231547e-07,9.190703849526471e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,6,future_new_token_residual,9.153967823749554e-07,9.026002608436557e-07,9.310517441463162e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,7,future_new_token_residual,9.200269062148436e-07,9.036765405312508e-07,9.328140890829673e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,8,future_new_token_residual,9.170001078473433e-07,9.02185015405621e-07,9.305419723659725e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,9,future_new_token_residual,9.22716139939439e-07,9.117730428442883e-07,9.431602286724683e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,10,future_new_token_residual,9.157538443105295e-07,8.98412686467509e-07,9.430655758535522e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,11,future_new_token_residual,9.189451191105036e-07,8.921544967677164e-07,9.504425975137565e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,12,future_new_token_residual,9.138129826169461e-07,8.960612987607419e-07,9.362021074821314e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,13,future_new_token_residual,8.948319702994922e-07,8.819105971724639e-07,9.13278029202047e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,14,future_new_token_residual,9.119726769313274e-07,8.954217207701731e-07,9.279025555031239e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,15,future_new_token_residual,9.242098144568445e-07,9.11134662828772e-07,9.373849820804026e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,16,future_new_token_residual,9.112178815939842e-07,8.929931475165631e-07,9.395957079050277e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,17,future_new_token_residual,9.179093183320219e-07,9.073497217571003e-07,9.35090446319009e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,18,future_new_token_residual,9.137415588611475e-07,8.898165901882749e-07,9.40992038067634e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,19,future_new_token_residual,9.117316608353576e-07,8.927679644443742e-07,9.344275326839124e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,20,future_new_token_residual,9.11858080598904e-07,8.819588970254699e-07,9.328197108970926e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,21,future_new_token_residual,9.07761204871349e-07,8.915587642377432e-07,9.304949251998095e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,22,future_new_token_residual,9.262783748908987e-07,9.135838183738088e-07,9.471808084526856e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,23,future_new_token_residual,9.13691735604516e-07,8.921705678233139e-07,9.265338562158831e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,24,future_new_token_residual,9.187522493903089e-07,9.0288625713697e-07,9.362130604984032e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,25,future_new_token_residual,9.326011252142052e-07,9.135762340406472e-07,9.483949838795525e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,26,future_new_token_residual,9.236400728696026e-07,9.15506774390451e-07,9.511309883691865e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,27,future_new_token_residual,9.171481849534757e-07,9.040059730125449e-07,9.377011451761064e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,28,future_new_token_residual,9.117144657011522e-07,8.90227679661848e-07,9.35650803057797e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,29,future_new_token_residual,9.225467749729432e-07,9.0765138338611e-07,9.404067782270431e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,30,future_new_token_residual,9.200244619478326e-07,9.066100972177082e-07,9.405242167304095e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,31,future_new_token_residual,9.100293425490236e-07,8.996688571016875e-07,9.387506736402429e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,32,future_new_token_residual,9.207236359998205e-07,9.154218787443824e-07,9.367403208671021e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,33,future_new_token_residual,9.1206985075587e-07,9.049997039767277e-07,9.265295659588446e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,34,future_new_token_residual,9.241169323104259e-07,9.061496371032263e-07,9.451642988267395e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,35,future_new_token_residual,9.159278988590813e-07,9.01600027702898e-07,9.378020301653578e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,36,future_new_token_residual,9.189811009946425e-07,8.981741828506528e-07,9.413132033841975e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,37,future_new_token_residual,9.241061604825518e-07,9.00887454235999e-07,9.528806685921154e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,38,future_new_token_residual,9.339688631371246e-07,9.174400240397063e-07,9.565650884724164e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,39,future_new_token_residual,9.28704650959844e-07,9.071774840663238e-07,9.582636451455073e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,40,future_new_token_residual,9.311238216014317e-07,9.232451247953577e-07,9.443741362247238e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,41,future_new_token_residual,9.295016809574008e-07,9.067140560148346e-07,9.585157840774627e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,42,future_new_token_residual,9.190549405957427e-07,8.986566164992382e-07,9.396309792464308e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,43,future_new_token_residual,9.170899488708528e-07,8.891070422123448e-07,9.37058928229817e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,44,future_new_token_residual,9.214831209192198e-07,8.986509911323993e-07,9.345097282675852e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,45,future_new_token_residual,9.087340799851518e-07,8.880724784887661e-07,9.245682122127619e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,46,future_new_token_residual,9.157118938674103e-07,8.949789155110466e-07,9.400641218348937e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,47,future_new_token_residual,9.390636535044905e-07,9.179155391336735e-07,9.506351545951475e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,48,future_new_token_residual,9.251122605746787e-07,9.0359200015655e-07,9.49580282849638e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,49,future_new_token_residual,9.268601104395202e-07,9.135191866960213e-07,9.36349124458502e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,50,future_new_token_residual,9.19419278488931e-07,8.952625655922475e-07,9.527784406770934e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,51,future_new_token_residual,9.24048919159759e-07,9.031781473822775e-07,9.463505534768046e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,52,future_new_token_residual,9.229709121427732e-07,8.991841013994417e-07,9.359792443319748e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,53,future_new_token_residual,9.216244620802172e-07,8.99106197493893e-07,9.401089052119004e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,54,future_new_token_residual,9.225414032698609e-07,8.998874818644254e-07,9.416018457386599e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,55,future_new_token_residual,9.234901199306478e-07,9.078280605478994e-07,9.393870641360991e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,56,future_new_token_residual,9.251494361706136e-07,8.996898962720934e-07,9.470810482525849e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,57,future_new_token_residual,9.185252736187977e-07,8.967442681750981e-07,9.441278052690905e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,58,future_new_token_residual,9.236423181846476e-07,8.945603440224659e-07,9.404630773701684e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,59,future_new_token_residual,9.105185654334491e-07,8.975781042863673e-07,9.225288408742927e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,60,future_new_token_residual,9.147856872004922e-07,8.943807493722033e-07,9.383927675798987e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,61,future_new_token_residual,9.102869853450102e-07,8.881506232683023e-07,9.32111987594908e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,62,future_new_token_residual,9.143568888703157e-07,8.955775143704159e-07,9.387591717313626e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,63,future_new_token_residual,9.202552746501169e-07,9.037719763682617e-07,9.424725682549706e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,64,future_new_token_residual,9.182808469176962e-07,9.004969854231604e-07,9.456792895434774e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,65,future_new_token_residual,9.137624772392883e-07,8.984798398614657e-07,9.305179844432132e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,66,future_new_token_residual,9.215195007072907e-07,8.98869876664321e-07,9.455033691097014e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,67,future_new_token_residual,9.132365335062786e-07,8.919371651927577e-07,9.313087765860927e-07,15,270,95% sample-cluster bootstrap CI
v_ridge_leverage,68,future_new_token_residual,9.355572387903521e-07,9.046964351000497e-07,9.642023371725371e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,69,future_new_token_residual,9.294303424667305e-07,9.116780447016027e-07,9.561974849248145e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,70,future_new_token_residual,9.256849864414107e-07,9.098622960834746e-07,9.530726856610272e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,71,future_new_token_residual,9.209141467181325e-07,8.986943100808276e-07,9.608010699935221e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,72,future_new_token_residual,9.237972449227527e-07,9.01971191069606e-07,9.420947691296532e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,73,future_new_token_residual,9.154672682143428e-07,9.047671071016339e-07,9.400660019309726e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,74,future_new_token_residual,9.201187936014321e-07,9.031711094564798e-07,9.499258425194056e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,75,future_new_token_residual,9.28606453953762e-07,9.137718279816909e-07,9.454622890814334e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,76,future_new_token_residual,9.271999203974701e-07,9.026814495882718e-07,9.456576698596564e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,77,future_new_token_residual,8.983552390873228e-07,8.834737577956276e-07,9.247534649148292e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,78,future_new_token_residual,9.218449292802688e-07,9.036337189627375e-07,9.45668391949539e-07,15,264,95% sample-cluster bootstrap CI
v_ridge_leverage,79,future_new_token_residual,9.071068518551328e-07,8.925010206439765e-07,9.244879777270398e-07,15,258,95% sample-cluster bootstrap CI
v_ridge_leverage,80,future_new_token_residual,9.036685355567897e-07,8.884947533260856e-07,9.262546711852337e-07,15,258,95% sample-cluster bootstrap CI
v_ridge_leverage,81,future_new_token_residual,9.128704334671056e-07,9.011049542095861e-07,9.270196699162625e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,82,future_new_token_residual,9.157221256828052e-07,8.977476113614102e-07,9.227090913555003e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,83,future_new_token_residual,9.19461143666922e-07,9.080764584723511e-07,9.469848123444535e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,84,future_new_token_residual,9.154199460681411e-07,8.99621021233088e-07,9.336016383088009e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,85,future_new_token_residual,9.04554809721958e-07,8.91149909421074e-07,9.250020134743408e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,86,future_new_token_residual,9.369976794459944e-07,9.169115600116129e-07,9.580417099641636e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,87,future_new_token_residual,9.05359513581061e-07,8.860433240442944e-07,9.327849262774634e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,88,future_new_token_residual,9.1809653213204e-07,9.013479598252161e-07,9.4624727822179e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,89,future_new_token_residual,9.119054311668151e-07,8.947981655182958e-07,9.270482905776589e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,90,future_new_token_residual,9.238558789093076e-07,8.835029397857852e-07,9.385059236421966e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,91,future_new_token_residual,9.187657497022883e-07,8.843049386086932e-07,9.472102568963692e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,92,future_new_token_residual,9.231669082510052e-07,8.922922916099196e-07,9.502193428545525e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,93,future_new_token_residual,9.101229068164685e-07,8.784827635111015e-07,9.452287763167533e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,94,future_new_token_residual,9.295646350437892e-07,9.224174846167443e-07,9.426226903030966e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,95,future_new_token_residual,9.193654193495604e-07,9.015966497827321e-07,9.315310194324411e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,96,future_new_token_residual,9.244630518878694e-07,9.072804502352483e-07,9.477995490669855e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,97,future_new_token_residual,9.276660932755476e-07,9.165960825896491e-07,9.52381770247257e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,98,future_new_token_residual,9.223679171554977e-07,8.968681591170479e-07,9.428178202597337e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,99,future_new_token_residual,9.176541766464652e-07,8.992188448075922e-07,9.403215130987519e-07,15,180,95% sample-cluster bootstrap CI
v_ridge_leverage,100,future_new_token_residual,9.27889914237312e-07,9.095809303971691e-07,9.472480542171979e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,101,future_new_token_residual,9.072520583686128e-07,8.906182713985799e-07,9.462444552355009e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,102,future_new_token_residual,9.350404184260697e-07,9.098490323822261e-07,9.715113264974207e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,103,future_new_token_residual,9.232115019131015e-07,9.051201459442382e-07,9.461880949857004e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,104,future_new_token_residual,9.20099040513378e-07,9.011049542095861e-07,9.360924096313283e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,105,future_new_token_residual,9.354280621209909e-07,9.152329312200891e-07,9.5777520101592e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,106,future_new_token_residual,9.061116656994272e-07,8.817678413208796e-07,9.348382640439467e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,107,future_new_token_residual,9.091695005736256e-07,8.858889373186685e-07,9.310504651693918e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,108,future_new_token_residual,9.255378188299801e-07,9.09942798443808e-07,9.521937158751825e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,109,future_new_token_residual,9.198843144986313e-07,8.846211585478159e-07,9.41962355227588e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,110,future_new_token_residual,8.958772355072142e-07,8.806107146597242e-07,9.31713998397754e-07,15,174,95% sample-cluster bootstrap CI
v_ridge_leverage,111,future_new_token_residual,9.141719203853427e-07,8.904677883947443e-07,9.540920942185949e-07,15,168,95% sample-cluster bootstrap CI
v_ridge_leverage,112,future_new_token_residual,9.224912673744257e-07,9.039772159269433e-07,9.325854080088902e-07,15,168,95% sample-cluster bootstrap CI
v_ridge_leverage,113,future_new_token_residual,9.236596270056907e-07,9.03245734207303e-07,9.686318662716076e-07,15,90,95% sample-cluster bootstrap CI
v_ridge_leverage,114,future_new_token_residual,9.390410014020745e-07,9.087138437280373e-07,9.726996523795606e-07,15,90,95% sample-cluster bootstrap CI
