sample_id,sample_cluster,task,future_step,delta_nll,record_type,metric,estimate,ci_low,ci_high,n_samples,n_rows,uncertainty
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,16,0.02145552373343662,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,16,0.06053584496763046,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,16,-0.012885302998485079,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,16,0.02467698455111626,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,16,1.463378596250384,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,16,0.008722471086855421,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,16,0.2172160644886887,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,16,-0.03539687840775466,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,16,-0.009671130541313744,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,16,0.02197143831415242,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,16,-0.0009065887453575764,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,16,0.21633918941142008,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,16,0.07600413384287445,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,17,0.00772602457863177,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,17,0.05162942907178092,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,17,0.0004669335991659788,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,17,0.004616214716801181,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,17,0.5162959843039326,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,17,0.09195093101645213,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,17,0.08089181044579163,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,17,0.07261198172736627,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,17,0.06320147376679823,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,17,0.1484521798604573,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,17,0.05843152124590745,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,17,0.3963710942648113,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,17,0.005339511969284653,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,17,0.15997933105633896,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,17,-0.02795229887313629,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,18,0.0015489479824045322,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,18,0.026844478820607993,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,18,-0.01818314190026271,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,18,0.09551410082100513,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,18,-0.031729318648955264,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,18,0.4542134064065344,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,18,0.0522242645845085,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,18,-0.024904802045565333,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,18,0.018522606334722507,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,18,-0.03536708015457535,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,18,0.2752425823908193,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,18,0.6188039813290468,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,18,0.12741910226810896,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,18,0.02485006425004362,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,18,-0.1089591370538822,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,19,-0.03587451727753196,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,19,0.07879437760566432,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,19,0.25618566920908137,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,19,0.21809632363048218,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,19,0.09498991238835923,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,19,0.17813295829326967,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,19,0.0874302482890279,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,19,-0.0004721548569387816,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,19,0.08613302613373482,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,19,0.050137162086584176,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,19,0.11217918693415996,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,19,-0.0003022911630061742,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,19,-0.007161995743401188,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,19,0.018566534313714318,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,19,0.2705577079294758,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,20,0.24726611509146323,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,20,0.053395100717179865,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,20,0.17460762740641775,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,20,0.023780461343348474,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,20,0.020548158938002103,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,20,0.0837059689921323,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,20,0.14348339867658666,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,20,-0.02978955016034135,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,20,0.24299246604394872,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,20,0.10555989977283176,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,20,0.00037606309594787984,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,20,0.15931874092949982,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,20,-0.012809400428209253,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,20,-0.021839891994520855,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,20,-0.1089094365685123,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,21,0.22747859762192135,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,21,0.031333035026043156,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,21,-0.2834633364375006,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,21,-0.2854842852443961,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,21,-0.10983138557850107,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,21,0.051689729470661895,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,21,0.013955773675219755,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,21,0.2012090676574836,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,21,0.10224430669283298,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,21,-0.08114788828453949,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,21,0.5063288565204971,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,21,0.14839004184737922,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,21,-0.03876477410628946,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,21,0.05647170054842595,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,21,0.03609798170311033,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,22,-0.09327320994587869,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,22,0.223577752788317,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,22,-0.19152802495621657,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,22,-0.19000273326840045,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,22,0.06593823332321354,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,22,0.49729775274799337,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,22,0.3581765261885603,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,22,0.1352094261781597,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,22,0.925837161468768,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,22,-0.016802115407773027,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,22,0.7284450653848301,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,22,0.17883863581282475,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,22,0.06921044207408518,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,22,-0.04501904181540913,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,22,0.4131556603835733,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,23,0.29090384327393676,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,23,0.005728384230837473,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,23,1.3202264795926837,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,23,0.1646687999538242,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,23,0.5065075818716274,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,23,0.16271635351271505,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,23,0.654997875742577,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,23,0.11100058682412477,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,23,1.3784843173644805,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,23,0.9057153270826284,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,23,-0.08298590793142917,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,23,0.062082889384216834,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,23,-0.004738708863701646,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,23,-0.22270339812235443,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,23,0.4602267582200123,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,24,0.6440019267828477,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,24,-0.015999542151708585,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,24,0.6469143387529334,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,24,0.07589958675825652,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,24,0.7323507120479841,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,24,0.21267174671863268,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,24,0.12966449895012508,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,24,1.1402619241076692,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,24,-0.09056035572086785,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,24,1.1718295848413571,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,24,0.1614911497797659,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,24,0.0031102089261250874,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,24,0.13544284515585878,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,24,0.7695309722206455,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,24,0.7109291271360855,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,25,0.22315382856388055,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,25,0.6265710495066573,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,25,0.14368674151457603,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,25,0.010539203445920483,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,25,0.41790893155279935,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,25,-0.06367117484770428,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,25,0.13004497881119073,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,25,-0.03655272589471418,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,25,-0.021609913142762355,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,25,0.026196318447248974,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,25,0.09099293453319508,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,25,-0.07171246901747352,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,25,-0.004697472427964773,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,25,0.7577118187629305,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,25,-0.015296090316816446,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,26,-0.0230714403125738,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,26,0.4202882322780776,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,26,0.13569419918441739,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,26,0.39664658818301507,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,26,0.004317114495194119,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,26,0.013654387355554576,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,26,0.050825677734525954,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,26,-0.01107026712103476,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,26,0.5634627607348186,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,26,0.691905830972375,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,26,0.2477365399333055,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,26,0.8336306862826331,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,26,2.0306023139678757,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,26,0.029628743084805603,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,26,0.1858452349148069,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,27,0.11063916010205688,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,27,7.626742350197446e-05,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,27,0.028157014240436002,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,27,-0.019620691843472333,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,27,0.03295820017278336,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,27,0.2694014347269397,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,27,0.2387804885714265,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,27,0.1331129221382407,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,27,0.10988676642321475,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,27,0.11105954628812735,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,27,0.5559276010522574,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,27,5.308051119475484e-05,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,27,0.11895665749682867,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,27,0.3721801800886766,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,27,0.19084013936434965,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,28,0.1551379948444461,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,28,-0.03224274377906511,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,28,0.26388324815991854,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,28,0.2949943907952554,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,28,0.027343947993396494,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,28,0.18147936966806336,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,28,-0.022882581425482346,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,28,0.34682045474393536,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,28,0.006949722074329164,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,28,0.19361013884553321,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,28,0.6444978122360124,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,28,0.2042214070705223,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,28,0.25693143642767896,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,28,0.4288456977402788,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,28,0.06411081946528085,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,29,0.06501719627861036,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,29,0.5371406316014564,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,29,0.0035996284441518847,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,29,0.29434869226131966,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,29,0.05484992489404542,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,29,0.10885903119755132,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,29,0.13792284505414898,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,29,-6.144924764939219e-05,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,29,0.04578533014133157,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,29,0.018957249130184078,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,29,0.0015321592745323187,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,29,0.1091284146126507,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,29,0.15837042147812852,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,29,0.014394751863600655,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,29,0.022798254195091516,sample_trajectory,,,,,,,
reasoning_long_generation_3,reasoning_long_generation::reasoning_long_generation_3,reasoning_long_generation,30,-0.03125893456675873,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,30,0.4056343533320164,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,30,1.1700351440083452,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,30,2.0939232241377588,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,30,0.2636288636800887,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,30,-0.04282454321482613,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,30,0.13809214940430437,sample_trajectory,,,,,,,
synthetic_niah_2,niah_single_1::synthetic_niah_2,niah_single_1,30,0.15891819578049513,sample_trajectory,,,,,,,
synthetic_niah_3,niah_single_1::synthetic_niah_3,niah_single_1,30,0.0992469272767605,sample_trajectory,,,,,,,
gov_report:0,gov_report::gov_report:0,gov_report,30,0.3071066106916085,sample_trajectory,,,,,,,
reasoning_long_generation_2,reasoning_long_generation::reasoning_long_generation_2,reasoning_long_generation,30,-0.08278716753727504,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,30,-0.08486140086713452,sample_trajectory,,,,,,,
reasoning_long_generation_0,reasoning_long_generation::reasoning_long_generation_0,reasoning_long_generation,30,0.037480132560267755,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,30,0.13559280719150144,sample_trajectory,,,,,,,
synthetic_niah_4,niah_single_1::synthetic_niah_4,niah_single_1,30,0.18071020786412953,sample_trajectory,,,,,,,
gov_report:4,gov_report::gov_report:4,gov_report,31,0.12986240611527813,sample_trajectory,,,,,,,
gov_report:3,gov_report::gov_report:3,gov_report,31,0.7945429056574097,sample_trajectory,,,,,,,
synthetic_niah_0,niah_single_1::synthetic_niah_0,niah_single_1,31,-0.028478442194071363,sample_trajectory,,,,,,,
synthetic_niah_1,niah_single_1::synthetic_niah_1,niah_single_1,31,0.2949066508734397,sample_trajectory,,,,,,,
reasoning_long_generation_1,reasoning_long_generation::reasoning_long_generation_1,reasoning_long_generation,31,0.0030257846004116593,sample_trajectory,,,,,,,
gov_report:2,gov_report::gov_report:2,gov_report,31,-0.012308114407937628,sample_trajectory,,,,,,,
reasoning_long_generation_4,reasoning_long_generation::reasoning_long_generation_4,reasoning_long_generation,31,1.1253654597372613,sample_trajectory,,,,,,,
gov_report:1,gov_report::gov_report:1,gov_report,31,0.339563979686569,sample_trajectory,,,,,,,
