task,method,width,refresh_interval,decision_units,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
gov_report,fisher_vjp_repeated_state,2,8,14,0.4642857142857143,0.6045918367346939,0.14285714285714285,0.25427525325862754,-0.3571428571428572,-0.18112244897959182,-0.14285714285714285,-0.21871605823674398
gov_report,fisher_vjp_repeated_state,4,1,14,0.4761904761904763,0.6607142857142857,0.14285714285714285,0.3460095195812852,-0.17857142857142855,-0.125,-0.14285714285714285,-0.3104503245594016
gov_report,fisher_vjp_repeated_state,4,2,14,0.5000000000000001,0.6377551020408163,0.07142857142857142,0.27744972254070577,-0.22619047619047622,-0.14795918367346936,-0.21428571428571427,-0.24189052751882217
gov_report,fisher_vjp_repeated_state,4,4,14,0.523809523809524,0.6938775510204083,0.14285714285714285,0.17794275468419304,-0.09523809523809523,-0.09183673469387754,-0.14285714285714285,-0.14238355966230953
gov_report,fisher_vjp_repeated_state,4,8,14,0.5476190476190477,0.6785714285714286,0.0,0.2660285900485084,-0.19047619047619058,-0.10714285714285714,-0.2857142857142857,-0.23046939502662483
gov_report,hidden_l2_action,1,1,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,1,2,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,1,4,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,1,8,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,2,1,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,2,2,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,2,4,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,2,8,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,4,1,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,4,2,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,4,4,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,hidden_l2_action,4,8,14,0.8095238095238096,0.7857142857142857,0.2857142857142857,0.035559195021883525,0.0,0.0,0.0,0.0
gov_report,margin_vjp_action,1,1,14,0.41666666666666674,0.6658163265306122,0.42857142857142855,0.14540176898800566,-0.22619047619047622,-0.11989795918367345,0.14285714285714285,-0.10984257396612214
gov_report,margin_vjp_action,1,2,14,0.38095238095238104,0.6020408163265306,0.14285714285714285,0.11439280631587777,-0.42857142857142866,-0.18367346938775508,-0.14285714285714285,-0.07883361129399424
gov_report,margin_vjp_action,1,4,14,0.5952380952380953,0.6760204081632654,0.21428571428571427,0.1835035184923202,-0.21428571428571436,-0.1096938775510204,-0.07142857142857142,-0.14794432347043665
gov_report,margin_vjp_action,1,8,14,0.5952380952380953,0.6683673469387754,0.21428571428571427,0.23469421361796236,-0.2142857142857143,-0.1173469387755102,-0.07142857142857142,-0.1991350185960788
