sample_id,task,stage,history_id,tau_anchor,target_anchor,horizon,layer,boundary,candidate_id,candidate_source,current_mask_hash,tau_mask_hash,mask_changed,controlled_exact_kl,action_only_risk,action_u_norm,action_r_norm,candidate_retained_attention_mass,adjacent_method,risk_all_old,risk_update_g,risk_update_f,risk_update_path,risk_update_gf,risk_update_gp,risk_update_fp,risk_full_fresh,risk_path_q1_only,risk_path_q3_only,risk_single_midpoint
gov_report:104,gov_report,replication,fixed_tau_old_core,32,33,1,0,1,selector_02_aor,aor,fc4d19e83e3d2479bfd36ba5a51cf1c32f628bd98b6e24bb91d6926e60efd9a8,b271be4c1f688f03f10336d8d82c2a1c76e6bba866818dc04719c2ebe450826f,True,0.00016917631530583704,7.063472594394472e-05,0.9736378293802831,1.9489862455961018,0.975172694762495,mx.vjp_of_vjp,5.02365307587995e-06,5.9208991434950894e-05,0.00018091780409396635,0.0002821140287715167,0.00023510314245303728,0.0003745294513951568,4.230108500408676e-05,0.0001347165076277268,8.848298583027645e-05,7.579072609555073e-05,0.000282765259682438
gov_report:104,gov_report,replication,fixed_tau_old_core,32,33,1,0,1,selector_03_v_ridge,v_ridge,c4e7cf2f81b546c590a1b441a7c49c529401bf53afae36f279d1a269ebf1aeb8,af9c94543f837bc73ab6bc165c48041033beca94ab4f174991018453d1a36fa7,True,5.99735752518898e-05,5.807123641007608e-06,1.0691366567725433,1.7764453250715173,0.9666411778344328,mx.vjp_of_vjp,3.918752543244068e-06,-1.827782439088084e-05,0.00010491490709795158,2.1450999124029228e-05,8.271833016382666e-05,3.89013049876826e-05,8.213726907183911e-06,2.5664032770837286e-05,5.480562387993989e-06,4.20480151318004e-06,2.1490226971830835e-05
gov_report:104,gov_report,replication,fixed_tau_old_core,32,33,1,0,1,selector_04_snapkv,snapkv,aaa4f925e3b360bbb268b96b12718ef8e796bc6be19f5f2a1fbb1094ccec3d05,1a4b78abb82874571fbe5799f28c8e081dc91c046ecec877f451f616b4310c3d,True,0.0001586929137298203,6.248623445875776e-05,0.9369317869389241,1.8300036526351589,0.9765111322927549,mx.vjp_of_vjp,3.897564246121279e-06,5.3678580688192155e-05,0.00013498702322270787,0.00021743891255437275,0.00018476803966477876,0.0003054539144362624,3.6713580875048534e-05,0.00012472858275693817,6.883964585600012e-05,5.7318986711271584e-05,0.00021722729965768401
gov_report:104,gov_report,replication,fixed_tau_old_core,32,33,1,0,1,selector_05_old_stale_core,old_stale_core,a643d42c4ff35be1f33264b715abb919a51efa71292c5530bff727f981079166,ae827e7794463832de884daecc89824bfda9546fe82be4fae5aafaf881e1a3ec,True,0.00016053950232954462,6.429839230784443e-05,1.0091890174313125,1.9480920306810723,0.9785770756018801,mx.vjp_of_vjp,6.451680796377976e-06,6.924982249817349e-05,0.00021987883425768473,0.00023759545639950898,0.00028267697595948027,0.00032557607063935163,3.868229646241134e-05,0.00012666291070225402,7.366557658032117e-05,6.43214076393019e-05,0.00023617665724761454
gov_report:104,gov_report,replication,fixed_tau_old_core,32,33,1,0,1,selector_06_fresh_core,fresh_core,073adca6807cb719152868e4aca70cfe4394ca466fa93d4745dc85073c8d4708,14f8022e5d786ef92e7d93eba1428624814e118808c5e2743e090def3d2e0956,True,8.303068796746815e-05,1.3164427098535508e-05,0.48334333268225665,0.9620507095125876,0.9636263431102274,mx.vjp_of_vjp,5.016101190358087e-07,2.9592221655808817e-05,3.915853600169696e-05,4.907592498051681e-05,6.824914753846996e-05,9.043003773306685e-05,7.304647117735548e-06,4.8658759870285584e-05,1.3721890927095246e-05,1.2744882779186368e-05,4.9229359561936864e-05
gov_report:104,gov_report,replication,fixed_tau_old_core,32,33,1,0,1,selector_07_random_reference,random_reference,ddc4d0c4a6f3085270b319be64ddea2b09e06ad10d965f83961b3bedbf7c9365,837be01a7c73b36bd42f257eefa444bfd8d45c1ee032ea67a897aaf18c0e9561,True,7.48288580474008e-05,7.3981355598604375e-06,1.0280300420558686,1.8339997764982459,0.9653859762524581,mx.vjp_of_vjp,6.224924939586632e-06,-8.049326758446801e-06,0.00016500370675451528,2.9755852443710464e-05,0.00015072945505648184,6.201562428196696e-05,8.210735651104511e-06,4.047050748936101e-05,8.454744994587802e-06,8.358409310152002e-06,2.9443743552734577e-05
gov_report:104,gov_report,replication,fixed_tau_old_core,32,34,2,0,1,selector_00_attention_only,attention_only,ba26862dabec169b94dae706eea7d0be9dc46a06658ff0d03423a896e4d463c6,4a3cd470db24de4b4a7002ae8ab4225a8c48d3a872cf443e3a6e49d4d0dbf25e,True,3.002700530683278e-06,1.721373441641774e-06,0.8302007435105931,1.7808035784553111,0.9924257770751952,mx.vjp_of_vjp,6.78096229405944e-06,5.099056147986313e-06,1.4282493256129063e-06,0.0015482925181715533,-2.5365682046022017e-07,0.001567137670293287,-1.662861005553828e-05,2.216542066195167e-06,0.0004804755608643575,0.00028710515084874713,0.0015303591865503694
gov_report:104,gov_report,replication,fixed_tau_old_core,32,34,2,0,1,selector_01_aov,aov,e212d853d0380121229ca7d8562ac2b7b49c9eeae076e4e75369068bb65287fd,71b601345178c97365f9f91f8401ffc32a2d02e22bff4fffc44c1c9ccd2392fb,True,3.2081382780422136e-06,1.851979235953082e-06,0.8615061411188644,1.8090860913121105,0.9926416626253609,mx.vjp_of_vjp,7.719958166214735e-06,5.989752699970215e-06,1.4540765893552019e-06,0.0014020987914292286,-2.7612887688931797e-07,0.001420464443000934,-1.5952058232845635e-05,2.4135933388597976e-06,0.00044099599902052734,0.00025893578015635875,0.0013843463998232137
gov_report:104,gov_report,replication,fixed_tau_old_core,32,34,2,0,1,selector_02_aor,aor,a08b0a56b95d31b2d4166ac9958838dca79f63188456dc18cb294af9f7384b67,b271be4c1f688f03f10336d8d82c2a1c76e6bba866818dc04719c2ebe450826f,True,3.2178659557056136e-06,1.8403525394614209e-06,0.8565704654535692,1.797001086412547,0.9925888994115601,mx.vjp_of_vjp,7.480104214325549e-06,5.798136988859683e-06,1.405690979808381e-06,0.001396983304321259,-2.762762456574853e-07,0.0014152741494907134,-1.5867387060743763e-05,2.4234581087106766e-06,0.0004384647267218162,0.0002597339755264054,0.001381641807824732
gov_report:104,gov_report,replication,fixed_tau_old_core,32,34,2,0,1,selector_03_v_ridge,v_ridge,e683876bc7aaf68959bd3fe8306105a8e37e64be96d4e8be2cb77af25fb395d0,af9c94543f837bc73ab6bc165c48041033beca94ab4f174991018453d1a36fa7,True,1.9068774205576138e-06,4.0637792737008544e-07,0.7960933671456,1.381092840487578,0.9781328864723702,mx.vjp_of_vjp,3.309774425762689e-06,3.480765907835901e-06,-2.877734173565274e-07,5.7774538994404786e-05,-1.1678193528331547e-07,6.192618398673373e-05,-2.981223992806314e-06,1.1704209995226258e-06,1.9635697150344185e-05,1.6669713634551652e-05,5.800906654219123e-05
