sample_id,task,stage,history_id,tau_anchor,target_anchor,horizon,layer,exact_top_index,fresh_top_index,reused_top_index,top1_stale,exact_optimum_stale,harmful_stale,reuse_normalized_regret,fresh_normalized_regret,refresh_benefit,fresh_reused_spearman,fresh_exact_spearman,reused_exact_spearman,fresh_pairwise_accuracy,reused_pairwise_accuracy,pairwise_degradation,fresh_margin,reused_margin,retained_overlap,core_turnover,token_age_mean,token_age_std,recent_window_exits,retained_attention_mass,cache_occupancy,selector_score_drift,selected_core_score_margin,compressed_residual_norm_drift,compressed_sketch_l2,query_norm_drift,key_query_alignment_mean,key_query_alignment_std,attention_entropy,attention_concentration,sink_attention_mass,recent_attention_mass,core_attention_mass,layer_attention_summary_drift,action_norm_median,action_norm_spread,action_to_compressed_state_ratio,action_only_margin,cheap_rank_disagreement,top_reused_one_midpoint_shift,harmful_stale_eps_0p01,harmful_stale_eps_0p02,harmful_stale_eps_0p05,harmful_stale_eps_0p1
gov_report:104,gov_report,replication,fixed_tau_old_core,32,32,0,0,6,6,6,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.7445509519099346e-08,3.7445509519099346e-08,1.0,0.0,652.25,368.439191047858,0.0,1.0,1.0,0.0,0.1957042625220827,0.0,0.0,0.0,0.21804704928187832,0.23146899326657133,2.009532318193554,0.4447783878516602,0.00028359747257643823,0.995513217838099,0.004203184689324617,0.0,0.9386116919136377,0.48373178664852645,0.04535892377195551,1.2959947060864651e-07,1.7361888378027843,0.002515440793892236,False,False,False,False
gov_report:104,gov_report,replication,fixed_tau_old_core,32,33,1,0,3,3,6,True,True,True,0.20426422055140595,0.0,0.20426422055140595,0.6190476190476191,1.0,0.6190476190476191,1.0,0.75,0.25,1.4806474718523724e-05,3.39595412708547e-06,0.9844961240310077,0.0,653.0,368.87125125170706,0.03125,0.6007545958493992,1.0,1.362882525644618,0.2874070070248354,0.3922797492957554,23.332318651873543,2.9518859390637275,0.35298103361898076,0.3001541447320152,2.58384590878594,0.399245404150601,0.0028441174388811664,0.9607822256713463,0.036373656889772725,1.362882525644618,1.8320017145667022,0.9869355360835141,0.14567967008123112,1.5910119188528291e-06,1.8778494740371727,97.1426763410698,True,True,True,True
gov_report:104,gov_report,replication,fixed_tau_old_core,32,34,2,0,6,6,6,False,False,False,0.0,0.0,0.0,0.9523809523809524,0.9761904761904763,0.9285714285714287,0.9642857142857143,0.8928571428571429,0.0714285714285714,8.391384401781237e-07,2.1928787165743765e-06,0.9692307692307692,0.0,653.75,369.303313686731,0.0625,0.3337139997447919,1.0,1.489249667619585,0.44037049119001603,0.06480077609877974,27.881899054683597,0.05912638192597073,-0.018503412571732367,0.30409911614388097,2.065335723471626,0.5533282457226121,0.0014527950890045876,0.9759193232459594,0.02262788166503609,1.489249667619585,1.6040380433170234,1.07586618406721,0.07279861000526694,3.638637548880633e-07,1.7936605879307037,23.067290072353245,False,False,False,False
gov_report:104,gov_report,replication,fixed_tau_old_core,32,36,4,0,6,6,6,False,False,False,0.0,0.0,0.0,0.6904761904761906,1.0,0.6904761904761906,1.0,0.7857142857142857,0.2142857142857143,9.886455083468872e-07,2.5867612943204566e-06,0.9393939393939394,0.0,655.25,370.1674452190522,0.125,0.3756058041776432,1.0,1.4455771384657283,0.2431088548113208,0.23549794327865026,28.52573933065862,1.904224761956933,0.257330122982162,0.3026358525461707,2.544372906482299,0.3726189468519133,0.000820433376255224,0.9854271175881631,0.013752449035581477,1.4455771384657283,1.041343872202558,0.5320392030866156,0.06582521547673967,3.0005336983211165e-07,1.9736936808710972,0.021719783798894457,False,False,False,False
gov_report:104,gov_report,replication,fixed_tau_old_core,32,40,8,0,6,6,7,True,True,True,0.4473317101711872,0.0,0.4473317101711872,0.28571428571428575,1.0,0.28571428571428575,1.0,0.6428571428571429,0.3571428571428571,5.477830093848566e-06,1.2883352437231288e-06,0.8823529411764706,0.0,658.25,371.8957347160626,0.25,0.20611687577271404,1.0,1.6607242790113883,0.4157896091742374,0.11569430629552076,32.50229551643409,0.09272071860017866,0.20474385491445646,0.2388006834629828,2.1528472169906583,0.5280821180786616,0.000576569186461749,0.9837279006061145,0.01569553020742382,1.6607242790113883,1.4712673986725129,0.9351008562479718,0.06372695634932889,1.2596419950460178e-06,1.8776420253397097,13.378721282615011,True,True,True,True
gov_report:104,gov_report,replication,fixed_tau_old_core,32,48,16,0,7,7,6,True,True,True,0.09596983282855998,0.0,0.09596983282855998,0.7142857142857144,1.0,0.7142857142857144,1.0,0.75,0.25,3.3405408673569835e-06,4.973666555306821e-06,0.7777777777777778,0.0,664.25,375.3524177356528,0.5,0.13557578170115575,1.0,1.8158079703790042,0.12632812731004744,0.1613399097001815,22.48938846086175,0.9459976271635172,0.31119643264580304,0.282746472211256,2.5968133748165467,0.2940201423714494,0.00042014524094104524,0.952587304826634,0.04699254993242502,1.8158079703790042,1.3685751137320712,1.1347898279171402,0.07886048500681608,1.2637587757828242e-06,1.4192828761093952,0.6731137956633103,True,True,True,False
gov_report:104,gov_report,replication,fixed_tau_old_core,32,64,32,0,6,6,6,False,False,False,0.0,0.0,0.0,0.6190476190476191,1.0,0.6190476190476191,1.0,0.75,0.25,8.117269883130805e-07,2.6990205381573216e-06,0.6,0.0,676.25,382.26618670763963,1.0,0.014816383570325463,1.0,1.991820650246239,0.22490950582325342,0.21371173233562768,29.057802379998176,1.904224761956933,0.257330122982162,0.3026358525461707,2.661502531695475,0.3396348763892323,0.001121395038988749,0.9851836164296744,0.013694988531336714,1.991820650246239,0.9661467231984933,0.39942186367242627,0.05937970989839467,6.790106747770173e-07,1.5757492378488775,2.7100012081703464,False,False,False,False
gov_report:104,gov_report,replication,fixed_tau_old_core,32,32,0,14,0,0,0,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0006590603002258112,0.0006590603002258112,1.0,0.0,652.25,368.439191047858,0.0,1.0000000000000004,1.0,0.0,0.49347032775042743,0.0,0.0,0.0,-0.051584629476319026,0.052291357565193056,2.194024071684011,0.5584606260646878,0.5585716148008103,0.3045623790725935,0.1368660061265962,0.0,11.924553425635251,23.049187801695545,0.22591634572787866,7.18648732444509e-06,0.9233226365559822,0.0012169240017708206,False,False,False,False
gov_report:104,gov_report,replication,fixed_tau_old_core,32,33,1,14,5,5,0,True,True,True,0.0036395577479001375,0.0,0.0036395577479001375,0.7857142857142858,1.0,0.7857142857142858,1.0,0.8214285714285714,0.1785714285714286,0.0003088464893334252,0.0005471855847085415,0.9844961240310077,0.0,653.0,368.87125125170706,0.03125,0.9248248394787816,1.0,0.7010824707495705,0.3559636990759467,0.09252054676224249,60.20660080576908,0.018901020182332594,-0.020960448721121128,0.06861138150725538,2.649042914319701,0.431138859597165,0.4311979976708657,0.3280812910019698,0.24072071132716452,0.7010824707495705,1.8513058685959005,9.294702678501915,0.03864976948181831,0.00038947902249237534,0.7071067811865475,1.7132373845614601,False,False,False,False
gov_report:104,gov_report,replication,fixed_tau_old_core,32,34,2,14,5,5,5,False,False,False,0.0,0.0,0.0,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9642857142857143,0.0357142857142857,1.7190291978491205e-07,0.0002979461262667422,0.9692307692307692,0.0,653.75,369.303313686731,0.0625,0.8836083852261026,1.0,1.0738874481429117,0.12034163960586838,0.07753229543702114,75.15202021221496,0.004581047466247689,-0.09244253049021017,0.1342645007621596,2.944191359483517,0.2833468110104452,0.28340375522194816,0.35858443487964536,0.35801180989840653,1.0738874481429117,4.209051832503355,13.065334456438949,0.07400473524097564,9.395599100817869e-07,1.0141739437881885,2.7223971362131594,False,False,False,False
