name,model_class,overall_spearman,replication_spearman,passed,boundary_count,candidate_probe_count,parameter_count,source,score,sequence_count,task_spearman,pairwise_accuracy,top1_accuracy,normalized_regret,positive_sequence_fraction,checks,task_normalized_regret,task_action_only_regret,score_column,features,forward_gain,family,regularization,kv_descriptor_dimension,interaction_rank,path_midpoint_count
M4_sparse_boundary_ridge_17,M4,0.8125000000000001,,False,1,0,2,,_score,8.0,"{'gov_report': 0.7738095238095238, 'niah_single_1': 0.8511904761904763}",0.8526785714285714,0.375,0.0012865494591299434,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0003001363548529055}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,['layer16_single_boundary_theory_risk'],1.8125,,,,,
M4_sparse_boundary_ridge_17_16,M4,0.8273809523809526,,False,2,0,3,,_score,8.0,"{'gov_report': 0.7857142857142858, 'niah_single_1': 0.8690476190476192}",0.8571428571428571,0.5,0.0011517350272407612,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.002272962563406981, 'niah_single_1': 3.0507491074541343e-05}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer16_single_boundary_theory_risk', 'layer15_single_boundary_theory_risk']",0.014880952380952439,,,,,
M4_sparse_boundary_ridge_17_16_5,M4,0.8422619047619049,,False,3,0,4,,_score,8.0,"{'gov_report': 0.8154761904761905, 'niah_single_1': 0.8690476190476192}",0.8705357142857142,0.75,2.1387794423644683e-05,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': True, 'each_task_action_only_regret_gain': True}","{'gov_report': 1.2268097772748024e-05, 'niah_single_1': 3.0507491074541343e-05}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer16_single_boundary_theory_risk', 'layer15_single_boundary_theory_risk', 'layer4_single_boundary_theory_risk']",0.014880952380952328,,,,,
M4_sparse_boundary_ridge_17_16_5_18,M4,0.8630952380952382,,False,4,0,5,,_score,8.0,"{'gov_report': 0.9047619047619049, 'niah_single_1': 0.8214285714285716}",0.8794642857142856,0.625,2.2962774582228105e-05,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': True}","{'gov_report': 1.2268097772748024e-05, 'niah_single_1': 3.3657451391708184e-05}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer16_single_boundary_theory_risk', 'layer15_single_boundary_theory_risk', 'layer4_single_boundary_theory_risk', 'layer17_single_boundary_theory_risk']",0.02083333333333337,,,,,
M5_KV_augmented_ridge_10,M5,0.7470238095238096,,False,4,0,53,,_score,8.0,"{'gov_report': 0.6845238095238096, 'niah_single_1': 0.8095238095238096}",0.8125,0.25,0.002714860261413922,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.004739742290035308, 'niah_single_1': 0.0006899782327925356}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer16_theory_u_norm', 'layer16_local_r_norm', 'layer16_deleted_attention_mass_mean', 'layer16_deleted_key_norm', 'layer16_deleted_value_norm', 'layer16_action_state_ratio', 'layer15_theory_u_norm', 'layer15_local_r_norm', 'layer15_deleted_attention_mass_mean', 'layer15_deleted_key_norm', 'layer15_deleted_value_norm', 'layer15_action_state_ratio', 'layer4_theory_u_norm', 'layer4_local_r_norm', 'layer4_deleted_attention_mass_mean', 'layer4_deleted_key_norm', 'layer4_deleted_value_norm', 'layer4_action_state_ratio', 'layer17_theory_u_norm', 'layer17_local_r_norm', 'layer17_deleted_attention_mass_mean', 'layer17_deleted_key_norm', 'layer17_deleted_value_norm', 'layer17_action_state_ratio', 'layer16_attention_entropy', 'layer16_attention_concentration', 'layer16_head_disagreement', 'layer16_key_norm_mean', 'layer16_key_norm_variance', 'layer16_value_norm_mean', 'layer16_value_norm_variance', 'layer15_attention_entropy', 'layer15_attention_concentration', 'layer15_head_disagreement', 'layer15_key_norm_mean', 'layer15_key_norm_variance', 'layer15_value_norm_mean', 'layer15_value_norm_variance', 'layer4_attention_entropy', 'layer4_attention_concentration', 'layer4_head_disagreement', 'layer4_key_norm_mean', 'layer4_key_norm_variance', 'layer4_value_norm_mean', 'layer4_value_norm_variance', 'layer17_attention_entropy', 'layer17_attention_concentration', 'layer17_head_disagreement', 'layer17_key_norm_mean', 'layer17_key_norm_variance', 'layer17_value_norm_mean', 'layer17_value_norm_variance']",,ridge,10.0,52.0,,
M5_KV_augmented_pairwise_logistic_1,M5,0.7827380952380953,,False,4,0,53,,_score,8.0,"{'gov_report': 0.761904761904762, 'niah_single_1': 0.8035714285714287}",0.8348214285714286,0.5,0.0002918981507606275,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 5.608470141690638e-05, 'niah_single_1': 0.0005277116001043486}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer16_theory_u_norm', 'layer16_local_r_norm', 'layer16_deleted_attention_mass_mean', 'layer16_deleted_key_norm', 'layer16_deleted_value_norm', 'layer16_action_state_ratio', 'layer15_theory_u_norm', 'layer15_local_r_norm', 'layer15_deleted_attention_mass_mean', 'layer15_deleted_key_norm', 'layer15_deleted_value_norm', 'layer15_action_state_ratio', 'layer4_theory_u_norm', 'layer4_local_r_norm', 'layer4_deleted_attention_mass_mean', 'layer4_deleted_key_norm', 'layer4_deleted_value_norm', 'layer4_action_state_ratio', 'layer17_theory_u_norm', 'layer17_local_r_norm', 'layer17_deleted_attention_mass_mean', 'layer17_deleted_key_norm', 'layer17_deleted_value_norm', 'layer17_action_state_ratio', 'layer16_attention_entropy', 'layer16_attention_concentration', 'layer16_head_disagreement', 'layer16_key_norm_mean', 'layer16_key_norm_variance', 'layer16_value_norm_mean', 'layer16_value_norm_variance', 'layer15_attention_entropy', 'layer15_attention_concentration', 'layer15_head_disagreement', 'layer15_key_norm_mean', 'layer15_key_norm_variance', 'layer15_value_norm_mean', 'layer15_value_norm_variance', 'layer4_attention_entropy', 'layer4_attention_concentration', 'layer4_head_disagreement', 'layer4_key_norm_mean', 'layer4_key_norm_variance', 'layer4_value_norm_mean', 'layer4_value_norm_variance', 'layer17_attention_entropy', 'layer17_attention_concentration', 'layer17_head_disagreement', 'layer17_key_norm_mean', 'layer17_key_norm_variance', 'layer17_value_norm_mean', 'layer17_value_norm_variance']",,logistic,1.0,52.0,,
M5_KV_augmented_depth3_tree_1,M5,0.8470643173982406,,False,4,0,15,,_score,8.0,"{'gov_report': 0.8621718725428574, 'niah_single_1': 0.8319567622536237}",0.8147321428571429,0.25,0.0028126416264175943,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.003352320689428208}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer16_theory_u_norm', 'layer16_local_r_norm', 'layer16_deleted_attention_mass_mean', 'layer16_deleted_key_norm', 'layer16_deleted_value_norm', 'layer16_action_state_ratio', 'layer15_theory_u_norm', 'layer15_local_r_norm', 'layer15_deleted_attention_mass_mean', 'layer15_deleted_key_norm', 'layer15_deleted_value_norm', 'layer15_action_state_ratio', 'layer4_theory_u_norm', 'layer4_local_r_norm', 'layer4_deleted_attention_mass_mean', 'layer4_deleted_key_norm', 'layer4_deleted_value_norm', 'layer4_action_state_ratio', 'layer17_theory_u_norm', 'layer17_local_r_norm', 'layer17_deleted_attention_mass_mean', 'layer17_deleted_key_norm', 'layer17_deleted_value_norm', 'layer17_action_state_ratio', 'layer16_attention_entropy', 'layer16_attention_concentration', 'layer16_head_disagreement', 'layer16_key_norm_mean', 'layer16_key_norm_variance', 'layer16_value_norm_mean', 'layer16_value_norm_variance', 'layer15_attention_entropy', 'layer15_attention_concentration', 'layer15_head_disagreement', 'layer15_key_norm_mean', 'layer15_key_norm_variance', 'layer15_value_norm_mean', 'layer15_value_norm_variance', 'layer4_attention_entropy', 'layer4_attention_concentration', 'layer4_head_disagreement', 'layer4_key_norm_mean', 'layer4_key_norm_variance', 'layer4_value_norm_mean', 'layer4_value_norm_variance', 'layer17_attention_entropy', 'layer17_attention_concentration', 'layer17_head_disagreement', 'layer17_key_norm_mean', 'layer17_key_norm_variance', 'layer17_value_norm_mean', 'layer17_value_norm_variance']",,tree,1.0,52.0,,
M6_low_rank_interaction_rank2,M6,0.8303571428571429,,False,28,0,6,,_score,8.0,"{'gov_report': 0.7619047619047619, 'niah_single_1': 0.8988095238095238}",0.8660714285714286,0.5,0.001329008647262567,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.0024954611855004423, 'niah_single_1': 0.00016255610902469138}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer0_theory_u_norm', 'layer0_local_r_norm', 'layer0_deleted_attention_mass_mean', 'layer0_deleted_key_norm', 'layer0_deleted_value_norm', 'layer0_action_state_ratio', 'layer1_theory_u_norm', 'layer1_local_r_norm', 'layer1_deleted_attention_mass_mean', 'layer1_deleted_key_norm', 'layer1_deleted_value_norm', 'layer1_action_state_ratio', 'layer2_theory_u_norm', 'layer2_local_r_norm', 'layer2_deleted_attention_mass_mean', 'layer2_deleted_key_norm', 'layer2_deleted_value_norm', 'layer2_action_state_ratio', 'layer3_theory_u_norm', 'layer3_local_r_norm', 'layer3_deleted_attention_mass_mean', 'layer3_deleted_key_norm', 'layer3_deleted_value_norm', 'layer3_action_state_ratio', 'layer4_theory_u_norm', 'layer4_local_r_norm', 'layer4_deleted_attention_mass_mean', 'layer4_deleted_key_norm', 'layer4_deleted_value_norm', 'layer4_action_state_ratio', 'layer5_theory_u_norm', 'layer5_local_r_norm', 'layer5_deleted_attention_mass_mean', 'layer5_deleted_key_norm', 'layer5_deleted_value_norm', 'layer5_action_state_ratio', 'layer6_theory_u_norm', 'layer6_local_r_norm', 'layer6_deleted_attention_mass_mean', 'layer6_deleted_key_norm', 'layer6_deleted_value_norm', 'layer6_action_state_ratio', 'layer7_theory_u_norm', 'layer7_local_r_norm', 'layer7_deleted_attention_mass_mean', 'layer7_deleted_key_norm', 'layer7_deleted_value_norm', 'layer7_action_state_ratio', 'layer8_theory_u_norm', 'layer8_local_r_norm', 'layer8_deleted_attention_mass_mean', 'layer8_deleted_key_norm', 'layer8_deleted_value_norm', 'layer8_action_state_ratio', 'layer9_theory_u_norm', 'layer9_local_r_norm', 'layer9_deleted_attention_mass_mean', 'layer9_deleted_key_norm', 'layer9_deleted_value_norm', 'layer9_action_state_ratio', 'layer10_theory_u_norm', 'layer10_local_r_norm', 'layer10_deleted_attention_mass_mean', 'layer10_deleted_key_norm', 'layer10_deleted_value_norm', 'layer10_action_state_ratio', 'layer11_theory_u_norm', 'layer11_local_r_norm', 'layer11_deleted_attention_mass_mean', 'layer11_deleted_key_norm', 'layer11_deleted_value_norm', 'layer11_action_state_ratio', 'layer12_theory_u_norm', 'layer12_local_r_norm', 'layer12_deleted_attention_mass_mean', 'layer12_deleted_key_norm', 'layer12_deleted_value_norm', 'layer12_action_state_ratio', 'layer13_theory_u_norm', 'layer13_local_r_norm', 'layer13_deleted_attention_mass_mean', 'layer13_deleted_key_norm', 'layer13_deleted_value_norm', 'layer13_action_state_ratio', 'layer14_theory_u_norm', 'layer14_local_r_norm', 'layer14_deleted_attention_mass_mean', 'layer14_deleted_key_norm', 'layer14_deleted_value_norm', 'layer14_action_state_ratio', 'layer15_theory_u_norm', 'layer15_local_r_norm', 'layer15_deleted_attention_mass_mean', 'layer15_deleted_key_norm', 'layer15_deleted_value_norm', 'layer15_action_state_ratio', 'layer16_theory_u_norm', 'layer16_local_r_norm', 'layer16_deleted_attention_mass_mean', 'layer16_deleted_key_norm', 'layer16_deleted_value_norm', 'layer16_action_state_ratio', 'layer17_theory_u_norm', 'layer17_local_r_norm', 'layer17_deleted_attention_mass_mean', 'layer17_deleted_key_norm', 'layer17_deleted_value_norm', 'layer17_action_state_ratio', 'layer18_theory_u_norm', 'layer18_local_r_norm', 'layer18_deleted_attention_mass_mean', 'layer18_deleted_key_norm', 'layer18_deleted_value_norm', 'layer18_action_state_ratio', 'layer19_theory_u_norm', 'layer19_local_r_norm', 'layer19_deleted_attention_mass_mean', 'layer19_deleted_key_norm', 'layer19_deleted_value_norm', 'layer19_action_state_ratio', 'layer20_theory_u_norm', 'layer20_local_r_norm', 'layer20_deleted_attention_mass_mean', 'layer20_deleted_key_norm', 'layer20_deleted_value_norm', 'layer20_action_state_ratio', 'layer21_theory_u_norm', 'layer21_local_r_norm', 'layer21_deleted_attention_mass_mean', 'layer21_deleted_key_norm', 'layer21_deleted_value_norm', 'layer21_action_state_ratio', 'layer22_theory_u_norm', 'layer22_local_r_norm', 'layer22_deleted_attention_mass_mean', 'layer22_deleted_key_norm', 'layer22_deleted_value_norm', 'layer22_action_state_ratio', 'layer23_theory_u_norm', 'layer23_local_r_norm', 'layer23_deleted_attention_mass_mean', 'layer23_deleted_key_norm', 'layer23_deleted_value_norm', 'layer23_action_state_ratio', 'layer24_theory_u_norm', 'layer24_local_r_norm', 'layer24_deleted_attention_mass_mean', 'layer24_deleted_key_norm', 'layer24_deleted_value_norm', 'layer24_action_state_ratio', 'layer25_theory_u_norm', 'layer25_local_r_norm', 'layer25_deleted_attention_mass_mean', 'layer25_deleted_key_norm', 'layer25_deleted_value_norm', 'layer25_action_state_ratio', 'layer26_theory_u_norm', 'layer26_local_r_norm', 'layer26_deleted_attention_mass_mean', 'layer26_deleted_key_norm', 'layer26_deleted_value_norm', 'layer26_action_state_ratio', 'layer27_theory_u_norm', 'layer27_local_r_norm', 'layer27_deleted_attention_mass_mean', 'layer27_deleted_key_norm', 'layer27_deleted_value_norm', 'layer27_action_state_ratio']",,,,,2.0,
M6_low_rank_interaction_rank4,M6,0.6190476190476191,,False,28,0,15,,_score,8.0,"{'gov_report': 0.4821428571428572, 'niah_single_1': 0.755952380952381}",0.7633928571428572,0.125,0.25275807938918254,1.0,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': True, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.5024831930877277, 'niah_single_1': 0.0030329656906373254}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer0_theory_u_norm', 'layer0_local_r_norm', 'layer0_deleted_attention_mass_mean', 'layer0_deleted_key_norm', 'layer0_deleted_value_norm', 'layer0_action_state_ratio', 'layer1_theory_u_norm', 'layer1_local_r_norm', 'layer1_deleted_attention_mass_mean', 'layer1_deleted_key_norm', 'layer1_deleted_value_norm', 'layer1_action_state_ratio', 'layer2_theory_u_norm', 'layer2_local_r_norm', 'layer2_deleted_attention_mass_mean', 'layer2_deleted_key_norm', 'layer2_deleted_value_norm', 'layer2_action_state_ratio', 'layer3_theory_u_norm', 'layer3_local_r_norm', 'layer3_deleted_attention_mass_mean', 'layer3_deleted_key_norm', 'layer3_deleted_value_norm', 'layer3_action_state_ratio', 'layer4_theory_u_norm', 'layer4_local_r_norm', 'layer4_deleted_attention_mass_mean', 'layer4_deleted_key_norm', 'layer4_deleted_value_norm', 'layer4_action_state_ratio', 'layer5_theory_u_norm', 'layer5_local_r_norm', 'layer5_deleted_attention_mass_mean', 'layer5_deleted_key_norm', 'layer5_deleted_value_norm', 'layer5_action_state_ratio', 'layer6_theory_u_norm', 'layer6_local_r_norm', 'layer6_deleted_attention_mass_mean', 'layer6_deleted_key_norm', 'layer6_deleted_value_norm', 'layer6_action_state_ratio', 'layer7_theory_u_norm', 'layer7_local_r_norm', 'layer7_deleted_attention_mass_mean', 'layer7_deleted_key_norm', 'layer7_deleted_value_norm', 'layer7_action_state_ratio', 'layer8_theory_u_norm', 'layer8_local_r_norm', 'layer8_deleted_attention_mass_mean', 'layer8_deleted_key_norm', 'layer8_deleted_value_norm', 'layer8_action_state_ratio', 'layer9_theory_u_norm', 'layer9_local_r_norm', 'layer9_deleted_attention_mass_mean', 'layer9_deleted_key_norm', 'layer9_deleted_value_norm', 'layer9_action_state_ratio', 'layer10_theory_u_norm', 'layer10_local_r_norm', 'layer10_deleted_attention_mass_mean', 'layer10_deleted_key_norm', 'layer10_deleted_value_norm', 'layer10_action_state_ratio', 'layer11_theory_u_norm', 'layer11_local_r_norm', 'layer11_deleted_attention_mass_mean', 'layer11_deleted_key_norm', 'layer11_deleted_value_norm', 'layer11_action_state_ratio', 'layer12_theory_u_norm', 'layer12_local_r_norm', 'layer12_deleted_attention_mass_mean', 'layer12_deleted_key_norm', 'layer12_deleted_value_norm', 'layer12_action_state_ratio', 'layer13_theory_u_norm', 'layer13_local_r_norm', 'layer13_deleted_attention_mass_mean', 'layer13_deleted_key_norm', 'layer13_deleted_value_norm', 'layer13_action_state_ratio', 'layer14_theory_u_norm', 'layer14_local_r_norm', 'layer14_deleted_attention_mass_mean', 'layer14_deleted_key_norm', 'layer14_deleted_value_norm', 'layer14_action_state_ratio', 'layer15_theory_u_norm', 'layer15_local_r_norm', 'layer15_deleted_attention_mass_mean', 'layer15_deleted_key_norm', 'layer15_deleted_value_norm', 'layer15_action_state_ratio', 'layer16_theory_u_norm', 'layer16_local_r_norm', 'layer16_deleted_attention_mass_mean', 'layer16_deleted_key_norm', 'layer16_deleted_value_norm', 'layer16_action_state_ratio', 'layer17_theory_u_norm', 'layer17_local_r_norm', 'layer17_deleted_attention_mass_mean', 'layer17_deleted_key_norm', 'layer17_deleted_value_norm', 'layer17_action_state_ratio', 'layer18_theory_u_norm', 'layer18_local_r_norm', 'layer18_deleted_attention_mass_mean', 'layer18_deleted_key_norm', 'layer18_deleted_value_norm', 'layer18_action_state_ratio', 'layer19_theory_u_norm', 'layer19_local_r_norm', 'layer19_deleted_attention_mass_mean', 'layer19_deleted_key_norm', 'layer19_deleted_value_norm', 'layer19_action_state_ratio', 'layer20_theory_u_norm', 'layer20_local_r_norm', 'layer20_deleted_attention_mass_mean', 'layer20_deleted_key_norm', 'layer20_deleted_value_norm', 'layer20_action_state_ratio', 'layer21_theory_u_norm', 'layer21_local_r_norm', 'layer21_deleted_attention_mass_mean', 'layer21_deleted_key_norm', 'layer21_deleted_value_norm', 'layer21_action_state_ratio', 'layer22_theory_u_norm', 'layer22_local_r_norm', 'layer22_deleted_attention_mass_mean', 'layer22_deleted_key_norm', 'layer22_deleted_value_norm', 'layer22_action_state_ratio', 'layer23_theory_u_norm', 'layer23_local_r_norm', 'layer23_deleted_attention_mass_mean', 'layer23_deleted_key_norm', 'layer23_deleted_value_norm', 'layer23_action_state_ratio', 'layer24_theory_u_norm', 'layer24_local_r_norm', 'layer24_deleted_attention_mass_mean', 'layer24_deleted_key_norm', 'layer24_deleted_value_norm', 'layer24_action_state_ratio', 'layer25_theory_u_norm', 'layer25_local_r_norm', 'layer25_deleted_attention_mass_mean', 'layer25_deleted_key_norm', 'layer25_deleted_value_norm', 'layer25_action_state_ratio', 'layer26_theory_u_norm', 'layer26_local_r_norm', 'layer26_deleted_attention_mass_mean', 'layer26_deleted_key_norm', 'layer26_deleted_value_norm', 'layer26_action_state_ratio', 'layer27_theory_u_norm', 'layer27_local_r_norm', 'layer27_deleted_attention_mass_mean', 'layer27_deleted_key_norm', 'layer27_deleted_value_norm', 'layer27_action_state_ratio']",,,,,4.0,
M6_low_rank_interaction_rank8,M6,0.23511904761904767,,False,28,0,45,,_score,8.0,"{'gov_report': -0.125, 'niah_single_1': 0.5952380952380953}",0.59375,0.0,0.42135059927402985,0.625,"{'overall_spearman': False, 'each_task_spearman': False, 'pairwise_accuracy': False, 'positive_sequence_fraction': False, 'top1_accuracy': False, 'each_task_action_only_regret_gain': False}","{'gov_report': 0.592466950528338, 'niah_single_1': 0.2502342480197217}","{'gov_report': 0.002272962563406981, 'niah_single_1': 0.0002284980881646538}",,"['layer0_theory_u_norm', 'layer0_local_r_norm', 'layer0_deleted_attention_mass_mean', 'layer0_deleted_key_norm', 'layer0_deleted_value_norm', 'layer0_action_state_ratio', 'layer1_theory_u_norm', 'layer1_local_r_norm', 'layer1_deleted_attention_mass_mean', 'layer1_deleted_key_norm', 'layer1_deleted_value_norm', 'layer1_action_state_ratio', 'layer2_theory_u_norm', 'layer2_local_r_norm', 'layer2_deleted_attention_mass_mean', 'layer2_deleted_key_norm', 'layer2_deleted_value_norm', 'layer2_action_state_ratio', 'layer3_theory_u_norm', 'layer3_local_r_norm', 'layer3_deleted_attention_mass_mean', 'layer3_deleted_key_norm', 'layer3_deleted_value_norm', 'layer3_action_state_ratio', 'layer4_theory_u_norm', 'layer4_local_r_norm', 'layer4_deleted_attention_mass_mean', 'layer4_deleted_key_norm', 'layer4_deleted_value_norm', 'layer4_action_state_ratio', 'layer5_theory_u_norm', 'layer5_local_r_norm', 'layer5_deleted_attention_mass_mean', 'layer5_deleted_key_norm', 'layer5_deleted_value_norm', 'layer5_action_state_ratio', 'layer6_theory_u_norm', 'layer6_local_r_norm', 'layer6_deleted_attention_mass_mean', 'layer6_deleted_key_norm', 'layer6_deleted_value_norm', 'layer6_action_state_ratio', 'layer7_theory_u_norm', 'layer7_local_r_norm', 'layer7_deleted_attention_mass_mean', 'layer7_deleted_key_norm', 'layer7_deleted_value_norm', 'layer7_action_state_ratio', 'layer8_theory_u_norm', 'layer8_local_r_norm', 'layer8_deleted_attention_mass_mean', 'layer8_deleted_key_norm', 'layer8_deleted_value_norm', 'layer8_action_state_ratio', 'layer9_theory_u_norm', 'layer9_local_r_norm', 'layer9_deleted_attention_mass_mean', 'layer9_deleted_key_norm', 'layer9_deleted_value_norm', 'layer9_action_state_ratio', 'layer10_theory_u_norm', 'layer10_local_r_norm', 'layer10_deleted_attention_mass_mean', 'layer10_deleted_key_norm', 'layer10_deleted_value_norm', 'layer10_action_state_ratio', 'layer11_theory_u_norm', 'layer11_local_r_norm', 'layer11_deleted_attention_mass_mean', 'layer11_deleted_key_norm', 'layer11_deleted_value_norm', 'layer11_action_state_ratio', 'layer12_theory_u_norm', 'layer12_local_r_norm', 'layer12_deleted_attention_mass_mean', 'layer12_deleted_key_norm', 'layer12_deleted_value_norm', 'layer12_action_state_ratio', 'layer13_theory_u_norm', 'layer13_local_r_norm', 'layer13_deleted_attention_mass_mean', 'layer13_deleted_key_norm', 'layer13_deleted_value_norm', 'layer13_action_state_ratio', 'layer14_theory_u_norm', 'layer14_local_r_norm', 'layer14_deleted_attention_mass_mean', 'layer14_deleted_key_norm', 'layer14_deleted_value_norm', 'layer14_action_state_ratio', 'layer15_theory_u_norm', 'layer15_local_r_norm', 'layer15_deleted_attention_mass_mean', 'layer15_deleted_key_norm', 'layer15_deleted_value_norm', 'layer15_action_state_ratio', 'layer16_theory_u_norm', 'layer16_local_r_norm', 'layer16_deleted_attention_mass_mean', 'layer16_deleted_key_norm', 'layer16_deleted_value_norm', 'layer16_action_state_ratio', 'layer17_theory_u_norm', 'layer17_local_r_norm', 'layer17_deleted_attention_mass_mean', 'layer17_deleted_key_norm', 'layer17_deleted_value_norm', 'layer17_action_state_ratio', 'layer18_theory_u_norm', 'layer18_local_r_norm', 'layer18_deleted_attention_mass_mean', 'layer18_deleted_key_norm', 'layer18_deleted_value_norm', 'layer18_action_state_ratio', 'layer19_theory_u_norm', 'layer19_local_r_norm', 'layer19_deleted_attention_mass_mean', 'layer19_deleted_key_norm', 'layer19_deleted_value_norm', 'layer19_action_state_ratio', 'layer20_theory_u_norm', 'layer20_local_r_norm', 'layer20_deleted_attention_mass_mean', 'layer20_deleted_key_norm', 'layer20_deleted_value_norm', 'layer20_action_state_ratio', 'layer21_theory_u_norm', 'layer21_local_r_norm', 'layer21_deleted_attention_mass_mean', 'layer21_deleted_key_norm', 'layer21_deleted_value_norm', 'layer21_action_state_ratio', 'layer22_theory_u_norm', 'layer22_local_r_norm', 'layer22_deleted_attention_mass_mean', 'layer22_deleted_key_norm', 'layer22_deleted_value_norm', 'layer22_action_state_ratio', 'layer23_theory_u_norm', 'layer23_local_r_norm', 'layer23_deleted_attention_mass_mean', 'layer23_deleted_key_norm', 'layer23_deleted_value_norm', 'layer23_action_state_ratio', 'layer24_theory_u_norm', 'layer24_local_r_norm', 'layer24_deleted_attention_mass_mean', 'layer24_deleted_key_norm', 'layer24_deleted_value_norm', 'layer24_action_state_ratio', 'layer25_theory_u_norm', 'layer25_local_r_norm', 'layer25_deleted_attention_mass_mean', 'layer25_deleted_key_norm', 'layer25_deleted_value_norm', 'layer25_action_state_ratio', 'layer26_theory_u_norm', 'layer26_local_r_norm', 'layer26_deleted_attention_mass_mean', 'layer26_deleted_key_norm', 'layer26_deleted_value_norm', 'layer26_action_state_ratio', 'layer27_theory_u_norm', 'layer27_local_r_norm', 'layer27_deleted_attention_mass_mean', 'layer27_deleted_key_norm', 'layer27_deleted_value_norm', 'layer27_action_state_ratio']",,,,,8.0,
