rho_sj1_strue1,rho_strue1_exact_kl,rho_sj1_exact_kl,rho_s0_exact_kl,delta_rho_j1_minus_s0_to_kl
1.0,0.767857142857143,0.7619047619047621,0.755952380952381,0.0
