outcome,numeric_pass,representation_pass,downstream_linearization_pass,decision_gain_pass,representation_sequence_first_median_cosine,representation_sequence_first_median_relative_l2,representation_row_pass_fraction,downstream_sequence_first_median_cosine,downstream_sequence_first_median_relative_l2,downstream_row_pass_fraction,overall_delta_fisher_local,overall_delta_fisher_direct,pairwise_gain_over_best_euclidean,fisher_top1_accuracy,best_euclidean_top1_accuracy,fisher_topk_overlap,best_euclidean_topk_overlap
A,True,True,True,True,0.9999999999993944,8.093354799555204e-07,1.0,0.9982339191782457,0.057815436405215144,0.8958333333333334,0.1071428571428572,0.07142857142857156,0.0803571428571428,1.0,1.0,1.0,0.625
