sample_id,task,direct,fisher,local,midpoint_oracle,delta_fisher_local,delta_fisher_direct
gov_report:56,gov_report,0.9047619047619048,0.9523809523809526,0.8928571428571429,1.0,0.059523809523809645,0.04761904761904778
gov_report:57,gov_report,0.7857142857142858,0.9642857142857144,0.7857142857142858,1.0,0.1785714285714286,0.1785714285714286
synthetic_niah_56,niah_single_1,0.9285714285714287,0.9761904761904763,0.9285714285714287,1.0,0.04761904761904756,0.04761904761904756
synthetic_niah_57,niah_single_1,0.8809523809523809,0.9761904761904763,0.8214285714285715,1.0,0.15476190476190477,0.09523809523809534
