task,method,width,refresh_interval,decision_units,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
all,layer27_hidden_l2,2,1,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,layer27_hidden_l2,2,4,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,layer27_hidden_l2,2,8,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,layer27_hidden_l2,4,1,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,layer27_hidden_l2,4,4,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,layer27_hidden_l2,4,8,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,layer27_hidden_l2,8,1,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,layer27_hidden_l2,8,4,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,layer27_hidden_l2,8,8,28,0.6547619047619049,0.732142857142857,0.2857142857142857,0.1945339673728404,0.0,0.0,0.0,0.0
all,multiboundary_hidden_l2,2,1,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,multiboundary_hidden_l2,2,4,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,multiboundary_hidden_l2,2,8,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,multiboundary_hidden_l2,4,1,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,multiboundary_hidden_l2,4,4,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,multiboundary_hidden_l2,4,8,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,multiboundary_hidden_l2,8,1,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,multiboundary_hidden_l2,8,4,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,multiboundary_hidden_l2,8,8,28,0.6309523809523809,0.7168367346938777,0.25,0.21631036836848838,0.0,-0.0153061224489796,-0.03571428571428571,-0.02177640099564798
all,output_fisher_oracle,2,1,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,2,4,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,2,8,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,4,1,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,4,4,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,4,8,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,8,1,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,8,4,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,output_fisher_oracle,8,8,28,1.0,0.9744897959183673,0.9642857142857143,1.5687887100044148e-07,0.33333333333333315,0.2423469387755102,0.6785714285714286,0.19453381049396942
all,post_l0_vjp_action,2,1,28,0.261904761904762,0.5727040816326531,0.14285714285714285,0.42149386242590486,-0.3571428571428572,-0.1594387755102041,-0.14285714285714285,-0.22695989505306452
all,post_l0_vjp_action,2,4,28,0.2142857142857143,0.5650510204081634,0.07142857142857142,0.4235654191855015,-0.42857142857142866,-0.16709183673469388,-0.21428571428571427,-0.2290314518126611
all,post_l0_vjp_action,2,8,28,0.29761904761904767,0.600765306122449,0.10714285714285714,0.36053315334512753,-0.34523809523809534,-0.13137755102040818,-0.17857142857142858,-0.16599918597228713
all,post_l0_vjp_action,4,1,28,0.46428571428571436,0.5841836734693878,0.17857142857142858,0.3781353010910042,-0.27380952380952384,-0.14795918367346936,-0.10714285714285714,-0.18360133371816384
all,post_l0_vjp_action,4,4,28,0.2380952380952381,0.5612244897959183,0.14285714285714285,0.39873599379798763,-0.3333333333333334,-0.17091836734693877,-0.14285714285714285,-0.20420202642514723
all,post_l0_vjp_action,4,8,28,0.4285714285714286,0.6045918367346939,0.10714285714285714,0.32240417226753454,-0.33333333333333337,-0.1275510204081633,-0.17857142857142858,-0.12787020489469414
all,post_l0_vjp_action,8,1,28,0.4285714285714286,0.5739795918367346,0.17857142857142858,0.3339099194978642,-0.2619047619047619,-0.15816326530612249,-0.10714285714285714,-0.1393759521250238
