policy,steps,sequences,mean_exact_kl,median_exact_kl,p95_exact_kl,maximum_exact_kl,mean_delta_nll,p95_delta_nll,mean_forward_time_s,step_win_rate_vs_baseline,sequence_win_rate_vs_baseline,mean_exact_kl_reduction
attention_mean_w1_shared,288,6,0.29580387782629275,0.01997216511517763,1.8774003207683556,5.795332431793213,0.2538431377709658,2.115737399086354,0.040791604475694444,0.0,0.0,0.0
blend_attention_contribution_25_w4_shared,288,6,0.28411474353785127,0.017841877415776253,1.6768385291099526,5.8359375,0.23876401071400088,1.9700007319450348,0.040506492072916386,0.5451388888888888,0.6666666666666666,0.01168913428844144
blend_attention_contribution_50_w4_shared,288,6,0.2825491847603051,0.017565593123435974,1.7038261175155616,6.504861354827881,0.26790289797226463,2.1747748494148245,0.040814829083333705,0.4826388888888889,0.6666666666666666,0.013254693065987663
blend_attention_contribution_75_w4_shared,288,6,0.2993426554639677,0.016145819798111916,1.9177986145019512,5.673271656036377,0.2985869640597261,2.287386006116863,0.04071556887152823,0.4444444444444444,0.6666666666666666,-0.003538777637674949
contribution_mean_w4_shared,288,6,0.29156902892496006,0.01570336241275072,1.9902051806449885,5.667418479919434,0.30052087892332696,2.1278374731540652,0.040545041690971985,0.4513888888888889,0.6666666666666666,0.004234848901332682
