sample_id,task,layer,head,future_horizon,method,future_topk_recall,mean_step_spearman,decisions
gov_report:86,gov_report,0,4,32,ema_rho_0,0.6721590909090909,0.855809315774658,32
gov_report:86,gov_report,0,4,32,ema_rho_0.25,0.6761363636363635,0.8725095606802598,32
gov_report:86,gov_report,0,4,32,ema_rho_0.5,0.675,0.8804951131883364,32
gov_report:86,gov_report,0,4,32,ema_rho_0.8,0.6640625,0.8858433897203336,32
gov_report:86,gov_report,0,4,32,ema_rho_0.9,0.6663352272727272,0.8841868810952693,32
gov_report:86,gov_report,0,4,32,ema_rho_0.95,0.6724431818181819,0.8782972829270926,32
gov_report:86,gov_report,0,4,32,ema_rho_0.99,0.6507102272727273,0.8619997335829355,32
gov_report:86,gov_report,0,4,32,ema_rho_0.995,0.6504261363636363,0.8569507576401378,32
gov_report:86,gov_report,0,4,32,ema_rho_0.999,0.6492897727272727,0.8500249298678605,32
gov_report:86,gov_report,0,5,1,ema_rho_0,0.7303751803751802,0.849398937140131,63
gov_report:86,gov_report,0,5,1,ema_rho_0.25,0.7446608946608947,0.8635572430781224,63
gov_report:86,gov_report,0,5,1,ema_rho_0.5,0.7508658008658007,0.8686520680649185,63
gov_report:86,gov_report,0,5,1,ema_rho_0.8,0.7456709956709956,0.8648364189416513,63
gov_report:86,gov_report,0,5,1,ema_rho_0.9,0.7269841269841271,0.8448110867284837,63
gov_report:86,gov_report,0,5,1,ema_rho_0.95,0.7007936507936506,0.8115113848030167,63
gov_report:86,gov_report,0,5,1,ema_rho_0.99,0.6546897546897548,0.7390323147544068,63
gov_report:86,gov_report,0,5,1,ema_rho_0.995,0.6510822510822512,0.7229040042081811,63
gov_report:86,gov_report,0,5,1,ema_rho_0.999,0.6405483405483405,0.70697763755843,63
gov_report:86,gov_report,0,5,4,ema_rho_0,0.7396969696969699,0.8626523903792472,60
gov_report:86,gov_report,0,5,4,ema_rho_0.25,0.7645454545454545,0.8851495259094384,60
gov_report:86,gov_report,0,5,4,ema_rho_0.5,0.7766666666666667,0.895451159410477,60
gov_report:86,gov_report,0,5,4,ema_rho_0.8,0.7765151515151515,0.8977207940235896,60
gov_report:86,gov_report,0,5,4,ema_rho_0.9,0.760151515151515,0.8799073315117035,60
gov_report:86,gov_report,0,5,4,ema_rho_0.95,0.7347727272727274,0.8488369456046333,60
gov_report:86,gov_report,0,5,4,ema_rho_0.99,0.6829545454545454,0.7798939696672262,60
gov_report:86,gov_report,0,5,4,ema_rho_0.995,0.6787121212121211,0.7642285449729086,60
gov_report:86,gov_report,0,5,4,ema_rho_0.999,0.6681060606060608,0.7487827554064802,60
gov_report:86,gov_report,0,5,16,ema_rho_0,0.7178030303030303,0.8522011528756751,48
gov_report:86,gov_report,0,5,16,ema_rho_0.25,0.7477272727272727,0.8825425624136692,48
gov_report:86,gov_report,0,5,16,ema_rho_0.5,0.7642045454545454,0.8962727368319596,48
gov_report:86,gov_report,0,5,16,ema_rho_0.8,0.7625000000000001,0.8965953214552567,48
gov_report:86,gov_report,0,5,16,ema_rho_0.9,0.75,0.880131516434426,48
gov_report:86,gov_report,0,5,16,ema_rho_0.95,0.7333333333333333,0.8542268591374361,48
gov_report:86,gov_report,0,5,16,ema_rho_0.99,0.6851325757575758,0.7980519673330008,48
gov_report:86,gov_report,0,5,16,ema_rho_0.995,0.6803977272727272,0.785127320218578,48
gov_report:86,gov_report,0,5,16,ema_rho_0.999,0.6737689393939394,0.7724622718352574,48
gov_report:86,gov_report,0,5,32,ema_rho_0,0.6997159090909091,0.8246783649883592,32
gov_report:86,gov_report,0,5,32,ema_rho_0.25,0.7284090909090909,0.8588796282772826,32
gov_report:86,gov_report,0,5,32,ema_rho_0.5,0.7465909090909091,0.8741620584375758,32
gov_report:86,gov_report,0,5,32,ema_rho_0.8,0.7501420454545454,0.8790070720709864,32
gov_report:86,gov_report,0,5,32,ema_rho_0.9,0.7461647727272727,0.8680173011368902,32
gov_report:86,gov_report,0,5,32,ema_rho_0.95,0.7362215909090909,0.847863413746581,32
gov_report:86,gov_report,0,5,32,ema_rho_0.99,0.6984375,0.806727623133138,32
gov_report:86,gov_report,0,5,32,ema_rho_0.995,0.6940340909090909,0.7974444775767693,32
gov_report:86,gov_report,0,5,32,ema_rho_0.999,0.6896306818181818,0.7884578532064952,32
gov_report:86,gov_report,0,6,1,ema_rho_0,0.6552669552669552,0.7536430414433419,63
gov_report:86,gov_report,0,6,1,ema_rho_0.25,0.686002886002886,0.7968441915089175,63
gov_report:86,gov_report,0,6,1,ema_rho_0.5,0.7095238095238094,0.8189705108573907,63
gov_report:86,gov_report,0,6,1,ema_rho_0.8,0.7222222222222224,0.8350200131667374,63
gov_report:86,gov_report,0,6,1,ema_rho_0.9,0.7168831168831168,0.8326143734061825,63
gov_report:86,gov_report,0,6,1,ema_rho_0.95,0.7059884559884559,0.8224440034821714,63
gov_report:86,gov_report,0,6,1,ema_rho_0.99,0.6630591630591629,0.7795833685286322,63
gov_report:86,gov_report,0,6,1,ema_rho_0.995,0.651154401154401,0.7641039879828613,63
gov_report:86,gov_report,0,6,1,ema_rho_0.999,0.6386002886002887,0.7461548558850004,63
gov_report:86,gov_report,0,6,4,ema_rho_0,0.7061363636363637,0.8202437465522145,60
gov_report:86,gov_report,0,6,4,ema_rho_0.25,0.7510606060606062,0.8791123248105257,60
gov_report:86,gov_report,0,6,4,ema_rho_0.5,0.7845454545454547,0.9063510781990953,60
gov_report:86,gov_report,0,6,4,ema_rho_0.8,0.8071212121212121,0.9267991873150812,60
gov_report:86,gov_report,0,6,4,ema_rho_0.9,0.8003030303030303,0.9245211278796679,60
gov_report:86,gov_report,0,6,4,ema_rho_0.95,0.7840151515151516,0.9130470781558734,60
gov_report:86,gov_report,0,6,4,ema_rho_0.99,0.7215909090909088,0.8647326188107276,60
gov_report:86,gov_report,0,6,4,ema_rho_0.995,0.7065151515151517,0.84760573126972,60
gov_report:86,gov_report,0,6,4,ema_rho_0.999,0.6915151515151515,0.8280707367452101,60
gov_report:86,gov_report,0,6,16,ema_rho_0,0.709375,0.8147010570460345,48
gov_report:86,gov_report,0,6,16,ema_rho_0.25,0.7579545454545454,0.8846390465406656,48
gov_report:86,gov_report,0,6,16,ema_rho_0.5,0.7980113636363636,0.9160434902732986,48
gov_report:86,gov_report,0,6,16,ema_rho_0.8,0.8265151515151515,0.937067566251355,48
gov_report:86,gov_report,0,6,16,ema_rho_0.9,0.821780303030303,0.9359698602585542,48
gov_report:86,gov_report,0,6,16,ema_rho_0.95,0.8048295454545454,0.9251882749374257,48
gov_report:86,gov_report,0,6,16,ema_rho_0.99,0.7385416666666668,0.8801516744021768,48
gov_report:86,gov_report,0,6,16,ema_rho_0.995,0.7229166666666668,0.8653312924796674,48
gov_report:86,gov_report,0,6,16,ema_rho_0.999,0.709375,0.8491736727067654,48
gov_report:86,gov_report,0,6,32,ema_rho_0,0.7103693181818183,0.8139892842221748,32
gov_report:86,gov_report,0,6,32,ema_rho_0.25,0.7609375,0.8845864572654567,32
gov_report:86,gov_report,0,6,32,ema_rho_0.5,0.798721590909091,0.9130864785952788,32
gov_report:86,gov_report,0,6,32,ema_rho_0.8,0.8210227272727273,0.9326687667980844,32
gov_report:86,gov_report,0,6,32,ema_rho_0.9,0.8133522727272727,0.9312649725203975,32
gov_report:86,gov_report,0,6,32,ema_rho_0.95,0.795028409090909,0.9202659982020466,32
gov_report:86,gov_report,0,6,32,ema_rho_0.99,0.7464488636363636,0.8817104596712285,32
gov_report:86,gov_report,0,6,32,ema_rho_0.995,0.733096590909091,0.8706565024154058,32
gov_report:86,gov_report,0,6,32,ema_rho_0.999,0.7257102272727274,0.8595957289560123,32
gov_report:86,gov_report,0,7,1,ema_rho_0,0.7819624819624819,0.8809842695872759,63
gov_report:86,gov_report,0,7,1,ema_rho_0.25,0.7954545454545454,0.8924157881019,63
gov_report:86,gov_report,0,7,1,ema_rho_0.5,0.8016594516594518,0.8968124516453214,63
gov_report:86,gov_report,0,7,1,ema_rho_0.8,0.7908369408369408,0.8907603745329434,63
gov_report:86,gov_report,0,7,1,ema_rho_0.9,0.772077922077922,0.873007770483509,63
gov_report:86,gov_report,0,7,1,ema_rho_0.95,0.7367243867243868,0.8372439746406776,63
gov_report:86,gov_report,0,7,1,ema_rho_0.99,0.6592352092352091,0.7116076371072906,63
gov_report:86,gov_report,0,7,1,ema_rho_0.995,0.6467532467532469,0.6772303622997425,63
gov_report:86,gov_report,0,7,1,ema_rho_0.999,0.6345598845598845,0.6447842844950931,63
gov_report:86,gov_report,0,7,4,ema_rho_0,0.792878787878788,0.8951095181842246,60
gov_report:86,gov_report,0,7,4,ema_rho_0.25,0.807878787878788,0.9090575020529318,60
gov_report:86,gov_report,0,7,4,ema_rho_0.5,0.8145454545454545,0.9148443303053154,60
gov_report:86,gov_report,0,7,4,ema_rho_0.8,0.803181818181818,0.9137363679500282,60
gov_report:86,gov_report,0,7,4,ema_rho_0.9,0.7868939393939394,0.8981778736072944,60
gov_report:86,gov_report,0,7,4,ema_rho_0.95,0.7513636363636363,0.8632929720866991,60
gov_report:86,gov_report,0,7,4,ema_rho_0.99,0.6687878787878787,0.7392520569441554,60
gov_report:86,gov_report,0,7,4,ema_rho_0.995,0.6565151515151516,0.7056355076978632,60
gov_report:86,gov_report,0,7,4,ema_rho_0.999,0.6443939393939394,0.6740154283219025,60
gov_report:86,gov_report,0,7,16,ema_rho_0,0.7623106060606061,0.878521847269614,48
gov_report:86,gov_report,0,7,16,ema_rho_0.25,0.781155303030303,0.8960779826484971,48
gov_report:86,gov_report,0,7,16,ema_rho_0.5,0.7892992424242425,0.9050127531653006,48
gov_report:86,gov_report,0,7,16,ema_rho_0.8,0.7824810606060607,0.9035181022536886,48
gov_report:86,gov_report,0,7,16,ema_rho_0.9,0.765719696969697,0.8853908394448884,48
gov_report:86,gov_report,0,7,16,ema_rho_0.95,0.734375,0.8469164081399773,48
gov_report:86,gov_report,0,7,16,ema_rho_0.99,0.668655303030303,0.7323778302139603,48
gov_report:86,gov_report,0,7,16,ema_rho_0.995,0.6573863636363636,0.704477183645244,48
gov_report:86,gov_report,0,7,16,ema_rho_0.999,0.649905303030303,0.6786525477350248,48
gov_report:86,gov_report,0,7,32,ema_rho_0,0.7336647727272727,0.8646428608020597,32
gov_report:86,gov_report,0,7,32,ema_rho_0.25,0.7470170454545455,0.8778701905474345,32
gov_report:86,gov_report,0,7,32,ema_rho_0.5,0.7522727272727273,0.8856002552855974,32
gov_report:86,gov_report,0,7,32,ema_rho_0.8,0.7453125,0.883383392768346,32
gov_report:86,gov_report,0,7,32,ema_rho_0.9,0.7305397727272727,0.858809730849339,32
gov_report:86,gov_report,0,7,32,ema_rho_0.95,0.7035511363636364,0.8138202216256105,32
gov_report:86,gov_report,0,7,32,ema_rho_0.99,0.6556818181818181,0.7198557196548965,32
gov_report:86,gov_report,0,7,32,ema_rho_0.995,0.6454545454545455,0.7007663025612879,32
gov_report:86,gov_report,0,7,32,ema_rho_0.999,0.6404829545454545,0.6835370525948916,32
gov_report:86,gov_report,7,0,1,ema_rho_0,0.7012265512265512,0.7919501892561428,63
gov_report:86,gov_report,7,0,1,ema_rho_0.25,0.7028138528138528,0.7980804354984824,63
gov_report:86,gov_report,7,0,1,ema_rho_0.5,0.6941558441558442,0.7923398285513624,63
