sample_id,task,layer,head,future_horizon,method,token_time_choices,choice_fraction
gov_report:87,gov_report,27,3,16,ema_rho_0.8,6004,0.1364793598836152
gov_report:87,gov_report,27,3,16,ema_rho_0.5,5718,0.12997817785051827
gov_report:87,gov_report,27,3,16,ema_rho_0.999,5286,0.1201582105837425
gov_report:87,gov_report,27,3,16,ema_rho_0.25,4019,0.0913575195490089
gov_report:87,gov_report,27,3,16,ema_rho_0.99,3023,0.06871703946172031
gov_report:87,gov_report,27,3,16,ema_rho_0.995,1715,0.03898436079287143
gov_report:87,gov_report,27,3,16,ema_rho_0.95,4735,0.10763320603746136
gov_report:87,gov_report,27,3,16,ema_rho_0.9,4573,0.10395071831242043
gov_report:87,gov_report,27,3,32,ema_rho_0,6304,0.21684094661529996
gov_report:87,gov_report,27,3,32,ema_rho_0.95,3341,0.11492157402311502
gov_report:87,gov_report,27,3,32,ema_rho_0.99,2127,0.073163181067694
gov_report:87,gov_report,27,3,32,ema_rho_0.8,3487,0.11994358833241607
gov_report:87,gov_report,27,3,32,ema_rho_0.999,4188,0.14405613648871768
gov_report:87,gov_report,27,3,32,ema_rho_0.25,2236,0.07691249312052835
gov_report:87,gov_report,27,3,32,ema_rho_0.995,1183,0.04069207484865162
gov_report:87,gov_report,27,3,32,ema_rho_0.9,3134,0.10780132085855806
gov_report:87,gov_report,27,3,32,ema_rho_0.5,3072,0.10566868464501926
gov_report:87,gov_report,27,4,1,ema_rho_0,15482,0.26595890881605166
gov_report:87,gov_report,27,4,1,ema_rho_0.99,3463,0.0594894523465952
gov_report:87,gov_report,27,4,1,ema_rho_0.995,2169,0.037260358688930115
gov_report:87,gov_report,27,4,1,ema_rho_0.9,4831,0.08298976156119013
gov_report:87,gov_report,27,4,1,ema_rho_0.25,6814,0.11705490276918848
gov_report:87,gov_report,27,4,1,ema_rho_0.5,8062,0.13849378135092422
gov_report:87,gov_report,27,4,1,ema_rho_0.95,4653,0.07993197278911565
gov_report:87,gov_report,27,4,1,ema_rho_0.8,6877,0.11813715385143957
gov_report:87,gov_report,27,4,1,ema_rho_0.999,5861,0.10068370782656497
gov_report:87,gov_report,27,4,4,ema_rho_0,12666,0.22883468834688347
gov_report:87,gov_report,27,4,4,ema_rho_0.9,5209,0.09411020776874435
gov_report:87,gov_report,27,4,4,ema_rho_0.5,8178,0.14775067750677506
gov_report:87,gov_report,27,4,4,ema_rho_0.25,6133,0.11080397470641373
gov_report:87,gov_report,27,4,4,ema_rho_0.99,3567,0.06444444444444444
gov_report:87,gov_report,27,4,4,ema_rho_0.995,2056,0.037145438121047876
gov_report:87,gov_report,27,4,4,ema_rho_0.95,5143,0.09291779584462512
gov_report:87,gov_report,27,4,4,ema_rho_0.8,7243,0.13085817524841914
gov_report:87,gov_report,27,4,4,ema_rho_0.999,5155,0.0931345980126468
gov_report:87,gov_report,27,4,16,ema_rho_0,9281,0.2109701763957083
gov_report:87,gov_report,27,4,16,ema_rho_0.99,2748,0.062465902891434805
gov_report:87,gov_report,27,4,16,ema_rho_0.5,5987,0.13609292598654302
gov_report:87,gov_report,27,4,16,ema_rho_0.9,5001,0.1136797599563557
gov_report:87,gov_report,27,4,16,ema_rho_0.999,4186,0.09515366430260047
gov_report:87,gov_report,27,4,16,ema_rho_0.995,1525,0.0346653937079469
gov_report:87,gov_report,27,4,16,ema_rho_0.8,6266,0.14243498817966904
gov_report:87,gov_report,27,4,16,ema_rho_0.25,4433,0.10076832151300237
gov_report:87,gov_report,27,4,16,ema_rho_0.95,4565,0.1037688670667394
gov_report:87,gov_report,27,4,32,ema_rho_0,6357,0.21866400660429278
gov_report:87,gov_report,27,4,32,ema_rho_0.25,2481,0.0853398458998349
gov_report:87,gov_report,27,4,32,ema_rho_0.99,1831,0.06298156301596038
gov_report:87,gov_report,27,4,32,ema_rho_0.9,3727,0.1281989543203082
gov_report:87,gov_report,27,4,32,ema_rho_0.999,3087,0.10618464501926252
gov_report:87,gov_report,27,4,32,ema_rho_0.5,3341,0.11492157402311502
gov_report:87,gov_report,27,4,32,ema_rho_0.995,1057,0.03635800770500826
gov_report:87,gov_report,27,4,32,ema_rho_0.8,4054,0.13944689047881123
gov_report:87,gov_report,27,4,32,ema_rho_0.95,3137,0.10790451293340672
gov_report:87,gov_report,27,5,1,ema_rho_0,14820,0.2545866831581117
gov_report:87,gov_report,27,5,1,ema_rho_0.995,2576,0.04425204425204425
gov_report:87,gov_report,27,5,1,ema_rho_0.95,4385,0.07532811104239676
gov_report:87,gov_report,27,5,1,ema_rho_0.99,3989,0.06852538995396139
gov_report:87,gov_report,27,5,1,ema_rho_0.5,7078,0.12159005016147874
gov_report:87,gov_report,27,5,1,ema_rho_0.9,4684,0.0804645090359376
gov_report:87,gov_report,27,5,1,ema_rho_0.8,7140,0.12265512265512266
gov_report:87,gov_report,27,5,1,ema_rho_0.25,6688,0.11489040060468632
gov_report:87,gov_report,27,5,1,ema_rho_0.999,6852,0.11770768913626056
gov_report:87,gov_report,27,5,4,ema_rho_0,12233,0.22101174345076785
gov_report:87,gov_report,27,5,4,ema_rho_0.995,2467,0.044570912375790424
gov_report:87,gov_report,27,5,4,ema_rho_0.95,4511,0.08149954832881662
gov_report:87,gov_report,27,5,4,ema_rho_0.99,3905,0.07055103884372177
gov_report:87,gov_report,27,5,4,ema_rho_0.25,6459,0.11669376693766938
gov_report:87,gov_report,27,5,4,ema_rho_0.9,4919,0.08887082204155375
gov_report:87,gov_report,27,5,4,ema_rho_0.5,7250,0.13098464317976513
gov_report:87,gov_report,27,5,4,ema_rho_0.8,7566,0.13669376693766938
gov_report:87,gov_report,27,5,4,ema_rho_0.999,6040,0.10912375790424571
gov_report:87,gov_report,27,5,16,ema_rho_0,9592,0.21803964357155847
gov_report:87,gov_report,27,5,16,ema_rho_0.25,4868,0.11065648299690853
gov_report:87,gov_report,27,5,16,ema_rho_0.8,6128,0.1392980541916712
gov_report:87,gov_report,27,5,16,ema_rho_0.99,3312,0.07528641571194762
gov_report:87,gov_report,27,5,16,ema_rho_0.999,4661,0.1059510820149118
gov_report:87,gov_report,27,5,16,ema_rho_0.5,5483,0.12463629750863793
gov_report:87,gov_report,27,5,16,ema_rho_0.95,3783,0.08599290780141844
gov_report:87,gov_report,27,5,16,ema_rho_0.9,3969,0.09022094926350245
gov_report:87,gov_report,27,5,16,ema_rho_0.995,2196,0.04991816693944354
gov_report:87,gov_report,27,5,32,ema_rho_0,7373,0.25361172261970283
gov_report:87,gov_report,27,5,32,ema_rho_0.995,1598,0.054966978536048434
gov_report:87,gov_report,27,5,32,ema_rho_0.8,3354,0.11536873968079252
gov_report:87,gov_report,27,5,32,ema_rho_0.99,2514,0.08647495872317006
gov_report:87,gov_report,27,5,32,ema_rho_0.999,3198,0.11000275178866263
gov_report:87,gov_report,27,5,32,ema_rho_0.95,2322,0.07987066593285636
gov_report:87,gov_report,27,5,32,ema_rho_0.9,2209,0.07598376444689048
gov_report:87,gov_report,27,5,32,ema_rho_0.25,3255,0.11196340121078702
gov_report:87,gov_report,27,5,32,ema_rho_0.5,3249,0.1117570170610897
gov_report:87,gov_report,27,6,1,ema_rho_0,13676,0.23493437779152065
gov_report:87,gov_report,27,6,1,ema_rho_0.8,6543,0.11239950525664812
gov_report:87,gov_report,27,6,1,ema_rho_0.995,2930,0.050333264618978905
gov_report:87,gov_report,27,6,1,ema_rho_0.99,4337,0.07450353878925307
gov_report:87,gov_report,27,6,1,ema_rho_0.95,5888,0.1011475297189583
gov_report:87,gov_report,27,6,1,ema_rho_0.25,5784,0.09936095650381364
gov_report:87,gov_report,27,6,1,ema_rho_0.9,5082,0.0873015873015873
gov_report:87,gov_report,27,6,1,ema_rho_0.999,6796,0.11674568817425961
gov_report:87,gov_report,27,6,1,ema_rho_0.5,7176,0.12327355184498041
gov_report:87,gov_report,27,6,4,ema_rho_0,11581,0.20923215898825656
gov_report:87,gov_report,27,6,4,ema_rho_0.8,6630,0.11978319783197831
gov_report:87,gov_report,27,6,4,ema_rho_0.99,4370,0.07895212285456188
gov_report:87,gov_report,27,6,4,ema_rho_0.995,2900,0.052393857271906055
gov_report:87,gov_report,27,6,4,ema_rho_0.95,5778,0.10439024390243902
gov_report:87,gov_report,27,6,4,ema_rho_0.25,5559,0.10043360433604336
gov_report:87,gov_report,27,6,4,ema_rho_0.5,7242,0.130840108401084
gov_report:87,gov_report,27,6,4,ema_rho_0.9,5114,0.09239385727190605
gov_report:87,gov_report,27,6,4,ema_rho_0.999,6176,0.11158084914182476
gov_report:87,gov_report,27,6,16,ema_rho_0,8888,0.20203673395162758
gov_report:87,gov_report,27,6,16,ema_rho_0.8,5162,0.11733951627568649
gov_report:87,gov_report,27,6,16,ema_rho_0.99,3676,0.08356064739043463
gov_report:87,gov_report,27,6,16,ema_rho_0.995,2336,0.053100563738861614
gov_report:87,gov_report,27,6,16,ema_rho_0.9,4169,0.09476723040552827
gov_report:87,gov_report,27,6,16,ema_rho_0.95,4745,0.10786052009456265
gov_report:87,gov_report,27,6,16,ema_rho_0.25,3892,0.08847063102382251
gov_report:87,gov_report,27,6,16,ema_rho_0.5,5384,0.12238588834333515
gov_report:87,gov_report,27,6,16,ema_rho_0.999,5740,0.1304782687761411
gov_report:87,gov_report,27,6,32,ema_rho_0,6145,0.2113717666483214
gov_report:87,gov_report,27,6,32,ema_rho_0.8,3159,0.10866125481563016
gov_report:87,gov_report,27,6,32,ema_rho_0.995,1522,0.05235277930654926
gov_report:87,gov_report,27,6,32,ema_rho_0.99,2453,0.08437671986791415
gov_report:87,gov_report,27,6,32,ema_rho_0.5,2981,0.10253852504127683
gov_report:87,gov_report,27,6,32,ema_rho_0.95,3284,0.11296092460099065
gov_report:87,gov_report,27,6,32,ema_rho_0.25,2241,0.07708447991194277
gov_report:87,gov_report,27,6,32,ema_rho_0.999,4557,0.15674876169510182
gov_report:87,gov_report,27,6,32,ema_rho_0.9,2730,0.09390478811227297
gov_report:87,gov_report,27,7,1,ema_rho_0,14587,0.25058407201264343
gov_report:87,gov_report,27,7,1,ema_rho_0.99,4103,0.07048374905517762
gov_report:87,gov_report,27,7,1,ema_rho_0.25,6209,0.10666185666185667
gov_report:87,gov_report,27,7,1,ema_rho_0.9,4789,0.08226826083968941
gov_report:87,gov_report,27,7,1,ema_rho_0.8,6696,0.1150278293135436
gov_report:87,gov_report,27,7,1,ema_rho_0.5,6924,0.11894454751597609
gov_report:87,gov_report,27,7,1,ema_rho_0.999,6434,0.11052703909846767
gov_report:87,gov_report,27,7,1,ema_rho_0.995,3246,0.055761698618841476
gov_report:87,gov_report,27,7,1,ema_rho_0.95,5224,0.08974094688380403
gov_report:87,gov_report,27,7,4,ema_rho_0,11978,0.21640469738030713
gov_report:87,gov_report,27,7,4,ema_rho_0.999,5212,0.09416440831074978
gov_report:87,gov_report,27,7,4,ema_rho_0.9,5314,0.09600722673893405
gov_report:87,gov_report,27,7,4,ema_rho_0.8,7362,0.1330081300813008
gov_report:87,gov_report,27,7,4,ema_rho_0.995,3064,0.055356820234869014
gov_report:87,gov_report,27,7,4,ema_rho_0.99,4083,0.0737669376693767
gov_report:87,gov_report,27,7,4,ema_rho_0.25,5715,0.10325203252032521
gov_report:87,gov_report,27,7,4,ema_rho_0.95,5727,0.10346883468834689
gov_report:87,gov_report,27,7,4,ema_rho_0.5,6895,0.12457091237579042
gov_report:87,gov_report,27,7,16,ema_rho_0,8374,0.1903527914166212
gov_report:87,gov_report,27,7,16,ema_rho_0.999,3654,0.08306055646481178
gov_report:87,gov_report,27,7,16,ema_rho_0.95,5068,0.11520276413893435
gov_report:87,gov_report,27,7,16,ema_rho_0.9,4695,0.1067239498090562
gov_report:87,gov_report,27,7,16,ema_rho_0.8,6259,0.14227586833969813
gov_report:87,gov_report,27,7,16,ema_rho_0.995,2589,0.058851609383524274
gov_report:87,gov_report,27,7,16,ema_rho_0.99,3607,0.08199218039643572
gov_report:87,gov_report,27,7,16,ema_rho_0.25,4043,0.091903073286052
gov_report:87,gov_report,27,7,16,ema_rho_0.5,5703,0.12963720676486634
gov_report:87,gov_report,27,7,32,ema_rho_0,5936,0.20418271876719868
gov_report:87,gov_report,27,7,32,ema_rho_0.999,2628,0.09039625756741883
gov_report:87,gov_report,27,7,32,ema_rho_0.95,3614,0.12431205283434232
gov_report:87,gov_report,27,7,32,ema_rho_0.9,3475,0.11953082003302147
gov_report:87,gov_report,27,7,32,ema_rho_0.8,3601,0.12386488717666483
gov_report:87,gov_report,27,7,32,ema_rho_0.995,1603,0.055138965327462854
gov_report:87,gov_report,27,7,32,ema_rho_0.99,2591,0.08912355531095212
gov_report:87,gov_report,27,7,32,ema_rho_0.25,2440,0.08392955421023665
gov_report:87,gov_report,27,7,32,ema_rho_0.5,3184,0.10952118877270225
gov_report:88,gov_report,0,0,1,ema_rho_0,11793,0.2034679089026915
gov_report:88,gov_report,0,0,1,ema_rho_0.999,5991,0.10336438923395445
gov_report:88,gov_report,0,0,1,ema_rho_0.25,5967,0.1029503105590062
gov_report:88,gov_report,0,0,1,ema_rho_0.995,1760,0.03036576949620428
gov_report:88,gov_report,0,0,1,ema_rho_0.5,7685,0.13259144237405107
gov_report:88,gov_report,0,0,1,ema_rho_0.99,3581,0.061783988957902
gov_report:88,gov_report,0,0,1,ema_rho_0.8,8444,0.14568668046928918
gov_report:88,gov_report,0,0,1,ema_rho_0.9,6555,0.1130952380952381
gov_report:88,gov_report,0,0,1,ema_rho_0.95,6184,0.10669427191166321
gov_report:88,gov_report,0,0,4,ema_rho_0,9928,0.18014879332244602
gov_report:88,gov_report,0,0,4,ema_rho_0.999,4987,0.09049174378515695
gov_report:88,gov_report,0,0,4,ema_rho_0.5,7018,0.12734530938123753
gov_report:88,gov_report,0,0,4,ema_rho_0.25,5212,0.09457448738885865
gov_report:88,gov_report,0,0,4,ema_rho_0.995,1592,0.028887679187080385
gov_report:88,gov_report,0,0,4,ema_rho_0.99,3544,0.06430774814008347
gov_report:88,gov_report,0,0,4,ema_rho_0.8,8955,0.16249319542732715
gov_report:88,gov_report,0,0,4,ema_rho_0.95,6632,0.12034113590999819
gov_report:88,gov_report,0,0,4,ema_rho_0.9,7242,0.13140990745781164
gov_report:88,gov_report,0,0,16,ema_rho_0,7251,0.16554794520547944
gov_report:88,gov_report,0,0,16,ema_rho_0.999,3481,0.07947488584474886
gov_report:88,gov_report,0,0,16,ema_rho_0.25,4067,0.09285388127853882
gov_report:88,gov_report,0,0,16,ema_rho_0.9,6059,0.13833333333333334
gov_report:88,gov_report,0,0,16,ema_rho_0.5,5951,0.1358675799086758
gov_report:88,gov_report,0,0,16,ema_rho_0.99,2778,0.06342465753424657
gov_report:88,gov_report,0,0,16,ema_rho_0.8,7705,0.17591324200913241
gov_report:88,gov_report,0,0,16,ema_rho_0.995,1205,0.027511415525114154
gov_report:88,gov_report,0,0,16,ema_rho_0.95,5303,0.1210730593607306
gov_report:88,gov_report,0,0,32,ema_rho_0,5376,0.1857379767827529
gov_report:88,gov_report,0,0,32,ema_rho_0.999,2380,0.0822277501381979
gov_report:88,gov_report,0,0,32,ema_rho_0.5,4006,0.13840519624101713
gov_report:88,gov_report,0,0,32,ema_rho_0.9,3856,0.1332227750138198
gov_report:88,gov_report,0,0,32,ema_rho_0.99,1665,0.05752487562189055
gov_report:88,gov_report,0,0,32,ema_rho_0.995,887,0.03064538419016031
gov_report:88,gov_report,0,0,32,ema_rho_0.25,2642,0.09127971254836927
gov_report:88,gov_report,0,0,32,ema_rho_0.8,5274,0.1822139303482587
gov_report:88,gov_report,0,0,32,ema_rho_0.95,2858,0.09874239911553344
gov_report:88,gov_report,0,1,1,ema_rho_0,15821,0.2729641131815045
gov_report:88,gov_report,0,1,1,ema_rho_0.999,4906,0.08464458247066943
gov_report:88,gov_report,0,1,1,ema_rho_0.8,7485,0.1291407867494824
gov_report:88,gov_report,0,1,1,ema_rho_0.995,1400,0.024154589371980676
gov_report:88,gov_report,0,1,1,ema_rho_0.25,6601,0.11388888888888889
gov_report:88,gov_report,0,1,1,ema_rho_0.9,5694,0.09824016563146998
gov_report:88,gov_report,0,1,1,ema_rho_0.95,5258,0.09071773636991028
gov_report:88,gov_report,0,1,1,ema_rho_0.5,7658,0.1321256038647343
gov_report:88,gov_report,0,1,1,ema_rho_0.99,3137,0.05412353347135956
gov_report:88,gov_report,0,1,4,ema_rho_0,11491,0.20851025222282707
gov_report:88,gov_report,0,1,4,ema_rho_0.999,4550,0.0825621484304119
gov_report:88,gov_report,0,1,4,ema_rho_0.995,1375,0.0249500998003992
gov_report:88,gov_report,0,1,4,ema_rho_0.99,3187,0.05782979495554346
gov_report:88,gov_report,0,1,4,ema_rho_0.9,6196,0.11242968608238069
gov_report:88,gov_report,0,1,4,ema_rho_0.8,8221,0.14917437851569587
gov_report:88,gov_report,0,1,4,ema_rho_0.5,8155,0.1479767737252767
gov_report:88,gov_report,0,1,4,ema_rho_0.25,6185,0.1122300852839775
gov_report:88,gov_report,0,1,4,ema_rho_0.95,5750,0.10433678098348757
gov_report:88,gov_report,0,1,16,ema_rho_0,9171,0.20938356164383562
gov_report:88,gov_report,0,1,16,ema_rho_0.8,6371,0.14545662100456622
gov_report:88,gov_report,0,1,16,ema_rho_0.95,4561,0.1041324200913242
gov_report:88,gov_report,0,1,16,ema_rho_0.995,1137,0.02595890410958904
gov_report:88,gov_report,0,1,16,ema_rho_0.99,2470,0.05639269406392694
gov_report:88,gov_report,0,1,16,ema_rho_0.5,5789,0.1321689497716895
gov_report:88,gov_report,0,1,16,ema_rho_0.999,4128,0.09424657534246575
gov_report:88,gov_report,0,1,16,ema_rho_0.9,5518,0.12598173515981737
gov_report:88,gov_report,0,1,16,ema_rho_0.25,4655,0.10627853881278539
gov_report:88,gov_report,0,1,32,ema_rho_0,6363,0.21983830845771143
gov_report:88,gov_report,0,1,32,ema_rho_0.5,3827,0.1322208402432283
gov_report:88,gov_report,0,1,32,ema_rho_0.9,3220,0.11124930901050303
gov_report:88,gov_report,0,1,32,ema_rho_0.999,3324,0.1148424543946932
gov_report:88,gov_report,0,1,32,ema_rho_0.99,1544,0.05334438916528469
gov_report:88,gov_report,0,1,32,ema_rho_0.25,2945,0.1017482034273079
gov_report:88,gov_report,0,1,32,ema_rho_0.995,773,0.026706744057490326
gov_report:88,gov_report,0,1,32,ema_rho_0.8,4606,0.15913488114980653
gov_report:88,gov_report,0,1,32,ema_rho_0.95,2342,0.08091487009397458
gov_report:88,gov_report,0,2,1,ema_rho_0,14393,0.2483264320220842
gov_report:88,gov_report,0,2,1,ema_rho_0.8,7880,0.13595583160800553
gov_report:88,gov_report,0,2,1,ema_rho_0.5,7586,0.13088336783988958
gov_report:88,gov_report,0,2,1,ema_rho_0.25,6869,0.1185127674258109
gov_report:88,gov_report,0,2,1,ema_rho_0.999,4688,0.08088336783988957
gov_report:88,gov_report,0,2,1,ema_rho_0.95,5546,0.09568668046928916
gov_report:88,gov_report,0,2,1,ema_rho_0.99,3404,0.05873015873015873
gov_report:88,gov_report,0,2,1,ema_rho_0.995,1646,0.02839889579020014
gov_report:88,gov_report,0,2,1,ema_rho_0.9,5948,0.1026224982746722
gov_report:88,gov_report,0,2,4,ema_rho_0,11061,0.20070767555797495
gov_report:88,gov_report,0,2,4,ema_rho_0.25,5892,0.10691344583560153
gov_report:88,gov_report,0,2,4,ema_rho_0.5,7222,0.1310469969152604
gov_report:88,gov_report,0,2,4,ema_rho_0.9,6457,0.11716566866267465
gov_report:88,gov_report,0,2,4,ema_rho_0.999,4653,0.0844311377245509
gov_report:88,gov_report,0,2,4,ema_rho_0.95,6111,0.11088731627653783
gov_report:88,gov_report,0,2,4,ema_rho_0.8,8502,0.1542732716385411
gov_report:88,gov_report,0,2,4,ema_rho_0.99,3550,0.06441662130284885
gov_report:88,gov_report,0,2,4,ema_rho_0.995,1662,0.0301578660860098
gov_report:88,gov_report,0,2,16,ema_rho_0,7942,0.181324200913242
gov_report:88,gov_report,0,2,16,ema_rho_0.25,4411,0.10070776255707763
gov_report:88,gov_report,0,2,16,ema_rho_0.99,2997,0.06842465753424658
gov_report:88,gov_report,0,2,16,ema_rho_0.5,6108,0.13945205479452055
gov_report:88,gov_report,0,2,16,ema_rho_0.999,3651,0.08335616438356164
gov_report:88,gov_report,0,2,16,ema_rho_0.95,5380,0.1228310502283105
gov_report:88,gov_report,0,2,16,ema_rho_0.8,7052,0.16100456621004566
gov_report:88,gov_report,0,2,16,ema_rho_0.9,5135,0.11723744292237442
gov_report:88,gov_report,0,2,16,ema_rho_0.995,1124,0.025662100456621005
gov_report:88,gov_report,0,2,32,ema_rho_0,5762,0.19907407407407407
gov_report:88,gov_report,0,2,32,ema_rho_0.25,3002,0.1037175234936429
gov_report:88,gov_report,0,2,32,ema_rho_0.995,705,0.02435737976782753
gov_report:88,gov_report,0,2,32,ema_rho_0.99,1613,0.05572830292979547
gov_report:88,gov_report,0,2,32,ema_rho_0.5,4056,0.14013266998341625
gov_report:88,gov_report,0,2,32,ema_rho_0.999,2518,0.08699557766721946
gov_report:88,gov_report,0,2,32,ema_rho_0.95,3034,0.10482310668877833
gov_report:88,gov_report,0,2,32,ema_rho_0.8,4745,0.16393725815367607
gov_report:88,gov_report,0,2,32,ema_rho_0.9,3509,0.12123410724156992
gov_report:88,gov_report,0,3,1,ema_rho_0,13832,0.23864734299516907
gov_report:88,gov_report,0,3,1,ema_rho_0.5,6107,0.10536576949620428
gov_report:88,gov_report,0,3,1,ema_rho_0.999,8354,0.14413388543823327
gov_report:88,gov_report,0,3,1,ema_rho_0.99,4156,0.07170462387853692
gov_report:88,gov_report,0,3,1,ema_rho_0.9,5026,0.08671497584541063
gov_report:88,gov_report,0,3,1,ema_rho_0.95,5483,0.09459972394755004
gov_report:88,gov_report,0,3,1,ema_rho_0.995,2976,0.05134575569358178
gov_report:88,gov_report,0,3,1,ema_rho_0.25,5634,0.09720496894409938
gov_report:88,gov_report,0,3,1,ema_rho_0.8,6392,0.11028295376121464
gov_report:88,gov_report,0,3,4,ema_rho_0,10293,0.18677191072400653
gov_report:88,gov_report,0,3,4,ema_rho_0.25,4753,0.0862456904373072
gov_report:88,gov_report,0,3,4,ema_rho_0.8,7105,0.1289239702413355
gov_report:88,gov_report,0,3,4,ema_rho_0.99,4428,0.08034839412084921
gov_report:88,gov_report,0,3,4,ema_rho_0.999,7189,0.1304481945200508
gov_report:88,gov_report,0,3,4,ema_rho_0.5,5908,0.10720377426964253
gov_report:88,gov_report,0,3,4,ema_rho_0.9,6090,0.11050626020685901
gov_report:88,gov_report,0,3,4,ema_rho_0.995,3056,0.0554527309018327
gov_report:88,gov_report,0,3,4,ema_rho_0.95,6288,0.1140990745781165
gov_report:88,gov_report,0,3,16,ema_rho_0,7136,0.16292237442922375
gov_report:88,gov_report,0,3,16,ema_rho_0.25,3752,0.08566210045662101
gov_report:88,gov_report,0,3,16,ema_rho_0.999,5095,0.11632420091324201
gov_report:88,gov_report,0,3,16,ema_rho_0.8,6295,0.1437214611872146
gov_report:88,gov_report,0,3,16,ema_rho_0.5,4901,0.11189497716894978
gov_report:88,gov_report,0,3,16,ema_rho_0.9,5026,0.11474885844748858
gov_report:88,gov_report,0,3,16,ema_rho_0.95,5494,0.1254337899543379
gov_report:88,gov_report,0,3,16,ema_rho_0.995,2366,0.05401826484018265
gov_report:88,gov_report,0,3,16,ema_rho_0.99,3735,0.08527397260273972
gov_report:88,gov_report,0,3,32,ema_rho_0,5246,0.1812465450525152
gov_report:88,gov_report,0,3,32,ema_rho_0.25,2477,0.08557904919845219
gov_report:88,gov_report,0,3,32,ema_rho_0.999,3687,0.12738391376451078
gov_report:88,gov_report,0,3,32,ema_rho_0.5,3510,0.12126865671641791
gov_report:88,gov_report,0,3,32,ema_rho_0.95,3257,0.11252763957987838
gov_report:88,gov_report,0,3,32,ema_rho_0.9,3083,0.10651603095632946
gov_report:88,gov_report,0,3,32,ema_rho_0.8,4122,0.1424129353233831
gov_report:88,gov_report,0,3,32,ema_rho_0.995,1326,0.045812603648424544
gov_report:88,gov_report,0,3,32,ema_rho_0.99,2236,0.07725262576008844
gov_report:88,gov_report,0,4,1,ema_rho_0,14861,0.2564009661835749
gov_report:88,gov_report,0,4,1,ema_rho_0.995,1795,0.030969634230503796
gov_report:88,gov_report,0,4,1,ema_rho_0.25,7221,0.12458592132505177
gov_report:88,gov_report,0,4,1,ema_rho_0.999,5001,0.08628364389233954
gov_report:88,gov_report,0,4,1,ema_rho_0.99,3362,0.05800552104899931
gov_report:88,gov_report,0,4,1,ema_rho_0.5,8177,0.14108005521049
gov_report:88,gov_report,0,4,1,ema_rho_0.95,4911,0.08473084886128364
gov_report:88,gov_report,0,4,1,ema_rho_0.9,5225,0.09014837819185645
gov_report:88,gov_report,0,4,1,ema_rho_0.8,7407,0.12779503105590062
gov_report:88,gov_report,0,4,4,ema_rho_0,12724,0.23088368717111232
gov_report:88,gov_report,0,4,4,ema_rho_0.995,1760,0.031936127744510975
gov_report:88,gov_report,0,4,4,ema_rho_0.999,4953,0.08987479586281981
gov_report:88,gov_report,0,4,4,ema_rho_0.99,3420,0.06205770277626565
gov_report:88,gov_report,0,4,4,ema_rho_0.25,6489,0.11774632553075667
gov_report:88,gov_report,0,4,4,ema_rho_0.9,5691,0.10326619488296135
gov_report:88,gov_report,0,4,4,ema_rho_0.8,7326,0.13293413173652693
gov_report:88,gov_report,0,4,4,ema_rho_0.5,7580,0.13754309562692796
gov_report:88,gov_report,0,4,4,ema_rho_0.95,5167,0.09375793866811831
gov_report:88,gov_report,0,4,16,ema_rho_0,9214,0.21036529680365296
gov_report:88,gov_report,0,4,16,ema_rho_0.995,1526,0.03484018264840183
gov_report:88,gov_report,0,4,16,ema_rho_0.25,4699,0.10728310502283105
gov_report:88,gov_report,0,4,16,ema_rho_0.99,3083,0.07038812785388128
gov_report:88,gov_report,0,4,16,ema_rho_0.5,5650,0.12899543378995434
gov_report:88,gov_report,0,4,16,ema_rho_0.8,5720,0.13059360730593608
gov_report:88,gov_report,0,4,16,ema_rho_0.999,4640,0.10593607305936073
gov_report:88,gov_report,0,4,16,ema_rho_0.95,4667,0.10655251141552512
gov_report:88,gov_report,0,4,16,ema_rho_0.9,4601,0.10504566210045663
gov_report:88,gov_report,0,4,32,ema_rho_0,6154,0.21261746821448313
gov_report:88,gov_report,0,4,32,ema_rho_0.9,2842,0.09818960751796572
gov_report:88,gov_report,0,4,32,ema_rho_0.25,2843,0.09822415699281371
gov_report:88,gov_report,0,4,32,ema_rho_0.995,1115,0.038522664455500275
gov_report:88,gov_report,0,4,32,ema_rho_0.95,2805,0.09691127694859038
gov_report:88,gov_report,0,4,32,ema_rho_0.5,3466,0.11974847982310668
gov_report:88,gov_report,0,4,32,ema_rho_0.999,3752,0.12962962962962962
gov_report:88,gov_report,0,4,32,ema_rho_0.99,1996,0.0689607517965727
gov_report:88,gov_report,0,4,32,ema_rho_0.8,3971,0.13719596462133776
gov_report:88,gov_report,0,5,1,ema_rho_0,12903,0.2226190476190476
gov_report:88,gov_report,0,5,1,ema_rho_0.25,6622,0.1142512077294686
gov_report:88,gov_report,0,5,1,ema_rho_0.5,7798,0.13454106280193237
gov_report:88,gov_report,0,5,1,ema_rho_0.8,8495,0.14656659765355418
gov_report:88,gov_report,0,5,1,ema_rho_0.9,6204,0.10703933747412009
gov_report:88,gov_report,0,5,1,ema_rho_0.995,1683,0.029037267080745343
gov_report:88,gov_report,0,5,1,ema_rho_0.99,3580,0.06176673567977916
gov_report:88,gov_report,0,5,1,ema_rho_0.95,5662,0.09768806073153899
gov_report:88,gov_report,0,5,1,ema_rho_0.999,5013,0.08649068322981367
gov_report:88,gov_report,0,5,4,ema_rho_0,11046,0.2004354926510615
