level,future_topk_recall,mean_step_spearman,headroom_over_global
global_fixed,0.7196712699244786,0.8058513029658619,0.0
per_head_fixed,0.721194516513992,0.8069462057327126,0.0015232465895134162
task_fixed,0.7196712699244786,0.8058513029658619,0.0
token_time_dynamic_oracle,0.8577400684271499,0.9307946293550579,0.13806879850267129
