policy,steps,sequences,mean_exact_kl,median_exact_kl,p95_exact_kl,cvar95_exact_kl,maximum_exact_kl,large_loss_rate,mean_delta_nll,p95_delta_nll,mean_forward_time_s,step_win_rate_vs_baseline,sequence_win_rate_vs_baseline,mean_exact_kl_reduction
attention_mean_w1_shared,576,12,0.5241851555549446,0.0219776201993227,3.020750105381012,5.339944288648408,13.196484565734863,0.1371527777777778,0.5622354945266359,3.628117185086012,0.02763871006249976,0.0,0.0,0.0
attention_temporal_volatility_w4_shared,576,12,0.47115370400963624,0.01985584106296301,2.856525242328644,4.981843093345905,12.845516204833984,0.1232638888888889,0.49706975331068065,3.0763195627368987,0.027513965192708236,0.4965277777777778,0.5,0.05303145154530823
