sample_id,task,attention_mean_w1_shared,contribution_mean_w4_shared,mean_exact_kl_reduction
gov_report:14,gov_report,0.038812422381255374,0.02749078059569854,0.011321641785556835
gov_report:15,gov_report,0.2633210594111688,0.06940729637653931,0.19391376303462948
gov_report:16,gov_report,0.03276265366002917,0.028889514651382342,0.003873139008646831
gov_report:17,gov_report,0.048296875813321094,0.03042688396271842,0.017869991850602673
synthetic_niah_14,niah_single_1,0.0005743356437477587,0.0006413404728107253,-6.700482906296656e-05
synthetic_niah_15,niah_single_1,0.0020361768926306922,0.0008824353224383685,0.0011537415701923237
synthetic_niah_16,niah_single_1,0.0014674371056599966,0.0006571520176095191,0.0008102850880504775
synthetic_niah_17,niah_single_1,0.0004453555729195813,0.0004557249220251691,-1.0369349105587844e-05
