task,method,width,refresh_interval,decision_units,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
all,fisher_gaussian_vjp_action,8,1,28,0.6547619047619049,0.7066326530612245,0.35714285714285715,0.1305999905302602,-0.04761904761904761,-0.02423469387755103,0.07142857142857142,0.0639339768425802
all,fisher_gaussian_vjp_action,8,2,28,0.5714285714285715,0.683673469387755,0.25,0.21553590933830513,-0.04761904761904773,-0.047193877551020426,-0.03571428571428571,-0.02100194196546473
all,fisher_gaussian_vjp_action,8,4,28,0.6190476190476191,0.6977040816326532,0.21428571428571427,0.24687661147078352,-0.02380952380952378,-0.033163265306122465,-0.07142857142857142,-0.052342644097943127
all,fisher_gaussian_vjp_action,8,8,28,0.6428571428571429,0.7130102040816327,0.17857142857142858,0.3139068719772469,-0.011904761904761862,-0.017857142857142873,-0.10714285714285714,-0.11937290460440651
all,fisher_gaussian_vjp_action,16,1,28,0.6547619047619049,0.7155612244897958,0.35714285714285715,0.1274392251143898,-0.035714285714285754,-0.015306122448979597,0.07142857142857142,0.06709474225845061
all,fisher_gaussian_vjp_action,16,2,28,0.5714285714285715,0.6823979591836734,0.25,0.21553590933830513,-0.04761904761904773,-0.04846938775510206,-0.03571428571428571,-0.02100194196546473
all,fisher_gaussian_vjp_action,16,4,28,0.6428571428571429,0.7155612244897959,0.21428571428571427,0.25829343640906055,0.0,-0.015306122448979605,-0.07142857142857142,-0.06375946903622011
all,fisher_gaussian_vjp_action,16,8,28,0.6428571428571429,0.7232142857142857,0.21428571428571427,0.284652972047011,0.0,-0.007653061224489804,-0.07142857142857142,-0.09011900467417064
all,fisher_gaussian_vjp_innovation_state,4,1,28,0.6547619047619049,0.6874999999999999,0.17857142857142858,0.2439428377285489,-0.09523809523809529,-0.04336734693877552,-0.10714285714285714,-0.049408870355708526
all,fisher_gaussian_vjp_innovation_state,4,2,28,0.5357142857142858,0.6683673469387755,0.25,0.23250522093809628,-0.14285714285714285,-0.0625,-0.03571428571428571,-0.037971253565255866
all,fisher_gaussian_vjp_innovation_state,4,4,28,0.6309523809523812,0.6760204081632654,0.25,0.27727840845338647,-0.059523809523809534,-0.05484693877551021,-0.03571428571428571,-0.08274444108054604
all,fisher_gaussian_vjp_innovation_state,4,8,28,0.6547619047619049,0.7295918367346939,0.25,0.27144568847132,0.011904761904761862,-0.001275510204081644,-0.03571428571428571,-0.07691172109847959
all,fisher_gaussian_vjp_innovation_state,8,1,28,0.6547619047619049,0.7104591836734694,0.32142857142857145,0.15518091077281082,-0.02380952380952389,-0.020408163265306128,0.03571428571428571,0.03935305660002959
all,fisher_gaussian_vjp_innovation_state,8,2,28,0.6071428571428572,0.6823979591836735,0.21428571428571427,0.2508075997370322,-0.10714285714285714,-0.048469387755102046,-0.07142857142857142,-0.05627363236419184
all,fisher_gaussian_vjp_innovation_state,8,4,28,0.6071428571428572,0.6977040816326532,0.25,0.23232233952573209,-0.023809523809523836,-0.03316326530612246,-0.03571428571428571,-0.03778837215289166
all,fisher_gaussian_vjp_innovation_state,8,8,28,0.5833333333333335,0.7028061224489796,0.14285714285714285,0.32219676351559423,-0.023809523809523822,-0.028061224489795932,-0.14285714285714285,-0.12766279614275375
all,fisher_gaussian_vjp_innovation_state,16,1,28,0.6428571428571429,0.6964285714285714,0.32142857142857145,0.14819102139032284,-0.03571428571428581,-0.03443877551020409,0.03571428571428571,0.0463429459825176
all,fisher_gaussian_vjp_innovation_state,16,2,28,0.5714285714285715,0.6862244897959183,0.2857142857142857,0.19079551301304218,-0.07142857142857145,-0.04464285714285716,0.0,0.003738454359798235
all,fisher_gaussian_vjp_innovation_state,16,4,28,0.6428571428571429,0.7015306122448981,0.2857142857142857,0.2261185858724846,-0.011904761904761862,-0.02933673469387755,0.0,-0.03158461849964419
all,fisher_gaussian_vjp_innovation_state,16,8,28,0.5952380952380953,0.7206632653061223,0.25,0.26808667155368954,-0.023809523809523767,-0.010204081632653069,-0.03571428571428571,-0.07355270418084917
all,fisher_gaussian_vjp_repeated_state,4,1,28,0.5357142857142858,0.6823979591836734,0.25,0.2248897940501842,-0.13095238095238093,-0.04846938775510206,-0.03571428571428571,-0.030355826677343812
all,fisher_gaussian_vjp_repeated_state,4,2,28,0.4761904761904763,0.6479591836734694,0.21428571428571427,0.28589676356828864,-0.07142857142857151,-0.08290816326530615,-0.07142857142857142,-0.09136279619544818
all,fisher_gaussian_vjp_repeated_state,4,4,28,0.6071428571428572,0.6900510204081632,0.14285714285714285,0.27682147987725003,0.011904761904761862,-0.040816326530612256,-0.14285714285714285,-0.08228751250440962
all,fisher_gaussian_vjp_repeated_state,4,8,28,0.5833333333333335,0.6849489795918366,0.10714285714285714,0.3627376659852794,-0.10714285714285712,-0.045918367346938785,-0.17857142857142858,-0.16820369861243906
all,fisher_gaussian_vjp_repeated_state,8,1,28,0.6428571428571429,0.7181122448979592,0.32142857142857145,0.17752702148418417,-0.02380952380952389,-0.012755102040816337,0.03571428571428571,0.017006945888656245
