sample_id,task,stage,history_id,tau_anchor,target_anchor,horizon,layer,exact_top_index,fresh_top_index,reused_top_index,top1_stale,exact_optimum_stale,harmful_stale,reuse_normalized_regret,fresh_normalized_regret,refresh_benefit,fresh_reused_spearman,fresh_exact_spearman,reused_exact_spearman,fresh_pairwise_accuracy,reused_pairwise_accuracy,pairwise_degradation,fresh_margin,reused_margin,retained_overlap,core_turnover,token_age_mean,token_age_std,recent_window_exits,retained_attention_mass,cache_occupancy,selector_score_drift,selected_core_score_margin,compressed_residual_norm_drift,compressed_sketch_l2,query_norm_drift,key_query_alignment_mean,key_query_alignment_std,attention_entropy,attention_concentration,sink_attention_mass,recent_attention_mass,core_attention_mass,layer_attention_summary_drift,action_norm_median,action_norm_spread,action_to_compressed_state_ratio,action_only_margin,cheap_rank_disagreement,top_reused_one_midpoint_shift,harmful_stale_eps_0p01,harmful_stale_eps_0p02,harmful_stale_eps_0p05,harmful_stale_eps_0p1,controlled_physical_spearman,scalar_physical_spearman,action_only_physical_spearman,fresh_physical_normalized_regret,action_only_physical_normalized_regret
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,32,0,14,0,0,0,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.001530858504120494,0.001530858504120494,1.0,0.0,689.0,389.61262813209737,0.0,1.0,1.0,0.0,0.3126415461928213,0.0,0.0,0.0,-0.06299100388173547,0.06949073394303133,2.5515040492407737,0.44119569644180506,0.4413282087029456,0.24685077024854252,0.31182102104851206,0.0,5.799266724725043,6.319832225359123,0.10749868434093697,0.00017097054960182162,0.9993998469562393,0.0,False,False,False,False,0.8095238095238096,0.8095238095238096,0.7619047619047621,0.0,0.0
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,33,1,14,5,5,5,False,False,False,0.0,0.0,0.0,1.0,0.9761904761904763,0.9761904761904763,0.9642857142857143,0.9642857142857143,0.0,0.0032646711692393073,0.0032646711692393073,0.9844961240310077,0.0,689.75,390.044789094791,0.03125,0.9143334503413825,1.0,0.4135940997503784,0.19331999276091263,0.07941887914193906,55.336535140321345,0.022770258103026898,-0.011750553514098113,0.05489227888763172,2.5698146748949124,0.3644586611511079,0.36519505003845826,0.3241374393688154,0.31066751059272624,0.4135940997503784,6.379014803894828,10.091048442740318,0.10954527898985002,2.59616263497642e-05,1.042561665908715,0.0,False,False,False,False,0.5714285714285715,0.5476190476190477,0.9047619047619048,0.44830911406338353,0.0
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,34,2,14,5,5,5,False,False,False,0.0,0.0,0.0,1.0,0.9761904761904763,0.9761904761904763,0.9642857142857143,0.9642857142857143,0.0,0.0010945698704401038,0.0010945698704401038,0.9692307692307692,0.0,690.5,390.47695194466985,0.0625,0.9026146549156732,1.0,0.7116070213182735,0.15517085103333536,0.056167176322874574,52.21995446028042,0.009375843912559547,-0.03898627634769065,0.063464509053057,2.6367445348129057,0.35414828461198916,0.3541725454323713,0.2890147522857801,0.35681270228184875,0.7116070213182735,5.302353209992594,9.591258420985127,0.1041366596866895,0.0005232197175326009,0.5683813468077337,0.0,False,False,False,False,0.023809523809523815,0.04761904761904763,0.523809523809524,1.0,0.038899901781571135
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,36,4,14,1,1,1,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.4138446774925777e-05,1.4138446774925777e-05,0.9393939393939394,0.0,692.0,391.3412832809746,0.125,0.8854250359655417,1.0,0.6263861062743187,0.5103547467701397,0.0018570959791780616,74.27678433886727,0.054560992105764206,-0.06531082995929524,0.08326496887788806,2.2549263675455506,0.5677632060093409,0.5678011191371698,0.28075208874064306,0.1514467921221872,0.6263861062743187,4.578650686598985,4.305144412435258,0.0847152893449405,3.673750943382879e-06,1.1746953202671118,0.0,False,False,False,False,0.6666666666666669,0.6666666666666669,0.5476190476190477,0.017886888444203556,0.0
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,40,8,14,7,7,7,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.00694646537515152,0.00694646537515152,0.8823529411764706,0.0,695.0,393.06996832625106,0.25,0.8166782849644686,1.0,0.844179478498509,0.45672453031447025,0.08588045589322069,63.62191056748581,0.0519290183809176,-0.03957035050318403,0.058285072149498414,2.1136469480836384,0.5398617886327184,0.5399028649841686,0.4341718697978021,0.02592526521802953,0.844179478498509,3.90026031689529,13.71289540508408,0.07908983423982086,3.655013593840408e-05,1.7691548521213434,0.0,False,False,False,False,0.5714285714285715,0.5714285714285715,-0.6666666666666669,0.0,0.2669106203543383
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,48,16,14,4,4,4,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0402783595570975e-07,2.0402783595570975e-07,0.7777777777777778,0.0,701.0,396.5274265419733,0.5,0.6821201309007997,1.0,0.9540759296713389,0.5135127877758888,0.01800186073286411,76.48984926811791,0.004994065265552181,-0.05206152433754366,0.07747638833947465,2.0048470255322464,0.5853455721893939,0.5853726582584641,0.3547995945231307,0.05982774721840514,0.9540759296713389,2.770338473273056,17.630691991652817,0.05044455868124396,7.16312674176368e-08,0.911230926418479,0.0,False,False,False,False,0.2380952380952381,0.2380952380952381,0.4047619047619048,0.0,0.0
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,64,32,14,2,2,2,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.00028272598962111525,0.00028272598962111525,0.6,0.0,713.0,403.44268490084187,1.0,0.6661847120179086,1.0,1.0155415745716885,0.554905850605999,0.013564851329144135,67.57012339987043,0.03174342609114295,-0.06184916965327881,0.07356153870368526,2.0157242331686884,0.6089889258661046,0.6090293033938047,0.3338152879820914,0.05715540862410397,1.0155415745716885,2.7253396528108302,2.285681641540555,0.05121322933301411,0.0001234980809868793,1.3624550926059422,0.0,False,False,False,False,0.38095238095238104,0.38095238095238104,0.6904761904761906,0.055724523692742944,0.055724523692742944
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,32,0,26,6,6,6,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0015214017947217072,0.0015214017947217072,1.0,0.0,689.0,389.61262813209737,0.0,0.9999999999999994,1.0,0.0,0.7065466990589705,0.0,0.0,0.0,-0.10899445460161018,0.0483959033883974,1.5779166359137942,0.7325594211107553,0.7380749709549161,0.1349495267851733,0.12697550225991064,0.0,7.691433443632167,7.0069708446987224,0.0290624351660284,1.4899972595871249e-05,1.9653607752827453,0.0,False,False,False,False,-0.5952380952380953,-0.5952380952380953,0.6904761904761906,0.03312729384242586,0.0
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,33,1,26,5,5,5,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.008083482214871405,0.008083482214871405,0.9844961240310077,0.0,689.75,390.044789094791,0.03125,0.9334850119620883,1.0,0.5945822951370371,0.39448074000220545,0.01150433076953907,191.82621777365617,0.010556636537079462,-0.04392832326832411,0.06477504522391332,2.789540060455151,0.46099572804011674,0.46613887730041065,0.23739955380339195,0.2964615688961974,0.5945822951370371,17.74308967373672,15.740995685292068,0.06782334290024955,3.053796033274602e-06,1.7016954004239917,0.0,False,False,False,False,-0.30952380952380953,-0.30952380952380953,0.8333333333333335,0.44830911406338353,0.021378349350727854
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,34,2,26,5,5,5,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.005761991205729476,0.005761991205729476,0.9692307692307692,0.0,690.5,390.47695194466985,0.0625,0.9661881381062983,1.0,0.6314380446330965,0.43238644681444166,0.07743302519194883,199.03726194009687,0.00973893020657868,-0.053079697087609574,0.052970620019163576,2.912855443657404,0.4630324618375134,0.4691091523522061,0.21899041982761064,0.31190042782018346,0.6314380446330965,16.562645299813898,16.118150222058105,0.06783541906105879,0.00011028589693905721,0.9010604332199513,0.0,False,False,False,False,0.2142857142857143,0.2142857142857143,0.5000000000000001,1.0,0.019511984571886513
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,36,4,26,5,5,5,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.019135867632130626,0.019135867632130626,0.9393939393939394,0.0,692.0,391.3412832809746,0.125,0.8839736791739384,1.0,0.5718465019002024,0.47717752968113036,0.0484888964639616,204.1964761426899,0.029664271626068446,-0.06485950625603316,0.09222676383738655,2.4939673643947065,0.5308259357455615,0.5369663086379238,0.25217318606781225,0.21086050529426384,0.5718465019002024,14.250696787349154,16.12191907803058,0.0513566845558064,4.244068178730872e-06,0.9849646384393644,0.0,False,False,False,False,0.5476190476190477,0.5476190476190477,0.9285714285714287,0.39786295352537326,0.017886888444203556
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,40,8,26,4,4,4,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.00020638489608175003,0.00020638489608175003,0.8823529411764706,0.0,695.0,393.06996832625106,0.25,0.8466878808795141,1.0,0.6019413465909014,0.4807570662373173,0.11605950749828166,236.88950956042575,0.019580817720806994,-0.15166159407024882,0.06359946552436636,2.294941246558753,0.5575412253489193,0.5650812357503758,0.3137819431079972,0.12113682114162704,0.6019413465909014,5.3619244958722385,7.879782697800833,0.022920409906666734,1.5645552192429386e-05,1.2334802207286373,0.0,False,False,False,False,-0.5952380952380953,-0.5952380952380953,-0.9047619047619048,0.33159632557137997,1.0
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,48,16,26,5,5,5,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.631821719120328e-06,7.631821719120328e-06,0.7777777777777778,0.0,701.0,396.5274265419733,0.5,0.864358116663424,1.0,0.40163304689812585,0.6550475696300542,0.12294115551295949,195.120261810279,0.04720082311765342,-0.16050016449107726,0.05765490312939132,1.8679584538493137,0.6809754110029596,0.6902448485238842,0.1985576141569667,0.11119753731914901,0.40163304689812585,5.138080821628213,7.456573178227507,0.022135886230004263,2.961492273247669e-08,0.7071067811865475,0.0,False,False,False,False,-0.023809523809523815,-0.023809523809523815,-0.023809523809523815,0.42286719086264,0.42286719086264
gov_report:109,gov_report,physical_replication,fixed_tau_old_core,32,64,32,26,6,6,6,False,False,False,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0022504873484946175,0.0022504873484946175,0.6,0.0,713.0,403.44268490084187,1.0,0.6927565734193046,1.0,0.6731536014740274,0.5570590620583138,0.1047185955523546,209.09312502709855,0.005443978585517757,-0.16796149645208694,0.0666424718585434,2.1266140295809413,0.5991047325800647,0.608053833402384,0.3072434265806959,0.08470274001692017,0.6731536014740274,15.099313523079147,10.260502829701796,0.06372683562414386,7.422694213138537e-05,1.904293883679446,0.0,False,False,False,False,0.261904761904762,0.261904761904762,0.8333333333333335,0.2277924435591839,0.1071641414262006
