sample_id,task,stage,history_id,tau_anchor,target_anchor,horizon,layer,boundary,candidate_id,candidate_source,current_mask_hash,tau_mask_hash,mask_changed,controlled_exact_kl,action_only_risk,action_u_norm,action_r_norm,candidate_retained_attention_mass,adjacent_method,risk_all_old,risk_update_g,risk_update_f,risk_update_path,risk_update_gf,risk_update_gp,risk_update_fp,risk_full_fresh,risk_path_q1_only,risk_path_q3_only,risk_single_midpoint,physical_exact_kl,physical_boundary_effect_norm,physical_position_overlap
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,32,0,14,15,selector_00_attention_only,attention_only,398022b52fd7cb30d4ea575c37928fb0a731a25a55f91e3ac5a904cd2b80594b,398022b52fd7cb30d4ea575c37928fb0a731a25a55f91e3ac5a904cd2b80594b,False,0.010821889006036249,1.1865831177866059e-06,0.10753834162994791,0.09172322213279309,0.990959284567166,mx.vjp_of_vjp,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,-2.8157504274659907e-05,0.00048481023132384074,8.944623225675421,0.2549019607843137
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,32,0,14,15,selector_01_aov,aov,be15521c0a115b27d4268db36074748b157e0800a58b3b50ca48aeb709dffa60,be15521c0a115b27d4268db36074748b157e0800a58b3b50ca48aeb709dffa60,False,0.01083875562619916,4.5277331388202446e-07,0.09811962875585589,0.08239440700505411,0.9923326322711059,mx.vjp_of_vjp,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,-1.1172932695476863e-05,0.00048469562909111204,8.973695119296913,0.26108374384236455
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,32,0,14,15,selector_02_aor,aor,8ea9fc25daeea49323331eafed8a07d7d270a58178fe292f6510dd7b41ace78d,8ea9fc25daeea49323331eafed8a07d7d270a58178fe292f6510dd7b41ace78d,False,0.009801736925542141,0.0032373189013390094,3.817342270714386,3.495816708777311,0.9819790896612939,mx.vjp_of_vjp,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,-0.001051404945910272,0.053446827117471285,2.212798760226481,0.17972350230414746
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,32,0,14,15,selector_03_v_ridge,v_ridge,1842d3ff6a1feb37e8a34eb9ce72a9fb99c76f3ced0d399a90b3e13b33720fd0,1842d3ff6a1feb37e8a34eb9ce72a9fb99c76f3ced0d399a90b3e13b33720fd0,False,0.01031586073613059,2.09911083762257e-05,0.43709313271574557,0.3508983635863722,0.9854081458221442,mx.vjp_of_vjp,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,-0.0005343520985165982,0.004471878695014676,8.868653927268799,0.2736318407960199
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,32,0,14,15,selector_04_snapkv,snapkv,8e25930544a0ddbaeb216792677299f56ec1fac604fb53f2941b4e8a0734d16b,8e25930544a0ddbaeb216792677299f56ec1fac604fb53f2941b4e8a0734d16b,False,0.010330870426257292,9.902054012312338e-06,0.37059278806648766,0.3116292921968276,0.9909050346321762,mx.vjp_of_vjp,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,-0.0005190214511663439,0.0029029226000876138,8.771759527824578,0.3333333333333333
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,32,0,14,15,selector_05_old_stale_core,old_stale_core,8cb1316ede9098e8f91366572e5449c6b0b7ce8ca5ffe089a4ff540882794d62,8cb1316ede9098e8f91366572e5449c6b0b7ce8ca5ffe089a4ff540882794d62,False,0.010110811562141043,0.003182369343802325,3.865299706654846,3.5398121048080413,1.0,mx.vjp_of_vjp,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,-0.000739662985919227,0.045207354715704015,0.0,1.0
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,32,0,14,15,selector_06_fresh_core,fresh_core,35523f66f14077e231cc66601f162cda1d38348bae7f2a5fc0db0e459d10a1a1,35523f66f14077e231cc66601f162cda1d38348bae7f2a5fc0db0e459d10a1a1,False,0.010351535798409618,9.434878313863742e-06,0.2790456509999119,0.2524824370635706,0.9814327739847282,mx.vjp_of_vjp,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,-0.000498488253840835,0.002460803509881199,9.018945250956698,0.16363636363636364
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,32,0,14,15,selector_07_random_reference,random_reference,6e10e30630032fee2099bb51ec33cbb03da5d7b56c19b6c72d9496378feba641,6e10e30630032fee2099bb51ec33cbb03da5d7b56c19b6c72d9496378feba641,False,0.009803099615468994,0.0028416580022506896,3.7696862291011044,3.453359475359446,0.9817906553308973,mx.vjp_of_vjp,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,-0.0010476231924619246,0.03403215866957485,2.484316183784922,0.19626168224299065
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,33,1,14,15,selector_00_attention_only,attention_only,73ab5fbfcec1ca5343e80a779ec9bba961ea2b29814cda77a9b1686d3b35497f,398022b52fd7cb30d4ea575c37928fb0a731a25a55f91e3ac5a904cd2b80594b,True,0.0015817911162503248,1.002652400073437e-07,0.05659245492793421,0.04556783345302433,0.9958903746645029,mx.vjp_of_vjp,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,1.3096830327094434e-05,0.0003967637425423545,6.077045390211776,0.2549019607843137
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,33,1,14,15,selector_01_aov,aov,a60a4890e74ed827fa04632429c1a8295284b23837bc1d44a6aa0b8dbbfdfdb4,be15521c0a115b27d4268db36074748b157e0800a58b3b50ca48aeb709dffa60,True,0.0015832631322247005,1.0404693802598434e-07,0.06097784984942033,0.050103640994705455,0.9961943145550131,mx.vjp_of_vjp,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,1.4552774395474434e-05,0.0003723310505649312,6.094225190276177,0.26108374384236455
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,33,1,14,15,selector_02_aor,aor,09ce095293a1a26c0a01fc1b94e45d6ef527e85a5631e8d94b434b890a48f567,8ea9fc25daeea49323331eafed8a07d7d270a58178fe292f6510dd7b41ace78d,True,0.0015853320779989025,1.1837866063168182e-07,0.05941960444939323,0.04853726835270732,0.9961943145550131,mx.vjp_of_vjp,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,1.663194263534165e-05,0.014085777120335746,2.0474877218827934,0.17972350230414746
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,33,1,14,15,selector_03_v_ridge,v_ridge,6953139047792d94020bcd1706496c5509c01c7ba4b53f8316e4478e57686a2b,1842d3ff6a1feb37e8a34eb9ce72a9fb99c76f3ced0d399a90b3e13b33720fd0,True,0.0016461973958982416,1.819846644084489e-06,0.20172953450573675,0.16679982578722294,0.9921390872767107,mx.vjp_of_vjp,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,7.749773097217189e-05,0.0008787822590250994,5.97491230650524,0.2736318407960199
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,33,1,14,15,selector_04_snapkv,snapkv,7dc197be984ddbcf3a343b34b32fc548a4de6a615ff4e00f01620dd5cb72201e,8e25930544a0ddbaeb216792677299f56ec1fac604fb53f2941b4e8a0734d16b,True,0.0016649047391512697,2.159257206381433e-06,0.29787988456154496,0.25845066960350166,0.9968953775214431,mx.vjp_of_vjp,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,9.620037888701765e-05,0.0025103826596520303,5.691365624460558,0.3333333333333333
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,33,1,14,15,selector_05_old_stale_core,old_stale_core,7cd47e37a68526cba5f9f3aa5e6b9f0e5768dbb782ad39feb758e610e3c61a68,8cb1316ede9098e8f91366572e5449c6b0b7ce8ca5ffe089a4ff540882794d62,True,0.001582796809826857,2.0566292366814607e-07,0.08939094530641967,0.07168901275133038,0.994437521608407,mx.vjp_of_vjp,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,1.4097488784006368e-05,0.015587032491568915,0.0,1.0
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,33,1,14,15,selector_06_fresh_core,fresh_core,255790b0d5287c8a8c73a139bb23b1433dc739f1c51a61c8e51bd287a76877fb,35523f66f14077e231cc66601f162cda1d38348bae7f2a5fc0db0e459d10a1a1,True,0.0016406894339941742,3.2495458464131213e-06,0.2391731953811286,0.2140040185847072,0.9789589220491769,mx.vjp_of_vjp,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,7.19736140777799e-05,0.006534719481317603,5.981756083331181,0.16363636363636364
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,33,1,14,15,selector_07_random_reference,random_reference,5dfc73aff5fca9ebf617fbb8b4c076c8b82f86e130eb03db9053c5fbdd432576,6e10e30630032fee2099bb51ec33cbb03da5d7b56c19b6c72d9496378feba641,True,0.0020622087640713984,6.234495495945759e-05,1.6563593281528877,1.5331854799248599,0.9794883710145526,mx.vjp_of_vjp,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.0004925510992997201,0.013129210063378763,3.6836059825281007,0.19626168224299065
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,34,2,14,15,selector_00_attention_only,attention_only,fd4e0b550ead42234288575db8b64355beeebd1a5041f6ba3000cf8b4cb3719d,398022b52fd7cb30d4ea575c37928fb0a731a25a55f91e3ac5a904cd2b80594b,True,0.0013577225431280317,1.1894133325714741e-06,0.09397251559738616,0.07718268796946183,0.9952435868687733,mx.vjp_of_vjp,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,6.630798660093373e-06,0.0011509958226911428,4.828268796129472,0.2549019607843137
synthetic_niah_109,niah_single_1,physical_replication,fixed_tau_old_core,32,34,2,14,15,selector_01_aov,aov,75c154592d5f0f1017fcd5f3bf87532a9991a485f2b0d9f5d04203092c095a71,be15521c0a115b27d4268db36074748b157e0800a58b3b50ca48aeb709dffa60,True,0.001358318786450251,1.1243241746054683e-06,0.09791450463072379,0.08097972003210911,0.9957802473037868,mx.vjp_of_vjp,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,7.221826919043353e-06,0.0007634386433016368,4.832810743083118,0.26108374384236455
