sample_id,task,anchor,horizon_offset,attention_mean_w1_shared,protected_attention_rescue_m8_shared,baseline_tail,primary_tail,exact_kl_reduction,tail_category,large_loss_transition
synthetic_niah_18,niah_single_1,48,11,0.04052617773413658,0.038152363151311874,False,False,0.002373814582824707,non_tail,unchanged
gov_report:18,gov_report,16,1,0.015361064113676548,0.012955859303474426,False,False,0.0024052048102021217,non_tail,unchanged
gov_report:19,gov_report,48,1,0.08786322921514511,0.08535448461771011,False,False,0.0025087445974349976,non_tail,unchanged
synthetic_niah_20,niah_single_1,48,2,0.00941359531134367,0.0068963090889155865,False,False,0.0025172862224280834,non_tail,unchanged
synthetic_niah_19,niah_single_1,48,7,0.028087647631764412,0.02555304579436779,False,False,0.0025346018373966217,non_tail,unchanged
gov_report:18,gov_report,32,9,0.0236988328397274,0.021050915122032166,False,False,0.002647917717695236,non_tail,unchanged
synthetic_niah_18,niah_single_1,48,4,0.005222674924880266,0.002553613856434822,False,False,0.002669061068445444,non_tail,unchanged
gov_report:19,gov_report,16,2,0.13032500445842743,0.1274164617061615,False,False,0.00290854275226593,non_tail,unchanged
gov_report:20,gov_report,48,10,0.051038216799497604,0.04809645935893059,False,False,0.0029417574405670166,non_tail,unchanged
synthetic_niah_20,niah_single_1,48,13,0.07312922179698944,0.06993092596530914,False,False,0.003198295831680298,non_tail,unchanged
synthetic_niah_19,niah_single_1,32,15,0.07279375940561295,0.06948940455913544,False,False,0.0033043548464775085,non_tail,unchanged
synthetic_niah_18,niah_single_1,48,5,0.012216806411743164,0.0087388651445508,False,False,0.0034779412671923637,non_tail,unchanged
gov_report:18,gov_report,48,4,0.10147681087255478,0.0976778119802475,False,False,0.0037989988923072815,non_tail,unchanged
gov_report:19,gov_report,48,7,0.04242722690105438,0.03850572556257248,False,False,0.003921501338481903,non_tail,unchanged
synthetic_niah_19,niah_single_1,32,11,0.010804925113916397,0.006792052183300257,False,False,0.00401287293061614,non_tail,unchanged
gov_report:18,gov_report,16,5,0.04340405762195587,0.03858305886387825,False,False,0.0048209987580776215,non_tail,unchanged
gov_report:18,gov_report,48,2,0.16700942814350128,0.16160941123962402,False,False,0.005400016903877258,non_tail,unchanged
synthetic_niah_20,niah_single_1,16,15,0.042051929980516434,0.03659946843981743,False,False,0.005452461540699005,non_tail,unchanged
gov_report:19,gov_report,48,12,0.4526046812534332,0.44687676429748535,False,False,0.005727916955947876,non_tail,unchanged
synthetic_niah_20,niah_single_1,48,16,0.12819086015224457,0.12205979973077774,False,False,0.006131060421466827,non_tail,unchanged
synthetic_niah_20,niah_single_1,16,13,0.028182905167341232,0.021908394992351532,False,False,0.0062745101749897,non_tail,unchanged
gov_report:19,gov_report,48,8,0.15790073573589325,0.15085798501968384,False,False,0.007042750716209412,non_tail,unchanged
gov_report:18,gov_report,16,2,0.031714554876089096,0.02375400997698307,False,False,0.007960544899106026,non_tail,unchanged
synthetic_niah_18,niah_single_1,16,12,0.01805753819644451,0.009743653237819672,False,False,0.00831388495862484,non_tail,unchanged
gov_report:18,gov_report,32,3,0.09733116626739502,0.08819743990898132,False,False,0.009133726358413696,non_tail,unchanged
synthetic_niah_19,niah_single_1,48,16,0.14004932343959808,0.13049422204494476,False,False,0.00955510139465332,non_tail,unchanged
gov_report:19,gov_report,32,3,0.02597503364086151,0.015727754682302475,False,False,0.010247278958559036,non_tail,unchanged
synthetic_niah_18,niah_single_1,48,15,0.15445758402347565,0.14365015923976898,False,False,0.010807424783706665,non_tail,unchanged
gov_report:20,gov_report,32,10,0.014409374445676804,0.0034946477971971035,False,False,0.0109147266484797,non_tail,unchanged
gov_report:19,gov_report,32,13,0.01832656003534794,0.006549445446580648,False,False,0.01177711458876729,non_tail,unchanged
gov_report:18,gov_report,16,10,0.013259075582027435,0.001276155118830502,False,False,0.011982920463196933,non_tail,unchanged
synthetic_niah_18,niah_single_1,16,7,0.01707259751856327,0.003964867442846298,False,False,0.013107730075716972,non_tail,unchanged
gov_report:19,gov_report,48,16,0.09196234494447708,0.07585687935352325,False,False,0.016105465590953827,non_tail,unchanged
synthetic_niah_19,niah_single_1,48,15,0.17959143221378326,0.1627912074327469,False,False,0.016800224781036377,non_tail,unchanged
gov_report:18,gov_report,16,9,0.01862468756735325,0.0006342322449199855,False,False,0.017990455322433263,non_tail,unchanged
synthetic_niah_18,niah_single_1,16,13,0.035292066633701324,0.01592838764190674,False,False,0.019363678991794586,non_tail,unchanged
synthetic_niah_19,niah_single_1,48,8,0.11913146823644638,0.09805169701576233,False,False,0.02107977122068405,non_tail,unchanged
synthetic_niah_18,niah_single_1,48,13,0.16398543119430542,0.1414962112903595,False,False,0.022489219903945923,non_tail,unchanged
gov_report:18,gov_report,48,9,0.13971160352230072,0.11271703988313675,False,False,0.02699456363916397,non_tail,unchanged
gov_report:19,gov_report,16,15,1.2124078273773193,1.185034990310669,False,False,0.02737283706665039,non_tail,unchanged
gov_report:18,gov_report,48,11,0.10931958258152008,0.08018602430820465,False,False,0.02913355827331543,non_tail,unchanged
gov_report:20,gov_report,32,16,3.4964401721954346,3.465759515762329,True,True,0.03068065643310547,shared_tail,unchanged
synthetic_niah_18,niah_single_1,16,16,0.06526604294776917,0.0314691923558712,False,False,0.033796850591897964,non_tail,unchanged
gov_report:19,gov_report,16,8,0.7012123465538025,0.6669418215751648,False,False,0.034270524978637695,non_tail,unchanged
gov_report:19,gov_report,32,8,0.22563789784908295,0.1882387101650238,False,False,0.03739918768405914,non_tail,unchanged
gov_report:19,gov_report,48,5,0.2578117251396179,0.21737514436244965,False,False,0.040436580777168274,non_tail,unchanged
gov_report:20,gov_report,32,7,0.043202511966228485,0.0020044203847646713,False,False,0.041198091581463814,non_tail,unchanged
gov_report:18,gov_report,48,13,0.42156949639320374,0.37653848528862,False,False,0.04503101110458374,non_tail,unchanged
gov_report:20,gov_report,16,1,0.06013664975762367,0.01360110379755497,False,False,0.0465355459600687,non_tail,unchanged
gov_report:20,gov_report,32,4,0.12691664695739746,0.0715421512722969,False,False,0.055374495685100555,non_tail,unchanged
gov_report:18,gov_report,32,10,1.3905688524246216,1.3338875770568848,False,False,0.056681275367736816,non_tail,unchanged
gov_report:20,gov_report,16,13,0.3867916166782379,0.327956885099411,False,False,0.058834731578826904,non_tail,unchanged
gov_report:20,gov_report,48,1,0.2738863229751587,0.2107938975095749,False,False,0.0630924254655838,non_tail,unchanged
gov_report:19,gov_report,16,12,3.4140067100524902,3.3474996089935303,True,True,0.06650710105895996,shared_tail,unchanged
gov_report:18,gov_report,32,12,0.6669945120811462,0.5987989902496338,False,False,0.06819552183151245,non_tail,unchanged
synthetic_niah_18,niah_single_1,16,15,0.12499390542507172,0.05417028069496155,False,False,0.07082362473011017,non_tail,unchanged
gov_report:19,gov_report,16,5,0.4489501118659973,0.37235549092292786,False,False,0.07659462094306946,non_tail,unchanged
gov_report:19,gov_report,48,4,0.5082824230194092,0.42291736602783203,False,False,0.08536505699157715,non_tail,unchanged
gov_report:18,gov_report,48,6,0.6071590185165405,0.5161328911781311,False,False,0.09102612733840942,non_tail,unchanged
gov_report:20,gov_report,32,5,0.2397836148738861,0.14730681478977203,False,False,0.09247680008411407,non_tail,unchanged
gov_report:19,gov_report,48,10,0.8077846765518188,0.6906567215919495,False,False,0.11712795495986938,non_tail,unchanged
gov_report:19,gov_report,48,13,0.5129842758178711,0.3888145089149475,False,False,0.12416976690292358,non_tail,unchanged
gov_report:20,gov_report,48,14,0.22225908935070038,0.07658859342336655,False,False,0.14567049592733383,non_tail,unchanged
gov_report:18,gov_report,16,15,0.976760983467102,0.8066357374191284,False,False,0.17012524604797363,non_tail,unchanged
gov_report:20,gov_report,32,6,0.5819697976112366,0.387484610080719,False,False,0.19448518753051758,non_tail,unchanged
synthetic_niah_18,niah_single_1,16,14,0.32209697365760803,0.0884283110499382,False,False,0.23366866260766983,non_tail,unchanged
gov_report:19,gov_report,48,14,0.6524614095687866,0.408399373292923,False,False,0.24406203627586365,non_tail,unchanged
gov_report:18,gov_report,32,11,5.0196051597595215,4.772345066070557,True,True,0.24726009368896484,shared_tail,unchanged
gov_report:18,gov_report,48,16,2.553844690322876,2.3027045726776123,True,True,0.25114011764526367,shared_tail,unchanged
gov_report:20,gov_report,32,3,0.36326900124549866,0.11059447377920151,False,False,0.25267452746629715,non_tail,unchanged
gov_report:20,gov_report,32,15,1.9016185998916626,1.6487791538238525,True,True,0.25283944606781006,shared_tail,unchanged
gov_report:20,gov_report,48,7,1.6340043544769287,1.2445785999298096,False,False,0.38942575454711914,non_tail,unchanged
gov_report:20,gov_report,32,9,3.5398480892181396,0.046459343284368515,True,False,3.493388745933771,escaped_tail,removed_large_loss
