sample_id,task,anchor,horizon_offset,attention_mean_w1_shared,protected_attention_rescue_m8_shared,baseline_tail,primary_tail,exact_kl_reduction,tail_category,large_loss_transition
synthetic_niah_18,niah_single_1,16,8,0.0007979102665558457,0.00012234134192112833,False,False,0.0006755689246347174,non_tail,unchanged
synthetic_niah_18,niah_single_1,32,7,0.027538977563381195,0.02679690346121788,False,False,0.0007420741021633148,non_tail,unchanged
synthetic_niah_20,niah_single_1,48,1,0.0029569328762590885,0.0022110561840236187,False,False,0.0007458766922354698,non_tail,unchanged
gov_report:18,gov_report,32,6,0.01682634837925434,0.01604647934436798,False,False,0.0007798690348863602,non_tail,unchanged
gov_report:20,gov_report,32,11,0.021184517070651054,0.020355751737952232,False,False,0.000828765332698822,non_tail,unchanged
synthetic_niah_18,niah_single_1,32,8,0.00889876764267683,0.008030069060623646,False,False,0.0008686985820531845,non_tail,unchanged
synthetic_niah_19,niah_single_1,32,9,0.03845356032252312,0.03758150711655617,False,False,0.0008720532059669495,non_tail,unchanged
synthetic_niah_20,niah_single_1,48,4,0.004347761627286673,0.0034416543785482645,False,False,0.0009061072487384081,non_tail,unchanged
synthetic_niah_18,niah_single_1,32,6,0.05268985033035278,0.05169340968132019,False,False,0.0009964406490325928,non_tail,unchanged
synthetic_niah_20,niah_single_1,48,8,0.01966606266796589,0.018652314320206642,False,False,0.0010137483477592468,non_tail,unchanged
synthetic_niah_20,niah_single_1,32,3,0.0016381924506276846,0.0006205658428370953,False,False,0.0010176266077905893,non_tail,unchanged
synthetic_niah_20,niah_single_1,48,5,0.003975179977715015,0.0028269768226891756,False,False,0.0011482031550258398,non_tail,unchanged
synthetic_niah_19,niah_single_1,48,12,0.05848529189825058,0.05724343657493591,False,False,0.0012418553233146667,non_tail,unchanged
gov_report:19,gov_report,16,1,0.037495207041502,0.036195870488882065,False,False,0.001299336552619934,non_tail,unchanged
gov_report:19,gov_report,16,14,0.018155226483941078,0.016539715230464935,False,False,0.0016155112534761429,non_tail,unchanged
synthetic_niah_19,niah_single_1,16,10,0.004989831242710352,0.0033180080354213715,False,False,0.0016718232072889805,non_tail,unchanged
synthetic_niah_18,niah_single_1,48,7,0.01310656126588583,0.01129399985074997,False,False,0.0018125614151358604,non_tail,unchanged
gov_report:20,gov_report,16,5,0.00506231002509594,0.0031763222068548203,False,False,0.0018859878182411194,non_tail,unchanged
synthetic_niah_19,niah_single_1,48,6,0.056456953287124634,0.054378803819417953,False,False,0.0020781494677066803,non_tail,unchanged
synthetic_niah_20,niah_single_1,16,14,0.032821301370859146,0.03066841885447502,False,False,0.0021528825163841248,non_tail,unchanged
synthetic_niah_19,niah_single_1,48,4,0.042683228850364685,0.04048866778612137,False,False,0.0021945610642433167,non_tail,unchanged
synthetic_niah_18,niah_single_1,48,16,0.020278267562389374,0.017990831285715103,False,False,0.0022874362766742706,non_tail,unchanged
