name,family,specification,auroc,auprc,order,feature_count,harmful_recall,refresh_coverage,missed_normalized_regret,missed_event_count,harmful_event_count,task_recall
key_query_alignment_std_gt_0.25958731,single_threshold,"{""direction"": ""gt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.2595873130645766}",0.49971639251276234,0.4930431960557454,0,1,0.21951219512195122,0.20238095238095238,0.557213367042542,32,41,"{""gov_report"": 0.2222222222222222, ""niah_single_1"": 0.21739130434782608}"
key_query_alignment_std_gt_0.28197245,single_threshold,"{""direction"": ""gt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.2819724515610055}",0.49971639251276234,0.4930431960557454,0,1,0.14634146341463414,0.15476190476190477,0.5844398864832401,35,41,"{""gov_report"": 0.16666666666666666, ""niah_single_1"": 0.13043478260869565}"
key_query_alignment_std_gt_0.29461068,single_threshold,"{""direction"": ""gt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.2946106789142292}",0.49971639251276234,0.4930431960557454,0,1,0.0975609756097561,0.10714285714285714,0.6187148586339157,37,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.08695652173913043}"
key_query_alignment_std_gt_0.30015414,single_threshold,"{""direction"": ""gt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.3001541447320152}",0.49971639251276234,0.4930431960557454,0,1,0.04878048780487805,0.047619047619047616,0.6537613732242025,39,41,"{""gov_report"": 0.05555555555555555, ""niah_single_1"": 0.043478260869565216}"
key_query_alignment_std_lt_0.021806509,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.021806508636769036}",0.5002836074872377,0.5473132919112396,0,1,0.07317073170731707,0.05952380952380952,0.6419455687041168,38,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.043478260869565216}"
key_query_alignment_std_lt_0.033959426,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.033959426326710763}",0.5002836074872377,0.5473132919112396,0,1,0.14634146341463414,0.10714285714285714,0.5874119246238411,35,41,"{""gov_report"": 0.16666666666666666, ""niah_single_1"": 0.13043478260869565}"
key_query_alignment_std_lt_0.043219826,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.04321982623325151}",0.5002836074872377,0.5473132919112396,0,1,0.1951219512195122,0.15476190476190477,0.5520522433538482,33,41,"{""gov_report"": 0.16666666666666666, ""niah_single_1"": 0.21739130434782608}"
key_query_alignment_std_lt_0.056067799,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.056067799329246916}",0.5002836074872377,0.5473132919112396,0,1,0.21951219512195122,0.20238095238095238,0.5393677445011733,32,41,"{""gov_report"": 0.2222222222222222, ""niah_single_1"": 0.21739130434782608}"
key_query_alignment_std_lt_0.060694966,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.060694965617366994}",0.5002836074872377,0.5473132919112396,0,1,0.2682926829268293,0.25,0.5101727369792218,30,41,"{""gov_report"": 0.2777777777777778, ""niah_single_1"": 0.2608695652173913}"
key_query_alignment_std_lt_0.065582451,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.06558245148621072}",0.5002836074872377,0.5473132919112396,0,1,0.2926829268292683,0.2976190476190476,0.5058444793348102,29,41,"{""gov_report"": 0.3333333333333333, ""niah_single_1"": 0.2608695652173913}"
key_query_alignment_std_lt_0.069323612,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.06932361246980649}",0.5002836074872377,0.5473132919112396,0,1,0.34146341463414637,0.35714285714285715,0.4773928994656397,27,41,"{""gov_report"": 0.3888888888888889, ""niah_single_1"": 0.30434782608695654}"
key_query_alignment_std_lt_0.073092855,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.07309285487531314}",0.5002836074872377,0.5473132919112396,0,1,0.3902439024390244,0.40476190476190477,0.4473817501557049,25,41,"{""gov_report"": 0.3888888888888889, ""niah_single_1"": 0.391304347826087}"
key_query_alignment_std_lt_0.080182412,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.08018241162388201}",0.5002836074872377,0.5473132919112396,0,1,0.4146341463414634,0.4523809523809524,0.42299150625326587,24,41,"{""gov_report"": 0.3888888888888889, ""niah_single_1"": 0.43478260869565216}"
key_query_alignment_std_lt_0.082774944,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.08277494397395876}",0.5002836074872377,0.5473132919112396,0,1,0.4146341463414634,0.5,0.42299150625326587,24,41,"{""gov_report"": 0.3888888888888889, ""niah_single_1"": 0.43478260869565216}"
key_query_alignment_std_lt_0.090715467,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.09071546697543369}",0.5002836074872377,0.5473132919112396,0,1,0.4878048780487805,0.5476190476190477,0.35170716992193324,21,41,"{""gov_report"": 0.4444444444444444, ""niah_single_1"": 0.5217391304347826}"
key_query_alignment_std_lt_0.099043653,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.09904365325425304}",0.5002836074872377,0.5473132919112396,0,1,0.5853658536585366,0.5952380952380952,0.2712223876099885,17,41,"{""gov_report"": 0.5555555555555556, ""niah_single_1"": 0.6086956521739131}"
key_query_alignment_std_lt_0.11659683,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.11659682910958519}",0.5002836074872377,0.5473132919112396,0,1,0.6585365853658537,0.6428571428571429,0.21705396249233186,14,41,"{""gov_report"": 0.6666666666666666, ""niah_single_1"": 0.6521739130434783}"
key_query_alignment_std_lt_0.19748018,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.19748017851553148}",0.5002836074872377,0.5473132919112396,0,1,0.7317073170731707,0.7023809523809523,0.18058871226756829,11,41,"{""gov_report"": 0.7222222222222222, ""niah_single_1"": 0.7391304347826086}"
key_query_alignment_std_lt_0.24525667,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.24525666625443587}",0.5002836074872377,0.5473132919112396,0,1,0.7560975609756098,0.75,0.15688961650749098,10,41,"{""gov_report"": 0.7777777777777778, ""niah_single_1"": 0.7391304347826086}"
key_query_alignment_std_lt_0.25958731,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.2595873130645766}",0.5002836074872377,0.5473132919112396,0,1,0.7804878048780488,0.7976190476190477,0.13249937260505196,9,41,"{""gov_report"": 0.7777777777777778, ""niah_single_1"": 0.782608695652174}"
key_query_alignment_std_lt_0.28197245,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.2819724515610055}",0.5002836074872377,0.5473132919112396,0,1,0.8536585365853658,0.8452380952380952,0.10527285316435381,6,41,"{""gov_report"": 0.8333333333333334, ""niah_single_1"": 0.8695652173913043}"
key_query_alignment_std_lt_0.29461068,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.2946106789142292}",0.5002836074872377,0.5473132919112396,0,1,0.9024390243902439,0.8928571428571429,0.07099788101367821,4,41,"{""gov_report"": 0.8888888888888888, ""niah_single_1"": 0.9130434782608695}"
key_query_alignment_std_lt_0.30015414,single_threshold,"{""direction"": ""lt"", ""feature"": ""key_query_alignment_std"", ""threshold"": 0.3001541447320152}",0.5002836074872377,0.5473132919112396,0,1,0.9512195121951219,0.9285714285714286,0.03595136642339159,2,41,"{""gov_report"": 0.9444444444444444, ""niah_single_1"": 0.9565217391304348}"
attention_entropy_gt_1.587628,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 1.5876280197664814}",0.4021554169030062,0.46249811926940076,0,1,0.9024390243902439,0.9404761904761905,0.09365248671983309,4,41,"{""gov_report"": 1.0, ""niah_single_1"": 0.8260869565217391}"
attention_entropy_gt_1.7760792,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 1.776079165047438}",0.4021554169030062,0.46249811926940076,0,1,0.8292682926829268,0.8928571428571429,0.13273695359787774,7,41,"{""gov_report"": 0.9444444444444444, ""niah_single_1"": 0.7391304347826086}"
attention_entropy_gt_1.9041536,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 1.9041535838919323}",0.4021554169030062,0.46249811926940076,0,1,0.7317073170731707,0.8452380952380952,0.19638493464288828,11,41,"{""gov_report"": 0.9444444444444444, ""niah_single_1"": 0.5652173913043478}"
attention_entropy_gt_1.9752325,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 1.9752325345499433}",0.4021554169030062,0.46249811926940076,0,1,0.7073170731707317,0.7976190476190477,0.22077517854532733,12,41,"{""gov_report"": 0.9444444444444444, ""niah_single_1"": 0.5217391304347826}"
attention_entropy_gt_2.0483475,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.048347508396296}",0.4021554169030062,0.46249811926940076,0,1,0.6585365853658537,0.75,0.24368920376991035,14,41,"{""gov_report"": 0.9444444444444444, ""niah_single_1"": 0.43478260869565216}"
attention_entropy_gt_2.0945105,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.0945104984949414}",0.4021554169030062,0.46249811926940076,0,1,0.5853658536585366,0.7023809523809523,0.27542739453086723,17,41,"{""gov_report"": 0.8888888888888888, ""niah_single_1"": 0.34782608695652173}"
attention_entropy_gt_2.1153002,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.1153002270116517}",0.4021554169030062,0.46249811926940076,0,1,0.5609756097560976,0.6428571428571429,0.2998176384333062,18,41,"{""gov_report"": 0.8888888888888888, ""niah_single_1"": 0.30434782608695654}"
attention_entropy_gt_2.1892179,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.189217875413828}",0.4021554169030062,0.46249811926940076,0,1,0.5121951219512195,0.5952380952380952,0.3318511214870254,20,41,"{""gov_report"": 0.8333333333333334, ""niah_single_1"": 0.2608695652173913}"
attention_entropy_gt_2.2545412,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.2545411830823423}",0.4021554169030062,0.46249811926940076,0,1,0.43902439024390244,0.5476190476190477,0.38579867308030963,23,41,"{""gov_report"": 0.7222222222222222, ""niah_single_1"": 0.21739130434782608}"
attention_entropy_gt_2.3339143,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.3339143438638392}",0.4021554169030062,0.46249811926940076,0,1,0.43902439024390244,0.5,0.38579867308030963,23,41,"{""gov_report"": 0.7222222222222222, ""niah_single_1"": 0.21739130434782608}"
attention_entropy_gt_2.4008473,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.400847315353029}",0.4021554169030062,0.46249811926940076,0,1,0.4146341463414634,0.4523809523809524,0.4040599472748778,24,41,"{""gov_report"": 0.6666666666666666, ""niah_single_1"": 0.21739130434782608}"
attention_entropy_gt_2.5587615,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.5587615310498064}",0.4021554169030062,0.46249811926940076,0,1,0.3902439024390244,0.40476190476190477,0.40838820491928957,25,41,"{""gov_report"": 0.6111111111111112, ""niah_single_1"": 0.21739130434782608}"
attention_entropy_gt_2.6696071,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.6696071460034165}",0.4021554169030062,0.46249811926940076,0,1,0.34146341463414637,0.35714285714285715,0.44433957134268115,27,41,"{""gov_report"": 0.5555555555555556, ""niah_single_1"": 0.17391304347826086}"
attention_entropy_gt_2.7072421,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.7072421070599084}",0.4021554169030062,0.46249811926940076,0,1,0.2926829268292683,0.2976190476190476,0.46305900636451264,29,41,"{""gov_report"": 0.5555555555555556, ""niah_single_1"": 0.08695652173913043}"
attention_entropy_gt_2.7909677,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.790967669435333}",0.4021554169030062,0.46249811926940076,0,1,0.21951219512195122,0.25,0.5140176532832378,32,41,"{""gov_report"": 0.3888888888888889, ""niah_single_1"": 0.08695652173913043}"
attention_entropy_gt_2.8205354,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.820535369277692}",0.4021554169030062,0.46249811926940076,0,1,0.17073170731707318,0.20238095238095238,0.5627981410881158,34,41,"{""gov_report"": 0.2777777777777778, ""niah_single_1"": 0.08695652173913043}"
attention_entropy_gt_2.9075031,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 2.9075031204817092}",0.4021554169030062,0.46249811926940076,0,1,0.12195121951219512,0.15476190476190477,0.5888148759023442,36,41,"{""gov_report"": 0.2222222222222222, ""niah_single_1"": 0.043478260869565216}"
attention_entropy_gt_3.0451329,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 3.0451329406428753}",0.4021554169030062,0.46249811926940076,0,1,0.0975609756097561,0.10714285714285714,0.6111877510003096,37,41,"{""gov_report"": 0.16666666666666666, ""niah_single_1"": 0.043478260869565216}"
attention_entropy_gt_3.3301971,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_entropy"", ""threshold"": 3.3301971223824602}",0.4021554169030062,0.46249811926940076,0,1,0.04878048780487805,0.05952380952380952,0.6598680228506993,39,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.0}"
attention_entropy_lt_1.587628,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 1.5876280197664814}",0.5978445830969937,0.6150961896825681,0,1,0.0975609756097561,0.05952380952380952,0.5960602529277609,37,41,"{""gov_report"": 0.0, ""niah_single_1"": 0.17391304347826086}"
attention_entropy_lt_1.7760792,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 1.776079165047438}",0.5978445830969937,0.6150961896825681,0,1,0.17073170731707318,0.10714285714285714,0.5569757860497162,34,41,"{""gov_report"": 0.05555555555555555, ""niah_single_1"": 0.2608695652173913}"
attention_entropy_lt_1.9041536,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 1.9041535838919323}",0.5978445830969937,0.6150961896825681,0,1,0.2682926829268293,0.15476190476190477,0.49332780500470563,30,41,"{""gov_report"": 0.05555555555555555, ""niah_single_1"": 0.43478260869565216}"
attention_entropy_lt_1.9752325,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 1.9752325345499433}",0.5978445830969937,0.6150961896825681,0,1,0.2926829268292683,0.20238095238095238,0.4689375611022666,29,41,"{""gov_report"": 0.05555555555555555, ""niah_single_1"": 0.4782608695652174}"
attention_entropy_lt_2.0483475,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.048347508396296}",0.5978445830969937,0.6150961896825681,0,1,0.34146341463414637,0.25,0.4460235358776836,27,41,"{""gov_report"": 0.05555555555555555, ""niah_single_1"": 0.5652173913043478}"
attention_entropy_lt_2.0945105,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.0945104984949414}",0.5978445830969937,0.6150961896825681,0,1,0.4146341463414634,0.2976190476190476,0.4142853451167267,24,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.6521739130434783}"
attention_entropy_lt_2.1153002,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.1153002270116517}",0.5978445830969937,0.6150961896825681,0,1,0.43902439024390244,0.35714285714285715,0.3898951012142877,23,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.6956521739130435}"
attention_entropy_lt_2.1892179,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.189217875413828}",0.5978445830969937,0.6150961896825681,0,1,0.4878048780487805,0.40476190476190477,0.3578616181605685,21,41,"{""gov_report"": 0.16666666666666666, ""niah_single_1"": 0.7391304347826086}"
attention_entropy_lt_2.2545412,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.2545411830823423}",0.5978445830969937,0.6150961896825681,0,1,0.5609756097560976,0.4523809523809524,0.3039140665672844,18,41,"{""gov_report"": 0.2777777777777778, ""niah_single_1"": 0.782608695652174}"
attention_entropy_lt_2.3339143,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.3339143438638392}",0.5978445830969937,0.6150961896825681,0,1,0.5609756097560976,0.5,0.3039140665672844,18,41,"{""gov_report"": 0.2777777777777778, ""niah_single_1"": 0.782608695652174}"
attention_entropy_lt_2.4008473,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.400847315353029}",0.5978445830969937,0.6150961896825681,0,1,0.5853658536585366,0.5476190476190477,0.2856527923727162,17,41,"{""gov_report"": 0.3333333333333333, ""niah_single_1"": 0.782608695652174}"
attention_entropy_lt_2.5587615,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.5587615310498064}",0.5978445830969937,0.6150961896825681,0,1,0.6097560975609756,0.5952380952380952,0.28132453472830454,16,41,"{""gov_report"": 0.3888888888888889, ""niah_single_1"": 0.782608695652174}"
attention_entropy_lt_2.6696071,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.6696071460034165}",0.5978445830969937,0.6150961896825681,0,1,0.6585365853658537,0.6428571428571429,0.24537316830491293,14,41,"{""gov_report"": 0.4444444444444444, ""niah_single_1"": 0.8260869565217391}"
attention_entropy_lt_2.7072421,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.7072421070599084}",0.5978445830969937,0.6150961896825681,0,1,0.7073170731707317,0.7023809523809523,0.22665373328308136,12,41,"{""gov_report"": 0.4444444444444444, ""niah_single_1"": 0.9130434782608695}"
attention_entropy_lt_2.7909677,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.790967669435333}",0.5978445830969937,0.6150961896825681,0,1,0.7804878048780488,0.75,0.17569508636435624,9,41,"{""gov_report"": 0.6111111111111112, ""niah_single_1"": 0.9130434782608695}"
attention_entropy_lt_2.8205354,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.820535369277692}",0.5978445830969937,0.6150961896825681,0,1,0.8292682926829268,0.7976190476190477,0.12691459855947818,7,41,"{""gov_report"": 0.7222222222222222, ""niah_single_1"": 0.9130434782608695}"
attention_entropy_lt_2.9075031,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 2.9075031204817092}",0.5978445830969937,0.6150961896825681,0,1,0.8780487804878049,0.8452380952380952,0.10089786374524991,5,41,"{""gov_report"": 0.7777777777777778, ""niah_single_1"": 0.9565217391304348}"
attention_entropy_lt_3.0451329,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 3.0451329406428753}",0.5978445830969937,0.6150961896825681,0,1,0.9024390243902439,0.8928571428571429,0.07852498864728437,4,41,"{""gov_report"": 0.8333333333333334, ""niah_single_1"": 0.9565217391304348}"
attention_entropy_lt_3.3301971,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_entropy"", ""threshold"": 3.3301971223824602}",0.5978445830969937,0.6150961896825681,0,1,0.9512195121951219,0.9404761904761905,0.02984471679689463,2,41,"{""gov_report"": 0.8888888888888888, ""niah_single_1"": 1.0}"
attention_concentration_gt_0.26949944,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.2694994402590185}",0.5768576290414067,0.5698425989661584,0,1,0.9512195121951219,0.9404761904761905,0.046259170536393786,2,41,"{""gov_report"": 0.8888888888888888, ""niah_single_1"": 1.0}"
attention_concentration_gt_0.28670199,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.2867019907497164}",0.5768576290414067,0.5698425989661584,0,1,0.926829268292683,0.8928571428571429,0.0589436693890687,3,41,"{""gov_report"": 0.8333333333333334, ""niah_single_1"": 1.0}"
attention_concentration_gt_0.30836147,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.3083614744349999}",0.5768576290414067,0.5698425989661584,0,1,0.8780487804878049,0.8452380952380952,0.10762394123945844,5,41,"{""gov_report"": 0.7777777777777778, ""niah_single_1"": 0.9565217391304348}"
attention_concentration_gt_0.32486186,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.3248618642475793}",0.5768576290414067,0.5698425989661584,0,1,0.8048780487804879,0.7976190476190477,0.14584380232132832,8,41,"{""gov_report"": 0.7222222222222222, ""niah_single_1"": 0.8695652173913043}"
attention_concentration_gt_0.3428057,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.3428056952195495}",0.5768576290414067,0.5698425989661584,0,1,0.8048780487804879,0.75,0.14584380232132832,8,41,"{""gov_report"": 0.7222222222222222, ""niah_single_1"": 0.8695652173913043}"
attention_concentration_gt_0.35301078,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.3530107780302346}",0.5768576290414067,0.5698425989661584,0,1,0.7317073170731707,0.7023809523809523,0.20245238600211465,11,41,"{""gov_report"": 0.5555555555555556, ""niah_single_1"": 0.8695652173913043}"
attention_concentration_gt_0.36757081,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.36757080649356333}",0.5768576290414067,0.5698425989661584,0,1,0.6585365853658537,0.6428571428571429,0.24562933876056262,14,41,"{""gov_report"": 0.4444444444444444, ""niah_single_1"": 0.8260869565217391}"
attention_concentration_gt_0.39197216,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.39197216224115944}",0.5768576290414067,0.5698425989661584,0,1,0.6585365853658537,0.5952380952380952,0.24562933876056262,14,41,"{""gov_report"": 0.4444444444444444, ""niah_single_1"": 0.8260869565217391}"
attention_concentration_gt_0.42149738,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.4214973811826131}",0.5768576290414067,0.5698425989661584,0,1,0.6341463414634146,0.5476190476190477,0.2555140670087992,15,41,"{""gov_report"": 0.4444444444444444, ""niah_single_1"": 0.782608695652174}"
attention_concentration_gt_0.44267316,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.4426731558799122}",0.5768576290414067,0.5698425989661584,0,1,0.5609756097560976,0.5,0.2932161589496172,18,41,"{""gov_report"": 0.3333333333333333, ""niah_single_1"": 0.7391304347826086}"
attention_concentration_gt_0.46268181,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.4626818128290399}",0.5768576290414067,0.5698425989661584,0,1,0.4878048780487805,0.4523809523809524,0.3271106428538999,21,41,"{""gov_report"": 0.2222222222222222, ""niah_single_1"": 0.6956521739130435}"
attention_concentration_gt_0.48801162,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.48801161613703314}",0.5768576290414067,0.5698425989661584,0,1,0.4146341463414634,0.40476190476190477,0.3852081578315958,24,41,"{""gov_report"": 0.16666666666666666, ""niah_single_1"": 0.6086956521739131}"
attention_concentration_gt_0.50812435,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.5081243511632634}",0.5768576290414067,0.5698425989661584,0,1,0.36585365853658536,0.35714285714285715,0.4179186026309357,26,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.5652173913043478}"
attention_concentration_gt_0.51639686,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.5163968586095923}",0.5768576290414067,0.5698425989661584,0,1,0.34146341463414637,0.2976190476190476,0.43109619058726767,27,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.5217391304347826}"
attention_concentration_gt_0.53331239,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.5333123853041869}",0.5768576290414067,0.5698425989661584,0,1,0.3170731707317073,0.25,0.45548643448970666,28,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.4782608695652174}"
attention_concentration_gt_0.56693721,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.566937214137307}",0.5768576290414067,0.5698425989661584,0,1,0.2926829268292683,0.20238095238095238,0.47094682360667856,29,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.43478260869565216}"
attention_concentration_gt_0.58929911,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.5892991129163926}",0.5768576290414067,0.5698425989661584,0,1,0.21951219512195122,0.15476190476190477,0.5247100764034526,32,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.30434782608695654}"
attention_concentration_gt_0.64330302,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.6433030236502472}",0.5768576290414067,0.5698425989661584,0,1,0.14634146341463414,0.10714285714285714,0.5597337651992229,35,41,"{""gov_report"": 0.05555555555555555, ""niah_single_1"": 0.21739130434782608}"
attention_concentration_gt_0.66353444,single_threshold,"{""direction"": ""gt"", ""feature"": ""attention_concentration"", ""threshold"": 0.6635344372524405}",0.5768576290414067,0.5698425989661584,0,1,0.04878048780487805,0.05952380952380952,0.6435003666635993,39,41,"{""gov_report"": 0.0, ""niah_single_1"": 0.08695652173913043}"
attention_concentration_lt_0.26949944,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_concentration"", ""threshold"": 0.2694994402590185}",0.4231423709585933,0.45101765488807855,0,1,0.04878048780487805,0.05952380952380952,0.6434535691112002,39,41,"{""gov_report"": 0.1111111111111111, ""niah_single_1"": 0.0}"
attention_concentration_lt_0.28670199,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_concentration"", ""threshold"": 0.2867019907497164}",0.4231423709585933,0.45101765488807855,0,1,0.07317073170731707,0.10714285714285714,0.6307690702585252,38,41,"{""gov_report"": 0.16666666666666666, ""niah_single_1"": 0.0}"
attention_concentration_lt_0.30836147,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_concentration"", ""threshold"": 0.3083614744349999}",0.4231423709585933,0.45101765488807855,0,1,0.12195121951219512,0.15476190476190477,0.5820887984081355,36,41,"{""gov_report"": 0.2222222222222222, ""niah_single_1"": 0.043478260869565216}"
attention_concentration_lt_0.32486186,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_concentration"", ""threshold"": 0.3248618642475793}",0.4231423709585933,0.45101765488807855,0,1,0.1951219512195122,0.20238095238095238,0.5438689373262656,33,41,"{""gov_report"": 0.2777777777777778, ""niah_single_1"": 0.13043478260869565}"
attention_concentration_lt_0.3428057,single_threshold,"{""direction"": ""lt"", ""feature"": ""attention_concentration"", ""threshold"": 0.3428056952195495}",0.4231423709585933,0.45101765488807855,0,1,0.1951219512195122,0.25,0.5438689373262656,33,41,"{""gov_report"": 0.2777777777777778, ""niah_single_1"": 0.13043478260869565}"
