budget,head,kendall_tau_b,layer,left,n_tokens,pearson,right,sample_id,snapshot_id,spearman,status,unit
128,,0.7690114699988136,16,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=16,head=shared"
128,,0.7690114699988136,17,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=17,head=shared"
128,,0.7690114699988136,18,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=18,head=shared"
128,,0.7690114699988136,19,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=19,head=shared"
128,,0.7690114699988136,2,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=2,head=shared"
128,,0.7690114699988136,20,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=20,head=shared"
128,,0.7690114699988136,21,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=21,head=shared"
128,,0.7690114699988136,22,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=22,head=shared"
128,,0.7690114699988136,23,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=23,head=shared"
128,,0.7690114699988136,24,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=24,head=shared"
128,,0.7690114699988136,25,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=25,head=shared"
128,,0.7690114699988136,26,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=26,head=shared"
128,,0.7690114699988136,27,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=27,head=shared"
128,,0.7690114699988136,3,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=3,head=shared"
128,,0.7690114699988136,4,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=4,head=shared"
128,,0.7690114699988136,5,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=5,head=shared"
128,,0.7690114699988136,6,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=6,head=shared"
128,,0.7690114699988136,7,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=7,head=shared"
128,,0.7690114699988136,8,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=8,head=shared"
128,,0.7690114699988136,9,latest_attention_shared,15684,0.9014249295800676,temporal_volatility_shared,1,569e8468c3deeedbf7475f15ec5a2c38b764f8cb1b59b8877072b727e70ea0a8,0.9186863789429373,ok,"layer=9,head=shared"
128,,0.7730854474675497,0,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=0,head=shared"
128,,0.7730854474675497,1,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=1,head=shared"
128,,0.7730854474675497,10,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=10,head=shared"
128,,0.7730854474675497,11,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=11,head=shared"
128,,0.7730854474675497,12,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=12,head=shared"
128,,0.7730854474675497,13,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=13,head=shared"
128,,0.7730854474675497,14,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=14,head=shared"
128,,0.7730854474675497,15,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=15,head=shared"
128,,0.7730854474675497,16,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=16,head=shared"
128,,0.7730854474675497,17,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=17,head=shared"
128,,0.7730854474675497,18,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=18,head=shared"
128,,0.7730854474675497,19,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=19,head=shared"
128,,0.7730854474675497,2,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=2,head=shared"
128,,0.7730854474675497,20,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=20,head=shared"
128,,0.7730854474675497,21,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=21,head=shared"
128,,0.7730854474675497,22,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=22,head=shared"
128,,0.7730854474675497,23,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=23,head=shared"
128,,0.7730854474675497,24,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=24,head=shared"
128,,0.7730854474675497,25,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=25,head=shared"
128,,0.7730854474675497,26,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=26,head=shared"
128,,0.7730854474675497,27,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=27,head=shared"
128,,0.7730854474675497,3,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=3,head=shared"
128,,0.7730854474675497,4,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=4,head=shared"
128,,0.7730854474675497,5,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=5,head=shared"
128,,0.7730854474675497,6,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=6,head=shared"
128,,0.7730854474675497,7,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=7,head=shared"
128,,0.7730854474675497,8,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=8,head=shared"
128,,0.7730854474675497,9,latest_attention_shared,15681,0.8992342628163853,temporal_volatility_shared,2,c690867fcd859d0b9b762ef4aaad2956c2a00c8ca2d27c230f602814260b38a9,0.9217121126202222,ok,"layer=9,head=shared"
