accuracy,avg_evidence_recall,avg_official_score,avg_ppl,avg_primary_score,avg_tokens_per_second,contains_ground_truth,context_length,method,n,official_accuracy
1.0,1.0,100.0,3.382956394092469,100.0,33.01782747603476,1.0,15690,full,1,1.0
1.0,1.0,100.0,3.0513558354262678,100.0,19.414964009187617,1.0,15693,full,2,1.0
1.0,0.0,100.0,3.52459531352531,100.0,73.79679853311144,1.0,15690,latest_attention_shared,1,1.0
1.0,0.0,100.0,3.198304695845271,100.0,65.20788086111637,1.0,15693,latest_attention_shared,2,1.0
1.0,0.043478260869565195,100.0,3.4971666951877993,100.0,48.4280090076205,1.0,15690,temporal_volatility_shared,1,1.0
1.0,0.041666666666666664,100.0,3.2006665411146433,100.0,74.34288796959308,1.0,15693,temporal_volatility_shared,2,1.0
