stratum_type,stratum_json,task,score_type,spearman,pairwise_sign_accuracy,top1_accuracy,topk_overlap,normalized_regret,symmetric_scale_ratio,spearman_delta_vs_action,spearman_delta_vs_p1,spearman_gap_from_full,layer,history_id
task_layer,"{""layer"": ""26"", ""task"": ""gov_report""}",gov_report,reference_action_fisher,0.7261904761904763,0.7678571428571428,0.0,0.0,0.16354541312640059,0.011010697971001931,0.0,-0.059523809523809534,0.26190476190476186,26.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,fisher_updated_only,0.9047619047619048,0.8928571428571429,1.0,1.0,0.0,0.9014324493439172,0.0357142857142857,0.0,0.04761904761904778,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,full_state_local,0.9523809523809526,0.9464285714285714,1.0,1.0,0.0,0.829484327333314,0.08333333333333348,0.04761904761904778,0.0,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,gradient_fisher_updated,0.9166666666666667,0.9107142857142858,1.0,1.0,0.0,0.8960986975594116,0.04761904761904767,0.011904761904761973,0.03571428571428581,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,gradient_jacobian_updated,0.9523809523809526,0.9464285714285714,1.0,1.0,0.0,0.8260653576005452,0.08333333333333348,0.04761904761904778,0.0,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,gradient_updated_only,0.9166666666666667,0.9107142857142858,1.0,1.0,0.0,0.8961245763942094,0.04761904761904767,0.011904761904761973,0.03571428571428581,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_fisher_updated,0.9285714285714287,0.9285714285714286,1.0,1.0,0.0,0.8106232039237846,0.059523809523809645,0.023809523809523947,0.023809523809523836,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_updated_only,0.9285714285714287,0.9285714285714286,1.0,1.0,0.0,0.810050842459955,0.059523809523809645,0.023809523809523947,0.023809523809523836,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.8064090674713366,0.13095238095238093,0.09523809523809523,-0.04761904761904745,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,p1_reference_state_fisher,0.9047619047619048,0.8928571428571429,1.0,1.0,0.0,0.9004248414124101,0.0357142857142857,0.0,0.04761904761904778,0.0,
task_layer,"{""layer"": ""0"", ""task"": ""niah_single_1""}",niah_single_1,reference_action_fisher,0.8690476190476191,0.875,1.0,0.5,0.0,0.42550346335164435,0.0,-0.0357142857142857,0.08333333333333348,0.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,fisher_updated_only,0.9047619047619049,0.9107142857142857,1.0,1.0,0.0,0.12837956286374147,0.6428571428571429,0.0,0.09523809523809512,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,full_state_local,1.0,1.0,1.0,1.0,0.0,0.16861669212689478,0.738095238095238,0.09523809523809512,0.0,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,gradient_fisher_updated,0.9761904761904763,0.9642857142857143,1.0,1.0,0.0,0.13839953136330305,0.7142857142857143,0.0714285714285714,0.023809523809523725,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,gradient_jacobian_updated,1.0,1.0,1.0,1.0,0.0,0.16752312583620982,0.738095238095238,0.09523809523809512,0.0,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,gradient_updated_only,0.9761904761904763,0.9642857142857143,1.0,1.0,0.0,0.13765237565337418,0.7142857142857143,0.0714285714285714,0.023809523809523725,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_fisher_updated,0.9880952380952381,0.9821428571428572,1.0,1.0,0.0,0.1521012067019199,0.7261904761904762,0.08333333333333326,0.011904761904761862,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_updated_only,0.9880952380952381,0.9821428571428572,1.0,1.0,0.0,0.15097853657491642,0.7261904761904762,0.08333333333333326,0.011904761904761862,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.1717817982832826,0.738095238095238,0.09523809523809512,0.0,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,p1_reference_state_fisher,0.9047619047619049,0.9107142857142857,1.0,1.0,0.0,0.12736065909105135,0.6428571428571429,0.0,0.09523809523809512,14.0,
task_layer,"{""layer"": ""14"", ""task"": ""niah_single_1""}",niah_single_1,reference_action_fisher,0.261904761904762,0.5714285714285714,0.0,0.0,0.19315861179885646,0.03519508654575297,0.0,-0.6428571428571429,0.738095238095238,14.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,fisher_updated_only,0.9642857142857144,0.9464285714285714,1.0,1.0,0.0,0.04599980834829777,0.19047619047619047,0.011904761904761973,0.03571428571428559,26.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,full_state_local,1.0,1.0,1.0,1.0,0.0,0.048773187638747655,0.22619047619047605,0.04761904761904756,0.0,26.0,
