stratum_type,stratum_json,task,score_type,spearman,pairwise_sign_accuracy,top1_accuracy,topk_overlap,normalized_regret,symmetric_scale_ratio,spearman_delta_vs_action,spearman_delta_vs_p1,spearman_gap_from_full,layer,history_id
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,gradient_fisher_updated,1.0,1.0,1.0,1.0,0.0,0.050016445646806365,0.22619047619047605,0.04761904761904756,0.0,26.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,gradient_jacobian_updated,1.0,1.0,1.0,1.0,0.0,0.04857307264344994,0.22619047619047605,0.04761904761904756,0.0,26.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,gradient_updated_only,1.0,1.0,1.0,1.0,0.0,0.053688835223574,0.22619047619047605,0.04761904761904756,0.0,26.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_fisher_updated,0.9642857142857144,0.9464285714285714,1.0,1.0,0.0,0.03545446475090127,0.19047619047619047,0.011904761904761973,0.03571428571428559,26.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_updated_only,0.9523809523809526,0.9464285714285714,1.0,1.0,0.0,0.03171904588259157,0.1785714285714286,1.1102230246251565e-16,0.04761904761904745,26.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.047427313008710545,0.22619047619047605,0.04761904761904756,0.0,26.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,p1_reference_state_fisher,0.9523809523809524,0.9285714285714286,1.0,1.0,0.0,0.04055191508009946,0.1785714285714285,0.0,0.04761904761904756,26.0,
task_layer,"{""layer"": ""26"", ""task"": ""niah_single_1""}",niah_single_1,reference_action_fisher,0.773809523809524,0.8214285714285714,0.0,0.5,0.04702394055058751,0.024740287545221902,0.0,-0.1785714285714285,0.22619047619047605,26.0,
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,fisher_updated_only,0.9166666666666667,0.9107142857142858,1.0,0.75,0.0,0.6197152648090727,0.23809523809523803,0.0,0.0714285714285714,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,full_state_local,0.9880952380952381,0.9821428571428572,1.0,1.0,0.0,0.2857888954160561,0.3095238095238094,0.0714285714285714,0.0,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,gradient_fisher_updated,0.9166666666666667,0.9107142857142858,1.0,1.0,0.0,0.444556719710234,0.23809523809523803,0.0,0.0714285714285714,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,gradient_jacobian_updated,0.9761904761904763,0.9642857142857143,1.0,1.0,0.0,0.551465629337025,0.29761904761904756,0.059523809523809534,0.011904761904761862,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,gradient_updated_only,0.8928571428571429,0.875,1.0,1.0,0.0,0.49194458470173563,0.2142857142857142,-0.023809523809523836,0.09523809523809523,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,jacobian_fisher_updated,0.9285714285714287,0.9285714285714286,1.0,0.75,0.0,0.36138014556477893,0.25,0.011904761904761973,0.05952380952380942,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,jacobian_updated_only,0.9523809523809526,0.9464285714285714,1.0,1.0,0.0,0.5838776707764792,0.27380952380952384,0.03571428571428581,0.03571428571428559,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.2976491282678751,0.3214285714285713,0.08333333333333326,-0.011904761904761862,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,p1_reference_state_fisher,0.9166666666666667,0.9107142857142858,1.0,0.75,0.0,0.5664609128996145,0.23809523809523803,0.0,0.0714285714285714,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""gov_report""}",gov_report,reference_action_fisher,0.6785714285714287,0.7142857142857143,0.0,0.25,0.11551921776998553,0.12401940320065302,0.0,-0.23809523809523803,0.3095238095238094,,H1
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,fisher_updated_only,0.7142857142857144,0.8035714285714286,1.0,0.5,0.0,0.5242739204898578,0.04761904761904767,-0.0714285714285714,0.26190476190476186,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,full_state_local,0.9761904761904763,0.9642857142857143,1.0,1.0,0.0,0.3182283400741519,0.30952380952380953,0.19047619047619047,0.0,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,gradient_fisher_updated,0.9404761904761906,0.9285714285714286,1.0,0.75,0.0,0.44904025647868734,0.27380952380952384,0.15476190476190477,0.0357142857142857,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,gradient_jacobian_updated,0.9761904761904763,0.9642857142857143,1.0,1.0,0.0,0.5592571448502324,0.30952380952380953,0.19047619047619047,0.0,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,gradient_updated_only,0.9404761904761906,0.9285714285714286,1.0,0.75,0.0,0.4928716643693861,0.27380952380952384,0.15476190476190477,0.0357142857142857,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,jacobian_fisher_updated,0.7857142857142858,0.8392857142857143,1.0,0.75,0.0,0.3864712452579383,0.11904761904761907,0.0,0.19047619047619047,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,jacobian_updated_only,0.9047619047619049,0.9107142857142858,1.0,1.0,0.0,0.6357648504283369,0.23809523809523814,0.11904761904761907,0.0714285714285714,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.3110179812615597,0.33333333333333326,0.2142857142857142,-0.023809523809523725,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,p1_reference_state_fisher,0.7857142857142858,0.8392857142857142,1.0,0.5,0.0,0.5515378215175751,0.11904761904761907,0.0,0.19047619047619047,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""gov_report""}",gov_report,reference_action_fisher,0.6666666666666667,0.7321428571428572,0.0,0.25,0.09733125428252497,0.12277651305340745,0.0,-0.11904761904761907,0.30952380952380953,,H2
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,fisher_updated_only,0.7261904761904763,0.7857142857142857,1.0,0.5,0.0,0.41850751889048987,-0.07142857142857151,-0.023809523809523836,0.2142857142857143,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,full_state_local,0.9404761904761906,0.9285714285714286,1.0,1.0,0.0,0.2143001534719642,0.1428571428571428,0.19047619047619047,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,gradient_fisher_updated,0.9404761904761906,0.9285714285714286,1.0,1.0,0.0,0.3041637110291127,0.1428571428571428,0.19047619047619047,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,gradient_jacobian_updated,0.9523809523809524,0.9285714285714286,1.0,1.0,0.0,0.518768487028093,0.15476190476190466,0.20238095238095233,-0.011904761904761862,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,gradient_updated_only,0.9166666666666667,0.9107142857142858,1.0,0.75,0.0,0.3488541796586147,0.11904761904761896,0.16666666666666663,0.023809523809523836,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,jacobian_fisher_updated,0.8095238095238095,0.8392857142857143,1.0,0.75,0.0,0.3817054579127749,0.011904761904761751,0.05952380952380942,0.13095238095238104,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,jacobian_updated_only,0.9166666666666667,0.9107142857142858,1.0,0.75,0.0,0.6460426797383974,0.11904761904761896,0.16666666666666663,0.023809523809523836,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.4754256404088292,0.20238095238095222,0.2499999999999999,-0.05952380952380942,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,p1_reference_state_fisher,0.7500000000000001,0.8035714285714286,1.0,0.5,0.0,0.46096312758430175,-0.04761904761904767,0.0,0.19047619047619047,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""gov_report""}",gov_report,reference_action_fisher,0.7976190476190478,0.8214285714285714,0.0,0.75,0.026844021935886676,0.11492665535859743,0.0,0.04761904761904767,0.1428571428571428,,H3
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,fisher_updated_only,0.9047619047619048,0.8928571428571429,1.0,1.0,0.0,0.12222560397731921,0.19047619047619035,0.0,0.09523809523809523,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,full_state_local,1.0,1.0,1.0,1.0,0.0,0.11385365648621558,0.2857142857142856,0.09523809523809523,0.0,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,gradient_fisher_updated,0.9285714285714287,0.9285714285714286,1.0,1.0,0.0,0.1155199429184412,0.2142857142857143,0.023809523809523947,0.07142857142857129,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,gradient_jacobian_updated,1.0,1.0,1.0,1.0,0.0,0.11132598135592138,0.2857142857142856,0.09523809523809523,0.0,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,gradient_updated_only,0.9285714285714287,0.9285714285714286,1.0,1.0,0.0,0.11226552199599249,0.2142857142857143,0.023809523809523947,0.07142857142857129,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_fisher_updated,0.9761904761904763,0.9642857142857143,1.0,1.0,0.0,0.12503082682810077,0.26190476190476186,0.07142857142857151,0.023809523809523725,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_updated_only,0.9523809523809526,0.9464285714285714,1.0,1.0,0.0,0.12352450711096286,0.23809523809523814,0.04761904761904778,0.04761904761904745,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.11438830401640654,0.2857142857142856,0.09523809523809523,0.0,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,p1_reference_state_fisher,0.9047619047619048,0.8928571428571429,1.0,1.0,0.0,0.12115821017375121,0.19047619047619035,0.0,0.09523809523809523,,H1
task_history,"{""history_id"": ""H1"", ""task"": ""niah_single_1""}",niah_single_1,reference_action_fisher,0.7142857142857144,0.8035714285714286,0.0,0.5,0.0405691003881347,0.034412907129130726,0.0,-0.19047619047619035,0.2857142857142856,,H1
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,fisher_updated_only,0.9047619047619048,0.8928571428571429,1.0,1.0,0.0,0.10793741988448177,0.1071428571428571,0.0,0.09523809523809523,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,full_state_local,1.0,1.0,1.0,1.0,0.0,0.12357458519634171,0.20238095238095233,0.09523809523809523,0.0,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,gradient_fisher_updated,0.9404761904761906,0.9285714285714286,1.0,1.0,0.0,0.10825101450713079,0.1428571428571429,0.03571428571428581,0.05952380952380942,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,gradient_jacobian_updated,1.0,1.0,1.0,1.0,0.0,0.12314902918824888,0.20238095238095233,0.09523809523809523,0.0,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,gradient_updated_only,0.9404761904761906,0.9285714285714286,1.0,1.0,0.0,0.10808262572978686,0.1428571428571429,0.03571428571428581,0.05952380952380942,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_fisher_updated,0.9285714285714287,0.9285714285714286,1.0,1.0,0.0,0.14210827915021512,0.13095238095238104,0.023809523809523947,0.07142857142857129,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_updated_only,0.9285714285714287,0.9285714285714286,1.0,1.0,0.0,0.13986573461558385,0.13095238095238104,0.023809523809523947,0.07142857142857129,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.12768471265750037,0.20238095238095233,0.09523809523809523,0.0,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,p1_reference_state_fisher,0.9047619047619048,0.8928571428571429,1.0,0.75,0.0,0.10698593854308601,0.1071428571428571,0.0,0.09523809523809523,,H2
task_history,"{""history_id"": ""H2"", ""task"": ""niah_single_1""}",niah_single_1,reference_action_fisher,0.7976190476190477,0.8392857142857142,0.0,0.5,0.034328300829587516,0.018201211005301154,0.0,-0.1071428571428571,0.20238095238095233,,H2
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,fisher_updated_only,1.0,1.0,1.0,1.0,0.0,0.3365584679909627,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,full_state_local,1.0,1.0,1.0,1.0,0.0,0.35384434947114907,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,gradient_fisher_updated,1.0,1.0,1.0,1.0,0.0,0.3463488868089719,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,gradient_jacobian_updated,1.0,1.0,1.0,1.0,0.0,0.35584137898125856,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,gradient_updated_only,1.0,1.0,1.0,1.0,0.0,0.34781326775692395,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_fisher_updated,1.0,1.0,1.0,1.0,0.0,0.3437759474841343,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,jacobian_updated_only,1.0,1.0,1.0,1.0,0.0,0.3457730515598998,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,nonlinear_direction_quadratic,1.0,1.0,1.0,1.0,0.0,0.35707797873650565,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,p1_reference_state_fisher,1.0,1.0,1.0,1.0,0.0,0.33802013390086866,0.15476190476190466,0.0,0.0,,H3
task_history,"{""history_id"": ""H3"", ""task"": ""niah_single_1""}",niah_single_1,reference_action_fisher,0.8452380952380953,0.8571428571428571,0.0,0.5,0.010884145615073644,0.2082161476678311,0.0,-0.15476190476190466,0.15476190476190466,,H3
