model_key,model_family,model_source,num_layers,hidden_size,sample_id,task,stage,target_anchor,history_start_anchor,history_length,candidate_id,candidate_source,deleted_position,exact_physical_kl,action_only_risk,dense_all_layer_mechanistic_risk,primary_boundary,primary_probe_layer,eligible_count,cache_length_baseline,cache_length_candidate,generator_action_argmin_candidate_id,generator_dense_argmin_candidate_id,generator_predicted_normalized_regret,b4_exact_map_risk,b4_path_k1_risk,b8_exact_map_risk,b8_path_k1_risk,b12_exact_map_risk,b12_path_k1_risk,b15_exact_map_risk,b15_path_k1_risk,relative_penultimate_exact_map_risk,relative_penultimate_path_k1_risk
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,qmsum:143,qmsum,formal,64,32,32,physical_delete_high_value_norm_44,high_value_norm,44,0.00016610781697239097,0.020896688085401655,0.00016132532974041133,15,14,93,129,128,physical_delete_median_attention_63,physical_delete_low_random_66,0.351591748808917,0.00012508013713489986,0.00012509552572214548,0.00010037141683691105,0.00010036558255513569,0.00014054666519108805,0.00014052798890692585,0.00016331356540520204,0.00016327291410298244,0.00016331356540520204,0.00016327291410298244
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,qmsum:143,qmsum,formal,64,32,32,physical_delete_high_random_90,high_random,90,0.00024399388342735088,0.032101638984926475,0.00025950415103894093,15,14,93,129,128,physical_delete_median_attention_63,physical_delete_low_random_66,0.351591748808917,9.973071756542746e-07,9.963706834586344e-07,9.810532070751027e-06,9.808660597742454e-06,0.00021452457044501382,0.00021455352408251483,0.0002446414146758546,0.0002446332058214755,0.0002446414146758546,0.0002446332058214755
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,synthetic_vt_142,vt,formal,64,32,32,physical_delete_low_aov_54,low_aov,54,1.3270669863767008e-07,9.864079463540448e-06,1.3362410122852181e-07,15,14,93,129,128,physical_delete_low_aor_12,physical_delete_low_aov_54,1.0,2.0047336768521035e-08,1.9799535761383423e-08,1.1276935267281161e-07,1.121142546578062e-07,2.2054066845043473e-07,2.2060606090084115e-07,1.5736547433790546e-07,1.5748844033383873e-07,1.5736547433790546e-07,1.5748844033383873e-07
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,synthetic_vt_142,vt,formal,64,32,32,physical_delete_low_aor_12,low_aor,12,2.2689753151651504e-06,6.2514611680791425e-06,2.268191029602848e-06,15,14,93,129,128,physical_delete_low_aor_12,physical_delete_low_aov_54,1.0,8.9170065745251e-07,8.882632662942313e-07,1.7907664101637888e-06,1.7896256353316605e-06,1.5881811536191904e-06,1.589811153759153e-06,2.17890524093693e-06,2.1790628369004446e-06,2.17890524093693e-06,2.1790628369004446e-06
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,synthetic_vt_142,vt,formal,64,32,32,physical_delete_high_key_query_90,high_key_query,90,2.0177907991126805e-07,3.672950239024261e-05,2.023187616483795e-07,15,14,93,129,128,physical_delete_low_aor_12,physical_delete_low_aov_54,1.0,9.011746566240807e-08,8.972124550207545e-08,2.51100547130485e-07,2.5116603079826253e-07,2.2002713931341732e-07,2.2026971518800465e-07,1.622360396811304e-07,1.6194927154787679e-07,1.622360396811304e-07,1.6194927154787679e-07
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,synthetic_vt_142,vt,formal,64,32,32,physical_delete_low_attention_20,low_attention,20,2.122574563903038e-07,6.588103335362758e-06,2.1142360700585213e-07,15,14,93,129,128,physical_delete_low_aor_12,physical_delete_low_aov_54,1.0,1.172713688114271e-07,1.1737219653274844e-07,1.7903158674753995e-07,1.787294327009652e-07,2.0101440764943765e-07,2.009437786509925e-07,2.0339589644474817e-07,2.032662353242034e-07,2.0339589644474817e-07,2.032662353242034e-07
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,synthetic_vt_142,vt,formal,64,32,32,physical_delete_low_v_ridge_80,low_v_ridge,80,3.770068311688364e-07,0.00021097705865077152,3.749741891819131e-07,15,14,93,129,128,physical_delete_low_aor_12,physical_delete_low_aov_54,1.0,4.8873953649402723e-08,4.885827469772869e-08,7.012010809405122e-08,7.038323381210708e-08,3.3755339915104206e-08,3.369507318565142e-08,1.8043689941064e-07,1.8051990515579382e-07,1.8043689941064e-07,1.8051990515579382e-07
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,synthetic_vt_142,vt,formal,64,32,32,physical_delete_high_age_95,high_age,95,8.095208964686439e-07,1.5043313722337538e-05,8.054162795899443e-07,15,14,93,129,128,physical_delete_low_aor_12,physical_delete_low_aov_54,1.0,4.3792680891723283e-08,4.406188497216464e-08,6.047723011479427e-07,6.05216871189015e-07,9.53461904156514e-07,9.532204072169349e-07,8.926420526582227e-07,8.924073533773795e-07,8.926420526582227e-07,8.924073533773795e-07
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,synthetic_vt_142,vt,formal,64,32,32,physical_delete_low_random_9,low_random,9,1.5512113975352454e-06,0.0001788621030495903,1.5547466232125476e-06,15,14,93,129,128,physical_delete_low_aor_12,physical_delete_low_aov_54,1.0,3.104090988892069e-07,3.1098964016186776e-07,2.635185541796348e-07,2.6398604084018946e-07,1.221630095338082e-06,1.2206710219621352e-06,1.2161216549190046e-06,1.2161945272305967e-06,1.2161216549190046e-06,1.2161945272305967e-06
llama32_1b,llama,mlx-community/Llama-3.2-1B-Instruct-4bit,16,2048,synthetic_vt_142,vt,formal,64,32,32,physical_delete_high_random_53,high_random,53,1.68164069437078e-06,0.006768476908750167,1.6759411160930152e-06,15,14,93,129,128,physical_delete_low_aor_12,physical_delete_low_aov_54,1.0,4.271507209878021e-09,4.224402929379903e-09,9.98827514632439e-08,9.937674394115861e-08,6.317283828281991e-06,6.31562776911101e-06,2.5736099651642785e-06,2.573842904385684e-06,2.5736099651642785e-06,2.573842904385684e-06
