sample_id,task,anchor,horizon_offset,attention_mean_w1_shared,blend_attention_contribution_25_w4_shared,baseline_tail,primary_tail,exact_kl_reduction,tail_category,large_loss_transition
synthetic_niah_40,niah_single_1,48,2,0.11524729430675507,0.11168478429317474,False,False,0.0035625100135803223,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,16,0.11552848666906357,0.11185266077518463,False,False,0.0036758258938789368,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,13,0.12635265290737152,0.1226605698466301,False,False,0.0036920830607414246,non_tail,unchanged
gov_report:37,gov_report,32,4,0.10284945368766785,0.0991196483373642,False,False,0.00372980535030365,non_tail,unchanged
gov_report:39,gov_report,32,7,0.007107854820787907,0.0033021639101207256,False,False,0.003805690910667181,non_tail,unchanged
gov_report:41,gov_report,32,9,0.04737503081560135,0.04339863732457161,False,False,0.003976393491029739,non_tail,unchanged
synthetic_niah_41,niah_single_1,16,14,0.26590973138809204,0.26192158460617065,False,False,0.003988146781921387,non_tail,unchanged
gov_report:40,gov_report,32,15,0.004476526286453009,0.00037508245441131294,False,False,0.004101443832041696,non_tail,unchanged
synthetic_niah_37,niah_single_1,16,8,0.0070098647847771645,0.0028889356181025505,False,False,0.004120929166674614,non_tail,unchanged
synthetic_niah_40,niah_single_1,16,9,0.015002797357738018,0.010859012603759766,False,False,0.004143784753978252,non_tail,unchanged
gov_report:36,gov_report,16,7,0.08254273980855942,0.07829099893569946,False,False,0.004251740872859955,non_tail,unchanged
gov_report:38,gov_report,48,2,0.020285872742533684,0.016027094796299934,False,False,0.004258777946233749,non_tail,unchanged
synthetic_niah_37,niah_single_1,48,15,0.10391257703304291,0.09949105978012085,False,False,0.004421517252922058,non_tail,unchanged
gov_report:38,gov_report,16,6,0.1305328756570816,0.12594135105609894,False,False,0.004591524600982666,non_tail,unchanged
gov_report:39,gov_report,32,3,0.05493464693427086,0.05007002875208855,False,False,0.004864618182182312,non_tail,unchanged
synthetic_niah_41,niah_single_1,16,7,0.01093460712581873,0.006069740280508995,False,False,0.004864866845309734,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,12,0.09646513313055038,0.09159495681524277,False,False,0.004870176315307617,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,3,0.10745099931955338,0.10226880759000778,False,False,0.005182191729545593,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,12,0.007990432903170586,0.0027967598289251328,False,False,0.005193673074245453,non_tail,unchanged
gov_report:37,gov_report,32,6,0.011241388507187366,0.006000356748700142,False,False,0.005241031758487225,non_tail,unchanged
synthetic_niah_36,niah_single_1,48,9,0.33544620871543884,0.3301316797733307,False,False,0.005314528942108154,non_tail,unchanged
synthetic_niah_36,niah_single_1,48,12,0.19080175459384918,0.18537749350070953,False,False,0.0054242610931396484,non_tail,unchanged
gov_report:39,gov_report,16,13,0.0488247387111187,0.04335639625787735,False,False,0.005468342453241348,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,9,0.14697186648845673,0.1412792205810547,False,False,0.005692645907402039,non_tail,unchanged
synthetic_niah_36,niah_single_1,16,7,0.009568597190082073,0.003725677262991667,False,False,0.005842919927090406,non_tail,unchanged
synthetic_niah_39,niah_single_1,32,12,0.02621070295572281,0.020151523873209953,False,False,0.0060591790825128555,non_tail,unchanged
synthetic_niah_41,niah_single_1,48,6,0.011038236320018768,0.004727429244667292,False,False,0.006310807075351477,non_tail,unchanged
gov_report:38,gov_report,48,3,0.046900879591703415,0.040439169853925705,False,False,0.00646170973777771,non_tail,unchanged
synthetic_niah_39,niah_single_1,32,11,0.01431822869926691,0.007562384940683842,False,False,0.006755843758583069,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,7,0.024859433993697166,0.01793484576046467,False,False,0.006924588233232498,non_tail,unchanged
gov_report:37,gov_report,16,14,0.0804516151547432,0.07273463904857635,False,False,0.00771697610616684,non_tail,unchanged
gov_report:37,gov_report,32,15,0.8406034111976624,0.8323027491569519,False,False,0.00830066204071045,non_tail,unchanged
gov_report:36,gov_report,16,4,0.050455279648303986,0.04212145507335663,False,False,0.008333824574947357,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,8,0.02291777729988098,0.014551132917404175,False,False,0.008366644382476807,non_tail,unchanged
synthetic_niah_36,niah_single_1,48,10,0.4449715316295624,0.43634843826293945,False,False,0.008623093366622925,non_tail,unchanged
gov_report:37,gov_report,32,5,0.17790819704532623,0.16800445318222046,False,False,0.009903743863105774,non_tail,unchanged
gov_report:37,gov_report,48,10,0.014387859962880611,0.0037829263601452112,False,False,0.0106049336027354,non_tail,unchanged
gov_report:41,gov_report,32,14,0.011773954145610332,0.0011274312855675817,False,False,0.01064652286004275,non_tail,unchanged
synthetic_niah_39,niah_single_1,48,11,0.016906607896089554,0.005985848139971495,False,False,0.01092075975611806,non_tail,unchanged
gov_report:36,gov_report,16,3,0.1106157973408699,0.09939782321453094,False,False,0.011217974126338959,non_tail,unchanged
gov_report:37,gov_report,48,2,0.0658620297908783,0.05446759611368179,False,False,0.011394433677196503,non_tail,unchanged
gov_report:39,gov_report,48,11,1.157503604888916,1.1447789669036865,False,False,0.012724637985229492,non_tail,unchanged
synthetic_niah_37,niah_single_1,16,13,0.028613051399588585,0.015652427449822426,False,False,0.012960623949766159,non_tail,unchanged
gov_report:36,gov_report,32,6,0.08031830936670303,0.06725388020277023,False,False,0.0130644291639328,non_tail,unchanged
gov_report:36,gov_report,16,14,2.0359749794006348,2.0228428840637207,False,False,0.013132095336914062,non_tail,unchanged
synthetic_niah_38,niah_single_1,32,5,0.07716131955385208,0.06389933079481125,False,False,0.013261988759040833,non_tail,unchanged
gov_report:36,gov_report,16,11,0.06569711863994598,0.05220312997698784,False,False,0.013493988662958145,non_tail,unchanged
synthetic_niah_39,niah_single_1,32,10,0.02903934381902218,0.015159329399466515,False,False,0.013880014419555664,non_tail,unchanged
synthetic_niah_40,niah_single_1,48,11,0.05602707341313362,0.04188412427902222,False,False,0.014142949134111404,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,13,0.3821711540222168,0.36719048023223877,False,False,0.014980673789978027,non_tail,unchanged
synthetic_niah_39,niah_single_1,32,8,0.054023221135139465,0.0385744571685791,False,False,0.015448763966560364,non_tail,unchanged
synthetic_niah_39,niah_single_1,32,4,0.07119614630937576,0.05518823489546776,False,False,0.016007911413908005,non_tail,unchanged
gov_report:38,gov_report,48,12,0.19605109095573425,0.17959129810333252,False,False,0.016459792852401733,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,10,0.1645425409078598,0.14781926572322845,False,False,0.016723275184631348,non_tail,unchanged
synthetic_niah_36,niah_single_1,32,12,0.05041684955358505,0.033627234399318695,False,False,0.016789615154266357,non_tail,unchanged
synthetic_niah_37,niah_single_1,16,14,0.042432527989149094,0.024302083998918533,False,False,0.01813044399023056,non_tail,unchanged
gov_report:37,gov_report,16,2,0.0237018633633852,0.004891518037766218,False,False,0.018810345325618982,non_tail,unchanged
synthetic_niah_36,niah_single_1,32,8,0.03986763209104538,0.0209224633872509,False,False,0.01894516870379448,non_tail,unchanged
gov_report:40,gov_report,16,8,0.06840995699167252,0.04940290376543999,False,False,0.01900705322623253,non_tail,unchanged
gov_report:36,gov_report,48,11,10.51073932647705,10.490188598632812,True,True,0.02055072784423828,shared_tail,unchanged
gov_report:37,gov_report,48,15,0.07166830450296402,0.05070430412888527,False,False,0.02096400037407875,non_tail,unchanged
synthetic_niah_36,niah_single_1,32,10,0.042628999799489975,0.021538719534873962,False,False,0.021090280264616013,non_tail,unchanged
gov_report:40,gov_report,48,3,1.519057273864746,1.4970676898956299,False,False,0.02198958396911621,non_tail,unchanged
gov_report:40,gov_report,16,5,0.06023019552230835,0.03767384961247444,False,False,0.022556345909833908,non_tail,unchanged
gov_report:41,gov_report,48,8,0.4137188494205475,0.39063170552253723,False,False,0.023087143898010254,non_tail,unchanged
synthetic_niah_38,niah_single_1,48,13,0.47283852100372314,0.44516685605049133,False,False,0.02767166495323181,non_tail,unchanged
gov_report:39,gov_report,16,12,0.7185459136962891,0.6907822489738464,False,False,0.027763664722442627,non_tail,unchanged
gov_report:38,gov_report,48,15,0.3014557361602783,0.27344194054603577,False,False,0.028013795614242554,non_tail,unchanged
gov_report:38,gov_report,16,15,0.2303343415260315,0.2020864337682724,False,False,0.028247907757759094,non_tail,unchanged
gov_report:36,gov_report,16,8,0.060200467705726624,0.031516361981630325,False,False,0.028684105724096298,non_tail,unchanged
gov_report:36,gov_report,16,10,0.1440340280532837,0.11382807046175003,False,False,0.03020595759153366,non_tail,unchanged
gov_report:39,gov_report,16,2,0.7438311576843262,0.7130945920944214,False,False,0.030736565589904785,non_tail,unchanged
synthetic_niah_36,niah_single_1,32,15,0.22483623027801514,0.1939673274755478,False,False,0.030868902802467346,non_tail,unchanged
gov_report:40,gov_report,16,11,0.6282558441162109,0.5952931046485901,False,False,0.03296273946762085,non_tail,unchanged
gov_report:36,gov_report,48,9,3.6635348796844482,3.6305017471313477,True,True,0.033033132553100586,shared_tail,unchanged
gov_report:38,gov_report,32,7,0.08918218314647675,0.053687844425439835,False,False,0.03549433872103691,non_tail,unchanged
gov_report:37,gov_report,32,8,0.09620910882949829,0.05977775156497955,False,False,0.03643135726451874,non_tail,unchanged
gov_report:37,gov_report,48,1,0.09335031360387802,0.05315723642706871,False,False,0.04019307717680931,non_tail,unchanged
gov_report:38,gov_report,48,14,0.43422290682792664,0.39175722002983093,False,False,0.0424656867980957,non_tail,unchanged
synthetic_niah_37,niah_single_1,16,16,0.09839693456888199,0.055204346776008606,False,False,0.04319258779287338,non_tail,unchanged
gov_report:36,gov_report,32,10,1.1636440753936768,1.1202336549758911,False,False,0.043410420417785645,non_tail,unchanged
gov_report:37,gov_report,16,6,0.9545519351959229,0.9103025197982788,False,False,0.04424941539764404,non_tail,unchanged
gov_report:38,gov_report,48,13,0.4863834083080292,0.44160738587379456,False,False,0.04477602243423462,non_tail,unchanged
gov_report:39,gov_report,16,11,4.295623779296875,4.250397682189941,True,True,0.045226097106933594,shared_tail,unchanged
gov_report:36,gov_report,48,6,0.7168487906455994,0.671005129814148,False,False,0.045843660831451416,non_tail,unchanged
gov_report:37,gov_report,48,3,0.07289108633995056,0.02668626420199871,False,False,0.04620482213795185,non_tail,unchanged
gov_report:40,gov_report,48,11,6.336854934692383,6.286839962005615,True,True,0.05001497268676758,shared_tail,unchanged
gov_report:41,gov_report,32,10,0.16357144713401794,0.10701461881399155,False,False,0.0565568283200264,non_tail,unchanged
gov_report:37,gov_report,32,16,0.10632962733507156,0.04487885907292366,False,False,0.0614507682621479,non_tail,unchanged
gov_report:39,gov_report,16,14,0.07965852320194244,0.012563174590468407,False,False,0.06709534861147404,non_tail,unchanged
gov_report:37,gov_report,16,9,0.487761914730072,0.41009777784347534,False,False,0.07766413688659668,non_tail,unchanged
gov_report:39,gov_report,32,9,0.08784706890583038,0.006160424090921879,False,False,0.0816866448149085,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,9,0.27659645676612854,0.19435930252075195,False,False,0.08223715424537659,non_tail,unchanged
gov_report:36,gov_report,32,11,0.3905358612537384,0.3042518198490143,False,False,0.08628404140472412,non_tail,unchanged
gov_report:37,gov_report,32,10,0.20312781631946564,0.11590790003538132,False,False,0.08721991628408432,non_tail,unchanged
gov_report:36,gov_report,32,15,0.32318001985549927,0.22837665677070618,False,False,0.09480336308479309,non_tail,unchanged
gov_report:40,gov_report,32,11,0.15830276906490326,0.05477713420987129,False,False,0.10352563485503197,non_tail,unchanged
synthetic_niah_37,niah_single_1,16,15,0.1819428652524948,0.0690189078450203,False,False,0.11292395740747452,non_tail,unchanged
gov_report:41,gov_report,32,8,0.3524860441684723,0.21426251530647278,False,False,0.1382235288619995,non_tail,unchanged
gov_report:40,gov_report,48,9,2.188258409500122,2.0400211811065674,False,False,0.1482372283935547,non_tail,unchanged
gov_report:37,gov_report,48,13,0.6076775789260864,0.4389326870441437,False,False,0.16874489188194275,non_tail,unchanged
gov_report:40,gov_report,48,2,0.4488919973373413,0.2595573961734772,False,False,0.18933460116386414,non_tail,unchanged
gov_report:39,gov_report,16,3,0.3872721791267395,0.1833566576242447,False,False,0.2039155215024948,non_tail,unchanged
gov_report:39,gov_report,32,10,2.5327844619750977,2.306504249572754,False,False,0.22628021240234375,non_tail,unchanged
gov_report:37,gov_report,16,16,0.6053729057312012,0.3561112582683563,False,False,0.24926164746284485,non_tail,unchanged
gov_report:37,gov_report,16,11,1.3686288595199585,1.1166186332702637,False,False,0.2520102262496948,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,14,0.5579537153244019,0.2979494035243988,False,False,0.26000431180000305,non_tail,unchanged
gov_report:38,gov_report,48,9,1.4993422031402588,1.2279260158538818,False,False,0.27141618728637695,non_tail,unchanged
synthetic_niah_40,niah_single_1,32,15,1.4311473369598389,1.1331231594085693,False,False,0.29802417755126953,non_tail,unchanged
gov_report:37,gov_report,16,7,1.441627025604248,1.1365777254104614,False,False,0.3050493001937866,non_tail,unchanged
gov_report:37,gov_report,32,14,0.8434858918190002,0.5372809767723083,False,False,0.3062049150466919,non_tail,unchanged
gov_report:39,gov_report,32,1,1.953150749206543,1.639015555381775,False,False,0.31413519382476807,non_tail,unchanged
gov_report:39,gov_report,48,9,1.9371070861816406,1.6219532489776611,False,False,0.3151538372039795,non_tail,unchanged
gov_report:38,gov_report,48,10,5.43241548538208,5.102834224700928,True,True,0.32958126068115234,shared_tail,unchanged
gov_report:39,gov_report,48,7,1.1229805946350098,0.7692623734474182,False,False,0.35371822118759155,non_tail,removed_large_loss
gov_report:37,gov_report,32,9,0.7794942855834961,0.3936366140842438,False,False,0.3858576714992523,non_tail,unchanged
gov_report:37,gov_report,48,16,0.7813734412193298,0.3791022002696991,False,False,0.40227124094963074,non_tail,unchanged
gov_report:39,gov_report,32,14,7.869794845581055,7.375968933105469,True,True,0.49382591247558594,shared_tail,unchanged
gov_report:39,gov_report,32,8,1.683046817779541,1.1331957578659058,False,False,0.5498510599136353,non_tail,unchanged
gov_report:38,gov_report,48,7,2.0387320518493652,1.4155553579330444,False,False,0.6231766939163208,non_tail,unchanged
gov_report:40,gov_report,48,7,0.7138190865516663,0.0111892344430089,False,False,0.7026298521086574,non_tail,unchanged
gov_report:39,gov_report,48,8,7.181400775909424,6.292223930358887,True,True,0.8891768455505371,shared_tail,unchanged
gov_report:39,gov_report,48,6,3.860759973526001,2.956329345703125,True,True,0.904430627822876,shared_tail,unchanged
gov_report:37,gov_report,32,12,1.2770150899887085,0.17058195173740387,False,False,1.1064331382513046,non_tail,removed_large_loss
gov_report:37,gov_report,48,11,1.8044118881225586,0.4507957696914673,False,False,1.3536161184310913,non_tail,removed_large_loss
gov_report:40,gov_report,32,14,3.6112847328186035,1.787371039390564,False,False,1.8239136934280396,non_tail,unchanged
gov_report:40,gov_report,16,12,4.568611145019531,2.2060348987579346,True,False,2.3625762462615967,escaped_tail,unchanged
gov_report:37,gov_report,32,11,3.9063286781311035,1.0411531925201416,True,False,2.865175485610962,escaped_tail,unchanged
gov_report:40,gov_report,16,13,3.8121933937072754,0.4175344705581665,True,False,3.394658923149109,escaped_tail,removed_large_loss
