policy,steps,sequences,mean_exact_kl,median_exact_kl,p95_exact_kl,maximum_exact_kl,mean_delta_nll,p95_delta_nll,mean_forward_time_s,step_win_rate_vs_baseline,sequence_win_rate_vs_baseline,mean_exact_kl_reduction
attention_mean_w1_shared,576,12,0.3576585639378961,0.013745235279202461,1.9534813463687897,12.44139575958252,0.3434901845533993,2.158605605370667,0.02538416969270835,0.0,0.0,0.0
blend_attention_contribution_25_w4_shared,576,12,0.32984479230602265,0.013462884817272425,1.573325514793396,12.197449684143066,0.3125474129836362,1.9924050271540068,0.025093363861111034,0.4791666666666667,0.75,0.027813771631873468
