stratum,value,policy,steps,mean_exact_kl,p95_exact_kl,maximum_exact_kl,mean_delta_nll
task,gov_report,attention_head_peak_w4_shared,144,0.4728370567951493,2.6004024505615213,8.235482215881348,0.39448240473497737
task,gov_report,attention_mean_w1_shared,144,0.46872639610802797,2.4622522234916655,9.323321342468262,0.4116130683291317
task,gov_report,attention_temporal_volatility_w4_shared,144,0.44375951896659616,1.9961245357990245,8.070243835449219,0.3312928618329478
task,gov_report,key_diagonal_leverage_shared,144,1.190087984433199,4.041212177276611,8.94644832611084,1.1939727910129818
task,gov_report,uniform_position_coverage_shared,144,1.0302819367229352,4.055752992630002,9.63779354095459,1.0482004157600247
task,gov_report,value_adjacent_change_shared,144,1.1419820550582453,4.992587947845458,10.000823020935059,1.2999960326329567
task,gov_report,value_diagonal_leverage_shared,144,1.2855856980624039,4.439208555221557,9.504256248474121,1.389592176321489
task,niah_single_1,attention_head_peak_w4_shared,144,0.16553846386819732,0.19148884788155549,10.212372779846191,0.1963766446832109
task,niah_single_1,attention_mean_w1_shared,144,0.2565177968607707,0.24260903000831602,11.361726760864258,0.30095510832585937
task,niah_single_1,attention_temporal_volatility_w4_shared,144,0.17084606490222656,0.1857050225138664,11.083415031433105,0.20299754278464535
task,niah_single_1,key_diagonal_leverage_shared,144,0.11251686288273453,0.6223169058561318,1.24790620803833,0.08406301982687915
task,niah_single_1,uniform_position_coverage_shared,144,1.2082282862464935,4.508099746704099,12.490073204040527,1.156090921998504
task,niah_single_1,value_adjacent_change_shared,144,0.8549190916679158,4.290637707710265,12.939034461975098,0.903967151689023
task,niah_single_1,value_diagonal_leverage_shared,144,0.1435499641653403,0.7645205497741685,2.9182932376861572,0.1510611119508351
anchor,16,attention_head_peak_w4_shared,96,0.042079694756425035,0.21511023491621017,0.5274779796600342,-0.016416198107331564
anchor,16,attention_mean_w1_shared,96,0.05059958921158388,0.261666014790535,0.743206262588501,0.004146119848229546
anchor,16,attention_temporal_volatility_w4_shared,96,0.04316040656286191,0.21681711450219154,0.615709662437439,-0.022928114101224157
anchor,16,key_diagonal_leverage_shared,96,0.5704068746266225,3.2904229164123535,7.670030117034912,0.49207586419048727
anchor,16,uniform_position_coverage_shared,96,1.264346086203015,4.600885272026062,6.197619915008545,1.1597603565697057
anchor,16,value_adjacent_change_shared,96,1.0347112733416424,5.0667020082473755,5.915353298187256,1.0639487689931098
anchor,16,value_diagonal_leverage_shared,96,0.5637186495243066,3.9125569462776184,8.796588897705078,0.5158617934615203
anchor,32,attention_head_peak_w4_shared,96,0.27729019236498215,0.5992993712425232,8.86931037902832,0.3073141209406458
anchor,32,attention_mean_w1_shared,96,0.5017122026852405,2.1546528935432434,11.361726760864258,0.5693383250948804
anchor,32,attention_temporal_volatility_w4_shared,96,0.27150195933955956,0.5756659209728241,8.624245643615723,0.3018198421888201
anchor,32,key_diagonal_leverage_shared,96,0.6465329707821562,2.6344574689865112,8.825297355651855,0.6633354558022498
anchor,32,uniform_position_coverage_shared,96,0.9613612368707815,3.312839686870575,9.63779354095459,1.083679332380484
anchor,32,value_adjacent_change_shared,96,1.0080463166223126,4.301846027374268,10.000823020935059,1.2336121682289256
anchor,32,value_diagonal_leverage_shared,96,0.8439751495516626,2.9816609621047974,9.504256248474121,0.9645326204489114
anchor,48,attention_head_peak_w4_shared,96,0.6381933938736127,3.532837390899658,10.212372779846191,0.5953906512939682
anchor,48,attention_mean_w1_shared,96,0.5355544975563736,2.5724695920944214,9.323321342468262,0.49536782003937674
anchor,48,attention_temporal_volatility_w4_shared,96,0.6072460099008126,2.463275730609894,11.083415031433105,0.5225438788387938
anchor,48,key_diagonal_leverage_shared,96,0.7369674255651214,3.0973645448684692,8.94644832611084,0.7616423962670543
anchor,48,uniform_position_coverage_shared,96,1.132058011380347,4.5841898918151855,12.490073204040527,1.0629973176876035
anchor,48,value_adjacent_change_shared,96,0.9525941301252866,4.7732250690460205,12.939034461975098,1.0083838392609341
anchor,48,value_diagonal_leverage_shared,96,0.7360096942656469,2.9503012895584106,8.025888442993164,0.8305855184980544
