model_key,model_family,model_source,num_layers,hidden_size,sample_id,task,stage,target_anchor,history_start_anchor,history_length,candidate_id,candidate_source,deleted_position,exact_physical_kl,action_only_risk,dense_all_layer_mechanistic_risk,primary_boundary,primary_probe_layer,eligible_count,cache_length_baseline,cache_length_candidate,generator_action_argmin_candidate_id,generator_dense_argmin_candidate_id,generator_predicted_normalized_regret,b6_exact_map_risk,b6_path_k1_risk,b12_exact_map_risk,b12_path_k1_risk,b18_exact_map_risk,b18_path_k1_risk,b23_exact_map_risk,b23_path_k1_risk,relative_penultimate_exact_map_risk,relative_penultimate_path_k1_risk
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:140,qmsum,calibration,64,32,32,physical_delete_high_random_57,high_random,57,2.432195622430209e-06,0.00046813564577419383,2.4218178941788673e-06,23,22,93,129,128,physical_delete_low_random_72,physical_delete_high_random_57,0.9075743290654371,5.952295232047116e-06,5.959153067034079e-06,1.6574457996370918e-06,1.6611347933176005e-06,1.966092794134111e-06,1.9674178740921574e-06,2.4540233418182237e-06,2.452545128603333e-06,2.4540233418182237e-06,2.452545128603333e-06
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:140,qmsum,calibration,64,32,32,physical_delete_low_random_72,low_random,72,0.00012088037010985769,0.0003874181220555764,0.00012102877196907861,23,22,93,129,128,physical_delete_low_random_72,physical_delete_high_random_57,0.9075743290654371,0.00011971711970064366,0.00011967445753846689,0.00012143574709803259,0.00012145199552893778,0.00012345623542290343,0.0001234508518940905,0.00012259674474414763,0.0001226103874397773,0.00012259674474414763,0.0001226103874397773
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:140,qmsum,calibration,64,32,32,physical_delete_median_attention_74,median_attention,74,2.8903680560038274e-06,0.0014142340131616986,2.8826860460171252e-06,23,22,93,129,128,physical_delete_low_random_72,physical_delete_high_random_57,0.9075743290654371,3.009759614968038e-06,3.00976351453868e-06,1.9356705477669713e-06,1.936223814347611e-06,1.8790721710436488e-06,1.8787520165634464e-06,2.7859507709659395e-06,2.786203220172166e-06,2.7859507709659395e-06,2.786203220172166e-06
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:140,qmsum,calibration,64,32,32,physical_delete_median_value_norm_36,median_value_norm,36,1.090240114513146e-05,0.00047575274124867124,1.0942256275400455e-05,23,22,93,129,128,physical_delete_low_random_72,physical_delete_high_random_57,0.9075743290654371,5.817902420968894e-05,5.8180448321621975e-05,1.1010543794547415e-05,1.100969737822139e-05,1.1059961771329221e-05,1.1055789329075214e-05,1.0503394685994964e-05,1.050336477772344e-05,1.0503394685994964e-05,1.050336477772344e-05
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:140,qmsum,calibration,64,32,32,physical_delete_median_aov_13,median_aov,13,1.4790625992641755e-05,0.00039360518008968925,1.4777204347767343e-05,23,22,93,129,128,physical_delete_low_random_72,physical_delete_high_random_57,0.9075743290654371,1.479002466956107e-05,1.4796795650010231e-05,1.3458010070221613e-05,1.3458354000125063e-05,1.4734494258327556e-05,1.4733256282138262e-05,1.4751897929072075e-05,1.4750814544006429e-05,1.4751897929072075e-05,1.4750814544006429e-05
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:140,qmsum,calibration,64,32,32,physical_delete_low_age_4,low_age,4,7.743690722723356e-05,0.01173867075841556,7.721707023749651e-05,23,22,93,129,128,physical_delete_low_random_72,physical_delete_high_random_57,0.9075743290654371,0.00011312932268794549,0.00011311131572824899,7.206984062579539e-05,7.206411456641234e-05,6.06623761597615e-05,6.06789742863243e-05,6.818497149003043e-05,6.820082276821671e-05,6.818497149003043e-05,6.820082276821671e-05
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:140,qmsum,calibration,64,32,32,physical_delete_median_key_query_62,median_key_query,62,0.00011206461307204132,0.0013269376769646246,0.00011179359161683724,23,22,93,129,128,physical_delete_low_random_72,physical_delete_high_random_57,0.9075743290654371,0.00010417028178146016,0.00010420280364138441,0.00011257427972403342,0.00011258576147685304,0.00011256952931499735,0.00011259278121482304,0.00011189925658781269,0.00011190212548833077,0.00011189925658781269,0.00011190212548833077
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:140,qmsum,calibration,64,32,32,physical_delete_median_aor_90,median_aor,90,0.00013329013984476207,0.0011705614703183178,0.00013310748217143286,23,22,93,129,128,physical_delete_low_random_72,physical_delete_high_random_57,0.9075743290654371,0.0002647214293215264,0.0002648023470164838,0.00014051433971241044,0.00014053763460343755,0.00013850581734073172,0.00013851208610023412,0.0001330504007989444,0.000133049066430884,0.0001330504007989444,0.000133049066430884
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:141,qmsum,calibration,64,32,32,physical_delete_low_aov_14,low_aov,14,6.814166779417712e-09,1.598119653677355e-05,6.8605830959541625e-09,23,22,93,129,128,physical_delete_high_key_query_21,physical_delete_low_aov_14,1.0,2.9282711665741793e-09,3.011719940624437e-09,3.2629588114447792e-09,3.2934711039400115e-09,3.4056380240146095e-09,3.44742474000559e-09,6.514709734163854e-09,6.536496886154963e-09,6.514709734163854e-09,6.536496886154963e-09
qwen25_05b,qwen,mlx-community/Qwen2.5-0.5B-Instruct-4bit,24,896,qmsum:141,qmsum,calibration,64,32,32,physical_delete_high_key_query_21,high_key_query,21,1.9579638944583897e-05,1.114485599700249e-05,1.95924053674907e-05,23,22,93,129,128,physical_delete_high_key_query_21,physical_delete_low_aov_14,1.0,1.9527185046965765e-05,1.9528183177287358e-05,1.9600542354330543e-05,1.9601306464412208e-05,1.958178990219981e-05,1.958898681461007e-05,1.9577789068156483e-05,1.957951281888493e-05,1.9577789068156483e-05,1.957951281888493e-05
