task,method,rank,refresh_interval,decision_units,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
niah_single_1,pullback_diagonal_action,2,8,7,0.6190476190476191,0.6989795918367347,0.0,0.506933905678799,0.04761904761904756,0.005102040816326544,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_diagonal_action,4,1,7,0.6666666666666669,0.6887755102040816,0.14285714285714285,0.41941166469207125,0.023809523809523725,-0.005102040816326544,0.0,0.0
niah_single_1,pullback_diagonal_action,4,2,7,0.5714285714285715,0.6683673469387756,0.0,0.5067970301052122,0.0,-0.025510204081632657,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_diagonal_action,4,4,7,0.6190476190476191,0.6938775510204082,0.0,0.5063535302342562,0.0,-1.586032892321652e-17,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_diagonal_action,4,8,7,0.6190476190476191,0.7040816326530611,0.0,0.5062166546606693,0.0,0.010204081632653057,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_ema,2,1,7,0.5952380952380953,0.673469387755102,0.0,0.5062166546606693,-0.023809523809523836,-0.020408163265306145,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_ema,2,2,7,0.5952380952380953,0.6836734693877551,0.0,0.5062166546606693,0.0,-0.010204081632653057,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_ema,2,4,7,0.6190476190476191,0.6938775510204083,0.0,0.5063535302342562,-0.023809523809523836,0.0,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_diagonal_ema,2,8,7,0.6428571428571429,0.7040816326530613,0.0,0.506933905678799,0.07142857142857151,0.010204081632653073,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_diagonal_ema,4,1,7,0.6666666666666669,0.6836734693877551,0.14285714285714285,0.41941166469207125,0.023809523809523725,-0.010204081632653073,0.0,0.0
niah_single_1,pullback_diagonal_ema,4,2,7,0.5714285714285715,0.673469387755102,0.0,0.5067970301052122,0.023809523809523725,-0.020408163265306128,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_diagonal_ema,4,4,7,0.5714285714285715,0.6836734693877551,0.0,0.5063535302342562,0.0,-0.010204081632653073,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_diagonal_ema,4,8,7,0.6190476190476191,0.7040816326530611,0.0,0.5062166546606693,0.0,0.010204081632653057,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_innovation,2,1,7,0.5952380952380953,0.6785714285714286,0.0,0.5062166546606693,-0.023809523809523836,-0.015306122448979618,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_innovation,2,2,7,0.5952380952380953,0.6836734693877551,0.0,0.5062166546606693,0.0,-0.010204081632653057,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_innovation,2,4,7,0.6190476190476191,0.642857142857143,0.0,0.5063535302342562,-0.023809523809523836,-0.05102040816326531,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_diagonal_innovation,2,8,7,0.6190476190476191,0.6938775510204084,0.0,0.506933905678799,-0.023809523809523836,1.586032892321652e-17,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_diagonal_innovation,4,1,7,0.6666666666666669,0.6938775510204082,0.0,0.5067970301052122,0.023809523809523725,-1.586032892321652e-17,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_diagonal_innovation,4,2,7,0.6190476190476191,0.6887755102040816,0.0,0.5062166546606693,0.023809523809523947,-0.0051020408163265285,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_innovation,4,4,7,0.6190476190476191,0.6887755102040817,0.0,0.5063535302342562,0.04761904761904756,-0.0051020408163265285,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_diagonal_innovation,4,8,7,0.6428571428571429,0.7040816326530611,0.0,0.5062166546606693,0.0,0.010204081632653041,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_repeated,2,1,7,0.5476190476190477,0.6581632653061223,0.0,0.5067970301052122,-0.023809523809523836,-0.03571428571428571,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_diagonal_repeated,2,2,7,0.5952380952380953,0.6836734693877551,0.0,0.5062166546606693,0.0,-0.010204081632653041,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_repeated,2,4,7,0.4285714285714286,0.6734693877551022,0.0,0.5062166546606693,-0.023809523809523836,-0.020408163265306097,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_repeated,2,8,7,0.6190476190476191,0.6989795918367349,0.0,0.506933905678799,0.0,0.005102040816326544,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_diagonal_repeated,4,1,7,0.3571428571428572,0.6581632653061226,0.0,0.5067970301052122,0.0,-0.03571428571428573,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_diagonal_repeated,4,2,7,0.6190476190476191,0.673469387755102,0.0,0.5062166546606693,0.023809523809523725,-0.020408163265306128,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_repeated,4,4,7,0.4761904761904762,0.6683673469387755,0.0,0.5063535302342562,0.04761904761904756,-0.025510204081632674,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_diagonal_repeated,4,8,7,0.6428571428571429,0.6989795918367347,0.0,0.5062166546606693,0.023809523809523947,0.005102040816326513,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_action,2,1,7,0.5476190476190477,0.653061224489796,0.0,0.5062166546606693,-0.023809523809523836,-0.040816326530612256,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_action,2,2,7,0.523809523809524,0.6836734693877552,0.0,0.5062166546606693,0.0,-0.010204081632653057,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_action,2,4,7,0.4761904761904762,0.6683673469387755,0.0,0.5063535302342562,-0.09523809523809529,-0.025510204081632643,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_full_action,2,8,7,0.523809523809524,0.6887755102040817,0.0,0.5061445457620268,-0.04761904761904756,-0.005102040816326513,-0.14285714285714285,-0.08673288106995557
niah_single_1,pullback_full_action,4,1,7,0.5952380952380953,0.6785714285714286,0.14285714285714285,0.41941166469207125,0.0,-0.015306122448979585,0.0,0.0
niah_single_1,pullback_full_action,4,2,7,0.5714285714285715,0.6785714285714285,0.0,0.5067970301052122,0.0,-0.015306122448979585,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_full_action,4,4,7,0.5714285714285715,0.6989795918367346,0.0,0.5062166546606693,0.0,0.005102040816326544,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_action,4,8,7,0.5714285714285715,0.6887755102040816,0.0,0.5054272947438971,0.0,-0.0051020408163265285,-0.14285714285714285,-0.08601563005182587
niah_single_1,pullback_full_ema,2,1,7,0.5476190476190477,0.6479591836734694,0.0,0.5062166546606693,-0.023809523809523836,-0.045918367346938785,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_ema,2,2,7,0.523809523809524,0.673469387755102,0.0,0.5062166546606693,0.0,-0.020408163265306128,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_ema,2,4,7,0.5000000000000001,0.6683673469387755,0.0,0.5063535302342562,-0.09523809523809529,-0.025510204081632657,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_full_ema,2,8,7,0.523809523809524,0.6887755102040817,0.0,0.506933905678799,-0.04761904761904756,-0.005102040816326513,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_full_ema,4,1,7,0.5952380952380953,0.6785714285714286,0.14285714285714285,0.41941166469207125,0.0,-0.015306122448979585,0.0,0.0
niah_single_1,pullback_full_ema,4,2,7,0.5714285714285715,0.6785714285714285,0.0,0.5067970301052122,0.0,-0.015306122448979585,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_full_ema,4,4,7,0.5714285714285715,0.6938775510204082,0.0,0.5062166546606693,0.0,1.586032892321652e-17,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_ema,4,8,7,0.5952380952380953,0.6938775510204082,0.0,0.5062166546606693,-0.04761904761904756,-1.586032892321652e-17,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_innovation,2,1,7,0.5476190476190477,0.6530612244897959,0.0,0.5062166546606693,-0.023809523809523836,-0.040816326530612256,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_innovation,2,2,7,0.6428571428571429,0.6887755102040817,0.0,0.5062166546606693,0.023809523809523725,-0.0051020408163265285,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_innovation,2,4,7,0.4285714285714286,0.6275510204081634,0.0,0.5063535302342562,-0.09523809523809529,-0.06632653061224489,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_full_innovation,2,8,7,0.523809523809524,0.6938775510204083,0.0,0.506933905678799,0.07142857142857151,1.586032892321652e-17,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_full_innovation,4,1,7,0.5714285714285715,0.6785714285714286,0.0,0.5067970301052122,0.0,-0.0153061224489796,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_full_innovation,4,2,7,0.6190476190476191,0.6836734693877551,0.0,0.5062166546606693,0.023809523809523725,-0.010204081632653057,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_innovation,4,4,7,0.6190476190476191,0.6887755102040817,0.0,0.5062166546606693,0.04761904761904756,-0.0051020408163265285,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_innovation,4,8,7,0.6190476190476191,0.6989795918367346,0.0,0.5062166546606693,0.0,0.005102040816326513,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_repeated,2,1,7,0.5476190476190477,0.6479591836734694,0.0,0.5062166546606693,0.0,-0.04591836734693878,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_repeated,2,2,7,0.6428571428571429,0.6887755102040817,0.0,0.5062166546606693,0.02380952380952378,-0.005102040816326513,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_repeated,2,4,7,0.4285714285714286,0.6734693877551022,0.0,0.5062166546606693,-0.023809523809523836,-0.020408163265306097,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_repeated,2,8,7,0.6190476190476191,0.7040816326530613,0.0,0.506933905678799,0.0,0.010204081632653073,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_full_repeated,4,1,7,0.5714285714285715,0.6683673469387755,0.0,0.5067970301052122,0.0,-0.025510204081632657,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_full_repeated,4,2,7,0.6190476190476191,0.6887755102040816,0.14285714285714285,0.41941166469207125,0.023809523809523725,-0.005102040816326544,0.0,0.0
niah_single_1,pullback_full_repeated,4,4,7,0.523809523809524,0.6785714285714287,0.0,0.5062166546606693,0.04761904761904756,-0.0153061224489796,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_full_repeated,4,8,7,0.5952380952380953,0.6785714285714286,0.0,0.5062166546606693,-0.04761904761904756,-0.0153061224489796,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_action,2,1,7,0.5476190476190477,0.6581632653061226,0.0,0.5067970301052122,-0.04761904761904759,-0.03571428571428573,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_16_action,2,2,7,0.4285714285714286,0.6581632653061226,0.0,0.5062166546606693,-0.07142857142857151,-0.03571428571428571,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_action,2,4,7,0.4285714285714286,0.6530612244897959,0.0,0.5063535302342562,-0.1428571428571429,-0.040816326530612256,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_randomized_16_action,2,8,7,0.4285714285714286,0.6836734693877551,0.0,0.5061445457620268,-0.1428571428571429,-0.010204081632653057,-0.14285714285714285,-0.08673288106995557
niah_single_1,pullback_randomized_16_action,4,1,7,0.5714285714285715,0.6785714285714286,0.14285714285714285,0.41941166469207125,0.0,-0.015306122448979585,0.0,0.0
niah_single_1,pullback_randomized_16_action,4,2,7,0.6190476190476191,0.6785714285714285,0.0,0.5067970301052122,0.023809523809523725,-0.015306122448979585,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_16_action,4,4,7,0.6190476190476191,0.6938775510204082,0.0,0.5062166546606693,0.023809523809523725,1.586032892321652e-17,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_action,4,8,7,0.6190476190476191,0.6989795918367346,0.0,0.5054272947438971,0.023809523809523725,0.0051020408163265285,-0.14285714285714285,-0.08601563005182587
niah_single_1,pullback_randomized_16_ema,2,1,7,0.5476190476190477,0.6581632653061226,0.0,0.5067970301052122,-0.04761904761904759,-0.03571428571428573,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_16_ema,2,2,7,0.523809523809524,0.663265306122449,0.0,0.5062166546606693,-0.04761904761904756,-0.030612244897959186,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_ema,2,4,7,0.4285714285714286,0.6581632653061226,0.0,0.5063535302342562,-0.09523809523809529,-0.03571428571428573,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_randomized_16_ema,2,8,7,0.523809523809524,0.6785714285714287,0.0,0.506933905678799,-0.04761904761904756,-0.015306122448979585,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_randomized_16_ema,4,1,7,0.5714285714285715,0.6836734693877551,0.14285714285714285,0.41941166469207125,0.0,-0.010204081632653057,0.0,0.0
niah_single_1,pullback_randomized_16_ema,4,2,7,0.6190476190476191,0.6785714285714285,0.0,0.5067970301052122,0.023809523809523725,-0.015306122448979585,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_16_ema,4,4,7,0.6190476190476191,0.6989795918367346,0.0,0.5062166546606693,0.023809523809523725,0.005102040816326544,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_ema,4,8,7,0.6190476190476191,0.6836734693877551,0.0,0.5054272947438971,-0.0714285714285714,-0.010204081632653073,-0.14285714285714285,-0.08601563005182587
niah_single_1,pullback_randomized_16_innovation,2,1,7,0.5476190476190477,0.6581632653061226,0.0,0.5067970301052122,-0.023809523809523836,-0.03571428571428573,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_16_innovation,2,2,7,0.5714285714285715,0.663265306122449,0.0,0.5062166546606693,0.0,-0.030612244897959186,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_innovation,2,4,7,0.30952380952380953,0.5714285714285714,0.0,0.5195923263802184,-0.09523809523809529,-0.12244897959183676,-0.14285714285714285,-0.10018066168814703
niah_single_1,pullback_randomized_16_innovation,2,8,7,0.523809523809524,0.6785714285714286,0.0,0.506933905678799,0.04761904761904756,-0.0153061224489796,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_randomized_16_innovation,4,1,7,0.5714285714285715,0.6887755102040816,0.0,0.5067970301052122,0.0,-0.0051020408163265285,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_16_innovation,4,2,7,0.6190476190476191,0.6836734693877551,0.0,0.5062166546606693,0.023809523809523725,-0.010204081632653041,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_innovation,4,4,7,0.6190476190476191,0.6836734693877551,0.0,0.5062166546606693,0.04761904761904756,-0.010204081632653057,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_innovation,4,8,7,0.6190476190476191,0.6938775510204082,0.0,0.5062166546606693,0.0,-1.586032892321652e-17,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_repeated,2,1,7,0.5476190476190477,0.653061224489796,0.0,0.5062166546606693,-0.04761904761904759,-0.040816326530612256,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_repeated,2,2,7,0.5714285714285715,0.663265306122449,0.0,0.5062166546606693,0.0,-0.030612244897959186,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_repeated,2,4,7,0.38095238095238104,0.6377551020408163,0.0,0.5062166546606693,-0.16666666666666669,-0.056122448979591844,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_repeated,2,8,7,0.5476190476190477,0.6887755102040817,0.0,0.506933905678799,0.0,-0.005102040816326513,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_randomized_16_repeated,4,1,7,0.5714285714285715,0.6785714285714286,0.0,0.5067970301052122,0.0,-0.015306122448979585,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_16_repeated,4,2,7,0.6190476190476191,0.6836734693877551,0.0,0.5062166546606693,0.023809523809523725,-0.010204081632653041,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_repeated,4,4,7,0.6190476190476191,0.7040816326530612,0.0,0.5062166546606693,0.04761904761904756,0.010204081632653073,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_16_repeated,4,8,7,0.6190476190476191,0.6836734693877551,0.0,0.5062166546606693,0.023809523809523947,-0.010204081632653073,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_action,2,1,7,0.523809523809524,0.653061224489796,0.0,0.5067970301052122,0.0,-0.04081632653061224,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_32_action,2,2,7,0.523809523809524,0.6887755102040817,0.0,0.5062166546606693,0.023809523809523725,-0.005102040816326513,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_action,2,4,7,0.523809523809524,0.6938775510204083,0.0,0.5063535302342562,-0.023809523809523836,1.586032892321652e-17,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_randomized_32_action,2,8,7,0.523809523809524,0.6989795918367347,0.0,0.506933905678799,-0.023809523809523836,0.005102040816326544,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_randomized_32_action,4,1,7,0.5714285714285715,0.6836734693877551,0.14285714285714285,0.41941166469207125,0.0,-0.010204081632653057,0.0,0.0
niah_single_1,pullback_randomized_32_action,4,2,7,0.5714285714285715,0.6785714285714285,0.0,0.5067970301052122,0.0,-0.015306122448979585,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_32_action,4,4,7,0.6428571428571429,0.7091836734693876,0.0,0.5062166546606693,0.0,0.0153061224489796,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_action,4,8,7,0.6190476190476191,0.7040816326530611,0.0,0.5062166546606693,0.0,0.010204081632653057,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_ema,2,1,7,0.523809523809524,0.653061224489796,0.0,0.5062166546606693,0.0,-0.04081632653061224,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_ema,2,2,7,0.6190476190476191,0.6938775510204083,0.0,0.5062166546606693,0.04761904761904756,1.586032892321652e-17,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_ema,2,4,7,0.6190476190476191,0.6989795918367347,0.0,0.5063535302342562,-0.023809523809523836,0.005102040816326544,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_randomized_32_ema,2,8,7,0.5952380952380953,0.6938775510204083,0.0,0.506933905678799,0.04761904761904756,1.586032892321652e-17,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_randomized_32_ema,4,1,7,0.5714285714285715,0.6887755102040816,0.14285714285714285,0.41941166469207125,0.0,-0.0051020408163265285,0.0,0.0
niah_single_1,pullback_randomized_32_ema,4,2,7,0.5714285714285715,0.6734693877551019,0.0,0.5067970301052122,0.0,-0.020408163265306114,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_32_ema,4,4,7,0.5714285714285715,0.7040816326530611,0.0,0.5062166546606693,0.0,0.010204081632653073,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_ema,4,8,7,0.5714285714285715,0.6938775510204082,0.0,0.5062166546606693,-0.023809523809523808,0.0,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_innovation,2,1,7,0.4047619047619048,0.6581632653061223,0.0,0.5062166546606693,0.0,-0.03571428571428571,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_innovation,2,2,7,0.6428571428571429,0.7040816326530612,0.0,0.5062166546606693,0.023809523809523725,0.010204081632653073,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_innovation,2,4,7,0.4761904761904762,0.6479591836734695,0.0,0.5063535302342562,-0.023809523809523836,-0.04591836734693876,-0.14285714285714285,-0.086941865542185
niah_single_1,pullback_randomized_32_innovation,2,8,7,0.523809523809524,0.6989795918367347,0.0,0.506933905678799,0.07142857142857151,0.005102040816326544,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_randomized_32_innovation,4,1,7,0.5714285714285715,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,pullback_randomized_32_innovation,4,2,7,0.6190476190476191,0.6887755102040816,0.0,0.5062166546606693,0.023809523809523725,-0.005102040816326513,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_innovation,4,4,7,0.6190476190476191,0.7040816326530612,0.0,0.5062166546606693,0.04761904761904756,0.010204081632653073,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_innovation,4,8,7,0.6428571428571429,0.6989795918367346,0.0,0.5062166546606693,0.0,0.005102040816326513,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_repeated,2,1,7,0.4285714285714286,0.6428571428571429,0.0,0.5062166546606693,0.0,-0.05102040816326531,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_repeated,2,2,7,0.6428571428571429,0.7040816326530612,0.0,0.5062166546606693,0.02380952380952378,0.010204081632653073,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_repeated,2,4,7,0.523809523809524,0.6938775510204083,0.0,0.5062166546606693,-0.023809523809523836,1.586032892321652e-17,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_repeated,2,8,7,0.6190476190476191,0.6989795918367349,0.0,0.506933905678799,0.0,0.005102040816326544,-0.14285714285714285,-0.08752224098672783
niah_single_1,pullback_randomized_32_repeated,4,1,7,0.5714285714285715,0.6887755102040817,0.0,0.5067970301052122,0.0,-0.005102040816326513,-0.14285714285714285,-0.08738536541314097
niah_single_1,pullback_randomized_32_repeated,4,2,7,0.6190476190476191,0.6887755102040816,0.0,0.5062166546606693,0.023809523809523725,-0.005102040816326513,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_repeated,4,4,7,0.6190476190476191,0.7040816326530612,0.0,0.5062166546606693,0.04761904761904756,0.010204081632653073,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_randomized_32_repeated,4,8,7,0.6428571428571429,0.6989795918367347,0.0,0.5062166546606693,0.023809523809523947,0.005102040816326513,-0.14285714285714285,-0.08680498996859813
