task,method,rank,refresh_interval,decision_units,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
gov_report,output_fisher_oracle,4,1,7,1.0,0.9846938775510204,1.0,0.0,0.11904761904761907,0.20408163265306126,0.7142857142857143,0.025462422862362784
gov_report,output_fisher_oracle,4,2,7,1.0,0.9846938775510204,1.0,0.0,0.11904761904761907,0.20408163265306126,0.7142857142857143,0.025462422862362784
gov_report,output_fisher_oracle,4,4,7,1.0,0.9846938775510204,1.0,0.0,0.11904761904761907,0.20408163265306126,0.7142857142857143,0.025462422862362784
gov_report,output_fisher_oracle,4,8,7,1.0,0.9846938775510204,1.0,0.0,0.11904761904761907,0.20408163265306126,0.7142857142857143,0.025462422862362784
gov_report,pullback_diagonal_action,2,1,7,0.7857142857142858,0.7397959183673468,0.42857142857142855,0.00231243242288533,-0.023809523809523836,-0.04081632653061224,0.14285714285714285,0.023149990439477457
gov_report,pullback_diagonal_action,2,2,7,0.7619047619047621,0.7704081632653061,0.42857142857142855,0.002064407261404398,0.04761904761904767,-0.010204081632653041,0.14285714285714285,0.02339801560095839
gov_report,pullback_diagonal_action,2,4,7,0.7857142857142858,0.7704081632653061,0.42857142857142855,0.024596179294309035,0.04761904761904767,-0.010204081632653041,0.14285714285714285,0.000866243568053752
gov_report,pullback_diagonal_action,2,8,7,0.6666666666666669,0.7448979591836735,0.14285714285714285,0.10749886018781533,-0.023809523809523836,-0.0357142857142857,-0.14285714285714285,-0.08203643732545254
gov_report,pullback_diagonal_action,4,1,7,0.8333333333333335,0.75,0.2857142857142857,0.025462422862362784,-0.023809523809523725,-0.030612244897959186,0.0,0.0
gov_report,pullback_diagonal_action,4,2,7,0.38095238095238104,0.7193877551020408,0.14285714285714285,0.025484526264602455,0.023809523809523836,-0.06122448979591837,-0.14285714285714285,-2.2103402239669546e-05
gov_report,pullback_diagonal_action,4,4,7,0.8095238095238096,0.7602040816326531,0.2857142857142857,0.025462422862362784,0.0,-0.020408163265306128,0.0,0.0
gov_report,pullback_diagonal_action,4,8,7,0.7142857142857144,0.7397959183673469,0.14285714285714285,0.025725752151781377,-0.04761904761904756,-0.04081632653061224,-0.14285714285714285,-0.0002633292894185895
gov_report,pullback_diagonal_ema,2,1,7,0.7857142857142858,0.7448979591836734,0.5714285714285714,0.0019291995036073344,-0.023809523809523836,-0.0357142857142857,0.2857142857142857,0.02353322335875545
gov_report,pullback_diagonal_ema,2,2,7,0.7619047619047621,0.7653061224489797,0.42857142857142855,0.002064407261404398,0.04761904761904767,-0.015306122448979569,0.14285714285714285,0.02339801560095839
gov_report,pullback_diagonal_ema,2,4,7,0.7857142857142858,0.7755102040816327,0.42857142857142855,0.024596179294309035,0.04761904761904767,-0.005102040816326513,0.14285714285714285,0.000866243568053752
gov_report,pullback_diagonal_ema,2,8,7,0.6666666666666669,0.7397959183673469,0.14285714285714285,0.10749886018781533,-0.023809523809523836,-0.04081632653061223,-0.14285714285714285,-0.08203643732545254
gov_report,pullback_diagonal_ema,4,1,7,0.7857142857142858,0.7397959183673467,0.2857142857142857,0.025462422862362784,-0.023809523809523725,-0.040816326530612256,0.0,0.0
gov_report,pullback_diagonal_ema,4,2,7,0.3333333333333334,0.7091836734693876,0.14285714285714285,0.025484526264602455,0.023809523809523836,-0.07142857142857144,-0.14285714285714285,-2.2103402239669546e-05
gov_report,pullback_diagonal_ema,4,4,7,0.7857142857142858,0.7653061224489797,0.2857142857142857,0.025462422862362784,0.04761904761904756,-0.015306122448979585,0.0,0.0
gov_report,pullback_diagonal_ema,4,8,7,0.7142857142857144,0.7346938775510204,0.14285714285714285,0.025725752151781377,-0.07142857142857151,-0.04591836734693877,-0.14285714285714285,-0.0002633292894185895
gov_report,pullback_diagonal_innovation,2,1,7,0.7857142857142858,0.7551020408163265,0.42857142857142855,0.001951302905847004,-0.04761904761904756,-0.025510204081632626,0.14285714285714285,0.02351111995651578
gov_report,pullback_diagonal_innovation,2,2,7,0.7619047619047621,0.7704081632653061,0.42857142857142855,0.002064407261404398,0.04761904761904767,-0.010204081632653041,0.14285714285714285,0.02339801560095839
gov_report,pullback_diagonal_innovation,2,4,7,0.6904761904761906,0.7704081632653061,0.42857142857142855,0.024596179294309035,0.04761904761904767,-0.010204081632653041,0.14285714285714285,0.000866243568053752
gov_report,pullback_diagonal_innovation,2,8,7,0.6666666666666669,0.7244897959183673,0.14285714285714285,0.10774688534929626,-0.04761904761904756,-0.05612244897959183,-0.14285714285714285,-0.08228446248693347
gov_report,pullback_diagonal_innovation,4,1,7,0.7857142857142858,0.7551020408163264,0.2857142857142857,0.025462422862362784,-0.023809523809523725,-0.025510204081632657,0.0,0.0
gov_report,pullback_diagonal_innovation,4,2,7,0.6190476190476191,0.7091836734693878,0.2857142857142857,0.025462422862362784,0.0,-0.07142857142857141,0.0,0.0
gov_report,pullback_diagonal_innovation,4,4,7,0.7857142857142858,0.7602040816326531,0.2857142857142857,0.025462422862362784,0.023809523809523725,-0.020408163265306114,0.0,0.0
gov_report,pullback_diagonal_innovation,4,8,7,0.7619047619047621,0.75,0.14285714285714285,0.025725752151781377,-0.04761904761904756,-0.030612244897959186,-0.14285714285714285,-0.0002633292894185895
gov_report,pullback_diagonal_repeated,2,1,7,0.7857142857142858,0.7193877551020408,0.2857142857142857,0.02510129334532446,-0.04761904761904756,-0.06122448979591836,0.0,0.00036112951703832607
gov_report,pullback_diagonal_repeated,2,2,7,0.7619047619047621,0.7448979591836735,0.2857142857142857,0.025462422862362784,0.023809523809523836,-0.0357142857142857,0.0,0.0
gov_report,pullback_diagonal_repeated,2,4,7,0.7857142857142858,0.7908163265306122,0.42857142857142855,0.024596179294309035,0.04761904761904767,0.010204081632653088,0.14285714285714285,0.000866243568053752
gov_report,pullback_diagonal_repeated,2,8,7,0.6666666666666669,0.75,0.14285714285714285,0.10749886018781533,-0.04761904761904756,-0.030612244897959155,-0.14285714285714285,-0.08203643732545254
gov_report,pullback_diagonal_repeated,4,1,7,0.7857142857142858,0.7397959183673467,0.2857142857142857,0.025462422862362784,-0.023809523809523725,-0.040816326530612256,0.0,0.0
gov_report,pullback_diagonal_repeated,4,2,7,0.3333333333333334,0.6989795918367346,0.2857142857142857,0.025462422862362784,-0.07142857142857142,-0.0816326530612245,0.0,0.0
gov_report,pullback_diagonal_repeated,4,4,7,0.7857142857142858,0.7704081632653061,0.2857142857142857,0.025462422862362784,0.04761904761904756,-0.010204081632653057,0.0,0.0
gov_report,pullback_diagonal_repeated,4,8,7,0.7142857142857144,0.7397959183673468,0.14285714285714285,0.025725752151781377,-0.07142857142857151,-0.04081632653061224,-0.14285714285714285,-0.0002633292894185895
gov_report,pullback_full_action,2,1,7,0.7619047619047621,0.7908163265306122,0.42857142857142855,0.00231243242288533,0.0,0.010204081632653073,0.14285714285714285,0.023149990439477457
gov_report,pullback_full_action,2,2,7,0.8333333333333335,0.8061224489795917,0.42857142857142855,0.002064407261404398,0.023809523809523808,0.025510204081632657,0.14285714285714285,0.02339801560095839
gov_report,pullback_full_action,2,4,7,0.5952380952380953,0.7193877551020408,0.42857142857142855,0.024596179294309035,-0.11904761904761907,-0.06122448979591836,0.14285714285714285,0.000866243568053752
gov_report,pullback_full_action,2,8,7,0.6666666666666669,0.7397959183673469,0.14285714285714285,0.10749886018781533,-0.04761904761904756,-0.04081632653061223,-0.14285714285714285,-0.08203643732545254
gov_report,pullback_full_action,4,1,7,0.7380952380952381,0.7551020408163266,0.14285714285714285,0.026420065068757055,-0.04761904761904756,-0.025510204081632657,-0.14285714285714285,-0.0009576422063942706
gov_report,pullback_full_action,4,2,7,0.7619047619047621,0.7551020408163266,0.14285714285714285,0.026172039907276123,-0.04761904761904756,-0.025510204081632643,-0.14285714285714285,-0.0007096170449133385
gov_report,pullback_full_action,4,4,7,0.5000000000000001,0.6887755102040817,0.2857142857142857,0.13997912436236984,-0.19047619047619047,-0.09183673469387754,0.0,-0.11451670150000705
gov_report,pullback_full_action,4,8,7,0.8095238095238096,0.7551020408163265,0.14285714285714285,0.025725752151781377,0.0,-0.025510204081632643,-0.14285714285714285,-0.0002633292894185895
gov_report,pullback_full_ema,2,1,7,0.7619047619047621,0.7857142857142856,0.42857142857142855,0.00231243242288533,-0.04761904761904756,0.0051020408163265285,0.14285714285714285,0.023149990439477457
gov_report,pullback_full_ema,2,2,7,0.8095238095238096,0.8010204081632653,0.42857142857142855,0.002064407261404398,0.023809523809523808,0.020408163265306128,0.14285714285714285,0.02339801560095839
gov_report,pullback_full_ema,2,4,7,0.6904761904761906,0.7448979591836734,0.42857142857142855,0.024596179294309035,-0.11904761904761907,-0.0357142857142857,0.14285714285714285,0.000866243568053752
gov_report,pullback_full_ema,2,8,7,0.6666666666666669,0.7448979591836735,0.14285714285714285,0.10749886018781533,-0.04761904761904756,-0.035714285714285685,-0.14285714285714285,-0.08203643732545254
gov_report,pullback_full_ema,4,1,7,0.7380952380952381,0.7602040816326532,0.14285714285714285,0.026420065068757055,0.023809523809523725,-0.020408163265306128,-0.14285714285714285,-0.0009576422063942706
gov_report,pullback_full_ema,4,2,7,0.8095238095238096,0.7653061224489797,0.2857142857142857,0.02578880698799813,-0.023809523809523836,-0.015306122448979585,0.0,-0.0003263841256353429
gov_report,pullback_full_ema,4,4,7,0.5000000000000001,0.7040816326530612,0.42857142857142855,0.02507918994308479,-0.19047619047619047,-0.07653061224489795,0.14285714285714285,0.0003832329192779956
gov_report,pullback_full_ema,4,8,7,0.8095238095238096,0.7602040816326531,0.2857142857142857,0.025342519232503382,0.0,-0.020408163265306128,0.0,0.00011990362985940608
gov_report,pullback_full_innovation,2,1,7,0.7380952380952381,0.7908163265306121,0.2857142857142857,0.0023345358251249996,-0.04761904761904756,0.010204081632653057,0.0,0.023127887037237786
gov_report,pullback_full_innovation,2,2,7,0.7619047619047621,0.7959183673469388,0.42857142857142855,0.002064407261404398,0.023809523809523808,0.0153061224489796,0.14285714285714285,0.02339801560095839
gov_report,pullback_full_innovation,2,4,7,0.6904761904761906,0.7448979591836735,0.42857142857142855,0.024596179294309035,0.023809523809523725,-0.0357142857142857,0.14285714285714285,0.000866243568053752
gov_report,pullback_full_innovation,2,8,7,0.6666666666666669,0.7193877551020408,0.14285714285714285,0.11403071568278514,-0.04761904761904756,-0.06122448979591836,-0.14285714285714285,-0.08856829282042236
gov_report,pullback_full_innovation,4,1,7,0.7142857142857144,0.7397959183673468,0.2857142857142857,0.02603683214947906,-0.09523809523809523,-0.040816326530612256,0.0,-0.000574409287116275
gov_report,pullback_full_innovation,4,2,7,0.7142857142857144,0.7602040816326532,0.2857142857142857,0.02578880698799813,-0.09523809523809523,-0.020408163265306107,0.0,-0.0003263841256353429
gov_report,pullback_full_innovation,4,4,7,0.5000000000000001,0.6938775510204083,0.42857142857142855,0.02507918994308479,-0.19047619047619047,-0.08673469387755099,0.14285714285714285,0.0003832329192779956
gov_report,pullback_full_innovation,4,8,7,0.7380952380952381,0.7499999999999999,0.2857142857142857,0.025342519232503382,0.0,-0.030612244897959186,0.0,0.00011990362985940608
gov_report,pullback_full_repeated,2,1,7,0.7380952380952381,0.7653061224489796,0.14285714285714285,0.025732551426083387,-0.04761904761904756,-0.0153061224489796,-0.14285714285714285,-0.0002701285637206017
gov_report,pullback_full_repeated,2,2,7,0.7619047619047621,0.7857142857142856,0.2857142857142857,0.025462422862362784,0.023809523809523808,0.0051020408163265285,0.0,0.0
gov_report,pullback_full_repeated,2,4,7,0.6904761904761906,0.7499999999999999,0.2857142857142857,0.025462422862362784,-0.04761904761904756,-0.03061224489795917,0.0,0.0
gov_report,pullback_full_repeated,2,8,7,0.6666666666666669,0.75,0.14285714285714285,0.10749886018781533,-0.04761904761904756,-0.030612244897959155,-0.14285714285714285,-0.08203643732545254
gov_report,pullback_full_repeated,4,1,7,0.7142857142857144,0.7551020408163266,0.42857142857142855,0.026014728747239393,-0.023809523809523836,-0.025510204081632643,0.14285714285714285,-0.0005523058848766055
gov_report,pullback_full_repeated,4,2,7,0.7857142857142858,0.7448979591836735,0.2857142857142857,0.02578880698799813,-0.023809523809523836,-0.035714285714285705,0.0,-0.0003263841256353429
gov_report,pullback_full_repeated,4,4,7,0.5000000000000001,0.6938775510204083,0.42857142857142855,0.02507918994308479,-0.19047619047619047,-0.08673469387755099,0.14285714285714285,0.0003832329192779956
gov_report,pullback_full_repeated,4,8,7,0.8095238095238096,0.7602040816326531,0.2857142857142857,0.025342519232503382,0.0,-0.020408163265306128,0.0,0.00011990362985940608
gov_report,pullback_randomized_16_action,2,1,7,0.7380952380952381,0.7806122448979591,0.42857142857142855,0.00231243242288533,0.0,1.586032892321652e-17,0.14285714285714285,0.023149990439477457
gov_report,pullback_randomized_16_action,2,2,7,0.7857142857142858,0.8112244897959184,0.42857142857142855,0.002064407261404398,0.04761904761904767,0.0306122448979592,0.14285714285714285,0.02339801560095839
gov_report,pullback_randomized_16_action,2,4,7,0.6904761904761906,0.7704081632653059,0.42857142857142855,0.024596179294309035,0.0,-0.010204081632653041,0.14285714285714285,0.000866243568053752
gov_report,pullback_randomized_16_action,2,8,7,0.6666666666666669,0.7602040816326531,0.14285714285714285,0.1083170999850296,-0.04761904761904756,-0.020408163265306097,-0.14285714285714285,-0.08285467712266681
gov_report,pullback_randomized_16_action,4,1,7,0.8095238095238096,0.7857142857142856,0.42857142857142855,0.026014728747239393,0.0,0.005102040816326544,0.14285714285714285,-0.0005523058848766055
gov_report,pullback_randomized_16_action,4,2,7,0.8095238095238096,0.7908163265306124,0.14285714285714285,0.026172039907276123,0.0,0.010204081632653088,-0.14285714285714285,-0.0007096170449133385
gov_report,pullback_randomized_16_action,4,4,7,0.6904761904761906,0.7142857142857143,0.2857142857142857,0.13997912436236984,-0.09523809523809523,-0.06632653061224489,0.0,-0.11451670150000705
gov_report,pullback_randomized_16_action,4,8,7,0.8095238095238096,0.7857142857142857,0.42857142857142855,0.024844204455789966,0.0,0.005102040816326544,0.14285714285714285,0.0006182184065728199
gov_report,pullback_randomized_16_ema,2,1,7,0.7380952380952381,0.7806122448979591,0.42857142857142855,0.00231243242288533,0.0,1.586032892321652e-17,0.14285714285714285,0.023149990439477457
gov_report,pullback_randomized_16_ema,2,2,7,0.7857142857142858,0.8112244897959184,0.42857142857142855,0.002064407261404398,0.04761904761904767,0.0306122448979592,0.14285714285714285,0.02339801560095839
gov_report,pullback_randomized_16_ema,2,4,7,0.6904761904761906,0.7755102040816325,0.42857142857142855,0.024596179294309035,0.023809523809523725,-0.005102040816326496,0.14285714285714285,0.000866243568053752
gov_report,pullback_randomized_16_ema,2,8,7,0.6666666666666669,0.75,0.14285714285714285,0.10856512514651052,-0.04761904761904756,-0.03061224489795917,-0.14285714285714285,-0.08310270228414773
gov_report,pullback_randomized_16_ema,4,1,7,0.8095238095238096,0.7857142857142856,0.42857142857142855,0.026014728747239393,0.0,0.005102040816326544,0.14285714285714285,-0.0005523058848766055
gov_report,pullback_randomized_16_ema,4,2,7,0.8095238095238096,0.8010204081632654,0.2857142857142857,0.02578880698799813,0.0,0.020408163265306145,0.0,-0.0003263841256353429
gov_report,pullback_randomized_16_ema,4,4,7,0.6904761904761906,0.7244897959183675,0.42857142857142855,0.02507918994308479,-0.09523809523809523,-0.05612244897959181,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_16_ema,4,8,7,0.8095238095238096,0.7806122448979592,0.2857142857142857,0.025342519232503382,0.023809523809523725,1.586032892321652e-17,0.0,0.00011990362985940608
gov_report,pullback_randomized_16_innovation,2,1,7,0.7380952380952381,0.7857142857142857,0.2857142857142857,0.02571044802384372,-0.04761904761904756,0.005102040816326513,0.0,-0.0002480251614809321
gov_report,pullback_randomized_16_innovation,2,2,7,0.7619047619047621,0.7908163265306121,0.2857142857142857,0.025462422862362784,0.023809523809523808,0.010204081632653057,0.0,0.0
gov_report,pullback_randomized_16_innovation,2,4,7,0.7380952380952381,0.770408163265306,0.42857142857142855,0.024596179294309035,0.023809523809523725,-0.010204081632653057,0.14285714285714285,0.000866243568053752
gov_report,pullback_randomized_16_innovation,2,8,7,0.7142857142857144,0.7346938775510203,0.14285714285714285,0.1148489554799994,-0.04761904761904756,-0.04591836734693877,-0.14285714285714285,-0.08938653261763663
gov_report,pullback_randomized_16_innovation,4,1,7,0.8095238095238096,0.7653061224489796,0.42857142857142855,0.026014728747239393,-0.023809523809523725,-0.015306122448979585,0.14285714285714285,-0.0005523058848766055
gov_report,pullback_randomized_16_innovation,4,2,7,0.8095238095238096,0.7908163265306122,0.2857142857142857,0.02578880698799813,0.0,0.010204081632653064,0.0,-0.0003263841256353429
gov_report,pullback_randomized_16_innovation,4,4,7,0.6904761904761906,0.7091836734693878,0.42857142857142855,0.02507918994308479,-0.11904761904761907,-0.07142857142857142,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_16_innovation,4,8,7,0.8095238095238096,0.7857142857142858,0.2857142857142857,0.025342519232503382,0.023809523809523725,0.0051020408163265285,0.0,0.00011990362985940608
gov_report,pullback_randomized_16_repeated,2,1,7,0.7380952380952381,0.770408163265306,0.2857142857142857,0.02571044802384372,-0.04761904761904756,-0.010204081632653073,0.0,-0.0002480251614809321
gov_report,pullback_randomized_16_repeated,2,2,7,0.7619047619047621,0.7857142857142856,0.2857142857142857,0.025462422862362784,0.023809523809523808,0.0051020408163265285,0.0,0.0
gov_report,pullback_randomized_16_repeated,2,4,7,0.7142857142857144,0.7602040816326531,0.2857142857142857,0.025462422862362784,-0.04761904761904756,-0.020408163265306114,0.0,0.0
gov_report,pullback_randomized_16_repeated,2,8,7,0.7142857142857144,0.75,0.14285714285714285,0.10856512514651052,-0.0714285714285714,-0.03061224489795917,-0.14285714285714285,-0.08310270228414773
gov_report,pullback_randomized_16_repeated,4,1,7,0.7142857142857144,0.7755102040816325,0.42857142857142855,0.026014728747239393,0.0,-0.005102040816326496,0.14285714285714285,-0.0005523058848766055
gov_report,pullback_randomized_16_repeated,4,2,7,0.8571428571428572,0.7857142857142858,0.2857142857142857,0.02578880698799813,-0.023809523809523836,0.005102040816326552,0.0,-0.0003263841256353429
gov_report,pullback_randomized_16_repeated,4,4,7,0.6666666666666669,0.7142857142857143,0.42857142857142855,0.025897429740299054,-0.09523809523809523,-0.06632653061224487,0.14285714285714285,-0.00043500687793627087
gov_report,pullback_randomized_16_repeated,4,8,7,0.8095238095238096,0.7806122448979592,0.2857142857142857,0.026160759029717647,0.0,-1.586032892321652e-17,0.0,-0.0006983361673548605
gov_report,pullback_randomized_32_action,2,1,7,0.7380952380952381,0.7653061224489796,0.42857142857142855,0.00231243242288533,-0.04761904761904756,-0.015306122448979585,0.14285714285714285,0.023149990439477457
gov_report,pullback_randomized_32_action,2,2,7,0.7857142857142858,0.7908163265306121,0.5714285714285714,0.0016811743421264024,-0.04761904761904756,0.010204081632653057,0.2857142857142857,0.023781248520236383
gov_report,pullback_randomized_32_action,2,4,7,0.5952380952380953,0.6887755102040816,0.5714285714285714,0.02421294637503104,-0.11904761904761907,-0.09183673469387756,0.2857142857142857,0.0012494764873317477
gov_report,pullback_randomized_32_action,2,8,7,0.6666666666666669,0.7142857142857143,0.2857142857142857,0.10711562726853736,-0.04761904761904756,-0.0663265306122449,0.0,-0.08165320440617455
gov_report,pullback_randomized_32_action,4,1,7,0.6666666666666669,0.7244897959183673,0.14285714285714285,0.04251900209511737,-0.11904761904761907,-0.056122448979591844,-0.14285714285714285,-0.017056579232754585
gov_report,pullback_randomized_32_action,4,2,7,0.6666666666666669,0.7448979591836736,0.2857142857142857,0.04188774401435844,-0.09523809523809527,-0.0357142857142857,0.0,-0.016425321151995655
gov_report,pullback_randomized_32_action,4,4,7,0.4761904761904762,0.7040816326530612,0.42857142857142855,0.02507918994308479,-0.11904761904761907,-0.07653061224489796,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_action,4,8,7,0.7142857142857144,0.7499999999999999,0.42857142857142855,0.02507918994308479,0.0,-0.030612244897959186,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_ema,2,1,7,0.7380952380952381,0.7602040816326531,0.42857142857142855,0.00231243242288533,-0.04761904761904756,-0.020408163265306114,0.14285714285714285,0.023149990439477457
gov_report,pullback_randomized_32_ema,2,2,7,0.7857142857142858,0.7959183673469388,0.5714285714285714,0.0016811743421264024,0.0,0.0153061224489796,0.2857142857142857,0.023781248520236383
gov_report,pullback_randomized_32_ema,2,4,7,0.6190476190476191,0.6989795918367346,0.5714285714285714,0.02421294637503104,-0.11904761904761907,-0.08163265306122448,0.2857142857142857,0.0012494764873317477
gov_report,pullback_randomized_32_ema,2,8,7,0.6666666666666669,0.7142857142857143,0.2857142857142857,0.10711562726853736,-0.023809523809523836,-0.06632653061224489,0.0,-0.08165320440617455
gov_report,pullback_randomized_32_ema,4,1,7,0.7142857142857144,0.7346938775510203,0.2857142857142857,0.02603683214947906,-0.09523809523809523,-0.045918367346938785,0.0,-0.000574409287116275
gov_report,pullback_randomized_32_ema,4,2,7,0.7142857142857144,0.7397959183673471,0.2857142857142857,0.02578880698799813,-0.09523809523809523,-0.04081632653061223,0.0,-0.0003263841256353429
gov_report,pullback_randomized_32_ema,4,4,7,0.4761904761904762,0.6989795918367347,0.42857142857142855,0.02507918994308479,-0.19047619047619047,-0.08163265306122447,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_ema,4,8,7,0.7142857142857144,0.7551020408163265,0.42857142857142855,0.02507918994308479,0.0,-0.025510204081632643,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_innovation,2,1,7,0.7380952380952381,0.7602040816326531,0.2857142857142857,0.0023345358251249996,-0.04761904761904756,-0.020408163265306114,0.0,0.023127887037237786
gov_report,pullback_randomized_32_innovation,2,2,7,0.7619047619047621,0.7857142857142857,0.5714285714285714,0.0016811743421264024,-0.04761904761904756,0.005102040816326544,0.2857142857142857,0.023781248520236383
gov_report,pullback_randomized_32_innovation,2,4,7,0.6904761904761906,0.7346938775510203,0.5714285714285714,0.02421294637503104,-0.11904761904761907,-0.04591836734693876,0.2857142857142857,0.0012494764873317477
gov_report,pullback_randomized_32_innovation,2,8,7,0.6904761904761906,0.7448979591836735,0.2857142857142857,0.10736365243001829,-0.04761904761904756,-0.0357142857142857,0.0,-0.08190122956765547
gov_report,pullback_randomized_32_innovation,4,1,7,0.7142857142857144,0.7295918367346939,0.2857142857142857,0.02603683214947906,-0.09523809523809523,-0.051020408163265314,0.0,-0.000574409287116275
gov_report,pullback_randomized_32_innovation,4,2,7,0.7142857142857144,0.7500000000000001,0.2857142857142857,0.02578880698799813,-0.09523809523809523,-0.03061224489795917,0.0,-0.0003263841256353429
gov_report,pullback_randomized_32_innovation,4,4,7,0.5714285714285715,0.7142857142857143,0.42857142857142855,0.02507918994308479,-0.1428571428571429,-0.06632653061224489,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_innovation,4,8,7,0.7619047619047621,0.7602040816326531,0.42857142857142855,0.02507918994308479,0.0,-0.020408163265306114,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_repeated,2,1,7,0.7380952380952381,0.7499999999999999,0.14285714285714285,0.025732551426083387,-0.04761904761904756,-0.030612244897959186,-0.14285714285714285,-0.0002701285637206017
gov_report,pullback_randomized_32_repeated,2,2,7,0.7619047619047621,0.7908163265306121,0.42857142857142855,0.02507918994308479,0.023809523809523808,0.010204081632653057,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_repeated,2,4,7,0.5476190476190477,0.7193877551020409,0.42857142857142855,0.02507918994308479,-0.19047619047619058,-0.06122448979591834,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_repeated,2,8,7,0.6904761904761906,0.7551020408163265,0.2857142857142857,0.10711562726853736,-0.04761904761904756,-0.025510204081632626,0.0,-0.08165320440617455
gov_report,pullback_randomized_32_repeated,4,1,7,0.7142857142857144,0.7397959183673468,0.2857142857142857,0.02603683214947906,-0.023809523809523836,-0.04081632653061224,0.0,-0.000574409287116275
gov_report,pullback_randomized_32_repeated,4,2,7,0.7857142857142858,0.729591836734694,0.2857142857142857,0.02578880698799813,-0.023809523809523836,-0.05102040816326529,0.0,-0.0003263841256353429
gov_report,pullback_randomized_32_repeated,4,4,7,0.6904761904761906,0.7040816326530612,0.42857142857142855,0.02507918994308479,-0.11904761904761907,-0.07653061224489795,0.14285714285714285,0.0003832329192779956
gov_report,pullback_randomized_32_repeated,4,8,7,0.7142857142857144,0.7755102040816325,0.42857142857142855,0.02507918994308479,0.023809523809523836,-0.0051020408163265285,0.14285714285714285,0.0003832329192779956
niah_single_1,hidden_l2_action,2,1,7,0.6428571428571429,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,hidden_l2_action,2,2,7,0.6428571428571429,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,hidden_l2_action,2,4,7,0.6428571428571429,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,hidden_l2_action,2,8,7,0.6428571428571429,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,hidden_l2_action,4,1,7,0.6428571428571429,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,hidden_l2_action,4,2,7,0.6428571428571429,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,hidden_l2_action,4,4,7,0.6428571428571429,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,hidden_l2_action,4,8,7,0.6428571428571429,0.6938775510204082,0.14285714285714285,0.41941166469207125,0.0,0.0,0.0,0.0
niah_single_1,output_fisher_oracle,2,1,7,1.0,0.9693877551020408,1.0,0.0,0.3571428571428571,0.2755102040816326,0.8571428571428571,0.41941166469207125
niah_single_1,output_fisher_oracle,2,2,7,1.0,0.9693877551020408,1.0,0.0,0.3571428571428571,0.2755102040816326,0.8571428571428571,0.41941166469207125
niah_single_1,output_fisher_oracle,2,4,7,1.0,0.9693877551020408,1.0,0.0,0.3571428571428571,0.2755102040816326,0.8571428571428571,0.41941166469207125
niah_single_1,output_fisher_oracle,2,8,7,1.0,0.9693877551020408,1.0,0.0,0.3571428571428571,0.2755102040816326,0.8571428571428571,0.41941166469207125
niah_single_1,output_fisher_oracle,4,1,7,1.0,0.9693877551020408,1.0,0.0,0.3571428571428571,0.2755102040816326,0.8571428571428571,0.41941166469207125
niah_single_1,output_fisher_oracle,4,2,7,1.0,0.9693877551020408,1.0,0.0,0.3571428571428571,0.2755102040816326,0.8571428571428571,0.41941166469207125
niah_single_1,output_fisher_oracle,4,4,7,1.0,0.9693877551020408,1.0,0.0,0.3571428571428571,0.2755102040816326,0.8571428571428571,0.41941166469207125
niah_single_1,output_fisher_oracle,4,8,7,1.0,0.9693877551020408,1.0,0.0,0.3571428571428571,0.2755102040816326,0.8571428571428571,0.41941166469207125
niah_single_1,pullback_diagonal_action,2,1,7,0.5952380952380953,0.6785714285714286,0.0,0.5062166546606693,-0.023809523809523808,-0.0153061224489796,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_action,2,2,7,0.5952380952380953,0.6836734693877551,0.0,0.5062166546606693,0.0,-0.010204081632653041,-0.14285714285714285,-0.08680498996859813
niah_single_1,pullback_diagonal_action,2,4,7,0.6190476190476191,0.6938775510204082,0.0,0.5063535302342562,-0.023809523809523836,1.586032892321652e-17,-0.14285714285714285,-0.086941865542185
